table_id,row_id,_b_state_outlying_area_and_institution_b_full_path,_b_state_outlying_area_and_institution_b_level_1,_b_state_outlying_area_and_institution_b_level_2,_b_state_outlying_area_and_institution_b_level_3,_b_state_outlying_area_and_institution_b_hierarchy_depth,field_all_agencies,field_doc,field_dod,field_doe,field_ed,field_epa,field_hhs,field_nasa,field_nsf,field_usda,field_othera
10398,r046,"All states and outlying areas -> Arkansas -> U. Arkansas, System Office",All states and outlying areas,Arkansas,"U. Arkansas, System Office",3,29219,0,5987,1570,0,0,5525,0,0,15245,894
10398,r047,All states and outlying areas -> Arkansas -> U. Central Arkansas,All states and outlying areas,Arkansas,U. Central Arkansas,3,38,0,0,0,0,0,0,0,0,38,0
10398,r048,All states and outlying areas -> California,All states and outlying areas,California,,2,5802921,14387,660538,181173,14376,8100,3789670,175377,823018,99467,36814
10398,r049,All states and outlying areas -> California -> Allan Hancock C.,All states and outlying areas,California,Allan Hancock C.,3,1060,0,0,0,0,0,0,0,1060,0,0
10398,r050,All states and outlying areas -> California -> Azusa Pacific U.,All states and outlying areas,California,Azusa Pacific U.,3,1333,0,0,0,0,0,683,0,650,0,0
10398,r051,All states and outlying areas -> California -> C. Canyons,All states and outlying areas,California,C. Canyons,3,1568,0,0,0,0,0,0,0,1568,0,0
10398,r052,All states and outlying areas -> California -> California Institute of Technology,All states and outlying areas,California,California Institute of Technology,3,196422,99,17052,18538,0,0,79482,2968,74082,0,4201
10398,r053,All states and outlying areas -> California -> California Lutheran U.,All states and outlying areas,California,California Lutheran U.,3,133,0,0,0,0,0,0,0,133,0,0
10398,r054,"All states and outlying areas -> California -> California Polytechnic State U., San Luis Obispo",All states and outlying areas,California,"California Polytechnic State U., San Luis Obispo",3,5504,0,103,0,0,0,14,0,3878,1497,11
10398,r055,"All states and outlying areas -> California -> California State Polytechnic U., Pomona",All states and outlying areas,California,"California State Polytechnic U., Pomona",3,4462,0,769,0,0,0,441,131,3091,30,0
10398,r056,All states and outlying areas -> California -> California State U. Maritime Academy,All states and outlying areas,California,California State U. Maritime Academy,3,1480,0,0,0,0,0,0,44,0,0,1436
10398,r057,"All states and outlying areas -> California -> California State U., Bakersfield",All states and outlying areas,California,"California State U., Bakersfield",3,1244,0,0,0,0,0,696,0,217,300,31
10398,r058,"All states and outlying areas -> California -> California State U., Channel Islands",All states and outlying areas,California,"California State U., Channel Islands",3,1269,0,0,167,0,0,364,0,738,0,0
10398,r059,"All states and outlying areas -> California -> California State U., Chico",All states and outlying areas,California,"California State U., Chico",3,1721,0,149,0,0,0,0,0,1298,275,0
10398,r060,"All states and outlying areas -> California -> California State U., Dominguez Hills",All states and outlying areas,California,"California State U., Dominguez Hills",3,2250,0,598,0,0,0,797,0,856,0,0
10398,r061,"All states and outlying areas -> California -> California State U., East Bay",All states and outlying areas,California,"California State U., East Bay",3,5310,0,0,718,0,0,0,57,4512,0,23
10398,r062,"All states and outlying areas -> California -> California State U., Fresno",All states and outlying areas,California,"California State U., Fresno",3,4742,0,378,0,0,0,1786,0,2453,32,93
10398,r063,"All states and outlying areas -> California -> California State U., Fullerton",All states and outlying areas,California,"California State U., Fullerton",3,6264,0,590,0,0,0,2620,0,2954,0,100
10398,r064,"All states and outlying areas -> California -> California State U., Long Beach",All states and outlying areas,California,"California State U., Long Beach",3,11806,0,543,0,0,0,5919,0,4670,673,0
10398,r065,"All states and outlying areas -> California -> California State U., Los Angeles",All states and outlying areas,California,"California State U., Los Angeles",3,8208,0,173,0,0,0,3274,342,4419,0,0
10398,r066,"All states and outlying areas -> California -> California State U., Monterey Bay",All states and outlying areas,California,"California State U., Monterey Bay",3,2408,0,0,0,0,0,266,0,1882,118,141
10398,r067,"All states and outlying areas -> California -> California State U., Northridge",All states and outlying areas,California,"California State U., Northridge",3,15868,225,1184,0,0,0,6841,0,6754,750,114
10398,r068,"All states and outlying areas -> California -> California State U., Sacramento",All states and outlying areas,California,"California State U., Sacramento",3,6124,0,0,0,0,0,465,0,4241,0,1418
10398,r069,"All states and outlying areas -> California -> California State U., San Bernardino",All states and outlying areas,California,"California State U., San Bernardino",3,5877,0,0,0,0,0,1402,40,4436,0,0
10398,r070,"All states and outlying areas -> California -> California State U., San Marcos",All states and outlying areas,California,"California State U., San Marcos",3,6846,0,2548,0,0,0,2444,550,1304,0,0
10398,r071,"All states and outlying areas -> California -> California State U., Stanislaus",All states and outlying areas,California,"California State U., Stanislaus",3,1015,0,0,0,0,0,100,0,454,275,186
10398,r072,All states and outlying areas -> California -> Cerritos C.,All states and outlying areas,California,Cerritos C.,3,129,0,0,129,0,0,0,0,0,0,0
10398,r073,All states and outlying areas -> California -> Chapman U.,All states and outlying areas,California,Chapman U.,3,6759,0,2100,0,0,0,2851,35,1113,660,0
10398,r074,All states and outlying areas -> California -> Charles R. Drew U. Medicine and Science,All states and outlying areas,California,Charles R. Drew U. Medicine and Science,3,8641,0,0,0,0,0,8641,0,0,0,0
10398,r075,All states and outlying areas -> California -> City C. San Francisco,All states and outlying areas,California,City C. San Francisco,3,709,0,0,0,0,0,0,0,709,0,0
10398,r076,All states and outlying areas -> California -> Claremont Graduate U.,All states and outlying areas,California,Claremont Graduate U.,3,50,0,0,0,0,0,0,0,50,0,0
10398,r077,All states and outlying areas -> California -> Claremont McKenna C.,All states and outlying areas,California,Claremont McKenna C.,3,712,0,178,0,0,0,0,0,533,0,0
10398,r078,All states and outlying areas -> California -> Contra Costa Community C. District,All states and outlying areas,California,Contra Costa Community C. District,3,1196,0,0,0,0,0,0,0,1196,0,0
10398,r079,All states and outlying areas -> California -> Dominican U. California,All states and outlying areas,California,Dominican U. California,3,22,0,0,0,0,0,0,0,0,22,0
10398,r080,"All states and outlying areas -> California -> El Camino C., Compton Center",All states and outlying areas,California,"El Camino C., Compton Center",3,300,0,0,0,0,0,0,0,300,0,0
10398,r081,All states and outlying areas -> California -> Fielding Graduate U.,All states and outlying areas,California,Fielding Graduate U.,3,1067,0,0,0,0,0,0,0,1067,0,0
10398,r082,All states and outlying areas -> California -> Harvey Mudd C.,All states and outlying areas,California,Harvey Mudd C.,3,1301,0,100,0,0,0,0,0,1201,0,0
10398,r083,All states and outlying areas -> California -> Humboldt State U.,All states and outlying areas,California,Humboldt State U.,3,1701,0,0,0,0,0,0,0,979,524,197
10398,r084,All states and outlying areas -> California -> Imperial Valley C.,All states and outlying areas,California,Imperial Valley C.,3,300,0,0,0,0,0,0,0,300,0,0
10398,r085,All states and outlying areas -> California -> Keck Graduate Institute,All states and outlying areas,California,Keck Graduate Institute,3,2873,0,0,0,0,0,2491,0,382,0,0
10398,r086,All states and outlying areas -> California -> Loma Linda U.,All states and outlying areas,California,Loma Linda U.,3,9824,0,0,0,0,0,9824,0,0,0,0
10398,r087,"All states and outlying areas -> California -> Los Angeles Community C. District, Los Angeles Mission C.",All states and outlying areas,California,"Los Angeles Community C. District, Los Angeles Mission C.",3,509,0,0,0,0,0,0,0,509,0,0
10398,r088,"All states and outlying areas -> California -> Los Angeles Community C. District, Los Angeles Valley C.",All states and outlying areas,California,"Los Angeles Community C. District, Los Angeles Valley C.",3,1000,0,0,0,0,0,0,0,1000,0,0
10398,r089,"All states and outlying areas -> California -> Los Angeles Community C. District, Pierce C.",All states and outlying areas,California,"Los Angeles Community C. District, Pierce C.",3,520,0,0,0,0,0,0,0,520,0,0
10398,r090,"All states and outlying areas -> California -> Los Angeles Community C. District, West Los Angeles C.",All states and outlying areas,California,"Los Angeles Community C. District, West Los Angeles C.",3,200,0,0,0,0,0,0,0,200,0,0
10398,r091,All states and outlying areas -> California -> Loyola Marymount U.,All states and outlying areas,California,Loyola Marymount U.,3,1212,0,0,0,0,0,422,0,790,0,0
10398,r092,All states and outlying areas -> California -> Mills C.,All states and outlying areas,California,Mills C.,3,39,0,0,0,0,0,0,0,39,0,0
10398,r093,All states and outlying areas -> California -> Mt. San Antonio C.,All states and outlying areas,California,Mt. San Antonio C.,3,68,0,0,0,0,0,0,0,68,0,0
10398,r094,All states and outlying areas -> California -> National Physical Science Consortium,All states and outlying areas,California,National Physical Science Consortium,3,330,330,0,0,0,0,0,0,0,0,0
10398,r095,All states and outlying areas -> California -> National U.,All states and outlying areas,California,National U.,3,367,0,0,0,0,0,300,0,67,0,0
10398,r096,All states and outlying areas -> California -> Naval Postgraduate School,All states and outlying areas,California,Naval Postgraduate School,3,29671,0,28571,50,0,0,0,1050,0,0,0
10398,r097,All states and outlying areas -> California -> North Orange County Community C. District,All states and outlying areas,California,North Orange County Community C. District,3,42,0,0,0,0,0,0,0,42,0,0
10398,r098,All states and outlying areas -> California -> Occidental C.,All states and outlying areas,California,Occidental C.,3,1588,0,0,0,0,0,318,0,1029,0,240
10398,r099,All states and outlying areas -> California -> Ohlone C.,All states and outlying areas,California,Ohlone C.,3,179,0,0,0,0,0,0,0,179,0,0
10398,r100,All states and outlying areas -> California -> Pasadena City C.,All states and outlying areas,California,Pasadena City C.,3,1542,0,0,0,0,0,0,0,1542,0,0
10398,r101,"All states and outlying areas -> California -> Pepperdine U., Malibu",All states and outlying areas,California,"Pepperdine U., Malibu",3,342,0,0,0,0,0,0,0,342,0,0
10398,r102,"All states and outlying areas -> California -> Peralta Community C., C. Alameda",All states and outlying areas,California,"Peralta Community C., C. Alameda",3,399,0,0,0,0,0,0,0,399,0,0
10398,r103,All states and outlying areas -> California -> Pomona C.,All states and outlying areas,California,Pomona C.,3,1238,0,50,0,0,0,0,0,1187,0,0
10398,r104,All states and outlying areas -> California -> Riverside Community C. District,All states and outlying areas,California,Riverside Community C. District,3,319,0,0,0,0,0,0,0,319,0,0
10398,r105,"All states and outlying areas -> California -> Riverside Community C. District, Riverside",All states and outlying areas,California,"Riverside Community C. District, Riverside",3,2000,0,0,0,0,0,0,0,2000,0,0
10398,r106,All states and outlying areas -> California -> Saint Mary's C. California,All states and outlying areas,California,Saint Mary's C. California,3,436,0,0,0,0,0,0,0,436,0,0
10398,r107,All states and outlying areas -> California -> Samuel Merritt U.,All states and outlying areas,California,Samuel Merritt U.,3,547,0,0,0,0,0,547,0,0,0,0
10398,r108,"All states and outlying areas -> California -> San Diego State U., San Diego",All states and outlying areas,California,"San Diego State U., San Diego",3,52122,0,2860,1867,1280,0,32204,89,10865,747,2210
10398,r109,All states and outlying areas -> California -> San Francisco State U.,All states and outlying areas,California,San Francisco State U.,3,11361,0,538,531,0,0,6681,258,3353,0,0
10398,r110,All states and outlying areas -> California -> San Jose State U.,All states and outlying areas,California,San Jose State U.,3,17631,0,1543,0,0,0,1786,7286,5524,0,1492
10398,r111,All states and outlying areas -> California -> San Mateo County Community C. District,All states and outlying areas,California,San Mateo County Community C. District,3,450,0,0,450,0,0,0,0,0,0,0
10398,r112,All states and outlying areas -> California -> Santa Barbara City C.,All states and outlying areas,California,Santa Barbara City C.,3,300,0,0,0,0,0,0,0,300,0,0
10398,r113,All states and outlying areas -> California -> Santa Clara U.,All states and outlying areas,California,Santa Clara U.,3,2060,0,0,0,0,0,411,0,1649,0,0
10398,r114,All states and outlying areas -> California -> Scripps C.,All states and outlying areas,California,Scripps C.,3,2131,0,0,0,0,0,0,0,924,1207,0
10398,r115,"All states and outlying areas -> California -> Scripps Research Institute, The",All states and outlying areas,California,"Scripps Research Institute, The",3,245127,0,521,0,0,0,241665,712,2229,0,0
10398,r116,All states and outlying areas -> California -> Sonoma State U.,All states and outlying areas,California,Sonoma State U.,3,793,0,0,0,0,0,0,431,362,0,0
10398,r117,All states and outlying areas -> California -> Stanford U.,All states and outlying areas,California,Stanford U.,3,727830,0,62907,22144,1851,1181,576644,11513,49537,245,1809
10398,r118,"All states and outlying areas -> California -> State Center Community C. District, Fresno City C.",All states and outlying areas,California,"State Center Community C. District, Fresno City C.",3,50,0,0,0,0,0,0,0,50,0,0
10398,r119,"All states and outlying areas -> California -> U. California, Berkeley",All states and outlying areas,California,"U. California, Berkeley",3,320625,638,30416,14284,283,1167,136837,54827,76636,1190,4347
10398,r120,"All states and outlying areas -> California -> U. California, Cooperative Extension",All states and outlying areas,California,"U. California, Cooperative Extension",3,21840,0,0,0,0,1464,0,0,0,20376,0
10398,r121,"All states and outlying areas -> California -> U. California, Davis",All states and outlying areas,California,"U. California, Davis",3,410039,90,22590,13590,2069,1938,266982,6394,47974,37878,10534
10398,r122,"All states and outlying areas -> California -> U. California, Irvine",All states and outlying areas,California,"U. California, Irvine",3,258585,437,14781,20122,2332,1464,166352,4714,47612,0,772
10398,r123,"All states and outlying areas -> California -> U. California, Los Angeles",All states and outlying areas,California,"U. California, Los Angeles",3,730449,929,63606,23677,1030,0,580968,0,59056,800,383
10398,r124,"All states and outlying areas -> California -> U. California, Merced",All states and outlying areas,California,"U. California, Merced",3,28887,76,672,549,0,0,3898,125,12117,11450,0
10398,r125,"All states and outlying areas -> California -> U. California, Office of the President",All states and outlying areas,California,"U. California, Office of the President",3,16748,0,10712,0,0,0,0,2041,296,3170,530
10398,r126,"All states and outlying areas -> California -> U. California, Riverside",All states and outlying areas,California,"U. California, Riverside",3,108245,0,16858,6649,1219,0,33698,0,37744,11977,100
10398,r127,"All states and outlying areas -> California -> U. California, San Diego",All states and outlying areas,California,"U. California, San Diego",3,858385,8489,99294,35450,231,885,525683,11731,173501,2736,384
10398,r128,"All states and outlying areas -> California -> U. California, San Francisco",All states and outlying areas,California,"U. California, San Francisco",3,782571,0,67256,0,0,0,705024,130,10159,2,0
10398,r129,"All states and outlying areas -> California -> U. California, Santa Barbara",All states and outlying areas,California,"U. California, Santa Barbara",3,243269,38,86691,15124,0,0,19681,63269,57410,30,1027
10398,r130,"All states and outlying areas -> California -> U. California, Santa Cruz",All states and outlying areas,California,"U. California, Santa Cruz",3,75189,866,8832,0,0,0,41603,3931,16924,1996,1037
10398,r131,All states and outlying areas -> California -> U. La Verne,All states and outlying areas,California,U. La Verne,3,466,0,0,0,0,0,0,78,388,0,0
10398,r132,All states and outlying areas -> California -> U. Pacific,All states and outlying areas,California,U. Pacific,3,610,0,0,0,0,0,348,0,262,0,0
10398,r133,All states and outlying areas -> California -> U. San Diego,All states and outlying areas,California,U. San Diego,3,4166,0,1655,0,0,0,464,0,2046,0,0
10398,r134,All states and outlying areas -> California -> U. San Francisco,All states and outlying areas,California,U. San Francisco,3,1102,0,0,0,0,0,792,0,310,0,0
10398,r135,All states and outlying areas -> California -> U. Southern California,All states and outlying areas,California,U. Southern California,3,502370,2171,113219,7137,4082,0,307489,2629,61146,500,3997
10398,r136,"All states and outlying areas -> California -> Ventura County Community C. District, District Office",All states and outlying areas,California,"Ventura County Community C. District, District Office",3,500,0,500,0,0,0,0,0,0,0,0
10398,r137,"All states and outlying areas -> California -> West Hills Community C. District, Coalinga",All states and outlying areas,California,"West Hills Community C. District, Coalinga",3,497,0,0,0,0,0,0,0,497,0,0
10398,r138,All states and outlying areas -> California -> Western U. Health Sciences,All states and outlying areas,California,Western U. Health Sciences,3,7475,0,0,0,0,0,7471,0,0,5,0
10398,r139,All states and outlying areas -> Colorado,All states and outlying areas,Colorado,,2,960172,76118,88956,43978,1177,1696,424220,69193,222626,22939,9268
10398,r140,All states and outlying areas -> Colorado -> Adams State U.,All states and outlying areas,Colorado,Adams State U.,3,275,0,0,0,0,0,0,0,0,275,0
10398,r141,All states and outlying areas -> Colorado -> Arapahoe Community C.,All states and outlying areas,Colorado,Arapahoe Community C.,3,300,0,0,0,0,0,0,0,300,0,0
10398,r142,All states and outlying areas -> Colorado -> Colorado C.,All states and outlying areas,Colorado,Colorado C.,3,630,0,0,0,0,0,0,0,630,0,0
10398,r143,All states and outlying areas -> Colorado -> Colorado Mesa U.,All states and outlying areas,Colorado,Colorado Mesa U.,3,945,0,0,0,0,0,698,0,216,0,31
10398,r144,All states and outlying areas -> Colorado -> Colorado School of Mines,All states and outlying areas,Colorado,Colorado School of Mines,3,47031,0,3956,14316,0,0,1790,1562,22744,0,2664
10398,r145,"All states and outlying areas -> Colorado -> Colorado State U., Fort Collins",All states and outlying areas,Colorado,"Colorado State U., Fort Collins",3,123989,4018,3969,7352,0,0,52670,5789,29609,19617,965
10398,r146,"All states and outlying areas -> Colorado -> Colorado State U., Pueblo",All states and outlying areas,Colorado,"Colorado State U., Pueblo",3,8936,0,1416,6820,0,0,0,0,699,0,0
10398,r147,"All states and outlying areas -> Colorado -> Colorado State U., system office",All states and outlying areas,Colorado,"Colorado State U., system office",3,11193,4969,781,440,0,0,226,0,0,600,4177
10398,r148,All states and outlying areas -> Colorado -> Colorado Theological Seminary,All states and outlying areas,Colorado,Colorado Theological Seminary,3,592,0,592,0,0,0,0,0,0,0,0
10398,r149,All states and outlying areas -> Colorado -> Community C. Denver,All states and outlying areas,Colorado,Community C. Denver,3,650,0,0,0,0,0,0,0,650,0,0
10398,r150,All states and outlying areas -> Colorado -> Fort Lewis C.,All states and outlying areas,Colorado,Fort Lewis C.,3,1331,0,0,0,0,0,335,0,986,10,0
10398,r151,All states and outlying areas -> Colorado -> Front Range Community C.,All states and outlying areas,Colorado,Front Range Community C.,3,135,0,0,0,0,0,0,0,135,0,0
10398,r152,All states and outlying areas -> Colorado -> Metropolitan State U. Denver,All states and outlying areas,Colorado,Metropolitan State U. Denver,3,1078,0,0,0,0,0,623,0,454,0,0
10398,r153,All states and outlying areas -> Colorado -> Regis U.,All states and outlying areas,Colorado,Regis U.,3,499,0,0,0,0,0,499,0,0,0,0
10398,r154,All states and outlying areas -> Colorado -> U. Colorado Boulder,All states and outlying areas,Colorado,U. Colorado Boulder,3,696843,58075,78015,15050,32,1696,361095,61842,117883,1927,1228
10398,r155,All states and outlying areas -> Colorado -> U. Corp. for Atmospheric Research,All states and outlying areas,Colorado,U. Corp. for Atmospheric Research,3,35390,9000,0,0,0,0,0,0,26390,0,0
10398,r156,All states and outlying areas -> Colorado -> U. Denver,All states and outlying areas,Colorado,U. Denver,3,12500,57,0,0,1145,0,6283,0,5015,0,0
10398,r157,All states and outlying areas -> Colorado -> U. Northern Colorado,All states and outlying areas,Colorado,U. Northern Colorado,3,658,0,0,0,0,0,0,0,0,500,158
10398,r158,All states and outlying areas -> Colorado -> U.S. Air Force Academy,All states and outlying areas,Colorado,U.S. Air Force Academy,3,227,0,227,0,0,0,0,0,0,0,0
10398,r159,All states and outlying areas -> Colorado -> UNAVCO Inc.,All states and outlying areas,Colorado,UNAVCO Inc.,3,14809,0,0,0,0,0,0,0,14809,0,0
10398,r160,All states and outlying areas -> Colorado -> Western Colorado U.,All states and outlying areas,Colorado,Western Colorado U.,3,2161,0,0,0,0,0,0,0,2105,10,46
10398,r161,All states and outlying areas -> Connecticut,All states and outlying areas,Connecticut,,2,858540,6058,85043,16009,5208,0,638273,3553,87505,14270,2621
10398,r162,All states and outlying areas -> Connecticut -> Connecticut Board of Regents for Higher Education,All states and outlying areas,Connecticut,Connecticut Board of Regents for Higher Education,3,11204,926,0,138,0,0,0,0,8250,1889,0
10398,r163,All states and outlying areas -> Connecticut -> Connecticut C.,All states and outlying areas,Connecticut,Connecticut C.,3,212,0,212,0,0,0,0,0,0,0,0
10398,r164,All states and outlying areas -> Connecticut -> Eastern Connecticut State U.,All states and outlying areas,Connecticut,Eastern Connecticut State U.,3,43,0,0,0,0,0,0,0,39,4,0
10398,r165,All states and outlying areas -> Connecticut -> Fairfield U.,All states and outlying areas,Connecticut,Fairfield U.,3,1242,0,0,0,0,0,1028,0,214,0,0
10398,r166,All states and outlying areas -> Connecticut -> Goodwin U.,All states and outlying areas,Connecticut,Goodwin U.,3,88,0,0,0,0,0,0,0,0,0,88
10398,r167,All states and outlying areas -> Connecticut -> Quinnipiac U.,All states and outlying areas,Connecticut,Quinnipiac U.,3,256,0,0,0,0,0,256,0,0,0,0
10398,r168,All states and outlying areas -> Connecticut -> Sacred Heart U.,All states and outlying areas,Connecticut,Sacred Heart U.,3,2113,0,0,0,0,0,1079,0,1034,0,0
