table_id,row_id,_b_state_outlying_area_and_institution_b_full_path,_b_state_outlying_area_and_institution_b_level_1,_b_state_outlying_area_and_institution_b_level_2,_b_state_outlying_area_and_institution_b_level_3,_b_state_outlying_area_and_institution_b_hierarchy_depth,field_all_agencies,field_doc,field_dod,field_doe,field_ed,field_epa,field_hhs,field_nasa,field_nsf,field_usda,field_othera
10398,r001,All states and outlying areas,All states and outlying areas,,,1,43222829,454335,5350798,1595404,191599,46981,25610027,1395567,6380720,1841690,355707
10398,r002,All states and outlying areas -> Alabama,All states and outlying areas,Alabama,,2,581957,3563,47256,11741,1296,0,374457,13470,61247,61755,7174
10398,r003,All states and outlying areas -> Alabama -> Alabama A&M U.,All states and outlying areas,Alabama,Alabama A&M U.,3,21957,0,807,0,0,0,0,0,2561,18590,0
10398,r004,All states and outlying areas -> Alabama -> Alabama State U.,All states and outlying areas,Alabama,Alabama State U.,3,3256,0,420,0,0,0,1269,0,1567,0,0
10398,r005,All states and outlying areas -> Alabama -> Athens State U.,All states and outlying areas,Alabama,Athens State U.,3,650,0,0,0,0,0,0,0,650,0,0
10398,r006,"All states and outlying areas -> Alabama -> Auburn U., Auburn",All states and outlying areas,Alabama,"Auburn U., Auburn",3,74736,885,1348,4871,0,0,5519,2420,21003,35706,2983
10398,r007,All states and outlying areas -> Alabama -> Jacksonville State U.,All states and outlying areas,Alabama,Jacksonville State U.,3,1050,0,0,0,0,0,0,0,0,0,1050
10398,r008,"All states and outlying areas -> Alabama -> Lawson State Community C., Birmingham",All states and outlying areas,Alabama,"Lawson State Community C., Birmingham",3,394,0,0,0,0,0,0,0,394,0,0
10398,r009,All states and outlying areas -> Alabama -> Marine Environmental Sciences Consortium,All states and outlying areas,Alabama,Marine Environmental Sciences Consortium,3,1341,0,0,0,0,0,1125,0,216,0,0
10398,r010,All states and outlying areas -> Alabama -> Oakwood U.,All states and outlying areas,Alabama,Oakwood U.,3,1007,0,0,0,390,0,0,0,617,0,0
10398,r011,All states and outlying areas -> Alabama -> Samford U.,All states and outlying areas,Alabama,Samford U.,3,2387,0,0,0,0,0,1387,0,1000,0,0
10398,r012,All states and outlying areas -> Alabama -> Stillman C.,All states and outlying areas,Alabama,Stillman C.,3,709,0,0,0,214,0,220,0,275,0,0
10398,r013,All states and outlying areas -> Alabama -> Troy U.,All states and outlying areas,Alabama,Troy U.,3,1337,1337,0,0,0,0,0,0,0,0,0
10398,r014,All states and outlying areas -> Alabama -> Tuskegee U.,All states and outlying areas,Alabama,Tuskegee U.,3,21979,0,2357,0,0,0,6565,0,6163,6715,180
10398,r015,"All states and outlying areas -> Alabama -> U. Alabama, The, Birmingham",All states and outlying areas,Alabama,"U. Alabama, The, Birmingham",3,363792,0,18980,335,256,0,333724,5709,4331,0,457
10398,r016,"All states and outlying areas -> Alabama -> U. Alabama, The, Huntsville",All states and outlying areas,Alabama,"U. Alabama, The, Huntsville",3,28877,650,17906,0,0,0,0,4756,5520,0,44
10398,r017,"All states and outlying areas -> Alabama -> U. Alabama, The, Tuscaloosa",All states and outlying areas,Alabama,"U. Alabama, The, Tuscaloosa",3,31815,61,1540,5435,435,0,9284,515,12085,0,2460
10398,r018,All states and outlying areas -> Alabama -> U. South Alabama,All states and outlying areas,Alabama,U. South Alabama,3,24146,630,3897,1100,0,0,15364,70,3086,0,0
10398,r019,"All states and outlying areas -> Alabama -> U. West Alabama, The",All states and outlying areas,Alabama,"U. West Alabama, The",3,2244,0,0,0,0,0,0,0,1500,744,0
10398,r020,"All states and outlying areas -> Alabama -> Wallace State Community C., Hanceville",All states and outlying areas,Alabama,"Wallace State Community C., Hanceville",3,279,0,0,0,0,0,0,0,279,0,0
10398,r021,All states and outlying areas -> Alaska,All states and outlying areas,Alaska,,2,123875,2715,9813,11819,3800,0,14552,17555,51813,6331,5477
10398,r022,All states and outlying areas -> Alaska -> Alaska Pacific U.,All states and outlying areas,Alaska,Alaska Pacific U.,3,480,0,0,0,0,0,280,0,175,25,0
10398,r023,All states and outlying areas -> Alaska -> U. Alaska System of Higher Education,All states and outlying areas,Alaska,U. Alaska System of Higher Education,3,8089,0,0,5999,0,0,0,0,0,0,2090
10398,r024,"All states and outlying areas -> Alaska -> U. Alaska, Anchorage",All states and outlying areas,Alaska,"U. Alaska, Anchorage",3,13152,0,0,5820,0,0,1778,43,5021,355,134
10398,r025,"All states and outlying areas -> Alaska -> U. Alaska, Fairbanks",All states and outlying areas,Alaska,"U. Alaska, Fairbanks",3,98159,606,9813,0,3800,0,12238,17511,45011,5926,3253
10398,r026,"All states and outlying areas -> Alaska -> U. Alaska, Southeast",All states and outlying areas,Alaska,"U. Alaska, Southeast",3,3996,2109,0,0,0,0,256,0,1606,25,0
10398,r027,All states and outlying areas -> Arizona,All states and outlying areas,Arizona,,2,603521,4416,85066,20257,3734,0,241560,85976,143081,15638,3793
10398,r028,All states and outlying areas -> Arizona -> Arizona Board of Regents,All states and outlying areas,Arizona,Arizona Board of Regents,3,73151,0,288,0,0,0,0,72863,0,0,0
10398,r029,All states and outlying areas -> Arizona -> Arizona State U.,All states and outlying areas,Arizona,Arizona State U.,3,203312,2000,37926,13921,3734,0,57363,9301,73088,2594,3386
10398,r030,All states and outlying areas -> Arizona -> Dine C.,All states and outlying areas,Arizona,Dine C.,3,4809,0,0,0,0,0,966,0,3843,0,0
10398,r031,All states and outlying areas -> Arizona -> Maricopa Community Colleges,All states and outlying areas,Arizona,Maricopa Community Colleges,3,1423,0,0,0,0,0,0,0,1423,0,0
10398,r032,"All states and outlying areas -> Arizona -> Midwestern U., Glendale",All states and outlying areas,Arizona,"Midwestern U., Glendale",3,1035,0,0,0,0,0,0,0,570,465,0
10398,r033,All states and outlying areas -> Arizona -> Mohave Community C.,All states and outlying areas,Arizona,Mohave Community C.,3,10,0,0,0,0,0,0,0,10,0,0
10398,r034,All states and outlying areas -> Arizona -> Northern Arizona U.,All states and outlying areas,Arizona,Northern Arizona U.,3,57505,600,19965,1657,0,0,13947,3813,15604,1677,242
10398,r035,All states and outlying areas -> Arizona -> Prescott C.,All states and outlying areas,Arizona,Prescott C.,3,400,0,0,0,0,0,0,0,0,400,0
10398,r036,All states and outlying areas -> Arizona -> Tohono O'odham Community C.,All states and outlying areas,Arizona,Tohono O'odham Community C.,3,500,0,0,0,0,0,0,0,500,0,0
10398,r037,All states and outlying areas -> Arizona -> U. Arizona,All states and outlying areas,Arizona,U. Arizona,3,261376,1816,26887,4679,0,0,169284,0,48044,10501,165
10398,r038,All states and outlying areas -> Arkansas,All states and outlying areas,Arkansas,,2,154659,0,22654,1570,0,0,74911,1325,27276,24619,2305
10398,r039,"All states and outlying areas -> Arkansas -> Arkansas State U., Jonesboro",All states and outlying areas,Arkansas,"Arkansas State U., Jonesboro",3,1729,0,0,0,0,0,395,0,706,628,0
10398,r040,All states and outlying areas -> Arkansas -> Harding U.,All states and outlying areas,Arkansas,Harding U.,3,371,0,0,0,0,0,0,0,371,0,0
10398,r041,All states and outlying areas -> Arkansas -> North Arkansas C.,All states and outlying areas,Arkansas,North Arkansas C.,3,540,0,0,0,0,0,0,0,540,0,0
10398,r042,All states and outlying areas -> Arkansas -> U. Arkansas for Medical Sciences,All states and outlying areas,Arkansas,U. Arkansas for Medical Sciences,3,61605,0,0,0,0,0,61605,0,0,0,0
10398,r043,"All states and outlying areas -> Arkansas -> U. Arkansas, Fayetteville",All states and outlying areas,Arkansas,"U. Arkansas, Fayetteville",3,58254,0,16667,0,0,0,7386,1325,22840,8624,1411
10398,r044,"All states and outlying areas -> Arkansas -> U. Arkansas, Little Rock",All states and outlying areas,Arkansas,"U. Arkansas, Little Rock",3,410,0,0,0,0,0,0,0,325,85,0
10398,r045,"All states and outlying areas -> Arkansas -> U. Arkansas, Pine Bluff",All states and outlying areas,Arkansas,"U. Arkansas, Pine Bluff",3,2493,0,0,0,0,0,0,0,2493,0,0
