table_id,row_id,location_full_path,location_level_1,location_level_2,location_level_3,location_hierarchy_depth,field_total,field_paid_for_by_the_company,field_paid_for_by_others
1419,r001,All locations,All locations,,,1,"['77,146', '  ']","['70,326', '  ']","['6,820', '  ']"
1419,r002,All locations -> Puerto Rico<sup>a</sup>,All locations,Puerto Rico<sup>a</sup>,,2,"['159', '  ']","['106', '  ']","['53', '  ']"
1419,r003,All locations -> Canada,All locations,Canada,,2,"['4,734', '  ']","['4,222', '  ']","['512', '  ']"
1419,r004,All locations -> Latin America and Other Western Hemisphere,All locations,Latin America and Other Western Hemisphere,,2,"['3,908', '  ']","['3,591', '  ']","['317', 'i ']"
1419,r005,All locations -> Latin America and Other Western Hemisphere -> Argentina,All locations,Latin America and Other Western Hemisphere,Argentina,3,"['275', '  ']","['200', '  ']","['75', 'i ']"
1419,r006,All locations -> Latin America and Other Western Hemisphere -> Brazil,All locations,Latin America and Other Western Hemisphere,Brazil,3,"['1,332', '  ']","['1,238', '  ']","['93', 'i ']"
1419,r007,All locations -> Latin America and Other Western Hemisphere -> Chile,All locations,Latin America and Other Western Hemisphere,Chile,3,"['100', '  ']","['85', '  ']","['15', 'i ']"
1419,r008,All locations -> Latin America and Other Western Hemisphere -> Mexico,All locations,Latin America and Other Western Hemisphere,Mexico,3,"['860', '  ']","['796', '  ']","['64', '  ']"
1419,r009,All locations -> Latin America and Other Western Hemisphere -> Other Latin American and Western Hemisphere locations,All locations,Latin America and Other Western Hemisphere,Other Latin American and Western Hemisphere locations,3,"['1,342', '  ']","['1,272', '  ']","['70', 'i ']"
1419,r010,All locations -> Africa,All locations,Africa,,2,"['251', '  ']","['178', '  ']","['73', 'i ']"
1419,r011,All locations -> Africa -> South Africa,All locations,Africa,South Africa,3,"['167', '  ']","['101', '  ']","['67', 'i ']"
1419,r012,All locations -> Africa -> Other African locations,All locations,Africa,Other African locations,3,"['84', '  ']","['78', '  ']","['6', 'i ']"
1419,r013,All locations -> Asia and Pacific,All locations,Asia and Pacific,,2,"['23,581', '  ']","['22,001', '  ']","['1,580', 'i ']"
1419,r014,All locations -> Asia and Pacific -> Australia,All locations,Asia and Pacific,Australia,3,"['1,492', '  ']","['1,358', '  ']","['134', 'i ']"
1419,r015,All locations -> Asia and Pacific -> China,All locations,Asia and Pacific,China,3,"['6,273', '  ']","['5,945', '  ']","['328', 'i ']"
1419,r016,All locations -> Asia and Pacific -> Hong Kong,All locations,Asia and Pacific,Hong Kong,3,"['214', '  ']","['191', '  ']","['23', 'i ']"
1419,r017,All locations -> Asia and Pacific -> India,All locations,Asia and Pacific,India,3,"['6,234', '  ']","['6,005', '  ']","['229', 'i ']"
1419,r018,All locations -> Asia and Pacific -> Indonesia,All locations,Asia and Pacific,Indonesia,3,"['30', '  ']","['28', '  ']","['2', 'i ']"
1419,r019,All locations -> Asia and Pacific -> Japan,All locations,Asia and Pacific,Japan,3,"['3,108', '  ']","['2,624', '  ']","['484', 'i ']"
1419,r020,All locations -> Asia and Pacific -> Malaysia,All locations,Asia and Pacific,Malaysia,3,"['797', '  ']","['788', '  ']","['9', 'i ']"
1419,r021,All locations -> Asia and Pacific -> New Zealand,All locations,Asia and Pacific,New Zealand,3,"['140', '  ']","['121', '  ']","['19', '  ']"
1419,r022,All locations -> Asia and Pacific -> Singapore,All locations,Asia and Pacific,Singapore,3,"['2,001', '  ']","['1,794', '  ']","['206', 'i ']"
1419,r023,All locations -> Asia and Pacific -> South Korea,All locations,Asia and Pacific,South Korea,3,"['1,212', '  ']","['1,126', '  ']","['85', 'i ']"
1419,r024,All locations -> Asia and Pacific -> Taiwan,All locations,Asia and Pacific,Taiwan,3,"['1,183', '  ']","['1,152', '  ']","['32', 'i ']"
1419,r025,All locations -> Asia and Pacific -> Thailand,All locations,Asia and Pacific,Thailand,3,"['219', '  ']","['205', '  ']","['14', 'i ']"
1419,r026,All locations -> Asia and Pacific -> Other Asian or Pacific locations,All locations,Asia and Pacific,Other Asian or Pacific locations,3,"['681', '  ']","['664', '  ']","['16', 'i ']"
1419,r027,All locations -> Europe,All locations,Europe,,2,"['38,500', '  ']","['34,291', '  ']","['4,209', '  ']"
1419,r028,All locations -> Europe -> Austria,All locations,Europe,Austria,3,"['348', '  ']","['309', '  ']","['39', 'i ']"
1419,r029,All locations -> Europe -> Belgium,All locations,Europe,Belgium,3,"['1,576', '  ']","['1,430', '  ']","['146', '  ']"
