table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021
10409,r001,All HBCUs,All HBCUs,,1,-,217600,241643,256660,257894,234460,247103,232795,264540,356419
10409,r002,All HBCUs -> Howard U.<sup>a</sup>,All HBCUs,Howard U.<sup>a</sup>,2,1,11635,14743,14746,13827,10516,13772,13082,19918,29811
10409,r003,All HBCUs -> North Carolina Agricultural and Technical State U.,All HBCUs,North Carolina Agricultural and Technical State U.,2,2,14811,19689,18471,17318,17939,20872,16659,20827,25785
10409,r004,All HBCUs -> Delaware State U.,All HBCUs,Delaware State U.,2,3,7526,7062,6141,6070,6002,8570,8411,8464,22594
10409,r005,All HBCUs -> Morgan State U.,All HBCUs,Morgan State U.,2,4,3971,7325,8731,6635,5611,6845,11741,14247,20659
10409,r006,All HBCUs -> Morehouse School of Medicine,All HBCUs,Morehouse School of Medicine,2,5,23583,27587,24988,24543,17947,18408,14758,14973,20010
10409,r007,All HBCUs -> Florida A&M U.,All HBCUs,Florida A&M U.,2,6,10478,11692,13104,11836,15428,8394,10737,11170,16593
10409,r008,All HBCUs -> North Carolina Central U.,All HBCUs,North Carolina Central U.,2,7,4589,7011,5158,7510,10838,12311,11965,15257,14002
10409,r009,All HBCUs -> Prairie View A&M U.,All HBCUs,Prairie View A&M U.,2,8,7769,6766,12239,8279,9707,7860,7757,9614,13611
10409,r010,All HBCUs -> Tennessee State U.,All HBCUs,Tennessee State U.,2,9,6886,6014,8454,9164,7852,8915,10877,14404,12893
10409,r011,All HBCUs -> Tuskegee U.,All HBCUs,Tuskegee U.,2,10,10846,10465,7213,9279,7483,13709,6667,8480,11528
10409,r012,All HBCUs -> Xavier U. Louisiana,All HBCUs,Xavier U. Louisiana,2,11,3524,6548,7678,6422,6067,8994,8144,7709,11447
