table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_total,field_science,field_engineering,field_health
8283,r001,All institutions<sup>a</sup>,All institutions<sup>a</sup>,,1,-,30548,18728,3992,7828
8283,r002,All institutions<sup>a</sup> -> Harvard U.,All institutions<sup>a</sup>,Harvard U.,2,1,1136,544,64,528
8283,r003,"All institutions<sup>a</sup> -> U. California, Davis",All institutions<sup>a</sup>,"U. California, Davis",2,2,942,654,185,103
8283,r004,All institutions<sup>a</sup> -> U. Colorado,All institutions<sup>a</sup>,U. Colorado,2,3,893,694,63,136
8283,r005,"All institutions<sup>a</sup> -> U. California, Los Angeles",All institutions<sup>a</sup>,"U. California, Los Angeles",2,4,864,441,42,381
8283,r006,All institutions<sup>a</sup> -> Stanford U.,All institutions<sup>a</sup>,Stanford U.,2,5,844,424,96,324
8283,r007,All institutions<sup>a</sup> -> U. Minnesota,All institutions<sup>a</sup>,U. Minnesota,2,6,781,398,88,295
8283,r008,"All institutions<sup>a</sup> -> U. Illinois, Chicago",All institutions<sup>a</sup>,"U. Illinois, Chicago",2,7,776,186,37,553
8283,r009,All institutions<sup>a</sup> -> Cornell U.,All institutions<sup>a</sup>,Cornell U.,2,8,721,560,88,73
8283,r010,All institutions<sup>a</sup> -> U. Wisconsin-Madison,All institutions<sup>a</sup>,U. Wisconsin-Madison,2,9,706,353,52,301
8283,r011,All institutions<sup>a</sup> -> U. Washington,All institutions<sup>a</sup>,U. Washington,2,10,603,384,42,177
8283,r012,All institutions<sup>a</sup> -> Columbia U. in the City of New York,All institutions<sup>a</sup>,Columbia U. in the City of New York,2,11,562,349,88,125
8283,r013,"All institutions<sup>a</sup> -> U. California, Berkeley",All institutions<sup>a</sup>,"U. California, Berkeley",2,12,533,418,75,40
8283,r014,All institutions<sup>a</sup> -> Georgia Institute of Technology,All institutions<sup>a</sup>,Georgia Institute of Technology,2,13,510,125,385,0
8283,r015,"All institutions<sup>a</sup> -> U. Maryland, College Park",All institutions<sup>a</sup>,"U. Maryland, College Park",2,14,494,399,74,21
8283,r016,All institutions<sup>a</sup> -> U. Michigan,All institutions<sup>a</sup>,U. Michigan,2,15,470,207,79,184
8283,r017,All institutions<sup>a</sup> -> Indiana U.,All institutions<sup>a</sup>,Indiana U.,2,16,453,250,6,197
8283,r018,All institutions<sup>a</sup> -> Duke U.,All institutions<sup>a</sup>,Duke U.,2,17,447,272,49,126
8283,r019,"All institutions<sup>a</sup> -> U. California, Irvine",All institutions<sup>a</sup>,"U. California, Irvine",2,18,442,237,45,160
8283,r020,All institutions<sup>a</sup> -> Ohio State U.,All institutions<sup>a</sup>,Ohio State U.,2,19,429,127,119,183
8283,r021,"All institutions<sup>a</sup> -> Washington U., Saint Louis",All institutions<sup>a</sup>,"Washington U., Saint Louis",2,20,423,150,15,258
8283,r022,All institutions<sup>a</sup> -> U. Pennsylvania,All institutions<sup>a</sup>,U. Pennsylvania,2,21,421,193,0,228
8283,r023,"All institutions<sup>a</sup> -> U. Texas, Austin",All institutions<sup>a</sup>,"U. Texas, Austin",2,22,398,282,108,8
8283,r024,All institutions<sup>a</sup> -> U. Iowa,All institutions<sup>a</sup>,U. Iowa,2,23,397,182,46,169
8283,r025,All institutions<sup>a</sup> -> Northwestern U.,All institutions<sup>a</sup>,Northwestern U.,2,24,364,128,35,201
8283,r026,"All institutions<sup>a</sup> -> U. North Carolina, Chapel Hill",All institutions<sup>a</sup>,"U. North Carolina, Chapel Hill",2,24,364,208,2,154
8283,r027,All institutions<sup>a</sup> -> North Carolina State U.,All institutions<sup>a</sup>,North Carolina State U.,2,26,357,247,85,25
8283,r028,All institutions<sup>a</sup> -> U. Arizona,All institutions<sup>a</sup>,U. Arizona,2,27,341,297,28,16
8283,r029,All institutions<sup>a</sup> -> New York U.,All institutions<sup>a</sup>,New York U.,2,28,336,135,6,195
8283,r030,All institutions<sup>a</sup> -> U. Chicago,All institutions<sup>a</sup>,U. Chicago,2,29,329,216,1,112
8283,r031,All institutions<sup>a</sup> -> Princeton U.,All institutions<sup>a</sup>,Princeton U.,2,30,318,260,58,0
8283,r032,"All institutions<sup>a</sup> -> U. California, San Diego",All institutions<sup>a</sup>,"U. California, San Diego",2,31,317,109,39,169
8283,r033,All institutions<sup>a</sup> -> U. Miami,All institutions<sup>a</sup>,U. Miami,2,32,308,171,2,135
8283,r034,All institutions<sup>a</sup> -> Case Western Reserve U.,All institutions<sup>a</sup>,Case Western Reserve U.,2,33,307,160,57,90
8283,r035,All institutions<sup>a</sup> -> California Institute of Technology,All institutions<sup>a</sup>,California Institute of Technology,2,34,289,262,27,0
8283,r036,"All institutions<sup>a</sup> -> U. California, Riverside",All institutions<sup>a</sup>,"U. California, Riverside",2,35,253,248,5,0
8283,r037,All institutions<sup>a</sup> -> U. Cincinnati,All institutions<sup>a</sup>,U. Cincinnati,2,36,233,20,3,210
8283,r038,All institutions<sup>a</sup> -> U. Kansas,All institutions<sup>a</sup>,U. Kansas,2,37,225,125,11,89
8283,r039,"All institutions<sup>a</sup> -> U. Alabama, Birmingham",All institutions<sup>a</sup>,"U. Alabama, Birmingham",2,38,220,89,8,123
8283,r040,All institutions<sup>a</sup> -> Arizona State U.,All institutions<sup>a</sup>,Arizona State U.,2,39,213,160,41,12
8283,r041,All institutions<sup>a</sup> -> Oregon Health and Science U.,All institutions<sup>a</sup>,Oregon Health and Science U.,2,40,211,95,7,109
8283,r042,"All institutions<sup>a</sup> -> Colorado State U., Fort Collins",All institutions<sup>a</sup>,"Colorado State U., Fort Collins",2,41,210,179,25,6
8283,r043,"All institutions<sup>a</sup> -> U. South Florida, Tampa",All institutions<sup>a</sup>,"U. South Florida, Tampa",2,42,203,137,19,47
8283,r044,"All institutions<sup>a</sup> -> U. California, Santa Barbara",All institutions<sup>a</sup>,"U. California, Santa Barbara",2,43,202,175,27,0
8283,r045,All institutions<sup>a</sup> -> U. Oklahoma,All institutions<sup>a</sup>,U. Oklahoma,2,44,200,178,18,4
8283,r046,All institutions<sup>a</sup> -> Virginia Polytechnic Institute and State U.,All institutions<sup>a</sup>,Virginia Polytechnic Institute and State U.,2,44,200,136,62,2
8283,r047,All institutions<sup>a</sup> -> Boston U.,All institutions<sup>a</sup>,Boston U.,2,46,195,88,60,47
8283,r048,"All institutions<sup>a</sup> -> U. California, Santa Cruz",All institutions<sup>a</sup>,"U. California, Santa Cruz",2,47,194,193,1,0
8283,r049,All institutions<sup>a</sup> -> U. Virginia,All institutions<sup>a</sup>,U. Virginia,2,48,193,114,34,45
8283,r050,"All institutions<sup>a</sup> -> Mayo Clinic, Mayo Graduate School",All institutions<sup>a</sup>,"Mayo Clinic, Mayo Graduate School",2,49,192,68,11,113
8283,r051,All institutions<sup>a</sup> -> Rockefeller U.,All institutions<sup>a</sup>,Rockefeller U.,2,50,184,184,0,0
8283,r052,"All institutions<sup>a</sup> -> U. Illinois, Urbana-Champaign",All institutions<sup>a</sup>,"U. Illinois, Urbana-Champaign",2,51,182,136,41,5
8283,r053,All institutions<sup>a</sup> -> West Virginia U.,All institutions<sup>a</sup>,West Virginia U.,2,51,182,123,5,54
8283,r054,All institutions<sup>a</sup> -> Brown U.,All institutions<sup>a</sup>,Brown U.,2,53,180,159,8,13
