table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_performed_by_the_company,field_performed_by_others
715,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['412,345', '&nbsp;']","['364,500', '&nbsp;']","['47,846', '&nbsp;']"
715,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['289,076', '&nbsp;']","['246,408', '&nbsp;']","['42,668', '&nbsp;']"
715,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['6,107', '&nbsp;']","['5,874', 'i']","['233', '&nbsp;']"
715,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['1,750', '&nbsp;']","['1,406', '&nbsp;']","['344', '&nbsp;']"
715,r005,"All industries -> Manufacturing industries -> Textiles, apparel, and leather products",All industries,Manufacturing industries,"Textiles, apparel, and leather products",,,3,313–16,"['810', '&nbsp;']","['786', '&nbsp;']","['24', '&nbsp;']"
715,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['200', '&nbsp;']","['190', '&nbsp;']","['10', '&nbsp;']"
715,r007,All industries -> Manufacturing industries -> Paper ,All industries,Manufacturing industries,Paper ,,,3,322,"['884', '&nbsp;']","['864', '&nbsp;']","['20', '&nbsp;']"
715,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['197', '&nbsp;']","['191', 'i']","['6', 'i']"
715,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['D', '&nbsp;']","['238', '&nbsp;']","['D', '&nbsp;']"
715,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['104,652', '&nbsp;']","['71,688', '&nbsp;']","['32,964', '&nbsp;']"
715,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['3,412', '&nbsp;']","['3,206', '&nbsp;']","['205', '&nbsp;']"
715,r012,"All industries -> Manufacturing industries -> Chemicals -> Resins, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resins, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['1,835', '&nbsp;']","['1,750', '&nbsp;']","['85', '&nbsp;']"
715,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticides, fertilizers, and other agricultural chemicals ",All industries,Manufacturing industries,Chemicals,"Pesticides, fertilizers, and other agricultural chemicals ",,4,3253,"['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
715,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['92,966', '&nbsp;']","['60,629', '&nbsp;']","['32,337', '&nbsp;']"
715,r015,"All industries -> Manufacturing industries -> Chemicals -> Soaps, cleaning compounds, and toilet preparations",All industries,Manufacturing industries,Chemicals,"Soaps, cleaning compounds, and toilet preparations",,4,3256,"['1,575', '&nbsp;']","['1,433', '&nbsp;']","['143', '&nbsp;']"
715,r016,"All industries -> Manufacturing industries -> Chemicals -> Paints, coatings, adhesives, and other chemicals ",All industries,Manufacturing industries,Chemicals,"Paints, coatings, adhesives, and other chemicals ",,4,"3255, 3259","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
715,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['2,805', '&nbsp;']","['2,746', '&nbsp;']","['59', '&nbsp;']"
715,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['1,617', '&nbsp;']","['1,463', '&nbsp;']","['154', '&nbsp;']"
715,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['739', '&nbsp;']","['666', '&nbsp;']","['74', '&nbsp;']"
715,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['2,331', '&nbsp;']","['2,232', '&nbsp;']","['99', '&nbsp;']"
715,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['16,399', '&nbsp;']","['15,745', '&nbsp;']","['654', '&nbsp;']"
715,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implements ,All industries,Manufacturing industries,Machinery,Agricultural implements ,,4,33311,"['2,364', '&nbsp;']","['2,133', '&nbsp;']","['231', '&nbsp;']"
715,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery ,All industries,Manufacturing industries,Machinery,Semiconductor machinery ,,4,333242,"['3,457', '&nbsp;']","['3,439', '&nbsp;']","['18', '&nbsp;']"
715,r024,"All industries -> Manufacturing industries -> Machinery -> Engines, turbines, and power transmission equipment ",All industries,Manufacturing industries,Machinery,"Engines, turbines, and power transmission equipment ",,4,3336,"['2,822', '&nbsp;']","['2,789', '&nbsp;']","['33', '&nbsp;']"
