table_id,row_id,field_sex_and_degree_full_path,field_sex_and_degree_level_1,field_sex_and_degree_level_2,field_sex_and_degree_level_3,field_sex_and_degree_level_4,field_sex_and_degree_level_5,field_sex_and_degree_hierarchy_depth,field_all_sources,field_federal_support_total,field_federal_support_dod,field_federal_support_doe,field_federal_support_hhs_total,field_federal_support_hhs_nih,field_federal_support_hhs_other,field_federal_support_nasa,field_federal_support_nsf,field_federal_support_usda,field_federal_support_other,field_institutional_support,field_other_nonfederal_support_total,field_other_nonfederal_support_united_states,field_other_nonfederal_support_foreign,field_self_support
3252,r123,All S&E graduate students -> All S&E master's students -> Female S&E master's students -> Science -> Mathematics and statistics,All S&E graduate students,All S&E master's students,Female S&E master's students,Science,Mathematics and statistics,5,5518,76,8,0,10,6,4,3,25,0,30,1184,83,43,40,4175
3252,r124,All S&E graduate students -> All S&E master's students -> Female S&E master's students -> Science -> Multidisciplinary and interdisciplinary studies,All S&E graduate students,All S&E master's students,Female S&E master's students,Science,Multidisciplinary and interdisciplinary studies,5,2478,66,1,1,1,1,0,4,6,15,38,595,34,26,8,1783
3252,r125,All S&E graduate students -> All S&E master's students -> Female S&E master's students -> Science -> Natural resources and conservation,All S&E graduate students,All S&E master's students,Female S&E master's students,Science,Natural resources and conservation,5,2913,341,6,2,29,15,14,5,57,88,154,999,128,101,27,1445
3252,r126,All S&E graduate students -> All S&E master's students -> Female S&E master's students -> Science -> Physical sciences,All S&E graduate students,All S&E master's students,Female S&E master's students,Science,Physical sciences,5,1477,132,8,2,10,10,0,13,50,1,48,681,44,20,24,620
3252,r127,All S&E graduate students -> All S&E master's students -> Female S&E master's students -> Science -> Psychology,All S&E graduate students,All S&E master's students,Female S&E master's students,Science,Psychology,5,17432,851,31,0,53,24,29,3,19,2,743,2619,114,94,20,13848
3252,r128,All S&E graduate students -> All S&E master's students -> Female S&E master's students -> Science -> Social sciences,All S&E graduate students,All S&E master's students,Female S&E master's students,Science,Social sciences,5,15136,444,74,1,24,13,11,10,46,47,242,5282,337,283,54,9073
3252,r129,All S&E graduate students -> All S&E master's students -> Female S&E master's students -> Engineering,All S&E graduate students,All S&E master's students,Female S&E master's students,Engineering,,4,15499,820,232,57,73,46,27,44,221,26,167,3800,556,437,119,10323
3252,r130,"All S&E graduate students -> All S&E master's students -> Female S&E master's students -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All S&E graduate students,All S&E master's students,Female S&E master's students,Engineering,"Aerospace, aeronautical, and astronautical engineering",5,363,67,40,4,0,0,0,9,7,0,7,136,18,13,5,142
3252,r131,All S&E graduate students -> All S&E master's students -> Female S&E master's students -> Engineering -> Agricultural engineering,All S&E graduate students,All S&E master's students,Female S&E master's students,Engineering,Agricultural engineering,5,108,22,0,1,4,0,4,0,6,8,3,44,12,11,1,30
3252,r132,All S&E graduate students -> All S&E master's students -> Female S&E master's students -> Engineering -> Bioengineering and biomedical engineering,All S&E graduate students,All S&E master's students,Female S&E master's students,Engineering,Bioengineering and biomedical engineering,5,1508,52,5,0,16,13,3,1,16,1,13,369,43,39,4,1044
3252,r133,All S&E graduate students -> All S&E master's students -> Female S&E master's students -> Engineering -> Biological and biosystems engineering,All S&E graduate students,All S&E master's students,Female S&E master's students,Engineering,Biological and biosystems engineering,5,23,3,0,0,1,1,0,0,1,0,1,16,1,1,0,3
3252,r134,All S&E graduate students -> All S&E master's students -> Female S&E master's students -> Engineering -> Chemical engineering,All S&E graduate students,All S&E master's students,Female S&E master's students,Engineering,Chemical engineering,5,692,31,2,1,2,2,0,1,19,1,5,130,30,25,5,501
3252,r135,All S&E graduate students -> All S&E master's students -> Female S&E master's students -> Engineering -> Civil engineering,All S&E graduate students,All S&E master's students,Female S&E master's students,Engineering,Civil engineering,5,2728,169,19,14,11,4,7,3,55,11,56,940,111,92,19,1508
3252,r136,"All S&E graduate students -> All S&E master's students -> Female S&E master's students -> Engineering -> Electrical, electronics, and communications engineering",All S&E graduate students,All S&E master's students,Female S&E master's students,Engineering,"Electrical, electronics, and communications engineering",5,4984,167,50,11,13,11,2,5,55,3,30,913,102,78,24,3802
3252,r137,"All S&E graduate students -> All S&E master's students -> Female S&E master's students -> Engineering -> Engineering mechanics, physics, and science",All S&E graduate students,All S&E master's students,Female S&E master's students,Engineering,"Engineering mechanics, physics, and science",5,129,11,10,0,0,0,0,0,1,0,0,27,3,2,1,88
3252,r138,All S&E graduate students -> All S&E master's students -> Female S&E master's students -> Engineering -> Industrial and manufacturing engineering,All S&E graduate students,All S&E master's students,Female S&E master's students,Engineering,Industrial and manufacturing engineering,5,1791,77,46,1,7,1,6,0,10,1,12,295,55,43,12,1364
3252,r139,All S&E graduate students -> All S&E master's students -> Female S&E master's students -> Engineering -> Mechanical engineering,All S&E graduate students,All S&E master's students,Female S&E master's students,Engineering,Mechanical engineering,5,1527,127,35,14,9,6,3,22,32,0,15,495,90,62,28,815
3252,r140,All S&E graduate students -> All S&E master's students -> Female S&E master's students -> Engineering -> Metallurgical and materials engineering,All S&E graduate students,All S&E master's students,Female S&E master's students,Engineering,Metallurgical and materials engineering,5,467,37,12,4,4,2,2,1,11,0,5,115,22,21,1,293
3252,r141,All S&E graduate students -> All S&E master's students -> Female S&E master's students -> Engineering -> Mining engineering,All S&E graduate students,All S&E master's students,Female S&E master's students,Engineering,Mining engineering,5,61,10,2,3,1,1,0,0,2,0,2,29,3,2,1,19
3252,r142,All S&E graduate students -> All S&E master's students -> Female S&E master's students -> Engineering -> Nanotechnology,All S&E graduate students,All S&E master's students,Female S&E master's students,Engineering,Nanotechnology,5,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7
3252,r143,All S&E graduate students -> All S&E master's students -> Female S&E master's students -> Engineering -> Nuclear engineering,All S&E graduate students,All S&E master's students,Female S&E master's students,Engineering,Nuclear engineering,5,30,4,1,2,0,0,0,0,0,0,1,10,6,5,1,10
3252,r144,All S&E graduate students -> All S&E master's students -> Female S&E master's students -> Engineering -> Petroleum engineering,All S&E graduate students,All S&E master's students,Female S&E master's students,Engineering,Petroleum engineering,5,83,2,1,1,0,0,0,0,0,0,0,34,13,11,2,34
3252,r145,All S&E graduate students -> All S&E master's students -> Female S&E master's students -> Engineering -> Engineering nec,All S&E graduate students,All S&E master's students,Female S&E master's students,Engineering,Engineering nec,5,996,41,9,1,5,5,0,2,6,1,17,245,47,32,15,663
3252,r146,All S&E graduate students -> All S&E master's students -> Male S&E master's students,All S&E graduate students,All S&E master's students,Male S&E master's students,,,3,115528,6411,1836,321,492,333,159,183,1294,475,1810,27063,3351,2474,877,78703
3252,r147,All S&E graduate students -> All S&E master's students -> Male S&E master's students -> Science,All S&E graduate students,All S&E master's students,Male S&E master's students,Science,,4,71799,3640,813,76,325,244,81,70,683,411,1262,17319,1693,1239,454,49147
3252,r148,All S&E graduate students -> All S&E master's students -> Male S&E master's students -> Science -> Agricultural sciences,All S&E graduate students,All S&E master's students,Male S&E master's students,Science,Agricultural sciences,5,1498,240,0,10,22,0,22,0,12,149,47,677,213,203,10,368
3252,r149,All S&E graduate students -> All S&E master's students -> Male S&E master's students -> Science -> Biological and biomedical sciences,All S&E graduate students,All S&E master's students,Male S&E master's students,Science,Biological and biomedical sciences,5,9394,480,24,5,157,140,17,1,75,88,130,2321,188,146,42,6405
3252,r150,All S&E graduate students -> All S&E master's students -> Male S&E master's students -> Science -> Computer and information sciences,All S&E graduate students,All S&E master's students,Male S&E master's students,Science,Computer and information sciences,5,29106,847,254,18,44,39,5,13,258,14,246,4772,481,332,149,23006
3252,r151,"All S&E graduate students -> All S&E master's students -> Male S&E master's students -> Science -> Geosciences, atmospheric sciences, and ocean sciences",All S&E graduate students,All S&E master's students,Male S&E master's students,Science,"Geosciences, atmospheric sciences, and ocean sciences",5,2094,358,57,16,4,1,3,27,139,7,108,1061,102,82,20,573
3252,r152,All S&E graduate students -> All S&E master's students -> Male S&E master's students -> Science -> Mathematics and statistics,All S&E graduate students,All S&E master's students,Male S&E master's students,Science,Mathematics and statistics,5,7189,125,24,4,13,9,4,2,30,2,50,1779,104,52,52,5181
3252,r153,All S&E graduate students -> All S&E master's students -> Male S&E master's students -> Science -> Multidisciplinary and interdisciplinary studies,All S&E graduate students,All S&E master's students,Male S&E master's students,Science,Multidisciplinary and interdisciplinary studies,5,1790,82,19,2,4,4,0,3,13,10,31,353,27,22,5,1328
3252,r154,All S&E graduate students -> All S&E master's students -> Male S&E master's students -> Science -> Natural resources and conservation,All S&E graduate students,All S&E master's students,Male S&E master's students,Science,Natural resources and conservation,5,2159,297,10,5,32,12,20,2,38,99,111,779,103,87,16,980
3252,r155,All S&E graduate students -> All S&E master's students -> Male S&E master's students -> Science -> Physical sciences,All S&E graduate students,All S&E master's students,Male S&E master's students,Science,Physical sciences,5,2438,198,25,9,24,24,0,17,63,1,59,1164,64,47,17,1012
3252,r156,All S&E graduate students -> All S&E master's students -> Male S&E master's students -> Science -> Psychology,All S&E graduate students,All S&E master's students,Male S&E master's students,Science,Psychology,5,4555,288,32,0,18,10,8,1,11,0,226,789,45,41,4,3433
3252,r157,All S&E graduate students -> All S&E master's students -> Male S&E master's students -> Science -> Social sciences,All S&E graduate students,All S&E master's students,Male S&E master's students,Science,Social sciences,5,11576,725,368,7,7,5,2,4,44,41,254,3624,366,227,139,6861
3252,r158,All S&E graduate students -> All S&E master's students -> Male S&E master's students -> Engineering,All S&E graduate students,All S&E master's students,Male S&E master's students,Engineering,,4,43729,2771,1023,245,167,89,78,113,611,64,548,9744,1658,1235,423,29556
3252,r159,"All S&E graduate students -> All S&E master's students -> Male S&E master's students -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All S&E graduate students,All S&E master's students,Male S&E master's students,Engineering,"Aerospace, aeronautical, and astronautical engineering",5,1765,260,165,6,0,0,0,37,20,1,31,540,107,85,22,858
3252,r160,All S&E graduate students -> All S&E master's students -> Male S&E master's students -> Engineering -> Agricultural engineering,All S&E graduate students,All S&E master's students,Male S&E master's students,Engineering,Agricultural engineering,5,178,46,0,0,5,1,4,2,8,23,8,66,24,23,1,42
3252,r161,All S&E graduate students -> All S&E master's students -> Male S&E master's students -> Engineering -> Bioengineering and biomedical engineering,All S&E graduate students,All S&E master's students,Male S&E master's students,Engineering,Bioengineering and biomedical engineering,5,1861,83,17,0,36,30,6,2,12,1,15,437,34,30,4,1307
3252,r162,All S&E graduate students -> All S&E master's students -> Male S&E master's students -> Engineering -> Biological and biosystems engineering,All S&E graduate students,All S&E master's students,Male S&E master's students,Engineering,Biological and biosystems engineering,5,27,5,0,0,0,0,0,0,1,1,3,11,2,2,0,9
3252,r163,All S&E graduate students -> All S&E master's students -> Male S&E master's students -> Engineering -> Chemical engineering,All S&E graduate students,All S&E master's students,Male S&E master's students,Engineering,Chemical engineering,5,1528,50,1,9,5,4,1,1,18,3,13,294,85,24,61,1099
3252,r164,All S&E graduate students -> All S&E master's students -> Male S&E master's students -> Engineering -> Civil engineering,All S&E graduate students,All S&E master's students,Male S&E master's students,Engineering,Civil engineering,5,5561,320,23,13,24,3,21,5,88,15,152,1649,230,174,56,3362
3252,r165,"All S&E graduate students -> All S&E master's students -> Male S&E master's students -> Engineering -> Electrical, electronics, and communications engineering",All S&E graduate students,All S&E master's students,Male S&E master's students,Engineering,"Electrical, electronics, and communications engineering",5,14357,733,287,44,42,29,13,18,226,6,110,2581,400,311,89,10643
3252,r166,"All S&E graduate students -> All S&E master's students -> Male S&E master's students -> Engineering -> Engineering mechanics, physics, and science",All S&E graduate students,All S&E master's students,Male S&E master's students,Engineering,"Engineering mechanics, physics, and science",5,343,76,61,1,0,0,0,0,10,1,3,62,23,10,13,182
3252,r167,All S&E graduate students -> All S&E master's students -> Male S&E master's students -> Engineering -> Industrial and manufacturing engineering,All S&E graduate students,All S&E master's students,Male S&E master's students,Engineering,Industrial and manufacturing engineering,5,4701,279,215,6,10,2,8,2,15,2,29,727,129,79,50,3566
3252,r168,All S&E graduate students -> All S&E master's students -> Male S&E master's students -> Engineering -> Mechanical engineering,All S&E graduate students,All S&E master's students,Male S&E master's students,Engineering,Mechanical engineering,5,8651,597,171,106,26,12,14,40,149,4,101,2238,367,305,62,5449
3252,r169,All S&E graduate students -> All S&E master's students -> Male S&E master's students -> Engineering -> Metallurgical and materials engineering,All S&E graduate students,All S&E master's students,Male S&E master's students,Engineering,Metallurgical and materials engineering,5,1072,86,21,13,8,3,5,2,28,0,14,202,72,63,9,712
3252,r170,All S&E graduate students -> All S&E master's students -> Male S&E master's students -> Engineering -> Mining engineering,All S&E graduate students,All S&E master's students,Male S&E master's students,Engineering,Mining engineering,5,150,28,7,4,10,4,6,0,2,0,5,46,11,8,3,65
3252,r171,All S&E graduate students -> All S&E master's students -> Male S&E master's students -> Engineering -> Nanotechnology,All S&E graduate students,All S&E master's students,Male S&E master's students,Engineering,Nanotechnology,5,23,0,0,0,0,0,0,0,0,0,0,5,0,0,0,18
3252,r172,All S&E graduate students -> All S&E master's students -> Male S&E master's students -> Engineering -> Nuclear engineering,All S&E graduate students,All S&E master's students,Male S&E master's students,Engineering,Nuclear engineering,5,243,78,21,33,1,1,0,0,1,0,22,87,15,12,3,63
3252,r173,All S&E graduate students -> All S&E master's students -> Male S&E master's students -> Engineering -> Petroleum engineering,All S&E graduate students,All S&E master's students,Male S&E master's students,Engineering,Petroleum engineering,5,394,7,0,3,0,0,0,0,0,1,3,159,66,46,20,162
3252,r174,All S&E graduate students -> All S&E master's students -> Male S&E master's students -> Engineering -> Engineering nec,All S&E graduate students,All S&E master's students,Male S&E master's students,Engineering,Engineering nec,5,2875,123,34,7,0,0,0,4,33,6,39,640,93,63,30,2019
3252,r175,All S&E graduate students -> All S&E doctoral students,All S&E graduate students,All S&E doctoral students,,,,2,231297,57347,5221,4150,19677,17652,2025,1596,19447,1524,5732,135637,17244,14153,3091,21069
3252,r176,All S&E graduate students -> All S&E doctoral students -> Science,All S&E graduate students,All S&E doctoral students,Science,,,3,170004,38977,2130,2261,16646,15172,1474,1050,12120,1289,3481,105054,10161,8531,1630,15812
3252,r177,All S&E graduate students -> All S&E doctoral students -> Science -> Agricultural sciences,All S&E graduate students,All S&E doctoral students,Science,Agricultural sciences,,4,3273,706,3,20,52,20,32,6,92,442,91,1787,466,404,62,314
3252,r178,All S&E graduate students -> All S&E doctoral students -> Science -> Biological and biomedical sciences,All S&E graduate students,All S&E doctoral students,Science,Biological and biomedical sciences,,4,49254,16995,278,136,13007,12160,847,57,2286,454,777,26605,3397,2959,438,2257
3252,r179,All S&E graduate students -> All S&E doctoral students -> Science -> Computer and information sciences,All S&E graduate students,All S&E doctoral students,Science,Computer and information sciences,,4,13596,3735,669,78,258,196,62,26,2278,10,416,6897,1119,868,251,1845
3252,r180,"All S&E graduate students -> All S&E doctoral students -> Science -> Geosciences, atmospheric sciences, and ocean sciences",All S&E graduate students,All S&E doctoral students,Science,"Geosciences, atmospheric sciences, and ocean sciences",,4,5950,1867,95,73,28,24,4,373,1027,13,258,3238,408,334,74,437
3252,r181,All S&E graduate students -> All S&E doctoral students -> Science -> Mathematics and statistics,All S&E graduate students,All S&E doctoral students,Science,Mathematics and statistics,,4,12248,1317,126,29,191,170,21,9,830,13,119,9627,430,296,134,874
3252,r182,All S&E graduate students -> All S&E doctoral students -> Science -> Multidisciplinary and interdisciplinary studies,All S&E graduate students,All S&E doctoral students,Science,Multidisciplinary and interdisciplinary studies,,4,2388,351,26,15,112,106,6,10,128,13,47,1501,120,102,18,416
3252,r183,All S&E graduate students -> All S&E doctoral students -> Science -> Natural resources and conservation,All S&E graduate students,All S&E doctoral students,Science,Natural resources and conservation,,4,2962,665,15,15,59,49,10,39,231,146,160,1619,260,216,44,418
3252,r184,All S&E graduate students -> All S&E doctoral students -> Science -> Physical sciences,All S&E graduate students,All S&E doctoral students,Science,Physical sciences,,4,33756,9881,720,1877,1847,1593,254,503,4176,31,727,20578,1914,1648,266,1383
3252,r185,All S&E graduate students -> All S&E doctoral students -> Science -> Psychology,All S&E graduate students,All S&E doctoral students,Science,Psychology,,4,16538,1823,123,4,836,685,151,2,409,11,438,10079,640,573,67,3996
3252,r186,All S&E graduate students -> All S&E doctoral students -> Science -> Social sciences,All S&E graduate students,All S&E doctoral students,Science,Social sciences,,4,30039,1637,75,14,256,169,87,25,663,156,448,23123,1407,1131,276,3872
3252,r187,All S&E graduate students -> All S&E doctoral students -> Engineering,All S&E graduate students,All S&E doctoral students,Engineering,,,3,61293,18370,3091,1889,3031,2480,551,546,7327,235,2251,30583,7083,5622,1461,5257
3252,r188,"All S&E graduate students -> All S&E doctoral students -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All S&E graduate students,All S&E doctoral students,Engineering,"Aerospace, aeronautical, and astronautical engineering",,4,2173,718,288,50,3,3,0,136,121,0,120,947,285,223,62,223
3252,r189,All S&E graduate students -> All S&E doctoral students -> Engineering -> Agricultural engineering,All S&E graduate students,All S&E doctoral students,Engineering,Agricultural engineering,,4,572,169,0,7,19,3,16,2,26,84,31,263,78,55,23,62
3252,r190,All S&E graduate students -> All S&E doctoral students -> Engineering -> Bioengineering and biomedical engineering,All S&E graduate students,All S&E doctoral students,Engineering,Bioengineering and biomedical engineering,,4,6564,2441,128,8,1558,1435,123,7,626,8,106,3254,575,528,47,294
3252,r191,All S&E graduate students -> All S&E doctoral students -> Engineering -> Biological and biosystems engineering,All S&E graduate students,All S&E doctoral students,Engineering,Biological and biosystems engineering,,4,149,31,0,1,8,8,0,0,8,9,5,87,21,17,4,10
3252,r192,All S&E graduate students -> All S&E doctoral students -> Engineering -> Chemical engineering,All S&E graduate students,All S&E doctoral students,Engineering,Chemical engineering,,4,6583,2127,182,348,350,276,74,25,1019,21,182,3302,908,728,180,246
3252,r193,All S&E graduate students -> All S&E doctoral students -> Engineering -> Civil engineering,All S&E graduate students,All S&E doctoral students,Engineering,Civil engineering,,4,6573,1502,105,91,103,38,65,58,707,28,410,3708,630,482,148,733
3252,r194,"All S&E graduate students -> All S&E doctoral students -> Engineering -> Electrical, electronics, and communications engineering",All S&E graduate students,All S&E doctoral students,Engineering,"Electrical, electronics, and communications engineering",,4,15473,4853,1239,333,455,367,88,115,2238,15,458,7076,1981,1553,428,1563
3252,r195,"All S&E graduate students -> All S&E doctoral students -> Engineering -> Engineering mechanics, physics, and science",All S&E graduate students,All S&E doctoral students,Engineering,"Engineering mechanics, physics, and science",,4,1296,443,89,50,54,52,2,9,179,3,59,670,96,75,21,87
3252,r196,All S&E graduate students -> All S&E doctoral students -> Engineering -> Industrial and manufacturing engineering,All S&E graduate students,All S&E doctoral students,Engineering,Industrial and manufacturing engineering,,4,2901,566,112,23,45,16,29,8,319,5,54,1719,250,208,42,366
3252,r197,All S&E graduate students -> All S&E doctoral students -> Engineering -> Mechanical engineering,All S&E graduate students,All S&E doctoral students,Engineering,Mechanical engineering,,4,9898,2756,526,331,205,150,55,135,1165,24,370,5220,1166,886,280,756
3252,r198,All S&E graduate students -> All S&E doctoral students -> Engineering -> Metallurgical and materials engineering,All S&E graduate students,All S&E doctoral students,Engineering,Metallurgical and materials engineering,,4,4284,1420,278,276,96,61,35,22,611,12,125,1943,575,460,115,346
3252,r199,All S&E graduate students -> All S&E doctoral students -> Engineering -> Mining engineering,All S&E graduate students,All S&E doctoral students,Engineering,Mining engineering,,4,170,27,1,10,8,2,6,0,5,0,3,94,23,13,10,26
3252,r200,All S&E graduate students -> All S&E doctoral students -> Engineering -> Nanotechnology,All S&E graduate students,All S&E doctoral students,Engineering,Nanotechnology,,4,71,22,3,2,10,10,0,0,7,0,0,36,11,11,0,2
3252,r201,All S&E graduate students -> All S&E doctoral students -> Engineering -> Nuclear engineering,All S&E graduate students,All S&E doctoral students,Engineering,Nuclear engineering,,4,935,472,44,274,2,2,0,8,24,0,120,279,108,85,23,76
3252,r202,All S&E graduate students -> All S&E doctoral students -> Engineering -> Petroleum engineering,All S&E graduate students,All S&E doctoral students,Engineering,Petroleum engineering,,4,579,32,0,15,2,2,0,0,6,4,5,330,160,126,34,57
3252,r203,All S&E graduate students -> All S&E doctoral students -> Engineering -> Engineering nec,All S&E graduate students,All S&E doctoral students,Engineering,Engineering nec,,4,3072,791,96,70,113,55,58,21,266,22,203,1655,216,172,44,410
3252,r204,All S&E graduate students -> All S&E doctoral students -> Female S&E doctoral students,All S&E graduate students,All S&E doctoral students,Female S&E doctoral students,,,3,96029,22491,1189,1006,9894,8931,963,545,6929,740,2188,57735,6276,5282,994,9527
3252,r205,All S&E graduate students -> All S&E doctoral students -> Female S&E doctoral students -> Science,All S&E graduate students,All S&E doctoral students,Female S&E doctoral students,Science,,4,79705,17592,623,605,8851,8058,793,418,4813,660,1622,49206,4542,3861,681,8365
3252,r206,All S&E graduate students -> All S&E doctoral students -> Female S&E doctoral students -> Science -> Agricultural sciences,All S&E graduate students,All S&E doctoral students,Female S&E doctoral students,Science,Agricultural sciences,5,1690,367,1,14,19,10,9,4,46,230,53,957,223,195,28,143
3252,r207,All S&E graduate students -> All S&E doctoral students -> Female S&E doctoral students -> Science -> Biological and biomedical sciences,All S&E graduate students,All S&E doctoral students,Female S&E doctoral students,Science,Biological and biomedical sciences,5,26900,9157,125,61,7054,6582,472,29,1199,259,430,14651,1804,1587,217,1288
3252,r208,All S&E graduate students -> All S&E doctoral students -> Female S&E doctoral students -> Science -> Computer and information sciences,All S&E graduate students,All S&E doctoral students,Female S&E doctoral students,Science,Computer and information sciences,5,3492,839,135,11,70,45,25,9,517,3,94,1871,251,179,72,531
3252,r209,"All S&E graduate students -> All S&E doctoral students -> Female S&E doctoral students -> Science -> Geosciences, atmospheric sciences, and ocean sciences",All S&E graduate students,All S&E doctoral students,Female S&E doctoral students,Science,"Geosciences, atmospheric sciences, and ocean sciences",5,2763,875,40,26,12,12,0,163,504,7,123,1524,189,155,34,175
3252,r210,All S&E graduate students -> All S&E doctoral students -> Female S&E doctoral students -> Science -> Mathematics and statistics,All S&E graduate students,All S&E doctoral students,Female S&E doctoral students,Science,Mathematics and statistics,5,3559,414,25,10,87,74,13,3,244,6,39,2738,127,87,40,280
3252,r211,All S&E graduate students -> All S&E doctoral students -> Female S&E doctoral students -> Science -> Multidisciplinary and interdisciplinary studies,All S&E graduate students,All S&E doctoral students,Female S&E doctoral students,Science,Multidisciplinary and interdisciplinary studies,5,1230,170,5,4,65,60,5,5,63,4,24,778,63,51,12,219
3252,r212,All S&E graduate students -> All S&E doctoral students -> Female S&E doctoral students -> Science -> Natural resources and conservation,All S&E graduate students,All S&E doctoral students,Female S&E doctoral students,Science,Natural resources and conservation,5,1567,343,5,7,34,27,7,21,142,52,82,855,137,114,23,232
3252,r213,All S&E graduate students -> All S&E doctoral students -> Female S&E doctoral students -> Science -> Physical sciences,All S&E graduate students,All S&E doctoral students,Female S&E doctoral students,Science,Physical sciences,5,11204,3214,188,461,734,643,91,174,1426,8,223,6904,602,515,87,484
3252,r214,All S&E graduate students -> All S&E doctoral students -> Female S&E doctoral students -> Science -> Psychology,All S&E graduate students,All S&E doctoral students,Female S&E doctoral students,Science,Psychology,5,11985,1303,79,4,607,489,118,0,289,10,314,7188,465,421,44,3029
3252,r215,All S&E graduate students -> All S&E doctoral students -> Female S&E doctoral students -> Science -> Social sciences,All S&E graduate students,All S&E doctoral students,Female S&E doctoral students,Science,Social sciences,5,15315,910,20,7,169,116,53,10,383,81,240,11740,681,557,124,1984
3252,r216,All S&E graduate students -> All S&E doctoral students -> Female S&E doctoral students -> Engineering,All S&E graduate students,All S&E doctoral students,Female S&E doctoral students,Engineering,,4,16324,4899,566,401,1043,873,170,127,2116,80,566,8529,1734,1421,313,1162
3252,r217,"All S&E graduate students -> All S&E doctoral students -> Female S&E doctoral students -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All S&E graduate students,All S&E doctoral students,Female S&E doctoral students,Engineering,"Aerospace, aeronautical, and astronautical engineering",5,354,115,36,5,0,0,0,26,24,0,24,146,62,55,7,31
3252,r218,All S&E graduate students -> All S&E doctoral students -> Female S&E doctoral students -> Engineering -> Agricultural engineering,All S&E graduate students,All S&E doctoral students,Female S&E doctoral students,Engineering,Agricultural engineering,5,230,68,0,0,9,2,7,0,11,33,15,114,21,12,9,27
3252,r219,All S&E graduate students -> All S&E doctoral students -> Female S&E doctoral students -> Engineering -> Bioengineering and biomedical engineering,All S&E graduate students,All S&E doctoral students,Female S&E doctoral students,Engineering,Bioengineering and biomedical engineering,5,2761,1032,52,1,620,577,43,5,301,5,48,1386,236,220,16,107
3252,r220,All S&E graduate students -> All S&E doctoral students -> Female S&E doctoral students -> Engineering -> Biological and biosystems engineering,All S&E graduate students,All S&E doctoral students,Female S&E doctoral students,Engineering,Biological and biosystems engineering,5,57,12,0,1,3,3,0,0,3,2,3,33,8,5,3,4
3252,r221,All S&E graduate students -> All S&E doctoral students -> Female S&E doctoral students -> Engineering -> Chemical engineering,All S&E graduate students,All S&E doctoral students,Female S&E doctoral students,Engineering,Chemical engineering,5,2112,684,46,96,117,96,21,7,350,10,58,1070,286,228,58,72
3252,r222,All S&E graduate students -> All S&E doctoral students -> Female S&E doctoral students -> Engineering -> Civil engineering,All S&E graduate students,All S&E doctoral students,Female S&E doctoral students,Engineering,Civil engineering,5,2192,558,34,24,41,17,24,25,289,9,136,1250,192,164,28,192
3252,r223,"All S&E graduate students -> All S&E doctoral students -> Female S&E doctoral students -> Engineering -> Electrical, electronics, and communications engineering",All S&E graduate students,All S&E doctoral students,Female S&E doctoral students,Engineering,"Electrical, electronics, and communications engineering",5,2956,878,197,47,112,90,22,22,420,3,77,1450,348,282,66,280
3252,r224,"All S&E graduate students -> All S&E doctoral students -> Female S&E doctoral students -> Engineering -> Engineering mechanics, physics, and science",All S&E graduate students,All S&E doctoral students,Female S&E doctoral students,Engineering,"Engineering mechanics, physics, and science",5,326,102,14,9,13,13,0,1,51,1,13,171,29,22,7,24
3252,r225,All S&E graduate students -> All S&E doctoral students -> Female S&E doctoral students -> Engineering -> Industrial and manufacturing engineering,All S&E graduate students,All S&E doctoral students,Female S&E doctoral students,Engineering,Industrial and manufacturing engineering,5,904,166,24,4,24,8,16,1,95,3,15,565,77,66,11,96
3252,r226,All S&E graduate students -> All S&E doctoral students -> Female S&E doctoral students -> Engineering -> Mechanical engineering,All S&E graduate students,All S&E doctoral students,Female S&E doctoral students,Engineering,Mechanical engineering,5,1852,520,66,61,40,30,10,26,265,3,59,1034,191,145,46,107
3252,r227,All S&E graduate students -> All S&E doctoral students -> Female S&E doctoral students -> Engineering -> Metallurgical and materials engineering,All S&E graduate students,All S&E doctoral students,Female S&E doctoral students,Engineering,Metallurgical and materials engineering,5,1331,441,68,76,31,21,10,8,214,4,40,622,177,142,35,91
3252,r228,All S&E graduate students -> All S&E doctoral students -> Female S&E doctoral students -> Engineering -> Mining engineering,All S&E graduate students,All S&E doctoral students,Female S&E doctoral students,Engineering,Mining engineering,5,41,4,0,2,0,0,0,0,0,0,2,25,4,2,2,8
3252,r229,All S&E graduate students -> All S&E doctoral students -> Female S&E doctoral students -> Engineering -> Nanotechnology,All S&E graduate students,All S&E doctoral students,Female S&E doctoral students,Engineering,Nanotechnology,5,22,5,2,1,1,1,0,0,1,0,0,14,3,3,0,0
3252,r230,All S&E graduate students -> All S&E doctoral students -> Female S&E doctoral students -> Engineering -> Nuclear engineering,All S&E graduate students,All S&E doctoral students,Female S&E doctoral students,Engineering,Nuclear engineering,5,184,92,10,57,0,0,0,1,5,0,19,65,17,15,2,10
3252,r231,All S&E graduate students -> All S&E doctoral students -> Female S&E doctoral students -> Engineering -> Petroleum engineering,All S&E graduate students,All S&E doctoral students,Female S&E doctoral students,Engineering,Petroleum engineering,5,114,4,0,1,1,1,0,0,1,1,0,81,18,13,5,11
