table_id,row_id,time_period,column_level_1,column_level_2,column_hierarchy_depth,value
10093,r001,1953<sup>c</sup>,All R&D expendituresa,,1,255
10093,r002,1953<sup>c</sup>,Source of funds,Federal government,2,138
10093,r003,1953<sup>c</sup>,Source of funds,State and local government,2,37
10093,r004,1953<sup>c</sup>,Source of funds,Institution funds,2,35
10093,r005,1953<sup>c</sup>,Source of funds,Business,2,19
10093,r006,1953<sup>c</sup>,Source of funds,All other sourcesb,2,26
10093,r007,1954,All R&D expendituresa,,1,290
10093,r008,1954,Source of funds,Federal government,2,160
10093,r009,1954,Source of funds,State and local government,2,42
10093,r010,1954,Source of funds,Institution funds,2,38
10093,r011,1954,Source of funds,Business,2,22
10093,r012,1954,Source of funds,All other sourcesb,2,28
10093,r013,1955<sup>c</sup>,All R&D expendituresa,,1,312
10093,r014,1955<sup>c</sup>,Source of funds,Federal government,2,169
10093,r015,1955<sup>c</sup>,Source of funds,State and local government,2,47
10093,r016,1955<sup>c</sup>,Source of funds,Institution funds,2,41
10093,r017,1955<sup>c</sup>,Source of funds,Business,2,25
10093,r018,1955<sup>c</sup>,Source of funds,All other sourcesb,2,30
10093,r019,1956<sup>c</sup>,All R&D expendituresa,,1,372
10093,r020,1956<sup>c</sup>,Source of funds,Federal government,2,213
10093,r021,1956<sup>c</sup>,Source of funds,State and local government,2,53
10093,r022,1956<sup>c</sup>,Source of funds,Institution funds,2,43
10093,r023,1956<sup>c</sup>,Source of funds,Business,2,29
10093,r024,1956<sup>c</sup>,Source of funds,All other sourcesb,2,34
10093,r025,1957<sup>c</sup>,All R&D expendituresa,,1,410
10093,r026,1957<sup>c</sup>,Source of funds,Federal government,2,229
10093,r027,1957<sup>c</sup>,Source of funds,State and local government,2,60
10093,r028,1957<sup>c</sup>,Source of funds,Institution funds,2,49
10093,r029,1957<sup>c</sup>,Source of funds,Business,2,34
10093,r030,1957<sup>c</sup>,Source of funds,All other sourcesb,2,38
10093,r031,1958,All R&D expendituresa,,1,456
10093,r032,1958,Source of funds,Federal government,2,254
10093,r033,1958,Source of funds,State and local government,2,68
10093,r034,1958,Source of funds,Institution funds,2,53
10093,r035,1958,Source of funds,Business,2,39
10093,r036,1958,Source of funds,All other sourcesb,2,42
10093,r037,1959<sup>c</sup>,All R&D expendituresa,,1,526
10093,r038,1959<sup>c</sup>,Source of funds,Federal government,2,306
10093,r039,1959<sup>c</sup>,Source of funds,State and local government,2,76
10093,r040,1959<sup>c</sup>,Source of funds,Institution funds,2,58
10093,r041,1959<sup>c</sup>,Source of funds,Business,2,39
10093,r042,1959<sup>c</sup>,Source of funds,All other sourcesb,2,47
10093,r043,1960<sup>c</sup>,All R&D expendituresa,,1,646
10093,r044,1960<sup>c</sup>,Source of funds,Federal government,2,405
10093,r045,1960<sup>c</sup>,Source of funds,State and local government,2,85
10093,r046,1960<sup>c</sup>,Source of funds,Institution funds,2,64
10093,r047,1960<sup>c</sup>,Source of funds,Business,2,40
10093,r048,1960<sup>c</sup>,Source of funds,All other sourcesb,2,52
10093,r049,1961<sup>c</sup>,All R&D expendituresa,,1,763
10093,r050,1961<sup>c</sup>,Source of funds,Federal government,2,500
10093,r051,1961<sup>c</sup>,Source of funds,State and local government,2,95
10093,r052,1961<sup>c</sup>,Source of funds,Institution funds,2,70
10093,r053,1961<sup>c</sup>,Source of funds,Business,2,40
10093,r054,1961<sup>c</sup>,Source of funds,All other sourcesb,2,58
10093,r055,1962<sup>c</sup>,All R&D expendituresa,,1,904
10093,r056,1962<sup>c</sup>,Source of funds,Federal government,2,613
10093,r057,1962<sup>c</sup>,Source of funds,State and local government,2,106
10093,r058,1962<sup>c</sup>,Source of funds,Institution funds,2,79
10093,r059,1962<sup>c</sup>,Source of funds,Business,2,40
10093,r060,1962<sup>c</sup>,Source of funds,All other sourcesb,2,66
10093,r061,1963<sup>c</sup>,All R&D expendituresa,,1,1081
10093,r062,1963<sup>c</sup>,Source of funds,Federal government,2,760
10093,r063,1963<sup>c</sup>,Source of funds,State and local government,2,118
10093,r064,1963<sup>c</sup>,Source of funds,Institution funds,2,89
10093,r065,1963<sup>c</sup>,Source of funds,Business,2,41
10093,r066,1963<sup>c</sup>,Source of funds,All other sourcesb,2,73
10093,r067,1964,All R&D expendituresa,,1,1275
10093,r068,1964,Source of funds,Federal government,2,917
10093,r069,1964,Source of funds,State and local government,2,132
10093,r070,1964,Source of funds,Institution funds,2,103
10093,r071,1964,Source of funds,Business,2,40
10093,r072,1964,Source of funds,All other sourcesb,2,83
10093,r073,1965<sup>c</sup>,All R&D expendituresa,,1,1474
10093,r074,1965<sup>c</sup>,Source of funds,Federal government,2,1073
10093,r075,1965<sup>c</sup>,Source of funds,State and local government,2,143
10093,r076,1965<sup>c</sup>,Source of funds,Institution funds,2,124
10093,r077,1965<sup>c</sup>,Source of funds,Business,2,41
