table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_level_5,industry_hierarchy_depth,field_naics_code,field_company_size_domestic_employees_all_companies,field_company_size_domestic_employees_10_19a,field_company_size_domestic_employees_20_49,field_company_size_domestic_employees_50_99,field_company_size_domestic_employees_100_249,field_company_size_domestic_employees_250_499,field_company_size_domestic_employees_500_599,field_company_size_domestic_employees_1_000_4_999,field_company_size_domestic_employees_5_000_9_999,field_company_size_domestic_employees_10_000_24_999,field_company_size_domestic_employees_25_000_or_more
2064,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['61,065', '  ']","['909', '  ']","['1,842', '  ']","['2,071', '  ']","['3,703', '  ']","['2,331', '  ']","['1,576', '  ']","['12,771', '  ']","['7,497', '  ']","['10,070', '  ']","['18,295', 'i ']"
2064,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['41,072', '  ']","['197', '  ']","['644', '  ']","['625', '  ']","['1,394', '  ']","['1,076', '  ']","['1,190', '  ']","['9,411', '  ']","['2,045', '  ']","['9,080', '  ']","['15,409', 'i ']"
2064,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['244', '  ']","['0', '  ']","['0 - 53', '  ']","['*', '  ']","['86', '  ']","['5', '  ']","['3', '  ']","['87', '  ']","['0 - 69', '  ']","['3', '  ']","['2', '  ']"
2064,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['107', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['107', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']"
2064,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['1', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['1', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2064,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['5', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['1', 'i ']","['5', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2064,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['29', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0 - 18', '  ']","['0', '  ']","['0', '  ']","['1', '  ']","['0', '  ']","['0', '  ']","['0 - 31', '  ']"
2064,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['11', '  ']","['0', '  ']","['1', '  ']","['*', '  ']","['0', '  ']","['1', '  ']","['9', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2064,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['15', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0 - 16', '  ']","['0', '  ']","['0', '  ']","['0 - 16', '  ']","['0', '  ']","['2 - 18', '  ']","['0', '  ']"
2064,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['11,692', '  ']","['0 - 146', '  ']","['264', '  ']","['325', '  ']","['522', '  ']","['198', '  ']","['297', '  ']","['5,137', '  ']","['402 - 1,074', '  ']","['4,056', 'i ']","['70 - 108', '  ']"
2064,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['181', '  ']","['0 - 105', '  ']","['0 - 13', '  ']","['1', '  ']","['0 - 11', '  ']","['4', '  ']","['13', '  ']","['65 - 197', '  ']","['4', '  ']","['1', '  ']","['0', '  ']"
2064,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, fibers, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, fibers, and artificial synthetic fibers and filaments",,4,3252,"['16', '  ']","['*', '  ']","['1', '  ']","['*', '  ']","['1', '  ']","['0', '  ']","['11', '  ']","['0', '  ']","['0', '  ']","['1', '  ']","['0', '  ']"
2064,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['284 - 383', '  ']","['0', '  ']","['0 - 13', '  ']","['0', '  ']","['1', '  ']","['0', '  ']","['0', '  ']","['287 - 418', '  ']","['0', '  ']","['0 - 131', 'i ']","['0', '  ']"
2064,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['10,973', '  ']","['0 - 146', '  ']","['251', '  ']","['324', '  ']","['511', '  ']","['191', '  ']","['272', '  ']","['4,651', '  ']","['341 - 1,070', '  ']","['3,897', 'i ']","['69 - 108', '  ']"
2064,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation",,4,3256,"['118 - 213', '  ']","['0', '  ']","['1', '  ']","['0', '  ']","['1', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0 - 159', '  ']","['0', '  ']"
2064,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['23', '  ']","['*', '  ']","['0 - 13', '  ']","['*', '  ']","['0 - 11', '  ']","['3', 'i ']","['0', '  ']","['1', '  ']","['0 - 57', '  ']","['0 - 57', '  ']","['*', '  ']"
2064,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['117', '  ']","['*', '  ']","['9', '  ']","['3', '  ']","['22', '  ']","['6', '  ']","['19', '  ']","['55', '  ']","['0', '  ']","['2', '  ']","['1', '  ']"
2064,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['30', 'i ']","['0 - 7', '  ']","['0 - 10', 'i ']","['5', '  ']","['5', '  ']","['3', '  ']","['0', '  ']","['10', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']"
2064,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['8', '  ']","['0', '  ']","['0 - 9', 'i ']","['2', '  ']","['*', '  ']","['1', '  ']","['0', '  ']","['*', '  ']","['1', '  ']","['0 - 9', '  ']","['0', '  ']"
2064,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['107', '  ']","['0 - 51', '  ']","['0 - 51', '  ']","['0 - 22', '  ']","['48', '  ']","['6', '  ']","['*', '  ']","['9', '  ']","['1', '  ']","['0', '  ']","['0', '  ']"
2064,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['940', '  ']","['0 - 146', '  ']","['62', '  ']","['41', '  ']","['81', '  ']","['59', '  ']","['48', '  ']","['524', '  ']","['0 - 160', 'i ']","['3', '  ']","['1', '  ']"
2064,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['59', 'i ']","['0', '  ']","['*', 'i ']","['0 - 42', '  ']","['0 - 53', '  ']","['0', '  ']","['0', '  ']","['9', '  ']","['0 - 53', 'i ']","['0', '  ']","['1', '  ']"
2064,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['465', '  ']","['0', '  ']","['*', '  ']","['*', '  ']","['0 - 81', '  ']","['*', '  ']","['0', '  ']","['293 - 487', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2064,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['159', '  ']","['0 - 146', '  ']","['4', '  ']","['0', '  ']","['1', '  ']","['0 - 60', '  ']","['0', '  ']","['0 - 166', '  ']","['0 - 160', '  ']","['0', '  ']","['*', '  ']"
2064,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['257', '  ']","['0 - 146', '  ']","['58', 'i ']","['0 - 42', '  ']","['0 - 81', '  ']","['0 - 60', '  ']","['48', '  ']","['0 - 175', '  ']","['0', '  ']","['3', '  ']","['0', '  ']"
2064,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['8,633', '  ']","['47 - 193', '  ']","['176', '  ']","['84', '  ']","['429', '  ']","['348', '  ']","['584', '  ']","['1,941', '  ']","['20 - 405', '  ']","['1,965', '  ']","['2,824', '  ']"
2064,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['1,715', 'i ']","['0', '  ']","['*', '  ']","['0 - 14', '  ']","['63', '  ']","['0 - 129', '  ']","['0 - 92', '  ']","['575', 'i ']","['0', '  ']","['494 - 1,091', 'i ']","['0', '  ']"
2064,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['2,289', '  ']","['13', '  ']","['115', '  ']","['35', '  ']","['253', '  ']","['211', '  ']","['489', '  ']","['918', '  ']","['21', '  ']","['234', '  ']","['0', '  ']"
2064,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['4,420', '  ']","['34 - 181', '  ']","['60', '  ']","['37', '  ']","['110', '  ']","['9 - 138', '  ']","['4 - 96', '  ']","['329', '  ']","['0 - 385', '  ']","['543 - 1,141', '  ']","['2,824', '  ']"
2064,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['150', '  ']","['35', '  ']","['7', '  ']","['4', '  ']","['48', '  ']","['10', '  ']","['5', '  ']","['35', '  ']","['0', '  ']","['6', '  ']","['0', '  ']"
2064,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",5,334511,"['4,083', '  ']","['0 - 146', '  ']","['40', '  ']","['0 - 34', '  ']","['0 - 63', '  ']","['0 - 129', '  ']","['0', '  ']","['111 - 295', '  ']","['0 - 385', '  ']","['537 - 1,135', '  ']","['2,824', '  ']"
2064,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device,5,other 3345,"['187', '  ']","['0 - 146', '  ']","['13', '  ']","['0 - 34', '  ']","['0 - 63', '  ']","['0 - 129', '  ']","['0 - 92', '  ']","['0 - 182', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2064,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['209', '  ']","['*', '  ']","['1', '  ']","['0 - 14', '  ']","['3', '  ']","['0 - 96', '  ']","['0 - 92', '  ']","['119', '  ']","['0', '  ']","['0 - 96', '  ']","['0', '  ']"
2064,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['181', '  ']","['*', '  ']","['36', '  ']","['83', '  ']","['5', '  ']","['4', '  ']","['6', '  ']","['46', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2064,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['18,663', 'i ']","['5', '  ']","['2', '  ']","['53', '  ']","['167', '  ']","['309', '  ']","['177', '  ']","['1,522', '  ']","['951', '  ']","['3,017', '  ']","['12,459', 'i ']"
2064,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Automobiles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Automobiles, bodies, trailers, and parts",,4,3361–63,"['2,745', '  ']","['*', '  ']","['1', '  ']","['0 - 53', '  ']","['0 - 65', '  ']","['308', '  ']","['100', '  ']","['1,427', '  ']","['171', 'i ']","['538', '  ']","['84 - 327', '  ']"
2064,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['14,480', 'i ']","['5', '  ']","['1', '  ']","['0 - 53', '  ']","['103', '  ']","['0', '  ']","['0 - 78', 'i ']","['95', '  ']","['777', '  ']","['2,478', '  ']","['10,939', 'i ']"
