table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_researchersa_total,field_researchersa_with_phd,field_r_d_technicians_and_equivalent_staff,field_other_r_d_supporting_staff
770,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['13', '&nbsp;']","['7', 'i']","['*', '&nbsp;']","['3', 'i']","['3', 'i']"
770,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['5', '&nbsp;']","['3', 'i']","['*', 'i']","['1', 'i']","['1', 'i']"
770,r043,All industries -> Manufacturing industries -> Miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous manufacturing,,,3,339,"['62', '&nbsp;']","['42', '&nbsp;']","['4', '&nbsp;']","['12', '&nbsp;']","['8', '&nbsp;']"
770,r044,All industries -> Manufacturing industries -> Miscellaneous manufacturing -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous manufacturing,Medical equipment and supplies,,4,3391,"['47', '&nbsp;']","['33', '&nbsp;']","['4', '&nbsp;']","['9', '&nbsp;']","['5', '&nbsp;']"
770,r045,All industries -> Manufacturing industries -> Miscellaneous manufacturing -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous manufacturing,Other miscellaneous manufacturing,,4,3399,"['15', '&nbsp;']","['9', 'i']","['*', 'i']","['3', 'i']","['3', 'i']"
770,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['627', '&nbsp;']","['423', '&nbsp;']","['43', '&nbsp;']","['141', '&nbsp;']","['64', 'i']"
770,r047,"All industries -> Nonmanufacturing industries -> Mining, extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, extraction, and support activities",,,3,21,"['15', '&nbsp;']","['8', '&nbsp;']","['2', '&nbsp;']","['5', '&nbsp;']","['2', '&nbsp;']"
770,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['3', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['1', '&nbsp;']"
770,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['25', '&nbsp;']","['12', 'i']","['*', 'i']","['5', 'i']","['8', 'i']"
770,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['6', '&nbsp;']","['4', 'i']","['*', 'i']","['1', 'i']","['1', 'i']"
770,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['2', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['1', 'i']"
770,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['279', '&nbsp;']","['207', '&nbsp;']","['16', '&nbsp;']","['51', '&nbsp;']","['21', '&nbsp;']"
770,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['146', '&nbsp;']","['116', '&nbsp;']","['7', 'i']","['16', '&nbsp;']","['14', '&nbsp;']"
770,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['1', '&nbsp;']","['*', 'i']","['*', 'i']","['*', 'i']","['*', 'i']"
770,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['145', '&nbsp;']","['115', '&nbsp;']","['7', 'i']","['16', '&nbsp;']","['14', '&nbsp;']"
770,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['24', '&nbsp;']","['16', '&nbsp;']","['1', 'i']","['8', 'i']","['1', '&nbsp;']"
770,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['56', '&nbsp;']","['35', '&nbsp;']","['1', 'i']","['15', '&nbsp;']","['5', 'i']"
770,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['53', '&nbsp;']","['40', '&nbsp;']","['7', '&nbsp;']","['12', '&nbsp;']","['*', '&nbsp;']"
770,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['32', '&nbsp;']","['10', '&nbsp;']","['*', '&nbsp;']","['16', '&nbsp;']","['5', '&nbsp;']"
770,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['2', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']"
770,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['*', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['*', 'i']","['*', '&nbsp;']"
770,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['1', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']"
770,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['246', '&nbsp;']","['169', 'i']","['24', 'i']","['56', 'i']","['21', 'i']"
770,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['44', '&nbsp;']","['32', 'i']","['7', 'i']","['7', 'i']","['4', 'i']"
770,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['92', '&nbsp;']","['76', 'i']","['6', 'i']","['10', '&nbsp;']","['6', 'i']"
770,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['82', '&nbsp;']","['44', '&nbsp;']","['10', '&nbsp;']","['29', '&nbsp;']","['10', 'i']"
770,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Biotechnology research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Biotechnology research and development,5,541711,"['22', '&nbsp;']","['16', '&nbsp;']","['3', '&nbsp;']","['4', '&nbsp;']","['1', '&nbsp;']"
770,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Physical, engineering, and life sciences (except biotechnology) research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Physical, engineering, and life sciences (except biotechnology) research and development",5,541712,"['54', '&nbsp;']","['27', '&nbsp;']","['6', '&nbsp;']","['21', '&nbsp;']","['6', '&nbsp;']"
770,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Social sciences and humanities research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Social sciences and humanities research and development,5,541720,"['7', '&nbsp;']","['*', 'i']","['*', 'i']","['4', 'i']","['3', 'i']"
770,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['28', '&nbsp;']","['16', 'i']","['1', 'i']","['10', 'i']","['2', 'i']"
770,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['5', '&nbsp;']","['2', 'i']","['1', 'i']","['2', 'i']","['1', 'i']"
770,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['13', '&nbsp;']","['8', 'i']","['*', '&nbsp;']","['3', 'i']","['2', '&nbsp;']"
770,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['1,543', '&nbsp;']","['1,075', '&nbsp;']","['115', '&nbsp;']","['302', '&nbsp;']","['167', '&nbsp;']"
770,r074,All companies (number of domestic employees) -> Micro companies<sup>b</sup>,All companies (number of domestic employees),Micro companies<sup>b</sup>,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
770,r075,All companies (number of domestic employees) -> Micro companies<sup>b</sup> -> 5&#8211;9,All companies (number of domestic employees),Micro companies<sup>b</sup>,5&#8211;9,,,3,–,"['26', '&nbsp;']","['18', 'i']","['2', 'i']","['4', 'i']","['4', 'i']"
770,r076,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
770,r077,All companies (number of domestic employees) -> Small companies -> 10&#8211;19,All companies (number of domestic employees),Small companies,10&#8211;19,,,3,–,"['50', '&nbsp;']","['34', 'i']","['4', 'i']","['10', 'i']","['6', 'i']"
770,r078,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['91', '&nbsp;']","['61', 'i']","['6', 'i']","['18', 'i']","['11', 'i']"
770,r079,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
770,r080,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['83', '&nbsp;']","['53', 'i']","['6', 'i']","['21', 'i']","['10', 'i']"
770,r081,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['100', '&nbsp;']","['60', '&nbsp;']","['7', '&nbsp;']","['27', '&nbsp;']","['13', 'i']"
770,r082,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
770,r083,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['86', '&nbsp;']","['54', '&nbsp;']","['6', '&nbsp;']","['22', '&nbsp;']","['9', '&nbsp;']"
770,r084,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['77', '&nbsp;']","['52', '&nbsp;']","['5', 'i']","['17', '&nbsp;']","['8', '&nbsp;']"
770,r085,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['254', '&nbsp;']","['178', '&nbsp;']","['17', 'i']","['46', '&nbsp;']","['31', '&nbsp;']"
770,r086,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['147', '&nbsp;']","['100', '&nbsp;']","['12', 'i']","['29', '&nbsp;']","['18', '&nbsp;']"
770,r087,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['228', '&nbsp;']","['157', '&nbsp;']","['23', '&nbsp;']","['47', '&nbsp;']","['24', '&nbsp;']"
770,r088,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['402', '&nbsp;']","['309', '&nbsp;']","['29', '&nbsp;']","['60', '&nbsp;']","['33', '&nbsp;']"
