table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_salaries_wages_and_fringe_benefits,field_stock_based_compensation,field_temporary_staffing,field_expensed_equipment,field_materials_and_supplies,field_lease_and_rental_payments,field_depreciation,field_royalties_and_licensing_fees,field_other_purchased_services_except_r_d_,field_other
12285,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['1,195', '  ']","['D', '  ']","['3', '  ']","['6', '  ']","['12', '  ']","['D', '  ']","['12', '  ']","['49', '  ']","['D', '  ']","['34', '  ']","['D', '  ']"
12285,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['3,251', '  ']","['1,791', '  ']","['6', '  ']","['83', '  ']","['127', 'i ']","['455', '  ']","['18', '  ']","['102', '  ']","['7', '  ']","['83', '  ']","['578', '  ']"
12285,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['1,435', '  ']","['912', '  ']","['6', '  ']","['44', '  ']","['7', '  ']","['73', '  ']","['8', '  ']","['74', '  ']","['2', '  ']","['54', '  ']","['254', '  ']"
12285,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['1,099', '  ']","['410', '  ']","['1', '  ']","['2', '  ']","['*', '  ']","['574', '  ']","['1', '  ']","['31', '  ']","['*', '  ']","['39', '  ']","['41', '  ']"
12285,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['3,304', '  ']","['2,145', '  ']","['7', '  ']","['55', '  ']","['45', '  ']","['622', '  ']","['25', '  ']","['88', '  ']","['9', '  ']","['55', '  ']","['253', 'i ']"
12285,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['18,246', '  ']","['10,298', '  ']","['439', '  ']","['721', '  ']","['175', '  ']","['2,567', '  ']","['150', '  ']","['720', '  ']","['62', '  ']","['654', '  ']","['2,461', '  ']"
12285,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['D', '  ']","['1,173', '  ']","['*', '  ']","['122', '  ']","['8', '  ']","['267', '  ']","['9', '  ']","['D', '  ']","['1', 'i ']","['107', '  ']","['382', '  ']"
12285,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['5,390', '  ']","['2,672', '  ']","['352', '  ']","['48', '  ']","['50', '  ']","['652', '  ']","['47', '  ']","['397', '  ']","['*', '  ']","['51', '  ']","['1,120', '  ']"
12285,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['D', '  ']","['1,648', '  ']","['16', '  ']","['273', '  ']","['3', '  ']","['272', 'i ']","['3', '  ']","['D', '  ']","['7', '  ']","['180', '  ']","['246', 'i ']"
12285,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['7,987', '  ']","['4,804', '  ']","['70', '  ']","['279', '  ']","['114', '  ']","['1,375', '  ']","['91', '  ']","['172', '  ']","['54', '  ']","['317', '  ']","['711', '  ']"
12285,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['99,234', '  ']","['52,827', '  ']","['11,429', '  ']","['1,913', '  ']","['1,977', '  ']","['8,054', '  ']","['2,027', '  ']","['5,530', '  ']","['950', '  ']","['1,009', '  ']","['13,518', '  ']"
12285,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['10,870', '  ']","['6,328', '  ']","['986', '  ']","['360', '  ']","['161', '  ']","['260', '  ']","['824', '  ']","['376', '  ']","['8', '  ']","['175', '  ']","['1,392', '  ']"
12285,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['47,380', '  ']","['24,362', '  ']","['4,495', '  ']","['1,025', '  ']","['187', '  ']","['4,664', '  ']","['401', '  ']","['2,668', '  ']","['531', '  ']","['176', '  ']","['8,871', '  ']"
12285,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['10,105', '  ']","['6,190', '  ']","['352', '  ']","['323', '  ']","['118', '  ']","['792', '  ']","['104', '  ']","['244', '  ']","['25', 'i ']","['294', '  ']","['1,662', '  ']"
12285,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['3,959', '  ']","['2,031', '  ']","['236', '  ']","['92', '  ']","['21', '  ']","['273', '  ']","['43', '  ']","['105', '  ']","['23', 'i ']","['197', '  ']","['937', '  ']"
12285,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",5,334511,"['2,170', '  ']","['1,444', '  ']","['51', '  ']","['169', '  ']","['4', '  ']","['169', '  ']","['32', '  ']","['11', '  ']","['0', '  ']","['44', 'i ']","['245', '  ']"
12285,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling devices",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling devices,5,other 3345,"['3,976', '  ']","['2,715', '  ']","['64', '  ']","['62', '  ']","['92', '  ']","['350', '  ']","['29', '  ']","['128', '  ']","['2', '  ']","['53', '  ']","['480', '  ']"
12285,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['30,879', '  ']","['15,947', '  ']","['5,596', '  ']","['205', '  ']","['1,511', '  ']","['2,338', '  ']","['698', '  ']","['2,241', '  ']","['386', '  ']","['364', '  ']","['1,592', '  ']"
12285,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['6,657', '  ']","['4,026', '  ']","['293', '  ']","['179', '  ']","['73', '  ']","['436', '  ']","['127', '  ']","['166', '  ']","['42', '  ']","['340', '  ']","['975', '  ']"
12285,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['46,468', '  ']","['27,015', '  ']","['634', '  ']","['1,359', '  ']","['439', '  ']","['4,465', '  ']","['326', '  ']","['1,273', '  ']","['296', '  ']","['1,154', '  ']","['9,506', '  ']"
12285,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['30,722', '  ']","['18,096', '  ']","['D', '  ']","['1,029', '  ']","['365', '  ']","['3,133', '  ']","['192', '  ']","['990', '  ']","['278', '  ']","['526', '  ']","['D', '  ']"
12285,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['13,786', '  ']","['7,636', '  ']","['D', '&nbsp;']","['287', '  ']","['63', '  ']","['987', '  ']","['104', '  ']","['241', '  ']","['12', '  ']","['610', '  ']","['D', '  ']"
12285,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['9,303', '  ']","['4,534', '  ']","['58', 'i ']","['199', '  ']","['35', '  ']","['618', '  ']","['39', '  ']","['107', '  ']","['3', '  ']","['555', '  ']","['3,155', '  ']"
12285,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['4,483', '  ']","['3,102', '  ']","['D', '  ']","['88', '  ']","['28', '  ']","['369', '  ']","['65', '  ']","['134', '  ']","['10', '  ']","['55', '  ']","['D', '  ']"
12285,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank components",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank components",,4,336992,"['26', '  ']","['13', '  ']","['0', '  ']","['2', '  ']","['0', '  ']","['4', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['2', '  ']","['5', '  ']"
12285,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['1,935', '  ']","['1,269', '  ']","['D', '  ']","['41', '  ']","['11', '  ']","['342', '  ']","['30', '  ']","['43', '  ']","['6', '  ']","['17', '  ']","['D', '  ']"
12285,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['405', '  ']","['290', '  ']","['*', '  ']","['6', '  ']","['4', '  ']","['41', '  ']","['3', '  ']","['9', '  ']","['1', '  ']","['12', '  ']","['39', '  ']"
12285,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['23,032', '  ']","['12,835', '  ']","['821', '  ']","['987', '  ']","['335', '  ']","['1,570', '  ']","['232', '  ']","['886', '  ']","['180', '  ']","['948', '  ']","['4,238', '  ']"
12285,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['20,112', '  ']","['10,861', '  ']","['738', '  ']","['904', '  ']","['297', '  ']","['1,429', '  ']","['180', '  ']","['796', '  ']","['165', '  ']","['866', '  ']","['3,876', '  ']"
12285,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['2,921', '  ']","['1,974', '  ']","['83', '  ']","['83', '  ']","['38', '  ']","['141', '  ']","['52', '  ']","['90', '  ']","['16', '  ']","['82', '  ']","['361', '  ']"
12285,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['281,060', '  ']","['158,776', '  ']","['49,528', '  ']","['15,242', '  ']","['6,079', '  ']","['5,481', '  ']","['4,256', '  ']","['7,237', '  ']","['604', '  ']","['5,544', '  ']","['28,312', '  ']"
12285,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['D', '&nbsp;']","['641', 'i ']","['16', 'i ']","['D', '&nbsp;']","['14', 'i ']","['89', 'i ']","['D', '  ']","['D', '&nbsp;']","['1', 'i ']","['D', '&nbsp;']","['D', '&nbsp;']"
12285,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['D', '  ']","['D', '  ']","['*', '  ']","['42', '  ']","['D', '  ']","['43', '  ']","['*', '  ']","['D', '  ']","['*', '  ']","['47', '  ']","['D', '  ']"
12285,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['D', '  ']","['1,202', '  ']","['2', '  ']","['D', '&nbsp;']","['74', 'i ']","['146', 'i ']","['D', '  ']","['D', '&nbsp;']","['2', '  ']","['40', '  ']","['D', '&nbsp;']"
12285,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['D', '&nbsp;']","['9,112', 'i ']","['D', '&nbsp;']","['147', 'i ']","['D', '&nbsp;']","['170', 'i ']","['262', 'i ']","['D', '&nbsp;']","['*', 'i ']","['D', '&nbsp;']","['D', '&nbsp;']"
12285,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['D', '  ']","['4,057', '  ']","['1,112', 'i ']","['189', '  ']","['199', 'i ']","['983', 'i ']","['275', 'i ']","['325', '  ']","['68', '  ']","['D', '&nbsp;']","['D', '&nbsp;']"
12285,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['181,392', '  ']","['100,974', '  ']","['37,611', '  ']","['11,125', '  ']","['4,611', '  ']","['1,638', '  ']","['3,005', '  ']","['4,011', '  ']","['D', '  ']","['3,100', '  ']","['D', '  ']"
12285,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['49,674', '  ']","['29,098', '  ']","['8,311', '  ']","['2,526', '  ']","['515', '  ']","['997', '  ']","['517', '  ']","['620', '  ']","['D', '  ']","['2,034', '  ']","['D', '  ']"
12285,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['72', '  ']","['68', '  ']","['0', '  ']","['2', '  ']","['*', '  ']","['*', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['2', '  ']","['*', 'i ']"
12285,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['49,602', '  ']","['29,030', '  ']","['8,311', '  ']","['2,524', '  ']","['515', '  ']","['997', '  ']","['517', '  ']","['620', '  ']","['D', '  ']","['2,032', '  ']","['D', '  ']"
12285,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['3,614', '  ']","['D', '  ']","['30', '  ']","['724', '  ']","['10', '  ']","['57', '  ']","['19', '  ']","['30', 'i ']","['D', '  ']","['19', '  ']","['D', '  ']"
12285,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['49,270', '  ']","['31,240', '  ']","['8,735', '  ']","['1,614', '  ']","['623', '  ']","['438', '  ']","['532', '  ']","['557', '  ']","['209', '  ']","['749', '  ']","['4,573', '  ']"
12285,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['78,834', '  ']","['D', '  ']","['20,535', '  ']","['6,260', '  ']","['3,463', '  ']","['145', '  ']","['1,938', '  ']","['2,805', '  ']","['D', '  ']","['298', '  ']","['D', '  ']"
12285,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['17,173', '  ']","['12,447', '  ']","['1,035', '  ']","['1,504', '  ']","['227', '  ']","['D', '  ']","['112', '  ']","['738', '  ']","['37', '  ']","['124', '  ']","['D', '  ']"
12285,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['2,398', 'i ']","['1,215', 'i ']","['728', 'i ']","['115', 'i ']","['30', 'i ']","['3', 'i ']","['D', '&nbsp;']","['48', '  ']","['D', '  ']","['D', '  ']","['D', '&nbsp;']"
12285,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['5', 'i ']","['1', 'i ']","['*', 'i ']","['0', '  ']","['0', '  ']","['2', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['2', 'i ']"
12285,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['2,393', 'i ']","['1,214', 'i ']","['728', 'i ']","['115', 'i ']","['30', 'i ']","['1', '  ']","['D', '&nbsp;']","['48', '  ']","['D', '  ']","['D', '  ']","['D', '&nbsp;']"
12285,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['38,633', '  ']","['24,714', '  ']","['2,323', '  ']","['1,708', '  ']","['616', '  ']","['2,073', '  ']","['439', '  ']","['985', '  ']","['127', '  ']","['1,286', '  ']","['4,363', '  ']"
12285,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['2,912', '  ']","['2,444', '  ']","['2', '  ']","['29', '  ']","['19', '  ']","['205', '  ']","['28', '  ']","['19', '  ']","['1', '  ']","['55', '  ']","['109', '  ']"
12285,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['18,878', '  ']","['12,529', '  ']","['1,445', '  ']","['915', '  ']","['258', '  ']","['415', '  ']","['133', '  ']","['566', '  ']","['72', '  ']","['389', '  ']","['2,156', '  ']"
12285,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['9,297', '  ']","['4,919', '  ']","['449', '  ']","['287', '  ']","['238', '  ']","['1,043', '  ']","['250', '  ']","['295', '  ']","['31', '  ']","['762', '  ']","['1,023', '  ']"
12285,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in nanotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in nanotechnology,5,541713,"['179', '  ']","['96', '  ']","['9', '  ']","['5', '  ']","['6', '  ']","['17', '  ']","['6', '  ']","['8', '  ']","['*', '  ']","['2', '  ']","['30', '  ']"
12285,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),5,541714,"['2,916', '  ']","['1,235', '  ']","['211', '  ']","['107', '  ']","['65', '  ']","['424', '  ']","['83', '  ']","['101', '  ']","['16', '  ']","['219', '  ']","['455', '  ']"
12285,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",5,541715,"['6,176', '  ']","['3,572', '  ']","['228', '  ']","['172', '  ']","['167', '  ']","['601', '  ']","['160', '  ']","['185', '  ']","['15', '  ']","['539', '  ']","['536', '  ']"
12285,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['27', '  ']","['17', '  ']","['*', 'i ']","['3', '  ']","['*', 'i ']","['1', '  ']","['1', '  ']","['*', '  ']","['0', '  ']","['1', '  ']","['2', '  ']"
12285,r071,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['7,547', '  ']","['4,822', '  ']","['428', '  ']","['478', '  ']","['100', '  ']","['410', '  ']","['28', '  ']","['104', '  ']","['22', '  ']","['81', '  ']","['1,075', '  ']"
12285,r072,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['D', '  ']","['1,440', '  ']","['D', '  ']","['125', '  ']","['29', '  ']","['189', '  ']","['D', '  ']","['D', '  ']","['13', '  ']","['180', '  ']","['D', '  ']"
12285,r073,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['3,300', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['D', '  ']"
12285,r074,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['608,058', '  ']","['323,313', '  ']","['70,482', '  ']","['28,058', '  ']","['10,260', '  ']","['36,945', '  ']","['9,732', '  ']","['20,232', '  ']","['3,580', '  ']","['18,775', '  ']","['86,682', '  ']"
12285,r075,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
