table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_astronomy,field_chemistry,field_physics,field_other_physical_sciences
6398,r001,All agencies surveyed,All agencies surveyed,,,,,1,2404712.6,174279.3,563612.4,793315.0,873505.9
6398,r002,All agencies surveyed -> Departments,All agencies surveyed,Departments,,,,2,,,,,
6398,r003,All agencies surveyed -> Departments -> Department of Agriculture,All agencies surveyed,Departments,Department of Agriculture,,,3,22594.9,0.0,22256.6,338.2,0.0
6398,r004,All agencies surveyed -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies surveyed,Departments,Department of Agriculture,Agricultural Research Service,,4,9048.0,0.0,8709.8,338.2,0.0
6398,r005,All agencies surveyed -> Departments -> Department of Agriculture -> Forest Service,All agencies surveyed,Departments,Department of Agriculture,Forest Service,,4,403.4,0.0,403.4,0.0,0.0
6398,r006,All agencies surveyed -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies surveyed,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,13143.4,0.0,13143.4,0.0,0.0
6398,r007,All agencies surveyed -> Departments -> Department of Defense,All agencies surveyed,Departments,Department of Defense,,,3,176032.3,3735.9,44469.8,104776.3,23050.4
6398,r008,All agencies surveyed -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies surveyed,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,27847.9,0.0,550.0,27297.9,0.0
6398,r009,All agencies surveyed -> Departments -> Department of Defense -> Department of the Air Force,All agencies surveyed,Departments,Department of Defense,Department of the Air Force,,4,76003.3,3735.9,12967.5,46637.3,12662.7
6398,r010,All agencies surveyed -> Departments -> Department of Defense -> Department of the Army,All agencies surveyed,Departments,Department of Defense,Department of the Army,,4,14719.8,0.0,5561.7,5478.2,3679.9
6398,r011,All agencies surveyed -> Departments -> Department of Defense -> Department of the Navy,All agencies surveyed,Departments,Department of Defense,Department of the Navy,,4,13123.1,0.0,1815.8,4599.5,6707.8
6398,r012,All agencies surveyed -> Departments -> Department of Defense -> Other defense agencies,All agencies surveyed,Departments,Department of Defense,Other defense agencies,,4,44338.2,0.0,23574.8,20763.4,0.0
6398,r013,All agencies surveyed -> Departments -> Department of Energy,All agencies surveyed,Departments,Department of Energy,,,3,714751.8,0.0,182981.0,398992.3,132778.5
6398,r014,All agencies surveyed -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies surveyed,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,,4,16113.9,0.0,0.0,16113.9,0.0
6398,r015,All agencies surveyed -> Departments -> Department of Energy -> Fossil Energy,All agencies surveyed,Departments,Department of Energy,Fossil Energy,,4,60441.5,0.0,60441.5,0.0,0.0
6398,r016,All agencies surveyed -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies surveyed,Departments,Department of Energy,National Nuclear Security Administration,,4,14650.0,0.0,0.0,900.0,13750.0
6398,r017,All agencies surveyed -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies surveyed,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,900.0,0.0,0.0,900.0,0.0
6398,r018,All agencies surveyed -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies surveyed,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,13750.0,0.0,0.0,0.0,13750.0
6398,r019,All agencies surveyed -> Departments -> Department of Energy -> Office of Science,All agencies surveyed,Departments,Department of Energy,Office of Science,,4,623546.4,0.0,122539.5,381978.4,119028.5
6398,r020,All agencies surveyed -> Departments -> Department of Health and Human Services,All agencies surveyed,Departments,Department of Health and Human Services,,,3,59287.8,0.0,58923.6,364.2,0.0
6398,r021,All agencies surveyed -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies surveyed,Departments,Department of Health and Human Services,National Institutes of Health,,4,59287.8,0.0,58923.6,364.2,0.0
6398,r022,All agencies surveyed -> Departments -> Department of Homeland Security,All agencies surveyed,Departments,Department of Homeland Security,,,3,4146.8,0.0,1283.6,2863.1,0.0
6398,r023,All agencies surveyed -> Departments -> Department of Homeland Security -> Countering Weapons of Mass Destruction Office,All agencies surveyed,Departments,Department of Homeland Security,Countering Weapons of Mass Destruction Office,,4,2863.1,0.0,0.0,2863.1,0.0
6398,r024,All agencies surveyed -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies surveyed,Departments,Department of Homeland Security,Science and Technology Directorate,,4,1283.6,0.0,1283.6,0.0,0.0
6398,r025,All agencies surveyed -> Other agencies,All agencies surveyed,Other agencies,,,,2,,,,,
6398,r026,All agencies surveyed -> Other agencies -> National Aeronautics and Space Administration,All agencies surveyed,Other agencies,National Aeronautics and Space Administration,,,3,597958.8,98393.5,0.0,2110.2,497455.1
6398,r027,All agencies surveyed -> Other agencies -> National Science Foundation,All agencies surveyed,Other agencies,National Science Foundation,,,3,829940.1,72149.9,253697.8,283870.6,220221.9
