table_id,row_id,_b_field_b_full_path,_b_field_b_level_1,_b_field_b_level_2,_b_field_b_level_3,_b_field_b_hierarchy_depth,field_2019,field_2020_preliminary_
3941,r001,All fields,All fields,,,1,13077676.4,14014190.8
3941,r002,All fields -> Computer sciences and mathematics,All fields,Computer sciences and mathematics,,2,385120.2,425269.5
3941,r003,All fields -> Computer sciences and mathematics -> Computer sciences,All fields,Computer sciences and mathematics,Computer sciences,3,341579.0,NA
3941,r004,All fields -> Computer sciences and mathematics -> Mathematics,All fields,Computer sciences and mathematics,Mathematics,3,28648.7,NA
3941,r005,All fields -> Computer sciences and mathematics -> Other computer sciences and mathematics,All fields,Computer sciences and mathematics,Other computer sciences and mathematics,3,14892.5,NA
3941,r006,All fields -> Engineering,All fields,Engineering,,2,1348776.6,1533014.1
3941,r007,All fields -> Engineering -> Aeronautical engineering,All fields,Engineering,Aeronautical engineering,3,86422.3,NA
3941,r008,All fields -> Engineering -> Astronautical engineering,All fields,Engineering,Astronautical engineering,3,12068.8,NA
3941,r009,All fields -> Engineering -> Chemical engineering,All fields,Engineering,Chemical engineering,3,28374.6,NA
3941,r010,All fields -> Engineering -> Civil engineering,All fields,Engineering,Civil engineering,3,1959.7,NA
3941,r011,All fields -> Engineering -> Electrical engineering,All fields,Engineering,Electrical engineering,3,80860.5,NA
3941,r012,All fields -> Engineering -> Mechanical engineering,All fields,Engineering,Mechanical engineering,3,39352.4,NA
3941,r013,All fields -> Engineering -> Metallurgy and materials engineering,All fields,Engineering,Metallurgy and materials engineering,3,70010.8,NA
3941,r014,All fields -> Engineering -> Other engineering,All fields,Engineering,Other engineering,3,1029727.6,NA
3941,r015,All fields -> Environmental sciences,All fields,Environmental sciences,,2,209933.0,212312.7
3941,r016,All fields -> Environmental sciences -> Atmospheric sciences,All fields,Environmental sciences,Atmospheric sciences,3,5144.7,NA
3941,r017,All fields -> Environmental sciences -> Geological sciences,All fields,Environmental sciences,Geological sciences,3,283.6,NA
3941,r018,All fields -> Environmental sciences -> Oceanography,All fields,Environmental sciences,Oceanography,3,36515.0,NA
3941,r019,All fields -> Environmental sciences -> Other environmental sciences,All fields,Environmental sciences,Other environmental sciences,3,167989.7,NA
3941,r020,All fields -> Life sciences,All fields,Life sciences,,2,9545271.6,10123344.7
3941,r021,All fields -> Life sciences -> Agricultural sciences,All fields,Life sciences,Agricultural sciences,3,254024.9,NA
3941,r022,All fields -> Life sciences -> Biological sciences (excluding environmental biology),All fields,Life sciences,Biological sciences (excluding environmental biology),3,4936824.6,NA
3941,r023,All fields -> Life sciences -> Environmental biology,All fields,Life sciences,Environmental biology,3,102092.1,NA
3941,r024,All fields -> Life sciences -> Medical sciences,All fields,Life sciences,Medical sciences,3,3225633.1,NA
3941,r025,All fields -> Life sciences -> Other life sciences,All fields,Life sciences,Other life sciences,3,1026697.0,NA
3941,r026,All fields -> Physical sciences,All fields,Physical sciences,,2,118031.4,195839.7
3941,r027,All fields -> Physical sciences -> Astronomy,All fields,Physical sciences,Astronomy,3,1063.1,NA
3941,r028,All fields -> Physical sciences -> Chemistry,All fields,Physical sciences,Chemistry,3,66439.3,NA
3941,r029,All fields -> Physical sciences -> Physics,All fields,Physical sciences,Physics,3,30645.8,NA
3941,r030,All fields -> Physical sciences -> Other physical sciences,All fields,Physical sciences,Other physical sciences,3,19883.3,NA
3941,r031,All fields -> Psychology,All fields,Psychology,,2,759370.2,802608.1
3941,r032,All fields -> Psychology -> Biological aspects,All fields,Psychology,Biological aspects,3,0.0,NA
3941,r033,All fields -> Psychology -> Social aspects,All fields,Psychology,Social aspects,3,3565.7,NA
3941,r034,All fields -> Psychology -> Other psychological sciences,All fields,Psychology,Other psychological sciences,3,755804.5,NA
3941,r035,All fields -> Social sciences,All fields,Social sciences,,2,115801.9,127668.1
3941,r036,All fields -> Social sciences -> Anthropology,All fields,Social sciences,Anthropology,3,36.1,NA
3941,r037,All fields -> Social sciences -> Economics,All fields,Social sciences,Economics,3,45838.8,NA
3941,r038,All fields -> Social sciences -> Political science,All fields,Social sciences,Political science,3,0.0,NA
3941,r039,All fields -> Social sciences -> Sociology,All fields,Social sciences,Sociology,3,15050.5,NA
3941,r040,All fields -> Social sciences -> Other social sciences,All fields,Social sciences,Other social sciences,3,54876.4,NA
3941,r041,All fields -> Other sciences nec,All fields,Other sciences nec,,2,595371.3,594133.9
