table_id,row_id,_b_region_country_or_economy_b_full_path,_b_region_country_or_economy_b_level_1,_b_region_country_or_economy_b_level_2,_b_region_country_or_economy_b_level_3,_b_region_country_or_economy_b_hierarchy_depth,field_total,field_doc,field_dod,field_doe,field_hhs,field_nasa,field_nsf,field_usda
6422,r001,All areas and organizations,All areas and organizations,,,1,220594.1,318.3,66357.4,166.5,128301.2,4302.1,18720.8,2427.7
6422,r002,All areas and organizations -> Africa,All areas and organizations,Africa,,2,40472.9,0.0,50.1,0.0,40392.8,0.0,0.0,30.0
6422,r003,All areas and organizations -> Africa -> Botswana,All areas and organizations,Africa,Botswana,3,858.5,0.0,0.0,0.0,858.5,0.0,0.0,0.0
6422,r004,All areas and organizations -> Africa -> Cameroon,All areas and organizations,Africa,Cameroon,3,68.9,0.0,0.0,0.0,68.9,0.0,0.0,0.0
6422,r005,"All areas and organizations -> Africa -> Congo, Democratic Republic of the",All areas and organizations,Africa,"Congo, Democratic Republic of the",3,68.8,0.0,0.0,0.0,68.8,0.0,0.0,0.0
6422,r006,All areas and organizations -> Africa -> Ethiopia,All areas and organizations,Africa,Ethiopia,3,323.0,0.0,0.0,0.0,323.0,0.0,0.0,0.0
6422,r007,"All areas and organizations -> Africa -> Gambia, The",All areas and organizations,Africa,"Gambia, The",3,54.7,0.0,0.0,0.0,54.7,0.0,0.0,0.0
6422,r008,All areas and organizations -> Africa -> Ghana,All areas and organizations,Africa,Ghana,3,2583.3,0.0,0.0,0.0,2583.3,0.0,0.0,0.0
6422,r009,All areas and organizations -> Africa -> Kenya,All areas and organizations,Africa,Kenya,3,1637.3,0.0,15.0,0.0,1597.3,0.0,0.0,25.0
6422,r010,All areas and organizations -> Africa -> Madagascar,All areas and organizations,Africa,Madagascar,3,68.8,0.0,0.0,0.0,68.8,0.0,0.0,0.0
6422,r011,All areas and organizations -> Africa -> Malawi,All areas and organizations,Africa,Malawi,3,370.0,0.0,0.0,0.0,370.0,0.0,0.0,0.0
6422,r012,All areas and organizations -> Africa -> Mali,All areas and organizations,Africa,Mali,3,986.4,0.0,0.0,0.0,986.4,0.0,0.0,0.0
6422,r013,All areas and organizations -> Africa -> Mozambique,All areas and organizations,Africa,Mozambique,3,885.5,0.0,0.0,0.0,885.5,0.0,0.0,0.0
6422,r014,All areas and organizations -> Africa -> Nigeria,All areas and organizations,Africa,Nigeria,3,3300.6,0.0,0.0,0.0,3300.6,0.0,0.0,0.0
6422,r015,All areas and organizations -> Africa -> Rwanda,All areas and organizations,Africa,Rwanda,3,240.4,0.0,0.0,0.0,240.4,0.0,0.0,0.0
6422,r016,All areas and organizations -> Africa -> South Africa,All areas and organizations,Africa,South Africa,3,24027.9,0.0,35.1,0.0,23987.8,0.0,0.0,5.0
6422,r017,All areas and organizations -> Africa -> Tanzania,All areas and organizations,Africa,Tanzania,3,565.2,0.0,0.0,0.0,565.2,0.0,0.0,0.0
6422,r018,All areas and organizations -> Africa -> Uganda,All areas and organizations,Africa,Uganda,3,3295.4,0.0,0.0,0.0,3295.4,0.0,0.0,0.0
6422,r019,All areas and organizations -> Africa -> Zambia,All areas and organizations,Africa,Zambia,3,768.8,0.0,0.0,0.0,768.8,0.0,0.0,0.0
6422,r020,All areas and organizations -> Africa -> Zimbabwe,All areas and organizations,Africa,Zimbabwe,3,369.1,0.0,0.0,0.0,369.1,0.0,0.0,0.0
6422,r021,All areas and organizations -> Asia,All areas and organizations,Asia,,2,19067.1,4.7,12417.4,0.0,6196.7,2.5,69.0,376.7
6422,r022,All areas and organizations -> Asia -> Bangladesh,All areas and organizations,Asia,Bangladesh,3,283.5,0.0,58.4,0.0,225.1,0.0,0.0,0.0
6422,r023,All areas and organizations -> Asia -> Brunei,All areas and organizations,Asia,Brunei,3,141.5,0.0,141.5,0.0,0.0,0.0,0.0,0.0
6422,r024,All areas and organizations -> Asia -> China,All areas and organizations,Asia,China,3,585.7,0.0,0.0,0.0,511.1,0.0,0.0,74.6
6422,r025,All areas and organizations -> Asia -> Georgia,All areas and organizations,Asia,Georgia,3,237.7,0.0,0.0,0.0,237.7,0.0,0.0,0.0
6422,r026,All areas and organizations -> Asia -> Hong Kong,All areas and organizations,Asia,Hong Kong,3,4.7,4.7,0.0,0.0,0.0,0.0,0.0,0.0
6422,r027,All areas and organizations -> Asia -> India,All areas and organizations,Asia,India,3,1227.5,0.0,321.0,0.0,906.5,0.0,0.0,0.0
6422,r028,All areas and organizations -> Asia -> Israel,All areas and organizations,Asia,Israel,3,2263.5,0.0,1223.4,0.0,730.7,0.0,69.0,240.4
6422,r029,All areas and organizations -> Asia -> Japan,All areas and organizations,Asia,Japan,3,2496.8,0.0,2350.7,0.0,146.1,0.0,0.0,0.0
6422,r030,"All areas and organizations -> Asia -> Korea, South",All areas and organizations,Asia,"Korea, South",3,5173.0,0.0,5173.0,0.0,0.0,0.0,0.0,0.0
6422,r031,All areas and organizations -> Asia -> Lebanon,All areas and organizations,Asia,Lebanon,3,230.1,0.0,0.0,0.0,230.1,0.0,0.0,0.0
6422,r032,All areas and organizations -> Asia -> Malaysia,All areas and organizations,Asia,Malaysia,3,45.2,0.0,45.2,0.0,0.0,0.0,0.0,0.0
6422,r033,All areas and organizations -> Asia -> Mongolia,All areas and organizations,Asia,Mongolia,3,9.8,0.0,0.0,0.0,0.0,0.0,0.0,9.8
6422,r034,All areas and organizations -> Asia -> Nepal,All areas and organizations,Asia,Nepal,3,143.5,0.0,0.0,0.0,141.0,2.5,0.0,0.0
6422,r035,All areas and organizations -> Asia -> Pakistan,All areas and organizations,Asia,Pakistan,3,188.7,0.0,0.0,0.0,188.7,0.0,0.0,0.0
6422,r036,All areas and organizations -> Asia -> Philippines,All areas and organizations,Asia,Philippines,3,18.2,0.0,18.2,0.0,0.0,0.0,0.0,0.0
6422,r037,All areas and organizations -> Asia -> Saudi Arabia,All areas and organizations,Asia,Saudi Arabia,3,98.9,0.0,98.9,0.0,0.0,0.0,0.0,0.0
6422,r038,All areas and organizations -> Asia -> Singapore,All areas and organizations,Asia,Singapore,3,591.6,0.0,591.6,0.0,0.0,0.0,0.0,0.0
6422,r039,All areas and organizations -> Asia -> Sri Lanka,All areas and organizations,Asia,Sri Lanka,3,197.9,0.0,0.0,0.0,197.9,0.0,0.0,0.0
6422,r040,All areas and organizations -> Asia -> Taiwan,All areas and organizations,Asia,Taiwan,3,1267.5,0.0,609.0,0.0,640.5,0.0,0.0,17.9
6422,r041,All areas and organizations -> Asia -> Thailand,All areas and organizations,Asia,Thailand,3,1580.8,0.0,85.2,0.0,1495.6,0.0,0.0,0.0
6422,r042,All areas and organizations -> Asia -> Turkey,All areas and organizations,Asia,Turkey,3,335.3,0.0,335.3,0.0,0.0,0.0,0.0,0.0
6422,r043,All areas and organizations -> Asia -> Vietnam,All areas and organizations,Asia,Vietnam,3,614.1,0.0,34.5,0.0,545.7,0.0,0.0,34.0
6422,r044,"All areas and organizations -> Asia -> Asian countries, other",All areas and organizations,Asia,"Asian countries, other",3,1331.7,0.0,1331.7,0.0,0.0,0.0,0.0,0.0
6422,r045,All areas and organizations -> Europe,All areas and organizations,Europe,,2,72418.1,313.6,29160.0,166.5,32266.0,3182.5,6641.6,687.8
6422,r046,All areas and organizations -> Europe -> Austria,All areas and organizations,Europe,Austria,3,2682.2,0.0,59.5,0.0,109.7,0.0,2512.9,0.0
6422,r047,All areas and organizations -> Europe -> Belgium,All areas and organizations,Europe,Belgium,3,884.7,0.0,594.8,0.0,289.9,0.0,0.0,0.0
6422,r048,All areas and organizations -> Europe -> Croatia,All areas and organizations,Europe,Croatia,3,207.9,0.0,207.9,0.0,0.0,0.0,0.0,0.0
6422,r049,All areas and organizations -> Europe -> Czechia,All areas and organizations,Europe,Czechia,3,232.8,0.0,232.8,0.0,0.0,0.0,0.0,0.0
6422,r050,All areas and organizations -> Europe -> Denmark,All areas and organizations,Europe,Denmark,3,718.4,0.0,165.8,0.0,552.2,0.4,0.0,0.0
6422,r051,All areas and organizations -> Europe -> Estonia,All areas and organizations,Europe,Estonia,3,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
6422,r052,All areas and organizations -> Europe -> Finland,All areas and organizations,Europe,Finland,3,688.2,0.0,83.1,0.0,401.3,102.0,0.0,101.7
6422,r053,All areas and organizations -> Europe -> France,All areas and organizations,Europe,France,3,11070.3,46.9,4755.9,0.0,3821.6,895.9,1550.0,0.0
6422,r054,All areas and organizations -> Europe -> Germany,All areas and organizations,Europe,Germany,3,13626.7,0.0,1829.9,0.0,9381.8,16.3,2168.0,230.8
6422,r055,All areas and organizations -> Europe -> Greece,All areas and organizations,Europe,Greece,3,315.7,0.0,315.7,0.0,0.0,0.0,0.0,0.0
6422,r056,All areas and organizations -> Europe -> Hungary,All areas and organizations,Europe,Hungary,3,32.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0
6422,r057,All areas and organizations -> Europe -> Ireland,All areas and organizations,Europe,Ireland,3,299.6,0.0,142.7,0.0,156.9,0.0,0.0,0.0
6422,r058,All areas and organizations -> Europe -> Italy,All areas and organizations,Europe,Italy,3,3419.9,0.0,2486.7,0.0,713.2,0.0,0.0,220.0
6422,r059,All areas and organizations -> Europe -> Luxembourg,All areas and organizations,Europe,Luxembourg,3,51.3,0.0,51.3,0.0,0.0,0.0,0.0,0.0
6422,r060,All areas and organizations -> Europe -> Netherlands,All areas and organizations,Europe,Netherlands,3,5548.1,120.0,1033.8,143.2,3958.6,192.6,100.0,0.0
6422,r061,All areas and organizations -> Europe -> Norway,All areas and organizations,Europe,Norway,3,2042.4,0.0,342.1,0.0,0.0,1700.3,0.0,0.0
6422,r062,All areas and organizations -> Europe -> Poland,All areas and organizations,Europe,Poland,3,58.2,0.0,58.2,0.0,0.0,0.0,0.0,0.0
6422,r063,All areas and organizations -> Europe -> Portugal,All areas and organizations,Europe,Portugal,3,73.8,0.0,73.8,0.0,0.0,0.0,0.0,0.0
6422,r064,All areas and organizations -> Europe -> Slovakia,All areas and organizations,Europe,Slovakia,3,97.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0
6422,r065,All areas and organizations -> Europe -> Slovenia,All areas and organizations,Europe,Slovenia,3,302.7,0.0,302.7,0.0,0.0,0.0,0.0,0.0
6422,r066,All areas and organizations -> Europe -> Spain,All areas and organizations,Europe,Spain,3,1685.3,0.0,1243.8,0.0,164.4,230.5,0.0,46.6
6422,r067,All areas and organizations -> Europe -> Sweden,All areas and organizations,Europe,Sweden,3,2144.8,0.0,541.5,0.0,1576.4,0.0,27.0,0.0
6422,r068,All areas and organizations -> Europe -> Switzerland,All areas and organizations,Europe,Switzerland,3,4487.7,0.0,1252.8,0.0,3234.9,0.0,0.0,0.0
6422,r069,All areas and organizations -> Europe -> Ukraine,All areas and organizations,Europe,Ukraine,3,284.8,0.0,57.0,0.0,227.8,0.0,0.0,0.0
6422,r070,All areas and organizations -> Europe -> United Kingdom,All areas and organizations,Europe,United Kingdom,3,21438.5,146.7,13174.2,23.3,7677.4,44.4,283.7,88.8
6422,r071,All areas and organizations -> North America,All areas and organizations,North America,,2,56228.2,0.0,16146.7,0.0,28132.1,166.1,11426.1,357.1
6422,r072,"All areas and organizations -> North America -> Bahamas, The",All areas and organizations,North America,"Bahamas, The",3,44.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0
6422,r073,All areas and organizations -> North America -> Bermuda,All areas and organizations,North America,Bermuda,3,10179.1,0.0,0.0,0.0,0.0,0.0,10179.1,0.0
6422,r074,All areas and organizations -> North America -> Canada,All areas and organizations,North America,Canada,3,40956.0,0.0,13578.0,0.0,25739.2,166.1,1247.0,225.7
6422,r075,All areas and organizations -> North America -> Costa Rica,All areas and organizations,North America,Costa Rica,3,200.6,0.0,0.0,0.0,133.3,0.0,0.0,67.3
