table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_basic_research,field_applied_research,field_development
9680,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['23,582', '  ']","['2,344', 'i ']","['3,250', '  ']","['17,987', '  ']"
9680,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['16,374', '  ']","['1,181', 'i ']","['1,652', 'i ']","['13,541', '  ']"
9680,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9680,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9680,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['1', '  ']","['0', '  ']","['1', 'i ']","['0', '  ']"
9680,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9680,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9680,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9680,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9680,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['1,223', '  ']","['41', '  ']","['135', '  ']","['1,047', '  ']"
