table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_astronomy,field_chemistry,field_physics,field_other_physical_sciences
3910,r001,All agencies,All agencies,,,,,1,1909174.4,6220.8,434164.6,875339.8,593449.1
3910,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,
3910,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,44573.4,0.0,43332.7,1240.7,0.0
3910,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,33188.2,0.0,31947.5,1240.7,0.0
3910,r005,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,2434.2,0.0,2434.2,0.0,0.0
3910,r006,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,8950.9,0.0,8950.9,0.0,0.0
3910,r007,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,71396.0,0.0,25224.1,43794.4,2377.6
3910,r008,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,51130.0,0.0,23665.1,25087.4,2377.6
3910,r009,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,20266.0,0.0,1559.0,18707.0,0.0
3910,r010,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,429632.0,5736.8,152521.6,161091.6,110281.9
3910,r011,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,65106.1,0.0,28808.2,35869.5,428.4
3910,r012,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,137723.3,171.4,5265.9,86277.3,46008.6
3910,r013,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,4885.9,0.0,0.0,4885.9,0.0
3910,r014,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,33952.3,5565.4,4200.1,5111.0,19075.8
3910,r015,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,187964.4,0.0,114247.4,28947.9,44769.1
3910,r016,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,993707.3,0.0,143769.7,652833.0,197104.6
3910,r017,All agencies -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,,4,42117.1,0.0,19871.3,22245.8,0.0
3910,r018,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,100000.0,0.0,100000.0,0.0,0.0
3910,r019,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,825743.7,0.0,8658.7,619980.5,197104.6
3910,r020,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,712545.9,0.0,0.0,582206.5,130339.4
3910,r021,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,113197.8,0.0,8658.7,37774.0,66765.2
3910,r022,All agencies -> Departments -> Department of Energy -> Office of Science,All agencies,Departments,Department of Energy,Office of Science,,4,25846.4,0.0,15239.8,10606.7,0.0
3910,r023,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,42936.7,0.0,42400.9,0.0,535.9
3910,r024,All agencies -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies,Departments,Department of Health and Human Services,National Institutes of Health,,4,42936.7,0.0,42400.9,0.0,535.9
3910,r025,All agencies -> Departments -> Department of Homeland Security,All agencies,Departments,Department of Homeland Security,,,3,34826.4,0.0,7461.9,3619.5,23745.0
3910,r026,All agencies -> Departments -> Department of Homeland Security -> Cybersecurity and Infrastructure Security Agency,All agencies,Departments,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,,4,798.0,0.0,798.0,0.0,0.0
3910,r027,All agencies -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Departments,Department of Homeland Security,Science and Technology Directorate,,4,34028.4,0.0,6663.9,3619.5,23745.0
3910,r028,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,241.7,0.0,0.0,0.0,241.7
3910,r029,All agencies -> Departments -> Department of the Interior -> National Park Service,All agencies,Departments,Department of the Interior,National Park Service,,4,241.7,0.0,0.0,0.0,241.7
3910,r030,All agencies -> Departments -> Department of Justice,All agencies,Departments,Department of Justice,,,3,9974.2,0.0,5176.7,0.0,4797.6
3910,r031,All agencies -> Departments -> Department of Justice -> Office of Justice Programs,All agencies,Departments,Department of Justice,Office of Justice Programs,,4,9974.2,0.0,5176.7,0.0,4797.6
3910,r032,All agencies -> Departments -> Department of Transportation,All agencies,Departments,Department of Transportation,,,3,4440.1,0.0,3440.1,0.0,1000.0
3910,r033,All agencies -> Departments -> Department of Transportation -> Pipeline and Hazardous Materials Safety Administration,All agencies,Departments,Department of Transportation,Pipeline and Hazardous Materials Safety Administration,,4,4440.1,0.0,3440.1,0.0,1000.0
3910,r034,All agencies -> Departments -> Department of the Treasury,All agencies,Departments,Department of the Treasury,,,3,35715.0,0.0,0.0,0.0,35715.0
3910,r035,All agencies -> Departments -> Department of the Treasury -> Bureau of Engraving and Printing,All agencies,Departments,Department of the Treasury,Bureau of Engraving and Printing,,4,35715.0,0.0,0.0,0.0,35715.0
3910,r036,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,,
3910,r037,All agencies -> Other agencies -> Consumer Product Safety Commission,All agencies,Other agencies,Consumer Product Safety Commission,,,3,39.3,0.0,0.0,0.0,39.3
3910,r038,All agencies -> Other agencies -> Environmental Protection Agency,All agencies,Other agencies,Environmental Protection Agency,,,3,9665.5,0.0,8523.1,0.0,1142.4
3910,r039,All agencies -> Other agencies -> Federal Communications Commission,All agencies,Other agencies,Federal Communications Commission,,,3,300.0,0.0,0.0,300.0,0.0
3910,r040,All agencies -> Other agencies -> Library of Congress,All agencies,Other agencies,Library of Congress,,,3,867.6,0.0,867.6,0.0,0.0
3910,r041,All agencies -> Other agencies -> National Aeronautics and Space Administration,All agencies,Other agencies,National Aeronautics and Space Administration,,,3,219324.5,0.0,0.0,7022.0,212302.5
3910,r042,All agencies -> Other agencies -> National Science Foundation,All agencies,Other agencies,National Science Foundation,,,3,11534.8,484.0,1446.4,5438.7,4165.7
