table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012
10308,r001,All agencies,All agencies,,,,,1,24338,26320,27237,26598,26951,27228,26740,30813,31933,28751,31027
10308,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,,
10308,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,880,908,999,1049,1085,1130,1136,1145,1159,1162,1113
10308,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Marketing Service,All agencies,Departments,Department of Agriculture,Agricultural Marketing Service,,4,4,4,8,8,6,6,3,2,2,2,2
10308,r005,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,382,382,450,454,465,468,460,456,471,453,436
10308,r006,All agencies -> Departments -> Department of Agriculture -> Economic Research Service,All agencies,Departments,Department of Agriculture,Economic Research Service,,4,60,62,64,67,68,83,73,71,85,74,70
10308,r007,All agencies -> Departments -> Department of Agriculture -> Foreign Agricultural Service,All agencies,Departments,Department of Agriculture,Foreign Agricultural Service,,4,1,1,1,1,1,0.05,0.05,0.05,0.05,0.05,0.05
10308,r008,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,114,131,133,133,138,192,173,192,184,192,187
10308,r009,"All agencies -> Departments -> Department of Agriculture -> Grain Inspection, Packers, and Stockyards Administration",All agencies,Departments,Department of Agriculture,"Grain Inspection, Packers, and Stockyards Administration",,4,0,0,0,7,7,0,0,0,0,0,5
10308,r010,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,3,4,4,4,5,5,4,4,4,4,4
10308,r011,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,312,320,335,372,391,354,418,415,407,435,403
10308,r012,All agencies -> Departments -> Department of Agriculture -> Rural Business-Cooperative Service,All agencies,Departments,Department of Agriculture,Rural Business-Cooperative Service,,4,4,4,4,4,4,21,4,4,5,2,4
10308,r013,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,922,988,840,830,767,826,853,821,933,775,814
10308,r014,All agencies -> Departments -> Department of Commerce -> Census Bureau,All agencies,Departments,Department of Commerce,Census Bureau,,4,3,0.05,1,4,6,5,5,6,9,11,77
10308,r015,All agencies -> Departments -> Department of Commerce -> Economic Development Administration,All agencies,Departments,Department of Commerce,Economic Development Administration,,4,0.05,1,0.05,0.05,0.05,1,1,1,1,0.05,NA
10308,r016,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,299,315,313,299,283,312,297,343,457,308,333
10308,r017,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,616,666,520,520,472,500,543,464,458,449,396
