table_id,row_id,region_country_or_economy_full_path,region_country_or_economy_level_1,region_country_or_economy_level_2,region_country_or_economy_level_3,region_country_or_economy_level_4,region_country_or_economy_hierarchy_depth,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019
6245,r029,World -> Middle East -> United Arab Emirates,World,Middle East,United Arab Emirates,,3,23,26,30,37,50,57,67,49,54,63,69,64,59,62,68,74,64,67
6245,r030,World -> Middle East -> Other Middle East,World,Middle East,Other Middle East,,3,120,138,168,194,177,233,278,265,314,359,387,371,367,255,324,360,367,364
6245,r031,World -> Africa,World,Africa,,,2,829,1083,1318,1504,1493,1482,1408,1470,1629,1577,1954,1606,1586,1394,1493,1628,1687,1745
6245,r032,World -> Africa -> Egypt,World,Africa,Egypt,,3,48,39,51,60,66,82,103,114,136,72,470,113,51,147,190,283,347,385
6245,r033,World -> Africa -> Nigeria,World,Africa,Nigeria,,3,2,2,2,3,3,4,4,4,5,8,8,9,10,8,6,5,7,12
6245,r034,World -> Africa -> South Africa,World,Africa,South Africa,,3,379,557,687,690,626,641,582,583,624,638,676,639,657,585,636,607,545,513
6245,r035,World -> Africa -> Other Africa,World,Africa,Other Africa,,3,401,485,577,751,798,756,719,769,864,859,799,845,868,653,661,733,788,835
6245,r036,World -> Asia,World,Asia,,,2,223876,263909,304933,319315,347923,379462,394940,368883,457960,496598,511758,536330,582298,586512,605738,686309,759766,742192
6245,r037,World -> Asia -> China,World,Asia,China,,3,48916,62372,72135,83249,99773,111481,132967,130115,157898,186633,210581,237686,262882,279664,286243,319641,364788,373195
6245,r038,World -> Asia -> India,World,Asia,India,,3,2480,2882,2985,3653,4051,4743,4257,4390,4838,4326,3955,4200,3869,4481,4791,5500,6523,6490
6245,r039,World -> Asia -> Indonesia,World,Asia,Indonesia,,3,1047,1317,1310,1135,1746,2665,3035,2894,2725,2828,3034,3865,3280,4680,4812,4743,3733,3407
6245,r040,World -> Asia -> Japan,World,Asia,Japan,,3,95171,110672,122184,116685,113142,117878,119312,103820,124797,120759,103279,84199,81303,75974,80840,78501,77647,76800
6245,r041,World -> Asia -> Malaysia,World,Asia,Malaysia,,3,7571,8822,10074,9217,9833,11284,10777,7587,10118,11800,13482,14178,14874,13390,13784,14177,15196,15641
6245,r042,World -> Asia -> Philippines,World,Asia,Philippines,,3,2423,1955,2300,2466,2912,4329,2942,3381,3089,3614,4209,2502,2524,2397,3273,3407,3690,3145
6245,r043,World -> Asia -> Singapore,World,Asia,Singapore,,3,7401,7339,9182,10704,12016,11725,11508,10398,16508,15304,15132,15499,15787,15434,12921,19999,31646,31800
6245,r044,World -> Asia -> South Korea,World,Asia,South Korea,,3,28708,31924,42978,46828,52442,59518,50943,53639,72951,81802,83463,91433,95365,90060,93925,121739,134814,111575
6245,r045,World -> Asia -> Taiwan,World,Asia,Taiwan,,3,25716,31387,36140,39245,45738,48277,51004,44618,54795,59504,63109,69327,81882,81002,83282,91902,91969,88970
6245,r046,World -> Asia -> Thailand,World,Asia,Thailand,,3,3879,4582,4851,5222,5600,6737,7232,7017,8821,7864,8101,8221,8339,8453,8512,8611,9078,8500
6245,r047,World -> Asia -> Vietnam,World,Asia,Vietnam,,3,212,240,266,306,376,505,607,678,1029,1723,2982,4772,11695,10433,12677,17435,20088,22153
6245,r048,World -> Asia -> Other Asia,World,Asia,Other Asia,,3,352,417,528,605,292,320,356,345,391,441,431,448,498,543,678,654,594,516
6245,r049,World -> Oceania,World,Oceania,,,2,1859,2508,2698,3073,3310,3815,4273,3311,3966,4927,5112,4824,4245,4804,4476,4455,4479,3794
6245,r050,World -> Oceania -> Australia,World,Oceania,Australia,,3,1693,2265,2399,2733,2863,3260,3739,2801,3362,4297,4508,4260,3548,4148,3778,3922,3865,3250
6245,r051,World -> Oceania -> New Zealand,World,Oceania,New Zealand,,3,166,243,299,340,447,555,534,510,604,630,604,564,697,656,698,533,614,544
