table_id,row_id,region_country_or_economy_full_path,region_country_or_economy_level_1,region_country_or_economy_level_2,region_country_or_economy_level_3,region_country_or_economy_level_4,region_country_or_economy_hierarchy_depth,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019
6245,r001,World,World,,,,1,542766,620698,694914,726171,781020,844390,870614,787935,909898,967122,973445,1007788,1066306,1057710,1074808,1175421,1283449,1255021
6245,r002,World -> North America,World,North America,,,2,197674,216226,223055,234423,249092,254226,256648,243111,262113,260000,263797,266499,275741,292357,291607,304636,329873,333865
6245,r003,World -> North America -> Canada,World,North America,Canada,,3,4003,4968,5778,6506,6872,7317,7086,6716,7725,7691,6728,5895,5646,4925,4709,5036,4649,4371
6245,r004,World -> North America -> Mexico,World,North America,Mexico,,3,19528,16524,14500,15389,16653,16792,15437,10882,12298,12519,13680,13823,16690,17968,16743,17650,18225,19369
6245,r005,World -> North America -> United States,World,North America,United States,,3,174143,194735,202777,212528,225567,230117,234126,225514,242090,239790,243389,246781,253405,269464,270155,281950,306999,310124
6245,r006,World -> Central and South America,World,Central and South America,,,2,5242,4335,6035,6996,8929,9944,12339,9815,12998,14249,13914,14558,13077,9444,8675,11057,9462,8556
6245,r007,World -> Central and South America -> Argentina,World,Central and South America,Argentina,,3,100,158,239,314,364,449,535,491,646,710,685,651,529,490,504,597,505,450
6245,r008,World -> Central and South America -> Brazil,World,Central and South America,Brazil,,3,4516,3565,5091,5912,7717,8422,10542,7876,11080,12251,11536,12205,10970,7026,6976,9165,7549,6950
6245,r009,World -> Central and South America -> Chile,World,Central and South America,Chile,,3,26,27,29,28,27,29,25,28,35,43,51,58,99,340,305,277,311,219
6245,r010,World -> Central and South America -> Colombia,World,Central and South America,Colombia,,3,103,99,128,114,124,159,132,151,168,190,195,326,281,263,153,178,180,170
6245,r011,World -> Central and South America -> Peru,World,Central and South America,Peru,,3,20,12,14,15,28,36,49,38,45,43,64,71,67,57,52,52,53,52
6245,r012,World -> Central and South America -> Other Central and South America,World,Central and South America,Other Central and South America,,3,478,472,533,613,669,848,1056,1231,1025,1012,1384,1247,1131,1268,685,788,863,715
6245,r013,World -> Europe,World,Europe,,,2,108492,127570,151633,155402,164372,188490,193642,153165,162708,180726,166206,173880,178513,153629,153140,156544,166613,151855
6245,r014,World -> Europe -> EU,World,Europe,EU,,3,80619,97179,114370,116667,123289,141472,140252,109912,115144,123273,108978,115134,118558,104869,107578,110839,115609,101320
6245,r015,World -> Europe -> EU -> France,World,Europe,EU,France,4,14778,16273,17880,16540,16566,18050,18001,15026,15177,15378,14122,14731,14757,12751,13086,13743,14801,13455
6245,r016,World -> Europe -> EU -> Germany,World,Europe,EU,Germany,4,25086,31570,37819,37842,39725,49903,47858,34954,39688,44894,40585,43025,45208,42374,44539,45695,45800,39349
6245,r017,World -> Europe -> EU -> Italy,World,Europe,EU,Italy,4,7349,8578,9894,10122,10445,11822,12025,10223,10720,11870,10728,10552,10625,9224,8926,9361,9894,8592
6245,r018,World -> Europe -> EU -> Spain,World,Europe,EU,Spain,4,2385,2730,2762,2892,2934,3587,3959,3342,2820,2891,2512,2463,2160,1731,1737,1845,2102,1887
6245,r019,World -> Europe -> EU -> Other EU,World,Europe,EU,Other EU,4,31021,38028,46014,49271,53618,58110,58410,46366,46739,48240,41032,44363,45808,38789,39291,40195,43012,38037
6245,r020,World -> Europe -> Non-EU,World,Europe,Non-EU,,3,27872,30391,37263,38735,41082,47018,53390,43253,47564,57453,57228,58746,59954,48760,45562,45704,51004,50535
6245,r021,World -> Europe -> Non-EU -> United Kingdom,World,Europe,Non-EU,United Kingdom,4,14360,13746,17754,16607,16937,18148,19255,16589,17593,18802,17854,17979,18884,18317,16914,16620,19447,17968
6245,r022,World -> Europe -> Non-EU -> Russia,World,Europe,Non-EU,Russia,4,1944,2607,3876,4713,5648,7671,9196,5845,7358,9170,9852,10467,9776,4338,4147,4706,4845,5204
6245,r023,World -> Europe -> Non-EU -> Switzerland,World,Europe,Non-EU,Switzerland,4,9508,11196,12611,14051,15452,17601,21216,18239,19726,26273,26074,26844,27846,23365,21708,21165,23324,23712
6245,r024,World -> Europe -> Non-EU -> Other non-EU,World,Europe,Non-EU,Other non-EU,4,2061,2842,3022,3364,3045,3598,3724,2579,2886,3208,3449,3456,3449,2739,2793,3213,3387,3651
6245,r025,World -> Middle East,World,Middle East,,,2,4795,5066,5242,5458,5900,6970,7363,8181,8524,9045,10704,10092,10847,9570,9679,10793,11569,13014
6245,r026,World -> Middle East -> Iran,World,Middle East,Iran,,3,293,331,471,410,401,467,486,861,790,1159,614,528,693,667,783,884,760,725
6245,r027,World -> Middle East -> Israel,World,Middle East,Israel,,3,4338,4549,4547,4787,5238,6176,6492,6966,7318,7408,9565,9042,9634,8495,8418,9369,10264,11757
6245,r028,World -> Middle East -> Saudi Arabia,World,Middle East,Saudi Arabia,,3,20,22,26,30,34,36,41,40,48,56,69,86,95,91,85,107,115,101
