table_id,row_id,business_activity_sup_a_sup_full_path,business_activity_sup_a_sup_level_1,business_activity_sup_a_sup_level_2,business_activity_sup_a_sup_hierarchy_depth,field_business_codeb,field_sales_worldwide,field_sales_domestic,field_sales_foreign
719,r017,All business activities -> Basic chemicals manufacturing,All business activities,Basic chemicals manufacturing,2,32510,"['212,971', '&nbsp;']","['154,369', '&nbsp;']","['58,602', '&nbsp;']"
719,r018,"All business activities -> Resin, synthetic rubber, and artificial synthetic fibers and filaments manufacturing",All business activities,"Resin, synthetic rubber, and artificial synthetic fibers and filaments manufacturing",2,32520,"['93,315', '&nbsp;']","['62,312', '&nbsp;']","['31,003', '&nbsp;']"
719,r019,"All business activities -> Pesticide, fertilizer, and other agricultural chemical manufacturing",All business activities,"Pesticide, fertilizer, and other agricultural chemical manufacturing",2,32530,"['72,253', '&nbsp;']","['47,038', '&nbsp;']","['25,215', '&nbsp;']"
719,r020,"All business activities -> Pharmaceutical, medicinal, botanical, and biological products (except diagnostics)",All business activities,"Pharmaceutical, medicinal, botanical, and biological products (except diagnostics)",2,32541,"['564,077', '&nbsp;']","['410,003', '&nbsp;']","['154,075', '&nbsp;']"
719,r021,All business activities -> In vitro diagnostic substances manufacturing,All business activities,In vitro diagnostic substances manufacturing,2,32542,"['14,155', '&nbsp;']","['6,219', '&nbsp;']","['7,936', '&nbsp;']"
719,r022,All business activities -> Biotechnology-based pharmaceutical and biological products (except diagnostics),All business activities,Biotechnology-based pharmaceutical and biological products (except diagnostics),2,32543,"['75,775', '&nbsp;']","['62,549', '&nbsp;']","['13,226', '&nbsp;']"
719,r023,"All business activities -> Soap, cleaning compound, and toilet preparations manufacturing",All business activities,"Soap, cleaning compound, and toilet preparations manufacturing",2,32591,"['140,512', '&nbsp;']","['81,150', '&nbsp;']","['59,362', '&nbsp;']"
719,r024,"All business activities -> Paint, adhesive, and other chemical manufacturing",All business activities,"Paint, adhesive, and other chemical manufacturing",2,32592,"['107,726', '&nbsp;']","['68,584', '&nbsp;']","['39,142', '&nbsp;']"
719,r025,All business activities -> Plastics and rubber products manufacturing,All business activities,Plastics and rubber products manufacturing,2,32600,"['201,003', '&nbsp;']","['155,868', '&nbsp;']","['45,136', '&nbsp;']"
719,r026,All business activities -> Clay and glass products manufacturing,All business activities,Clay and glass products manufacturing,2,32710,"['39,842', '&nbsp;']","['23,855', '&nbsp;']","['15,986', '&nbsp;']"
719,r027,"All business activities -> Cement, concrete, lime, gypsum, and other nonmetallic mineral products manufacturing",All business activities,"Cement, concrete, lime, gypsum, and other nonmetallic mineral products manufacturing",2,32790,"['35,384', '&nbsp;']","['27,887', '&nbsp;']","['7,496', '&nbsp;']"
719,r028,All business activities -> Primary metal manufacturing,All business activities,Primary metal manufacturing,2,33100,"['101,531', '&nbsp;']","['89,553', '&nbsp;']","['11,978', '&nbsp;']"
719,r029,All business activities -> Fabricated metal products manufacturing,All business activities,Fabricated metal products manufacturing,2,33200,"['192,226', '&nbsp;']","['149,613', '&nbsp;']","['42,613', '&nbsp;']"
719,r030,All business activities -> Agricultural machinery and equipment manufacturing,All business activities,Agricultural machinery and equipment manufacturing,2,33311,"['53,560', '&nbsp;']","['32,055', '&nbsp;']","['21,505', '&nbsp;']"
719,r031,All business activities -> Construction machinery manufacturing,All business activities,Construction machinery manufacturing,2,33312,"['56,376', '&nbsp;']","['35,849', '&nbsp;']","['20,527', '&nbsp;']"
719,r032,"All business activities -> Mining, oil, and gas field machinery and equipment manufacturing",All business activities,"Mining, oil, and gas field machinery and equipment manufacturing",2,33319,"['74,937', '&nbsp;']","['38,215', '&nbsp;']","['36,721', '&nbsp;']"
719,r033,All business activities -> Semiconductor machinery manufacturing,All business activities,Semiconductor machinery manufacturing,2,33321,"['24,967', '&nbsp;']","['8,529', '&nbsp;']","['16,438', '&nbsp;']"
719,r034,All business activities -> Industrial machinery manufacturing (except semiconductor machinery),All business activities,Industrial machinery manufacturing (except semiconductor machinery),2,33322,"['39,368', '&nbsp;']","['32,739', '&nbsp;']","['6,629', '&nbsp;']"
719,r035,All business activities -> Photographic and photocopying equipment manufacturing,All business activities,Photographic and photocopying equipment manufacturing,2,33331,"['8,616', '&nbsp;']","['7,136', '&nbsp;']","['1,480', '&nbsp;']"
719,r036,"All business activities -> Commercial, service industry, temperature control, and air-flow control machinery manufacturing",All business activities,"Commercial, service industry, temperature control, and air-flow control machinery manufacturing",2,33332,"['100,577', '&nbsp;']","['72,621', '&nbsp;']","['27,956', '&nbsp;']"
719,r037,All business activities -> Digital cameras manufacturing,All business activities,Digital cameras manufacturing,2,33333,"['3,381', '&nbsp;']","['1,728', '&nbsp;']","['1,653', '&nbsp;']"
719,r038,"All business activities -> Engine, turbine, and power transmission equipment manufacturing",All business activities,"Engine, turbine, and power transmission equipment manufacturing",2,33360,"['83,952', '&nbsp;']","['48,797', '&nbsp;']","['35,155', '&nbsp;']"
719,r039,All business activities -> Metalworking and other general purpose machinery manufacturing,All business activities,Metalworking and other general purpose machinery manufacturing,2,33390,"['141,798', '&nbsp;']","['100,229', '&nbsp;']","['41,569', '&nbsp;']"
719,r040,All business activities -> Computers and peripheral equipment manufacturing and magnetic and optical media,All business activities,Computers and peripheral equipment manufacturing and magnetic and optical media,2,33412,"['282,890', '&nbsp;']","['153,211', '&nbsp;']","['129,679', '&nbsp;']"
719,r041,"All business activities -> Telephone apparatus manufacturing, including routers, modems, and gateways",All business activities,"Telephone apparatus manufacturing, including routers, modems, and gateways",2,33421,"['202,399', 'i']","['92,411', 'i']","['109,988', 'i']"
719,r042,"All business activities -> Radio, television, and wireless communication equipment manufacturing",All business activities,"Radio, television, and wireless communication equipment manufacturing",2,33422,"['50,135', '&nbsp;']","['34,951', '&nbsp;']","['15,183', '&nbsp;']"
719,r043,"All business activities -> Other communication equipment manufacturing (except radio, television, and wireless communication equipment)",All business activities,"Other communication equipment manufacturing (except radio, television, and wireless communication equipment)",2,33429,"['16,004', '&nbsp;']","['14,678', '&nbsp;']","['1,326', '&nbsp;']"
719,r044,All business activities -> Audio and video equipment manufacturing,All business activities,Audio and video equipment manufacturing,2,33430,"['38,978', 'i']","['31,815', 'i']","['7,163', 'i']"
719,r045,All business activities -> Semiconductor and other electronic components manufacturing,All business activities,Semiconductor and other electronic components manufacturing,2,33440,"['321,765', '&nbsp;']","['177,381', '&nbsp;']","['144,384', '&nbsp;']"
719,r046,"All business activities -> Electromedical, electrotherapeutic, and irradiation apparatus manufacturing",All business activities,"Electromedical, electrotherapeutic, and irradiation apparatus manufacturing",2,33451,"['44,288', '&nbsp;']","['28,780', '&nbsp;']","['15,507', '&nbsp;']"
719,r047,"All business activities -> Search, detection, navigation, guidance, aeronautical, and nautical systems and instruments manufacturing",All business activities,"Search, detection, navigation, guidance, aeronautical, and nautical systems and instruments manufacturing",2,33452,"['58,697', '&nbsp;']","['48,811', '&nbsp;']","['9,886', 'i']"
719,r048,All business activities -> Measuring and control instruments manufacturing (not listed elsewhere),All business activities,Measuring and control instruments manufacturing (not listed elsewhere),2,33459,"['98,430', '&nbsp;']","['58,712', '&nbsp;']","['39,718', '&nbsp;']"
719,r049,"All business activities -> Electrical equipment, appliances, and components manufacturing",All business activities,"Electrical equipment, appliances, and components manufacturing",2,33500,"['194,516', '&nbsp;']","['143,276', '&nbsp;']","['51,241', '&nbsp;']"
719,r050,All business activities -> Motor vehicles manufacturing,All business activities,Motor vehicles manufacturing,2,33610,"['646,296', '&nbsp;']","['526,675', '&nbsp;']","['119,621', '&nbsp;']"
719,r051,All business activities -> Motor vehicle body and trailer manufacturing,All business activities,Motor vehicle body and trailer manufacturing,2,33620,"['23,254', '&nbsp;']","['23,107', '&nbsp;']","['147', '&nbsp;']"
719,r052,All business activities -> Motor vehicle parts manufacturing,All business activities,Motor vehicle parts manufacturing,2,33630,"['294,083', '&nbsp;']","['192,524', '&nbsp;']","['101,558', '&nbsp;']"
719,r053,All business activities -> Aircraft manufacturing,All business activities,Aircraft manufacturing,2,33641,"['147,654', '&nbsp;']","['139,077', '&nbsp;']","['8,578', '&nbsp;']"
719,r054,All business activities -> Aircraft engine and engine parts manufacturing,All business activities,Aircraft engine and engine parts manufacturing,2,33642,"['36,803', '&nbsp;']","['32,463', '&nbsp;']","['4,340', '&nbsp;']"
719,r055,All business activities -> Other aircraft parts and auxiliary equipment manufacturing,All business activities,Other aircraft parts and auxiliary equipment manufacturing,2,33643,"['96,099', '&nbsp;']","['76,184', '&nbsp;']","['19,915', '&nbsp;']"
719,r056,"All business activities -> Guided missiles, space vehicles, and related parts manufacturing",All business activities,"Guided missiles, space vehicles, and related parts manufacturing",2,33644,"['31,706', '&nbsp;']","['29,272', '&nbsp;']","['2,434', 'i']"
719,r057,All business activities -> Railroad rolling stock manufacturing,All business activities,Railroad rolling stock manufacturing,2,33651,"['19,390', '&nbsp;']","['16,135', '&nbsp;']","['3,255', '&nbsp;']"
719,r058,All business activities -> Ship and boat building,All business activities,Ship and boat building,2,33660,"['15,426', '&nbsp;']","['13,569', '&nbsp;']","['1,858', '&nbsp;']"
719,r059,"All business activities -> Motorcycle, bicycle, and parts manufacturing",All business activities,"Motorcycle, bicycle, and parts manufacturing",2,33691,"['9,067', '&nbsp;']","['7,687', '&nbsp;']","['1,381', '&nbsp;']"
719,r060,"All business activities -> Military armored vehicle, tank, and tank components manufacturing",All business activities,"Military armored vehicle, tank, and tank components manufacturing",2,33692,"['4,479', '&nbsp;']","['4,294', '&nbsp;']","['184', '&nbsp;']"
719,r061,All business activities -> All other transportation equipment manufacturing,All business activities,All other transportation equipment manufacturing,2,33699,"['14,584', '&nbsp;']","['11,479', '&nbsp;']","['3,105', '&nbsp;']"
719,r062,All business activities -> Furniture and related products manufacturing,All business activities,Furniture and related products manufacturing,2,33700,"['43,674', '&nbsp;']","['38,156', '&nbsp;']","['5,518', '&nbsp;']"
719,r063,All business activities -> Medical equipment and supplies manufacturing,All business activities,Medical equipment and supplies manufacturing,2,33910,"['236,409', '&nbsp;']","['155,233', '&nbsp;']","['81,175', '&nbsp;']"
719,r064,"All business activities -> Miscellaneous manufacturing not listed elsewhere (games, office supplies, slot machines, etc.)",All business activities,"Miscellaneous manufacturing not listed elsewhere (games, office supplies, slot machines, etc.)",2,33990,"['D', '&nbsp;']","['95,327', '&nbsp;']","['D', '&nbsp;']"
719,r065,"All business activities -> Merchant wholesalers, durable goods",All business activities,"Merchant wholesalers, durable goods",2,42300,"['256,512', '&nbsp;']","['230,363', '&nbsp;']","['26,149', '&nbsp;']"
719,r066,"All business activities -> Merchant wholesalers, nondurable goods",All business activities,"Merchant wholesalers, nondurable goods",2,42400,"['553,760', '&nbsp;']","['393,398', '&nbsp;']","['160,363', '&nbsp;']"
719,r067,All business activities -> Wholesale electronic markets and agents and brokers (business to business),All business activities,Wholesale electronic markets and agents and brokers (business to business),2,42500,"['41,303', '&nbsp;']","['20,928', '&nbsp;']","['20,375', '&nbsp;']"
719,r068,All business activities -> Retail trade (except electronic shopping and electronic auctions),All business activities,Retail trade (except electronic shopping and electronic auctions),2,44000,"['230,813', '&nbsp;']","['214,306', '&nbsp;']","['16,507', '&nbsp;']"
719,r069,All business activities -> Electronic shopping and electronic auctions,All business activities,Electronic shopping and electronic auctions,2,45411,"['130,468', '&nbsp;']","['86,712', 'i']","['43,756', 'i']"
719,r070,All business activities -> Transportation,All business activities,Transportation,2,48000,"['70,308', '&nbsp;']","['56,049', '&nbsp;']","['14,259', '&nbsp;']"
719,r071,"All business activities -> Couriers, messengers, and express delivery services",All business activities,"Couriers, messengers, and express delivery services",2,49200,"['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
719,r072,All business activities -> Warehousing and storage,All business activities,Warehousing and storage,2,49300,"['3,406', '&nbsp;']","['2,307', '&nbsp;']","['1,099', '&nbsp;']"
719,r073,"All business activities -> Newspaper, periodical, book, and directory publishers (except Internet)",All business activities,"Newspaper, periodical, book, and directory publishers (except Internet)",2,51110,"['7,018', '&nbsp;']","['5,753', '&nbsp;']","['1,265', '&nbsp;']"
719,r074,All business activities -> Software publishers (except Internet),All business activities,Software publishers (except Internet),2,51120,"['272,848', '&nbsp;']","['159,589', '&nbsp;']","['113,259', '&nbsp;']"
719,r075,All business activities -> Motion picture and sound recording (except Internet),All business activities,Motion picture and sound recording (except Internet),2,51200,"['7,142', '&nbsp;']","['5,203', '&nbsp;']","['1,939', '&nbsp;']"
719,r076,All business activities -> Broadcasting (except Internet),All business activities,Broadcasting (except Internet),2,51500,"['74,474', '&nbsp;']","['68,837', '&nbsp;']","['5,637', 'i']"
719,r077,All business activities -> Wired telecommunications carriers,All business activities,Wired telecommunications carriers,2,51710,"['216,588', '&nbsp;']","['213,921', '&nbsp;']","['2,667', '&nbsp;']"
719,r078,All business activities -> Wireless telecommunications carriers (except satellite),All business activities,Wireless telecommunications carriers (except satellite),2,51720,"['D', '&nbsp;']","['210,821', '&nbsp;']","['D', '&nbsp;']"
719,r079,All business activities -> Satellite telecommunications,All business activities,Satellite telecommunications,2,51740,"['44,405', '&nbsp;']","['43,818', '&nbsp;']","['587', '&nbsp;']"
719,r080,All business activities -> Other telecommunications (not listed elsewhere),All business activities,Other telecommunications (not listed elsewhere),2,51790,"['14,562', '&nbsp;']","['13,669', '&nbsp;']","['893', '&nbsp;']"
719,r081,"All business activities -> Data processing, hosting, and related services",All business activities,"Data processing, hosting, and related services",2,51800,"['79,161', '&nbsp;']","['64,996', '&nbsp;']","['14,166', '&nbsp;']"
719,r082,All business activities -> Cloud computing applications and Internet-based software services,All business activities,Cloud computing applications and Internet-based software services,2,51801,"['33,865', '&nbsp;']","['26,701', '&nbsp;']","['7,164', '&nbsp;']"
719,r083,"All business activities -> Other information services, including Internet publishing, broadcasting, and Web search portals",All business activities,"Other information services, including Internet publishing, broadcasting, and Web search portals",2,51910,"['94,438', '&nbsp;']","['53,714', '&nbsp;']","['40,724', '&nbsp;']"
719,r084,All business activities -> Finance: banking and credit intermediation,All business activities,Finance: banking and credit intermediation,2,52200,"['330,761', '&nbsp;']","['284,213', '&nbsp;']","['46,548', '&nbsp;']"
719,r085,"All business activities -> Securities, commodity contracts, and other financial investments and related activities, including funds and trusts",All business activities,"Securities, commodity contracts, and other financial investments and related activities, including funds and trusts",2,52310,"['74,799', '&nbsp;']","['59,996', '&nbsp;']","['14,803', 'i']"
719,r086,All business activities -> Insurance carriers and related activities,All business activities,Insurance carriers and related activities,2,52400,"['420,578', '&nbsp;']","['398,777', '&nbsp;']","['21,801', 'i']"
719,r087,All business activities -> Real estate,All business activities,Real estate,2,53100,"['8,537', '&nbsp;']","['8,449', '&nbsp;']","['88', '&nbsp;']"
719,r088,All business activities -> Rental and leasing services,All business activities,Rental and leasing services,2,53200,"['30,522', '&nbsp;']","['24,817', '&nbsp;']","['5,705', '&nbsp;']"
719,r089,"All business activities -> Lessors of nonfinancial intangible assets, including patent licensing",All business activities,"Lessors of nonfinancial intangible assets, including patent licensing",2,53300,"['2,150', '&nbsp;']","['1,981', '&nbsp;']","['168', '&nbsp;']"
719,r090,"All business activities -> Legal, accounting, tax preparation, bookkeeping, and payroll services",All business activities,"Legal, accounting, tax preparation, bookkeeping, and payroll services",2,54111,"['22,284', '&nbsp;']","['18,560', '&nbsp;']","['3,725', '&nbsp;']"
719,r091,"All business activities -> Architectural, engineering, and related services",All business activities,"Architectural, engineering, and related services",2,54130,"['139,864', '&nbsp;']","['90,682', '&nbsp;']","['49,182', '&nbsp;']"
719,r092,All business activities -> Specialized design services,All business activities,Specialized design services,2,54140,"['770', '&nbsp;']","['769', '&nbsp;']","['2', '&nbsp;']"
719,r093,All business activities -> Computer systems design and related services,All business activities,Computer systems design and related services,2,54150,"['243,803', '&nbsp;']","['165,438', '&nbsp;']","['78,365', '&nbsp;']"
719,r094,"All business activities -> Management, scientific, and technical consulting services",All business activities,"Management, scientific, and technical consulting services",2,54160,"['92,091', '&nbsp;']","['75,643', '&nbsp;']","['16,448', '&nbsp;']"
719,r095,All business activities -> Research and development services in social sciences and humanities,All business activities,Research and development services in social sciences and humanities,2,54172,"['D', '&nbsp;']","['1,042', '&nbsp;']","['D', '&nbsp;']"
719,r096,All business activities -> Research and development services in biotechnology,All business activities,Research and development services in biotechnology,2,54173,"['8,142', '&nbsp;']","['6,938', '&nbsp;']","['1,204', '&nbsp;']"
719,r097,"All business activities -> Research and development services in physical, engineering, and life sciences (except biotechnology)",All business activities,"Research and development services in physical, engineering, and life sciences (except biotechnology)",2,54174,"['31,598', '&nbsp;']","['26,404', '&nbsp;']","['5,194', '&nbsp;']"
719,r098,All business activities -> Advertising and related services,All business activities,Advertising and related services,2,54180,"['D', '&nbsp;']","['38,464', '&nbsp;']","['D', '&nbsp;']"
719,r099,"All business activities -> Professional, scientific, and technical services (not listed elsewhere)",All business activities,"Professional, scientific, and technical services (not listed elsewhere)",2,54190,"['30,716', '&nbsp;']","['27,969', '&nbsp;']","['2,747', '&nbsp;']"
719,r100,All business activities -> Management of companies and enterprises,All business activities,Management of companies and enterprises,2,55100,"['16,181', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
719,r101,All business activities -> Administrative and support services,All business activities,Administrative and support services,2,56100,"['49,268', '&nbsp;']","['23,326', '&nbsp;']","['25,942', '&nbsp;']"
719,r102,All business activities -> Waste management and remediation services,All business activities,Waste management and remediation services,2,56200,"['24,984', '&nbsp;']","['23,157', '&nbsp;']","['1,827', '&nbsp;']"
719,r103,All business activities -> Offices of physicians,All business activities,Offices of physicians,2,62110,"['36,613', '&nbsp;']","['36,613', '&nbsp;']","['0', '&nbsp;']"
719,r104,All business activities -> Medical and diagnostic laboratories,All business activities,Medical and diagnostic laboratories,2,62150,"['12,215', '&nbsp;']","['11,777', '&nbsp;']","['438', '&nbsp;']"
719,r105,"All business activities -> Other ambulatory health care services (ambulance, dental, home health care)",All business activities,"Other ambulatory health care services (ambulance, dental, home health care)",2,62199,"['5,651', '&nbsp;']","['5,651', '&nbsp;']","['0', '&nbsp;']"
719,r106,All business activities -> Hospitals and nursing care facilities,All business activities,Hospitals and nursing care facilities,2,62200,"['27,616', '&nbsp;']","['27,485', '&nbsp;']","['131', '&nbsp;']"
719,r107,All business activities -> Social assistance services,All business activities,Social assistance services,2,62400,"['63', '&nbsp;']","['63', '&nbsp;']","['0', '&nbsp;']"
719,r108,"All business activities -> Arts, entertainment, and recreation",All business activities,"Arts, entertainment, and recreation",2,71000,"['18,844', '&nbsp;']","['16,304', '&nbsp;']","['2,540', '&nbsp;']"
719,r109,All business activities -> Accommodation and food services,All business activities,Accommodation and food services,2,72000,"['70,812', '&nbsp;']","['39,626', '&nbsp;']","['31,186', '&nbsp;']"
719,r110,All business activities -> Other services (not listed elsewhere),All business activities,Other services (not listed elsewhere),2,81000,"['73,629', '&nbsp;']","['53,720', '&nbsp;']","['19,909', '&nbsp;']"
719,r111,All business activities -> Less: intersegment eliminations,All business activities,Less: intersegment eliminations,2,–,"['242,175', '&nbsp;']","['128,220', '&nbsp;']","['113,955', '&nbsp;']"
719,r112,All business activities -> Undistributed,All business activities,Undistributed,2,–,"['20,627', 'i']","['18,890', 'i']","['1,737', 'i']"
