table_id,row_id,_b_state_institutional_control_system_and_institution_b_full_path,_b_state_institutional_control_system_and_institution_b_level_1,_b_state_institutional_control_system_and_institution_b_level_2,_b_state_institutional_control_system_and_institution_b_level_3,_b_state_institutional_control_system_and_institution_b_level_4,_b_state_institutional_control_system_and_institution_b_hierarchy_depth,field_all_r_d_expenditures
5388,r226,Georgia -> Public (U. System Georgia Board of Regents) -> Georgia Institute of Technology,Georgia,Public (U. System Georgia Board of Regents),Georgia Institute of Technology,,3,"['1,048,988', '']"
5388,r227,Georgia -> Public (U. System Georgia Board of Regents) -> Georgia Southern U.,Georgia,Public (U. System Georgia Board of Regents),Georgia Southern U.,,3,"['12,166', '']"
5388,r228,Georgia -> Public (U. System Georgia Board of Regents) -> Georgia State U.,Georgia,Public (U. System Georgia Board of Regents),Georgia State U.,,3,"['202,451', '']"
5388,r229,Georgia -> Public (U. System Georgia Board of Regents) -> Kennesaw State U.,Georgia,Public (U. System Georgia Board of Regents),Kennesaw State U.,,3,"['17,954', '']"
5388,r230,Georgia -> Public (U. System Georgia Board of Regents) -> Middle Georgia State U.,Georgia,Public (U. System Georgia Board of Regents),Middle Georgia State U.,,3,"['335', '']"
5388,r231,Georgia -> Public (U. System Georgia Board of Regents) -> Savannah State U.,Georgia,Public (U. System Georgia Board of Regents),Savannah State U.,,3,"['1,804', '']"
5388,r232,Georgia -> Public (U. System Georgia Board of Regents) -> U. Georgia,Georgia,Public (U. System Georgia Board of Regents),U. Georgia,,3,"['482,786', '']"
5388,r233,Georgia -> Public (U. System Georgia Board of Regents) -> U. North Georgia,Georgia,Public (U. System Georgia Board of Regents),U. North Georgia,,3,"['1,905', '']"
5388,r234,Georgia -> Public (U. System Georgia Board of Regents) -> U. West Georgia,Georgia,Public (U. System Georgia Board of Regents),U. West Georgia,,3,"['483', '']"
5388,r235,Georgia -> Public (U. System Georgia Board of Regents) -> Valdosta State U.,Georgia,Public (U. System Georgia Board of Regents),Valdosta State U.,,3,"['496', '']"
5388,r236,Georgia -> Private,Georgia,Private,,,2,"['904,975', '']"
5388,r237,Georgia -> Private -> Agnes Scott C.,Georgia,Private,Agnes Scott C.,,3,"['152', '']"
5388,r238,Georgia -> Private -> Berry C.,Georgia,Private,Berry C.,,3,"['646', '']"
5388,r239,Georgia -> Private -> Clark Atlanta U.,Georgia,Private,Clark Atlanta U.,,3,"['8,452', '']"
5388,r240,Georgia -> Private -> Emory U.,Georgia,Private,Emory U.,,3,"['808,792', '']"
5388,r241,Georgia -> Private -> Life U.,Georgia,Private,Life U.,,3,"['429', '']"
5388,r242,Georgia -> Private -> Mercer U.,Georgia,Private,Mercer U.,,3,"['49,116', '']"
5388,r243,Georgia -> Private -> Morehouse C.,Georgia,Private,Morehouse C.,,3,"['4,825', '']"
5388,r244,Georgia -> Private -> Morehouse School of Medicine,Georgia,Private,Morehouse School of Medicine,,3,"['29,813', '']"
5388,r245,Georgia -> Private -> Spelman C.,Georgia,Private,Spelman C.,,3,"['2,750', '']"
5388,r246,Hawaii,Hawaii,,,,1,"['299,318', '']"
5388,r247,Hawaii -> Public (U. Hawaii System),Hawaii,Public (U. Hawaii System),,,2,"['297,522', '']"
5388,r248,"Hawaii -> Public (U. Hawaii System) -> U. Hawaii, Hilo",Hawaii,Public (U. Hawaii System),"U. Hawaii, Hilo",,3,"['6,992', '']"
5388,r249,"Hawaii -> Public (U. Hawaii System) -> U. Hawaii, Manoa",Hawaii,Public (U. Hawaii System),"U. Hawaii, Manoa",,3,"['275,929', '']"
5388,r250,"Hawaii -> Public (U. Hawaii System) -> U. Hawaii, Manoa -> U. Hawaii, Maui C.",Hawaii,Public (U. Hawaii System),"U. Hawaii, Manoa","U. Hawaii, Maui C.",4,"['1,033', '']"
5388,r251,"Hawaii -> Public (U. Hawaii System) -> U. Hawaii, system office",Hawaii,Public (U. Hawaii System),"U. Hawaii, system office",,3,"['13,568', '']"
5388,r252,Hawaii -> Private,Hawaii,Private,,,2,"['1,796', '']"
5388,r253,Hawaii -> Private -> Hawaii Pacific U.,Hawaii,Private,Hawaii Pacific U.,,3,"['1,796', '']"
5388,r254,Idaho,Idaho,,,,1,"['171,663', '']"
5388,r255,Idaho -> Public,Idaho,Public,,,2,"['171,255', '']"
5388,r256,Idaho -> Public -> Boise State U.,Idaho,Public,Boise State U.,,3,"['43,307', '']"
5388,r257,Idaho -> Public -> Idaho State U.,Idaho,Public,Idaho State U.,,3,"['14,478', '']"
5388,r258,Idaho -> Public -> Lewis-Clark State C.,Idaho,Public,Lewis-Clark State C.,,3,"['660', '']"
5388,r259,Idaho -> Public -> U. Idaho,Idaho,Public,U. Idaho,,3,"['112,810', '']"
5388,r260,Idaho -> Private,Idaho,Private,,,2,"['408', '']"
5388,r261,Idaho -> Private -> Northwest Nazarene U.,Idaho,Private,Northwest Nazarene U.,,3,"['408', '']"
5388,r262,Illinois,Illinois,,,,1,"['2,768,246', '']"
5388,r263,Illinois -> Public,Illinois,Public,,,2,"['1,228,806', '']"
5388,r264,Illinois -> Public -> Chicago State U.,Illinois,Public,Chicago State U.,,3,"['980', '']"
5388,r265,Illinois -> Public -> Eastern Illinois U.,Illinois,Public,Eastern Illinois U.,,3,"['540', '']"
5388,r266,Illinois -> Public -> Governors State U.,Illinois,Public,Governors State U.,,3,"['508', '']"
5388,r267,Illinois -> Public -> Illinois State U.,Illinois,Public,Illinois State U.,,3,"['32,260', '']"
5388,r268,Illinois -> Public -> Northeastern Illinois U.,Illinois,Public,Northeastern Illinois U.,,3,"['2,018', '']"
5388,r269,Illinois -> Public -> Northern Illinois U.,Illinois,Public,Northern Illinois U.,,3,"['25,420', '']"
5388,r270,Illinois -> Public -> Southern Illinois U. System,Illinois,Public,Southern Illinois U. System,,3,"['59,890', '']"
5388,r271,"Illinois -> Public -> Southern Illinois U. System -> Southern Illinois U., Carbondale",Illinois,Public,Southern Illinois U. System,"Southern Illinois U., Carbondale",4,"['41,617', '']"
5388,r272,"Illinois -> Public -> Southern Illinois U. System -> Southern Illinois U., Edwardsville",Illinois,Public,Southern Illinois U. System,"Southern Illinois U., Edwardsville",4,"['18,273', '']"
5388,r273,Illinois -> Public -> U. Illinois System,Illinois,Public,U. Illinois System,,3,"['1,104,729', '']"
5388,r274,"Illinois -> Public -> U. Illinois System -> U. Illinois, Chicago",Illinois,Public,U. Illinois System,"U. Illinois, Chicago",4,"['412,147', '']"
5388,r275,"Illinois -> Public -> U. Illinois System -> U. Illinois, Springfield",Illinois,Public,U. Illinois System,"U. Illinois, Springfield",4,"['3,406', '']"
5388,r276,"Illinois -> Public -> U. Illinois System -> U. Illinois, Urbana-Champaign",Illinois,Public,U. Illinois System,"U. Illinois, Urbana-Champaign",4,"['689,176', '']"
5388,r277,Illinois -> Public -> Western Illinois U.,Illinois,Public,Western Illinois U.,,3,"['2,461', '']"
5388,r278,Illinois -> Private,Illinois,Private,,,2,"['1,539,440', '']"
5388,r279,Illinois -> Private -> Augustana C.,Illinois,Private,Augustana C.,,3,"['205', '']"
5388,r280,Illinois -> Private -> Bradley U.,Illinois,Private,Bradley U.,,3,"['851', '']"
5388,r281,Illinois -> Private -> DePaul U.,Illinois,Private,DePaul U.,,3,"['6,557', '']"
5388,r282,Illinois -> Private -> Elmhurst U.,Illinois,Private,Elmhurst U.,,3,"['209', '']"
5388,r283,Illinois -> Private -> Erikson Institute,Illinois,Private,Erikson Institute,,3,"['1,992', '']"
5388,r284,Illinois -> Private -> Illinois C. of Optometry,Illinois,Private,Illinois C. of Optometry,,3,"['478', '']"
5388,r285,Illinois -> Private -> Illinois Institute of Technology,Illinois,Private,Illinois Institute of Technology,,3,"['29,122', '']"
5388,r286,Illinois -> Private -> Lake Forest C.,Illinois,Private,Lake Forest C.,,3,"['372', '']"
5388,r287,"Illinois -> Private -> Loyola U., Chicago",Illinois,Private,"Loyola U., Chicago",,3,"['39,365', '']"
5388,r288,Illinois -> Private -> Midwestern U.,Illinois,Private,Midwestern U.,,3,"['10,479', '']"
5388,r289,Illinois -> Private -> Northwestern U.,Illinois,Private,Northwestern U.,,3,"['874,671', '']"
5388,r290,Illinois -> Private -> Rosalind Franklin U. of Medicine and Science,Illinois,Private,Rosalind Franklin U. of Medicine and Science,,3,"['14,601', '']"
5388,r291,Illinois -> Private -> Rush U.,Illinois,Private,Rush U.,,3,"['94,438', '']"
5388,r292,"Illinois -> Private -> Toyota Technological Institute, Chicago",Illinois,Private,"Toyota Technological Institute, Chicago",,3,"['5,887', '']"
5388,r293,Illinois -> Private -> U. Chicago,Illinois,Private,U. Chicago,,3,"['458,891', '']"
5388,r294,"Illinois -> Private -> Wheaton C., Wheaton",Illinois,Private,"Wheaton C., Wheaton",,3,"['1,322', '']"
5388,r295,Indiana,Indiana,,,,1,"['1,739,619', '']"
5388,r296,Indiana -> Public,Indiana,Public,,,2,"['1,509,190', '']"
5388,r297,Indiana -> Public -> Ball State U.,Indiana,Public,Ball State U.,,3,"['9,429', '']"
5388,r298,Indiana -> Public -> Indiana State U.,Indiana,Public,Indiana State U.,,3,"['1,471', '']"
5388,r299,Indiana -> Public -> Indiana U.,Indiana,Public,Indiana U.,,3,"['802,743', '']"
5388,r300,"Indiana -> Public -> Indiana U. -> Indiana U., Bloomington",Indiana,Public,Indiana U.,"Indiana U., Bloomington",4,"['728,554', '']"
5388,r301,"Indiana -> Public -> Indiana U. -> Indiana U., Kokomo",Indiana,Public,Indiana U.,"Indiana U., Kokomo",4,"['483', '']"
5388,r302,"Indiana -> Public -> Indiana U. -> Indiana U., Northwest",Indiana,Public,Indiana U.,"Indiana U., Northwest",4,"['488', '']"
5388,r303,"Indiana -> Public -> Indiana U. -> Indiana U., South Bend",Indiana,Public,Indiana U.,"Indiana U., South Bend",4,"['1,249', '']"
5388,r304,"Indiana -> Public -> Indiana U. -> Indiana U., Southeast",Indiana,Public,Indiana U.,"Indiana U., Southeast",4,"['582', '']"
5388,r305,"Indiana -> Public -> Indiana U. -> Indiana U.-Purdue U., Indianapolis",Indiana,Public,Indiana U.,"Indiana U.-Purdue U., Indianapolis",4,"['71,387', '']"
5388,r306,Indiana -> Public -> Purdue U.,Indiana,Public,Purdue U.,,3,"['695,247', '']"
5388,r307,"Indiana -> Public -> Purdue U. -> Purdue U., Fort Wayne",Indiana,Public,Purdue U.,"Purdue U., Fort Wayne",4,"['2,264', '']"
5388,r308,"Indiana -> Public -> Purdue U. -> Purdue U., Northwest",Indiana,Public,Purdue U.,"Purdue U., Northwest",4,"['5,839', '']"
5388,r309,"Indiana -> Public -> Purdue U. -> Purdue U., West Lafayette",Indiana,Public,Purdue U.,"Purdue U., West Lafayette",4,"['687,144', '']"
5388,r310,Indiana -> Public -> U. Southern Indiana,Indiana,Public,U. Southern Indiana,,3,"['300', '']"
5388,r311,Indiana -> Private,Indiana,Private,,,2,"['230,429', '']"
5388,r312,Indiana -> Private -> Butler U.,Indiana,Private,Butler U.,,3,"['679', '']"
5388,r313,Indiana -> Private -> DePauw U.,Indiana,Private,DePauw U.,,3,"['253', '']"
5388,r314,Indiana -> Private -> Earlham C.,Indiana,Private,Earlham C.,,3,"['165', '']"
5388,r315,Indiana -> Private -> Indiana Wesleyan U.,Indiana,Private,Indiana Wesleyan U.,,3,"['316', '']"
5388,r316,Indiana -> Private -> Manchester U.,Indiana,Private,Manchester U.,,3,"['286', '']"
5388,r317,Indiana -> Private -> Taylor U.,Indiana,Private,Taylor U.,,3,"['232', '']"
5388,r318,Indiana -> Private -> U. Evansville,Indiana,Private,U. Evansville,,3,"['245', '']"
5388,r319,Indiana -> Private -> U. Notre Dame,Indiana,Private,U. Notre Dame,,3,"['227,535', '']"
5388,r320,Indiana -> Private -> Valparaiso U.,Indiana,Private,Valparaiso U.,,3,"['718', '']"
5388,r321,Iowa,Iowa,,,,1,"['921,010', '']"
5388,r322,Iowa -> Public (Iowa Board of Regents),Iowa,Public (Iowa Board of Regents),,,2,"['904,660', '']"
5388,r323,Iowa -> Public (Iowa Board of Regents) -> Iowa State U.,Iowa,Public (Iowa Board of Regents),Iowa State U.,,3,"['363,107', '']"
5388,r324,Iowa -> Public (Iowa Board of Regents) -> U. Iowa,Iowa,Public (Iowa Board of Regents),U. Iowa,,3,"['538,583', '']"
5388,r325,Iowa -> Public (Iowa Board of Regents) -> U. Northern Iowa,Iowa,Public (Iowa Board of Regents),U. Northern Iowa,,3,"['2,970', '']"
5388,r326,Iowa -> Private,Iowa,Private,,,2,"['16,350', '']"
5388,r327,Iowa -> Private -> Coe C.,Iowa,Private,Coe C.,,3,"['561', '']"
5388,r328,Iowa -> Private -> Cornell C.,Iowa,Private,Cornell C.,,3,"['370', '']"
5388,r329,Iowa -> Private -> Des Moines U.,Iowa,Private,Des Moines U.,,3,"['5,021', '']"
5388,r330,Iowa -> Private -> Dordt U.,Iowa,Private,Dordt U.,,3,"['1,106', '']"
5388,r331,Iowa -> Private -> Drake U.,Iowa,Private,Drake U.,,3,"['1,201', '']"
5388,r332,Iowa -> Private -> Grinnell C.,Iowa,Private,Grinnell C.,,3,"['5,826', '']"
5388,r333,Iowa -> Private -> Luther C.,Iowa,Private,Luther C.,,3,"['365', '']"
5388,r334,Iowa -> Private -> Palmer C. of Chiropractic,Iowa,Private,Palmer C. of Chiropractic,,3,"['1,900', '']"
5388,r335,"Iowa -> Private -> Palmer C. of Chiropractic -> Palmer C. of Chiropractic, Davenport",Iowa,Private,Palmer C. of Chiropractic,"Palmer C. of Chiropractic, Davenport",4,"['1,900', '']"
5388,r336,Kansas,Kansas,,,,1,"['740,466', '']"
5388,r337,Kansas -> Public (Kansas Board of Regents),Kansas,Public (Kansas Board of Regents),,,2,"['740,466', '']"
5388,r338,Kansas -> Public (Kansas Board of Regents) -> Emporia State U.,Kansas,Public (Kansas Board of Regents),Emporia State U.,,3,"['594', '']"
5388,r339,Kansas -> Public (Kansas Board of Regents) -> Fort Hays State U.,Kansas,Public (Kansas Board of Regents),Fort Hays State U.,,3,"['1,172', '']"
5388,r340,Kansas -> Public (Kansas Board of Regents) -> Kansas State U.,Kansas,Public (Kansas Board of Regents),Kansas State U.,,3,"['213,900', '']"
5388,r341,Kansas -> Public (Kansas Board of Regents) -> Pittsburg State U.,Kansas,Public (Kansas Board of Regents),Pittsburg State U.,,3,"['2,173', '']"
5388,r342,Kansas -> Public (Kansas Board of Regents) -> U. Kansas,Kansas,Public (Kansas Board of Regents),U. Kansas,,3,"['368,811', '']"
5388,r343,Kansas -> Public (Kansas Board of Regents) -> Wichita State U.,Kansas,Public (Kansas Board of Regents),Wichita State U.,,3,"['153,816', '']"
5388,r344,Kentucky,Kentucky,,,,1,"['641,677', '']"
5388,r345,Kentucky -> Public (Kentucky Council on Postsecondary Education),Kentucky,Public (Kentucky Council on Postsecondary Education),,,2,"['641,301', '']"
5388,r346,Kentucky -> Public (Kentucky Council on Postsecondary Education) -> Eastern Kentucky U.,Kentucky,Public (Kentucky Council on Postsecondary Education),Eastern Kentucky U.,,3,"['1,010', '']"
5388,r347,Kentucky -> Public (Kentucky Council on Postsecondary Education) -> Kentucky State U.,Kentucky,Public (Kentucky Council on Postsecondary Education),Kentucky State U.,,3,"['7,963', '']"
5388,r348,Kentucky -> Public (Kentucky Council on Postsecondary Education) -> Morehead State U.,Kentucky,Public (Kentucky Council on Postsecondary Education),Morehead State U.,,3,"['1,883', '']"
5388,r349,Kentucky -> Public (Kentucky Council on Postsecondary Education) -> Murray State U.,Kentucky,Public (Kentucky Council on Postsecondary Education),Murray State U.,,3,"['3,019', '']"
5388,r350,Kentucky -> Public (Kentucky Council on Postsecondary Education) -> Northern Kentucky U.,Kentucky,Public (Kentucky Council on Postsecondary Education),Northern Kentucky U.,,3,"['2,693', '']"
5388,r351,Kentucky -> Public (Kentucky Council on Postsecondary Education) -> U. Kentucky,Kentucky,Public (Kentucky Council on Postsecondary Education),U. Kentucky,,3,"['417,674', '']"
5388,r352,Kentucky -> Public (Kentucky Council on Postsecondary Education) -> U. Louisville,Kentucky,Public (Kentucky Council on Postsecondary Education),U. Louisville,,3,"['198,818', '']"
5388,r353,Kentucky -> Public (Kentucky Council on Postsecondary Education) -> Western Kentucky U.,Kentucky,Public (Kentucky Council on Postsecondary Education),Western Kentucky U.,,3,"['8,241', '']"
5388,r354,Kentucky -> Private,Kentucky,Private,,,2,"['376', '']"
5388,r355,Kentucky -> Private -> Centre C.,Kentucky,Private,Centre C.,,3,"['376', '']"
5388,r356,Louisiana,Louisiana,,,,1,"['800,750', '']"
5388,r357,Louisiana -> Public (State of Louisiana Board of Regents),Louisiana,Public (State of Louisiana Board of Regents),,,2,"['582,072', '']"
5388,r358,Louisiana -> Public (State of Louisiana Board of Regents) -> Louisiana State U. System,Louisiana,Public (State of Louisiana Board of Regents),Louisiana State U. System,,3,"['355,967', '']"
5388,r359,"Louisiana -> Public (State of Louisiana Board of Regents) -> Louisiana State U. System -> Louisiana State U., Baton Rouge",Louisiana,Public (State of Louisiana Board of Regents),Louisiana State U. System,"Louisiana State U., Baton Rouge",4,"['286,733', '']"
5388,r360,"Louisiana -> Public (State of Louisiana Board of Regents) -> Louisiana State U. System -> Louisiana State U., Health Sciences Center, New Orleans",Louisiana,Public (State of Louisiana Board of Regents),Louisiana State U. System,"Louisiana State U., Health Sciences Center, New Orleans",4,"['43,419', '']"
5388,r361,"Louisiana -> Public (State of Louisiana Board of Regents) -> Louisiana State U. System -> Louisiana State U., Health Sciences Center, Shreveport",Louisiana,Public (State of Louisiana Board of Regents),Louisiana State U. System,"Louisiana State U., Health Sciences Center, Shreveport",4,"['25,321', '']"
5388,r362,"Louisiana -> Public (State of Louisiana Board of Regents) -> Louisiana State U. System -> Louisiana State U., Shreveport",Louisiana,Public (State of Louisiana Board of Regents),Louisiana State U. System,"Louisiana State U., Shreveport",4,"['494', '']"
5388,r363,Louisiana -> Public (State of Louisiana Board of Regents) -> Southern U. System,Louisiana,Public (State of Louisiana Board of Regents),Southern U. System,,3,"['8,634', '']"
5388,r364,"Louisiana -> Public (State of Louisiana Board of Regents) -> Southern U. System -> Southern U. and A&M C., Agricultural Research and Extension Center",Louisiana,Public (State of Louisiana Board of Regents),Southern U. System,"Southern U. and A&M C., Agricultural Research and Extension Center",4,"['4,475', '']"
5388,r365,"Louisiana -> Public (State of Louisiana Board of Regents) -> Southern U. System -> Southern U. and A&M C., Baton Rouge",Louisiana,Public (State of Louisiana Board of Regents),Southern U. System,"Southern U. and A&M C., Baton Rouge",4,"['3,849', '']"
5388,r366,"Louisiana -> Public (State of Louisiana Board of Regents) -> Southern U. System -> Southern U., New Orleans",Louisiana,Public (State of Louisiana Board of Regents),Southern U. System,"Southern U., New Orleans",4,"['310', '']"
5388,r367,Louisiana -> Public (State of Louisiana Board of Regents) -> U. Louisiana System,Louisiana,Public (State of Louisiana Board of Regents),U. Louisiana System,,3,"['217,471', '']"
5388,r368,Louisiana -> Public (State of Louisiana Board of Regents) -> U. Louisiana System -> Grambling State U.,Louisiana,Public (State of Louisiana Board of Regents),U. Louisiana System,Grambling State U.,4,"['2,427', '']"
5388,r369,Louisiana -> Public (State of Louisiana Board of Regents) -> U. Louisiana System -> Louisiana Tech U.,Louisiana,Public (State of Louisiana Board of Regents),U. Louisiana System,Louisiana Tech U.,4,"['26,585', '']"
5388,r370,Louisiana -> Public (State of Louisiana Board of Regents) -> U. Louisiana System -> McNeese State U.,Louisiana,Public (State of Louisiana Board of Regents),U. Louisiana System,McNeese State U.,4,"['585', '']"
5388,r371,Louisiana -> Public (State of Louisiana Board of Regents) -> U. Louisiana System -> Nicholls State U.,Louisiana,Public (State of Louisiana Board of Regents),U. Louisiana System,Nicholls State U.,4,"['650', '']"
5388,r372,Louisiana -> Public (State of Louisiana Board of Regents) -> U. Louisiana System -> Northwestern State U. Louisiana,Louisiana,Public (State of Louisiana Board of Regents),U. Louisiana System,Northwestern State U. Louisiana,4,"['1,940', '']"
5388,r373,Louisiana -> Public (State of Louisiana Board of Regents) -> U. Louisiana System -> Southeastern Louisiana U.,Louisiana,Public (State of Louisiana Board of Regents),U. Louisiana System,Southeastern Louisiana U.,4,"['2,258', '']"
5388,r374,"Louisiana -> Public (State of Louisiana Board of Regents) -> U. Louisiana System -> U. Louisiana, Lafayette",Louisiana,Public (State of Louisiana Board of Regents),U. Louisiana System,"U. Louisiana, Lafayette",4,"['164,070', '']"
5388,r375,"Louisiana -> Public (State of Louisiana Board of Regents) -> U. Louisiana System -> U. Louisiana, Monroe",Louisiana,Public (State of Louisiana Board of Regents),U. Louisiana System,"U. Louisiana, Monroe",4,"['2,362', '']"
5388,r376,Louisiana -> Public (State of Louisiana Board of Regents) -> U. Louisiana System -> U. New Orleans,Louisiana,Public (State of Louisiana Board of Regents),U. Louisiana System,U. New Orleans,4,"['16,594', '']"
5388,r377,Louisiana -> Private,Louisiana,Private,,,2,"['218,678', '']"
5388,r378,Louisiana -> Private -> Dillard U.,Louisiana,Private,Dillard U.,,3,"['2,523', '']"
5388,r379,"Louisiana -> Private -> Loyola U., New Orleans",Louisiana,Private,"Loyola U., New Orleans",,3,"['338', '']"
5388,r380,Louisiana -> Private -> Tulane U.,Louisiana,Private,Tulane U.,,3,"['204,430', '']"
5388,r381,Louisiana -> Private -> Xavier U. Louisiana,Louisiana,Private,Xavier U. Louisiana,,3,"['11,387', '']"
5388,r382,Maine,Maine,,,,1,"['152,224', '']"
5388,r383,Maine -> Public,Maine,Public,,,2,"['138,780', '']"
5388,r384,Maine -> Public -> U. Maine System,Maine,Public,U. Maine System,,3,"['138,780', '']"
5388,r385,Maine -> Public -> U. Maine System -> U. Maine,Maine,Public,U. Maine System,U. Maine,4,"['132,184', '']"
5388,r386,Maine -> Public -> U. Maine System -> U. Maine Farmington,Maine,Public,U. Maine System,U. Maine Farmington,4,"['961', '']"
5388,r387,Maine -> Public -> U. Maine System -> U. Southern Maine,Maine,Public,U. Maine System,U. Southern Maine,4,"['5,635', '']"
5388,r388,Maine -> Private,Maine,Private,,,2,"['13,444', '']"
5388,r389,Maine -> Private -> Bates C.,Maine,Private,Bates C.,,3,"['2,303', '']"
5388,r390,Maine -> Private -> Bowdoin C.,Maine,Private,Bowdoin C.,,3,"['2,719', '']"
5388,r391,Maine -> Private -> Colby C.,Maine,Private,Colby C.,,3,"['1,536', '']"
5388,r392,Maine -> Private -> U. New England,Maine,Private,U. New England,,3,"['6,886', '']"
5388,r393,Maryland,Maryland,,,,1,"['4,747,323', '']"
5388,r394,Maryland -> Public,Maryland,Public,,,2,"['1,635,294', '']"
5388,r395,Maryland -> Public -> Morgan State U.,Maryland,Public,Morgan State U.,,3,"['17,193', '']"
5388,r396,Maryland -> Public -> St. Mary's C. Maryland,Maryland,Public,St. Mary's C. Maryland,,3,"['556', '']"
5388,r397,Maryland -> Public -> U. System Maryland,Maryland,Public,U. System Maryland,,3,"['1,279,912', '']"
5388,r398,Maryland -> Public -> U. System Maryland -> Bowie State U.,Maryland,Public,U. System Maryland,Bowie State U.,4,"['1,967', '']"
5388,r399,Maryland -> Public -> U. System Maryland -> Coppin State U.,Maryland,Public,U. System Maryland,Coppin State U.,4,"['202', '']"
5388,r400,Maryland -> Public -> U. System Maryland -> Salisbury U.,Maryland,Public,U. System Maryland,Salisbury U.,4,"['9,496', '']"
5388,r401,Maryland -> Public -> U. System Maryland -> Towson U.,Maryland,Public,U. System Maryland,Towson U.,4,"['3,612', '']"
5388,r402,Maryland -> Public -> U. System Maryland -> U. Baltimore,Maryland,Public,U. System Maryland,U. Baltimore,4,"['15,054', '']"
5388,r403,Maryland -> Public -> U. System Maryland -> U. Maryland<sup>b</sup>,Maryland,Public,U. System Maryland,U. Maryland<sup>b</sup>,4,"['1,103,062', '']"
5388,r404,Maryland -> Public -> U. System Maryland -> U. Maryland Center for Environmental Science,Maryland,Public,U. System Maryland,U. Maryland Center for Environmental Science,4,"['54,560', '']"
5388,r405,"Maryland -> Public -> U. System Maryland -> U. Maryland, Baltimore County",Maryland,Public,U. System Maryland,"U. Maryland, Baltimore County",4,"['83,867', '']"
5388,r406,"Maryland -> Public -> U. System Maryland -> U. Maryland, Eastern Shore",Maryland,Public,U. System Maryland,"U. Maryland, Eastern Shore",4,"['8,092', '']"
5388,r407,Maryland -> Public -> U.S. Naval Academy,Maryland,Public,U.S. Naval Academy,,3,"['13,123', '']"
5388,r408,Maryland -> Public -> Uniformed Services U. of the Health Sciences,Maryland,Public,Uniformed Services U. of the Health Sciences,,3,"['324,510', '']"
5388,r409,Maryland -> Private,Maryland,Private,,,2,"['3,112,029', '']"
5388,r410,Maryland -> Private -> Goucher C.,Maryland,Private,Goucher C.,,3,"['245', '']"
5388,r411,Maryland -> Private -> Johns Hopkins U.<sup>c</sup>,Maryland,Private,Johns Hopkins U.<sup>c</sup>,,3,"['3,110,494', '']"
5388,r412,"Maryland -> Private -> Loyola U., Maryland",Maryland,Private,"Loyola U., Maryland",,3,"['672', '']"
5388,r413,Maryland -> Private -> Maryland Institute C. of Art,Maryland,Private,Maryland Institute C. of Art,,3,"['618', '']"
5388,r414,Massachusetts,Massachusetts,,,,1,"['4,366,083', '']"
5388,r415,Massachusetts -> Public,Massachusetts,Public,,,2,"['689,643', '']"
5388,r416,Massachusetts -> Public -> Massachusetts System of Public Higher Education,Massachusetts,Public,Massachusetts System of Public Higher Education,,3,"['2,662', '']"
5388,r417,Massachusetts -> Public -> Massachusetts System of Public Higher Education -> Bridgewater State U.,Massachusetts,Public,Massachusetts System of Public Higher Education,Bridgewater State U.,4,"['345', '']"
5388,r418,Massachusetts -> Public -> Massachusetts System of Public Higher Education -> Framingham State U.,Massachusetts,Public,Massachusetts System of Public Higher Education,Framingham State U.,4,"['2,317', '']"
5388,r419,Massachusetts -> Public -> U. Massachusetts System,Massachusetts,Public,U. Massachusetts System,,3,"['686,981', '']"
5388,r420,"Massachusetts -> Public -> U. Massachusetts System -> U. Massachusetts, Amherst",Massachusetts,Public,U. Massachusetts System,"U. Massachusetts, Amherst",4,"['219,389', '']"
5388,r421,"Massachusetts -> Public -> U. Massachusetts System -> U. Massachusetts, Boston",Massachusetts,Public,U. Massachusetts System,"U. Massachusetts, Boston",4,"['64,219', '']"
5388,r422,"Massachusetts -> Public -> U. Massachusetts System -> U. Massachusetts, central office",Massachusetts,Public,U. Massachusetts System,"U. Massachusetts, central office",4,"['5,225', '']"
5388,r423,"Massachusetts -> Public -> U. Massachusetts System -> U. Massachusetts, Dartmouth",Massachusetts,Public,U. Massachusetts System,"U. Massachusetts, Dartmouth",4,"['26,836', '']"
5388,r424,"Massachusetts -> Public -> U. Massachusetts System -> U. Massachusetts, Lowell",Massachusetts,Public,U. Massachusetts System,"U. Massachusetts, Lowell",4,"['92,216', '']"
5388,r425,"Massachusetts -> Public -> U. Massachusetts System -> U. Massachusetts, Medical School",Massachusetts,Public,U. Massachusetts System,"U. Massachusetts, Medical School",4,"['279,096', '']"
5388,r426,Massachusetts -> Private,Massachusetts,Private,,,2,"['3,676,440', '']"
5388,r427,Massachusetts -> Private -> Amherst C.,Massachusetts,Private,Amherst C.,,3,"['4,906', '']"
5388,r428,Massachusetts -> Private -> Babson C.,Massachusetts,Private,Babson C.,,3,"['2,352', '']"
5388,r429,Massachusetts -> Private -> Bentley U.,Massachusetts,Private,Bentley U.,,3,"['777', '']"
5388,r430,Massachusetts -> Private -> Boston C.,Massachusetts,Private,Boston C.,,3,"['63,063', '']"
5388,r431,Massachusetts -> Private -> Boston U.,Massachusetts,Private,Boston U.,,3,"['583,267', '']"
5388,r432,Massachusetts -> Private -> Brandeis U.,Massachusetts,Private,Brandeis U.,,3,"['63,201', '']"
5388,r433,Massachusetts -> Private -> C. of the Holy Cross,Massachusetts,Private,C. of the Holy Cross,,3,"['321', '']"
