table_id,row_id,state_or_location_and_institution_full_path,state_or_location_and_institution_level_1,state_or_location_and_institution_level_2,state_or_location_and_institution_level_3,state_or_location_and_institution_hierarchy_depth,field_all_fields,field_education_total,field_education_education_administration,field_education_education_research,field_education_teacher_education,field_education_teaching_fields,field_education_other_education,field_humanities_and_arts_total,field_humanities_and_arts_foreign_languages_and_literature,field_humanities_and_arts_history,field_humanities_and_arts_letters,field_humanities_and_arts_other_humanities_and_arts,field_othera_total,field_othera_business_management_and_administration,field_othera_communication,field_othera_non_s_e_fields_nec,field_othera_unknown_field
2804,r011,All institutions -> Alaska,All institutions,Alaska,,2,42,2,0,0,0,1,1,1,0,1,0,0,2,1,0,1,0
2804,r012,"All institutions -> Alaska -> U. Alaska, Anchorage",All institutions,Alaska,"U. Alaska, Anchorage",3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2804,r013,"All institutions -> Alaska -> U. Alaska, Fairbanks",All institutions,Alaska,"U. Alaska, Fairbanks",3,37,2,0,0,0,1,1,1,0,1,0,0,2,1,0,1,0
2804,r014,All institutions -> Arizona,All institutions,Arizona,,2,847,73,0,36,0,26,11,98,16,15,20,47,47,29,11,7,0
2804,r015,All institutions -> Arizona -> Arizona State U.,All institutions,Arizona,Arizona State U.,3,392,23,0,13,0,10,0,64,8,5,11,40,32,17,10,5,0
2804,r016,All institutions -> Arizona -> Northern Arizona U.,All institutions,Arizona,Northern Arizona U.,3,44,14,0,9,0,1,4,0,0,0,0,0,0,0,0,0,0
2804,r017,All institutions -> Arizona -> Prescott C.,All institutions,Arizona,Prescott C.,3,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2804,r018,All institutions -> Arizona -> U. Arizona,All institutions,Arizona,U. Arizona,3,406,31,0,14,0,15,2,34,8,10,9,7,15,12,1,2,0
2804,r019,All institutions -> Arkansas,All institutions,Arkansas,,2,239,26,1,19,0,5,1,14,0,7,5,2,20,15,0,5,0
2804,r020,"All institutions -> Arkansas -> Arkansas State U., Jonesboro",All institutions,Arkansas,"Arkansas State U., Jonesboro",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2804,r021,All institutions -> Arkansas -> U. Arkansas for Medical Sciences,All institutions,Arkansas,U. Arkansas for Medical Sciences,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2804,r022,"All institutions -> Arkansas -> U. Arkansas, Fayetteville",All institutions,Arkansas,"U. Arkansas, Fayetteville",3,179,24,1,19,0,4,0,14,0,7,5,2,14,12,0,2,0
2804,r023,"All institutions -> Arkansas -> U. Arkansas, Little Rock",All institutions,Arkansas,"U. Arkansas, Little Rock",3,33,1,0,0,0,1,0,0,0,0,0,0,3,0,0,3,0
2804,r024,All institutions -> Arkansas -> U. Central Arkansas,All institutions,Arkansas,U. Central Arkansas,3,9,1,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0
2804,r025,All institutions -> California,All institutions,California,,2,6342,259,34,111,1,34,79,646,77,108,135,326,196,94,44,58,0
2804,r026,"All institutions -> California -> Alliant International U., San Diego",All institutions,California,"Alliant International U., San Diego",3,87,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
2804,r027,All institutions -> California -> Azusa Pacific U.,All institutions,California,Azusa Pacific U.,3,17,12,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0
2804,r028,All institutions -> California -> Biola U.,All institutions,California,Biola U.,3,28,11,0,1,0,0,10,5,0,0,0,5,0,0,0,0,0
2804,r029,All institutions -> California -> California Institute of Integral Studies,All institutions,California,California Institute of Integral Studies,3,40,2,0,2,0,0,0,11,0,0,0,11,3,0,0,3,0
2804,r030,All institutions -> California -> California Institute of Technology,All institutions,California,California Institute of Technology,3,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2804,r031,All institutions -> California -> California Institute of the Arts,All institutions,California,California Institute of the Arts,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2804,r032,All institutions -> California -> Chapman U.,All institutions,California,Chapman U.,3,18,9,2,2,0,0,5,0,0,0,0,0,1,1,0,0,0
2804,r033,"All institutions -> California -> City of Hope, Irell and Manella Graduate School of Biological Sciences",All institutions,California,"City of Hope, Irell and Manella Graduate School of Biological Sciences",3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2804,r034,All institutions -> California -> Claremont Graduate U.,All institutions,California,Claremont Graduate U.,3,140,39,3,16,0,3,17,29,0,4,5,20,1,1,0,0,0
2804,r035,All institutions -> California -> Claremont School of Theology,All institutions,California,Claremont School of Theology,3,20,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0
2804,r036,All institutions -> California -> Fielding Graduate U.,All institutions,California,Fielding Graduate U.,3,74,5,1,2,1,0,1,1,0,0,0,1,12,12,0,0,0
2804,r037,All institutions -> California -> Frederick S. Pardee RAND Graduate School,All institutions,California,Frederick S. Pardee RAND Graduate School,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2804,r038,All institutions -> California -> Fuller Theological Seminary,All institutions,California,Fuller Theological Seminary,3,53,0,0,0,0,0,0,24,0,1,0,23,0,0,0,0,0
2804,r039,All institutions -> California -> Graduate Theological Union,All institutions,California,Graduate Theological Union,3,17,0,0,0,0,0,0,16,0,1,0,15,0,0,0,0,0
2804,r040,All institutions -> California -> Keck Graduate Institute,All institutions,California,Keck Graduate Institute,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2804,r041,All institutions -> California -> La Sierra U.,All institutions,California,La Sierra U.,3,7,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2804,r042,All institutions -> California -> Loma Linda U.,All institutions,California,Loma Linda U.,3,38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2804,r043,All institutions -> California -> Naval Postgraduate School,All institutions,California,Naval Postgraduate School,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2804,r044,All institutions -> California -> Pacifica Graduate Institute,All institutions,California,Pacifica Graduate Institute,3,53,0,0,0,0,0,0,10,0,1,0,9,0,0,0,0,0
2804,r045,All institutions -> California -> Palo Alto U.,All institutions,California,Palo Alto U.,3,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2804,r046,"All institutions -> California -> San Diego State U., San Diego",All institutions,California,"San Diego State U., San Diego",3,35,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
2804,r047,"All institutions -> California -> Sanford-Burnham Medical Research Institute, La Jolla",All institutions,California,"Sanford-Burnham Medical Research Institute, La Jolla",3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2804,r048,All institutions -> California -> Santa Clara U.,All institutions,California,Santa Clara U.,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2804,r049,All institutions -> California -> Saybrook U.,All institutions,California,Saybrook U.,3,41,1,1,0,0,0,0,1,0,0,0,1,8,7,0,1,0
2804,r050,All institutions -> California -> Scripps Research Institute,All institutions,California,Scripps Research Institute,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2804,r051,All institutions -> California -> Sofia U.,All institutions,California,Sofia U.,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2804,r052,All institutions -> California -> Stanford U.,All institutions,California,Stanford U.,3,770,25,0,10,0,4,11,70,13,14,18,25,32,23,6,3,0
2804,r053,"All institutions -> California -> U. California, Berkeley",All institutions,California,"U. California, Berkeley",3,864,34,2,19,0,7,6,93,19,21,25,28,41,12,0,29,0
2804,r054,"All institutions -> California -> U. California, Davis",All institutions,California,"U. California, Davis",3,521,9,0,4,0,3,2,36,10,6,9,11,5,0,5,0,0
2804,r055,"All institutions -> California -> U. California, Irvine",All institutions,California,"U. California, Irvine",3,407,6,0,1,0,1,4,47,11,8,11,17,10,7,2,1,0
2804,r056,"All institutions -> California -> U. California, Los Angeles",All institutions,California,"U. California, Los Angeles",3,701,35,6,12,0,6,11,91,18,22,18,33,18,9,1,8,0
2804,r057,"All institutions -> California -> U. California, Merced",All institutions,California,"U. California, Merced",3,63,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2804,r058,"All institutions -> California -> U. California, Riverside",All institutions,California,"U. California, Riverside",3,292,10,0,8,0,0,2,30,1,3,13,13,0,0,0,0,0
2804,r059,"All institutions -> California -> U. California, San Diego",All institutions,California,"U. California, San Diego",3,492,9,6,3,0,0,0,41,0,12,5,24,4,1,3,0,0
2804,r060,"All institutions -> California -> U. California, San Francisco",All institutions,California,"U. California, San Francisco",3,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2804,r061,"All institutions -> California -> U. California, Santa Barbara",All institutions,California,"U. California, Santa Barbara",3,323,19,1,6,0,6,6,56,3,9,13,31,9,1,8,0,0
2804,r062,"All institutions -> California -> U. California, Santa Cruz",All institutions,California,"U. California, Santa Cruz",3,190,4,0,2,0,1,1,19,0,2,4,13,0,0,0,0,0
2804,r063,All institutions -> California -> U. of the Pacific,All institutions,California,U. of the Pacific,3,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2804,r064,All institutions -> California -> U. of the West,All institutions,California,U. of the West,3,4,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0
2804,r065,All institutions -> California -> U. San Diego,All institutions,California,U. San Diego,3,32,4,3,1,0,0,0,0,0,0,0,0,7,6,1,0,0
2804,r066,All institutions -> California -> U. San Francisco,All institutions,California,U. San Francisco,3,9,8,4,2,0,1,1,0,0,0,0,0,1,1,0,0,0
2804,r067,All institutions -> California -> U. Southern California,All institutions,California,U. Southern California,3,494,8,2,6,0,0,0,40,2,4,13,21,40,11,18,11,0
2804,r068,All institutions -> Colorado,All institutions,Colorado,,2,1036,99,27,47,0,21,4,68,8,5,18,37,28,7,10,11,0
2804,r069,All institutions -> Colorado -> Colorado School of Mines,All institutions,Colorado,Colorado School of Mines,3,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2804,r070,"All institutions -> Colorado -> Colorado State U., Fort Collins",All institutions,Colorado,"Colorado State U., Fort Collins",3,263,20,12,6,0,0,2,0,0,0,0,0,4,2,1,1,0
2804,r071,All institutions -> Colorado -> U. Colorado Boulder,All institutions,Colorado,U. Colorado Boulder,3,388,12,0,6,0,5,1,47,8,5,5,29,11,4,7,0,0
2804,r072,All institutions -> Colorado -> U. Colorado Colorado Springs,All institutions,Colorado,U. Colorado Colorado Springs,3,30,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2804,r073,All institutions -> Colorado -> U. Colorado Denver,All institutions,Colorado,U. Colorado Denver,3,106,5,0,0,0,4,1,0,0,0,0,0,4,1,0,3,0
2804,r074,All institutions -> Colorado -> U. Denver,All institutions,Colorado,U. Denver,3,96,17,2,14,0,1,0,21,0,0,13,8,7,0,2,5,0
2804,r075,All institutions -> Colorado -> U. Northern Colorado,All institutions,Colorado,U. Northern Colorado,3,57,36,4,21,0,11,0,0,0,0,0,0,2,0,0,2,0
2804,r076,All institutions -> Connecticut,All institutions,Connecticut,,2,796,16,2,13,0,1,0,113,27,21,19,46,34,16,5,13,0
2804,r077,All institutions -> Connecticut -> U. Bridgeport,All institutions,Connecticut,U. Bridgeport,3,12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2804,r078,"All institutions -> Connecticut -> U. Connecticut, Storrs",All institutions,Connecticut,"U. Connecticut, Storrs",3,355,16,2,13,0,1,0,28,7,6,7,8,17,8,5,4,0
2804,r079,All institutions -> Connecticut -> U. New Haven,All institutions,Connecticut,U. New Haven,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2804,r080,All institutions -> Connecticut -> Wesleyan U.,All institutions,Connecticut,Wesleyan U.,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2804,r081,All institutions -> Connecticut -> Yale U.,All institutions,Connecticut,Yale U.,3,415,0,0,0,0,0,0,85,20,15,12,38,16,7,0,9,0
2804,r082,All institutions -> Delaware,All institutions,Delaware,,2,241,12,0,8,0,3,1,8,0,1,3,4,7,4,0,3,0
2804,r083,All institutions -> Delaware -> Delaware State U.,All institutions,Delaware,Delaware State U.,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2804,r084,All institutions -> Delaware -> U. Delaware,All institutions,Delaware,U. Delaware,3,235,12,0,8,0,3,1,8,0,1,3,4,7,4,0,3,0
2804,r085,All institutions -> District of Columbia,All institutions,District of Columbia,,2,584,62,29,26,0,2,5,103,15,29,16,43,40,6,12,22,0
2804,r086,All institutions -> District of Columbia -> American U.,All institutions,District of Columbia,American U.,3,42,0,0,0,0,0,0,5,0,5,0,0,7,0,3,4,0
2804,r087,All institutions -> District of Columbia -> Catholic U. of America,All institutions,District of Columbia,Catholic U. of America,3,106,5,5,0,0,0,0,43,4,1,8,30,8,0,0,8,0
2804,r088,All institutions -> District of Columbia -> Gallaudet U.,All institutions,District of Columbia,Gallaudet U.,3,12,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0
2804,r089,All institutions -> District of Columbia -> George Washington U.,All institutions,District of Columbia,George Washington U.,3,228,51,24,21,0,1,5,16,0,6,8,2,12,6,0,6,0
2804,r090,All institutions -> District of Columbia -> Georgetown U.,All institutions,District of Columbia,Georgetown U.,3,110,1,0,0,0,1,0,29,8,12,0,9,2,0,0,2,0
2804,r091,All institutions -> District of Columbia -> Howard U.,All institutions,District of Columbia,Howard U.,3,86,5,0,5,0,0,0,7,0,5,0,2,11,0,9,2,0
2804,r092,All institutions -> Florida,All institutions,Florida,,2,2469,260,34,138,4,63,21,166,14,26,49,77,154,80,28,46,0
2804,r093,All institutions -> Florida -> Barry U.,All institutions,Florida,Barry U.,3,19,10,7,3,0,0,0,0,0,0,0,0,4,0,0,4,0
2804,r094,"All institutions -> Florida -> Embry-Riddle Aeronautical U., Daytona Beach",All institutions,Florida,"Embry-Riddle Aeronautical U., Daytona Beach",3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2804,r095,All institutions -> Florida -> Florida A&M U.,All institutions,Florida,Florida A&M U.,3,18,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2804,r096,All institutions -> Florida -> Florida Atlantic U.,All institutions,Florida,Florida Atlantic U.,3,110,23,11,10,1,0,1,8,0,0,4,4,12,10,0,2,0
2804,r097,All institutions -> Florida -> Florida Institute of Technology,All institutions,Florida,Florida Institute of Technology,3,84,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2804,r098,All institutions -> Florida -> Florida International U.,All institutions,Florida,Florida International U.,3,204,13,0,11,0,2,0,10,6,4,0,0,22,12,0,10,0
2804,r099,All institutions -> Florida -> Florida State U.,All institutions,Florida,Florida State U.,3,381,55,1,28,1,23,2,44,0,7,21,16,28,18,5,5,0
2804,r100,All institutions -> Florida -> Nova Southeastern U.,All institutions,Florida,Nova Southeastern U.,3,165,14,0,8,0,3,3,10,0,0,0,10,4,3,0,1,0
2804,r101,All institutions -> Florida -> U. Central Florida,All institutions,Florida,U. Central Florida,3,230,22,0,11,2,3,6,9,0,0,4,5,12,6,0,6,0
2804,r102,All institutions -> Florida -> U. Florida,All institutions,Florida,U. Florida,3,718,38,1,23,0,14,0,36,2,7,13,14,46,15,14,17,0
2804,r103,All institutions -> Florida -> U. Miami,All institutions,Florida,U. Miami,3,200,7,0,1,0,5,1,28,6,3,1,18,14,9,4,1,0
2804,r104,"All institutions -> Florida -> U. South Florida, Tampa",All institutions,Florida,"U. South Florida, Tampa",3,308,62,9,37,0,11,5,21,0,5,6,10,12,7,5,0,0
2804,r105,All institutions -> Florida -> U. West Florida,All institutions,Florida,U. West Florida,3,9,9,0,6,0,1,2,0,0,0,0,0,0,0,0,0,0
2804,r106,All institutions -> Georgia,All institutions,Georgia,,2,1447,116,10,64,6,31,5,130,12,23,54,41,97,54,12,31,0
2804,r107,All institutions -> Georgia -> Clark Atlanta U.,All institutions,Georgia,Clark Atlanta U.,3,16,0,0,0,0,0,0,5,0,0,2,3,2,0,0,2,0
2804,r108,All institutions -> Georgia -> Emory U.,All institutions,Georgia,Emory U.,3,216,0,0,0,0,0,0,53,5,9,12,27,12,7,0,5,0
2804,r109,All institutions -> Georgia -> Georgia Institute of Technology,All institutions,Georgia,Georgia Institute of Technology,3,503,1,0,0,0,1,0,5,0,0,0,5,16,10,1,5,0
2804,r110,All institutions -> Georgia -> Georgia Regents U.,All institutions,Georgia,Georgia Regents U.,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2804,r111,All institutions -> Georgia -> Georgia Southern U.,All institutions,Georgia,Georgia Southern U.,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2804,r112,All institutions -> Georgia -> Georgia State U.,All institutions,Georgia,Georgia State U.,3,233,40,0,25,4,11,0,34,0,9,25,0,25,19,4,2,0
2804,r113,All institutions -> Georgia -> Kennesaw State U.,All institutions,Georgia,Kennesaw State U.,3,16,0,0,0,0,0,0,0,0,0,0,0,12,7,0,5,0
2804,r114,All institutions -> Georgia -> Mercer U.,All institutions,Georgia,Mercer U.,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2804,r115,All institutions -> Georgia -> Morehouse School of Medicine,All institutions,Georgia,Morehouse School of Medicine,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2804,r116,All institutions -> Georgia -> U. Georgia,All institutions,Georgia,U. Georgia,3,428,75,10,39,2,19,5,33,7,5,15,6,29,10,7,12,0
2804,r117,All institutions -> Hawaii,All institutions,Hawaii,,2,209,16,0,13,0,3,0,30,6,2,10,12,10,3,5,2,0
2804,r118,"All institutions -> Hawaii -> U. Hawaii, Manoa",All institutions,Hawaii,"U. Hawaii, Manoa",3,209,16,0,13,0,3,0,30,6,2,10,12,10,3,5,2,0
2804,r119,All institutions -> Idaho,All institutions,Idaho,,2,104,29,7,17,0,0,5,4,1,0,3,0,4,0,0,4,0
2804,r120,All institutions -> Idaho -> Boise State U.,All institutions,Idaho,Boise State U.,3,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0
2804,r121,All institutions -> Idaho -> Idaho State U.,All institutions,Idaho,Idaho State U.,3,39,18,5,12,0,0,1,4,1,0,3,0,0,0,0,0,0
2804,r122,All institutions -> Idaho -> U. Idaho,All institutions,Idaho,U. Idaho,3,42,11,2,5,0,0,4,0,0,0,0,0,1,0,0,1,0
2804,r123,All institutions -> Illinois,All institutions,Illinois,,2,2492,123,12,88,0,19,4,321,27,61,67,166,146,89,22,35,0
2804,r124,All institutions -> Illinois -> Benedictine U.,All institutions,Illinois,Benedictine U.,3,15,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0
2804,r125,All institutions -> Illinois -> Chicago Theological Seminary,All institutions,Illinois,Chicago Theological Seminary,3,4,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0
2804,r126,All institutions -> Illinois -> DePaul U.,All institutions,Illinois,DePaul U.,3,17,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
2804,r127,All institutions -> Illinois -> Garrett-Evangelical Theological Seminary,All institutions,Illinois,Garrett-Evangelical Theological Seminary,3,9,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0
2804,r128,All institutions -> Illinois -> Illinois Institute of Technology,All institutions,Illinois,Illinois Institute of Technology,3,103,6,0,0,0,6,0,1,0,0,0,1,14,10,0,4,0
2804,r129,All institutions -> Illinois -> Illinois State U.,All institutions,Illinois,Illinois State U.,3,30,11,3,4,0,4,0,6,0,0,5,1,0,0,0,0,0
2804,r130,"All institutions -> Illinois -> Institute for Clinical Social Work, Chicago",All institutions,Illinois,"Institute for Clinical Social Work, Chicago",3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0
2804,r131,"All institutions -> Illinois -> Loyola U., Chicago",All institutions,Illinois,"Loyola U., Chicago",3,73,7,0,6,0,0,1,13,0,2,2,9,1,0,0,1,0
2804,r132,"All institutions -> Illinois -> Lutheran School of Theology, Chicago",All institutions,Illinois,"Lutheran School of Theology, Chicago",3,9,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0
2804,r133,All institutions -> Illinois -> National Louis U.,All institutions,Illinois,National Louis U.,3,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2804,r134,All institutions -> Illinois -> Northern Illinois U.,All institutions,Illinois,Northern Illinois U.,3,70,14,0,14,0,0,0,6,0,2,4,0,0,0,0,0,0
2804,r135,All institutions -> Illinois -> Northwestern U.,All institutions,Illinois,Northwestern U.,3,484,6,0,5,0,1,0,65,4,16,12,33,25,23,2,0,0
2804,r136,All institutions -> Illinois -> Roosevelt U.,All institutions,Illinois,Roosevelt U.,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2804,r137,All institutions -> Illinois -> Rosalind Franklin U. of Medicine and Science,All institutions,Illinois,Rosalind Franklin U. of Medicine and Science,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2804,r138,All institutions -> Illinois -> Rush U.,All institutions,Illinois,Rush U.,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2804,r139,"All institutions -> Illinois -> Southern Illinois U., Carbondale",All institutions,Illinois,"Southern Illinois U., Carbondale",3,134,17,1,11,0,3,2,14,0,2,3,9,7,1,6,0,0
2804,r140,"All institutions -> Illinois -> Toyota Technological Institute, Chicago",All institutions,Illinois,"Toyota Technological Institute, Chicago",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2804,r141,All institutions -> Illinois -> U. Chicago,All institutions,Illinois,U. Chicago,3,409,0,0,0,0,0,0,125,13,29,24,59,26,18,0,8,0
2804,r142,"All institutions -> Illinois -> U. Illinois, Chicago",All institutions,Illinois,"U. Illinois, Chicago",3,326,21,0,18,0,3,0,20,2,4,5,9,13,5,3,5,0
2804,r143,"All institutions -> Illinois -> U. Illinois, Urbana-Champaign",All institutions,Illinois,"U. Illinois, Urbana-Champaign",3,759,41,8,30,0,2,1,40,8,6,12,14,43,18,11,14,0
2804,r144,"All institutions -> Illinois -> Wheaton C., Wheaton",All institutions,Illinois,"Wheaton C., Wheaton",3,6,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0
2804,r145,All institutions -> Indiana,All institutions,Indiana,,2,1569,143,31,77,1,27,7,195,36,33,52,74,71,34,17,20,0
2804,r146,All institutions -> Indiana -> Ball State U.,All institutions,Indiana,Ball State U.,3,33,5,0,3,0,1,1,4,0,0,4,0,0,0,0,0,0
2804,r147,All institutions -> Indiana -> Indiana State U.,All institutions,Indiana,Indiana State U.,3,55,43,26,15,0,0,2,0,0,0,0,0,4,4,0,0,0
2804,r148,"All institutions -> Indiana -> Indiana U., Bloomington",All institutions,Indiana,"Indiana U., Bloomington",3,428,54,1,38,0,13,2,93,26,12,17,38,27,13,7,7,0
2804,r149,"All institutions -> Indiana -> Indiana U.-Purdue U., Indianapolis",All institutions,Indiana,"Indiana U.-Purdue U., Indianapolis",3,83,3,2,0,0,1,0,0,0,0,0,0,14,0,1,13,0
2804,r150,"All institutions -> Indiana -> Purdue U., West Lafayette",All institutions,Indiana,"Purdue U., West Lafayette",3,730,38,2,21,1,12,2,39,6,6,22,5,26,17,9,0,0
2804,r151,All institutions -> Indiana -> U. Notre Dame,All institutions,Indiana,U. Notre Dame,3,240,0,0,0,0,0,0,59,4,15,9,31,0,0,0,0,0
2804,r152,All institutions -> Iowa,All institutions,Iowa,,2,727,76,9,39,1,20,7,37,3,5,14,15,45,29,7,9,0
2804,r153,All institutions -> Iowa -> Iowa State U.,All institutions,Iowa,Iowa State U.,3,389,25,4,8,0,7,6,4,0,1,3,0,19,12,1,6,0
2804,r154,All institutions -> Iowa -> Maharishi U. of Management,All institutions,Iowa,Maharishi U. of Management,3,5,0,0,0,0,0,0,1,0,0,0,1,3,3,0,0,0
2804,r155,All institutions -> Iowa -> St. Ambrose U.,All institutions,Iowa,St. Ambrose U.,3,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
2804,r156,All institutions -> Iowa -> U. Iowa,All institutions,Iowa,U. Iowa,3,311,35,1,26,0,8,0,32,3,4,11,14,20,12,6,2,0
2804,r157,All institutions -> Iowa -> U. Northern Iowa,All institutions,Iowa,U. Northern Iowa,3,20,16,4,5,1,5,1,0,0,0,0,0,1,0,0,1,0
2804,r158,All institutions -> Kansas,All institutions,Kansas,,2,536,54,1,36,0,12,5,35,5,8,12,10,38,14,5,19,0
2804,r159,All institutions -> Kansas -> Kansas State U.,All institutions,Kansas,Kansas State U.,3,195,19,0,10,0,4,5,2,0,2,0,0,15,11,0,4,0
2804,r160,All institutions -> Kansas -> U. Kansas,All institutions,Kansas,U. Kansas,3,304,35,1,26,0,8,0,33,5,6,12,10,23,3,5,15,0
2804,r161,All institutions -> Kansas -> Wichita State U.,All institutions,Kansas,Wichita State U.,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2804,r162,All institutions -> Kentucky,All institutions,Kentucky,,2,524,53,20,19,5,6,3,68,4,2,10,52,35,14,6,15,0
2804,r163,All institutions -> Kentucky -> Asbury Theological Seminary,All institutions,Kentucky,Asbury Theological Seminary,3,16,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0
2804,r164,All institutions -> Kentucky -> Southern Baptist Theological Seminary,All institutions,Kentucky,Southern Baptist Theological Seminary,3,32,1,1,0,0,0,0,31,0,1,0,30,0,0,0,0,0
