table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_engineering,field_other_fields
10831,r001,All agencies,All agencies,,,,,1,51013890,3028848,2720823,21942239,313354,2914046,2446475,1338309,12835206,3474589
10831,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,
10831,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,1618507,13591,10908,1191817,6351,68098,11975,171244,60682,83840
10831,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Marketing Service,All agencies,Departments,Department of Agriculture,Agricultural Marketing Service,,4,9455,0,0,9455,0,0,0,0,0,0
10831,r005,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,743200,966,0,686048,0,47713,0,1784,6689,0
10831,r006,All agencies -> Departments -> Department of Agriculture -> Economic Research Service,All agencies,Departments,Department of Agriculture,Economic Research Service,,4,92612,0,0,0,0,0,0,92612,0,0
10831,r007,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,165989,0,2369,128585,0,2953,0,26862,5220,0
10831,r008,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,6376,6376,0,0,0,0,0,0,0,0
10831,r009,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,600874,6249,8538,367729,6351,17431,11975,49987,48773,83840
10831,r010,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,1755115,281790,757118,88630,12070,103460,0,160109,312862,39074
10831,r011,All agencies -> Departments -> Department of Commerce -> Census Bureau,All agencies,Departments,Department of Commerce,Census Bureau,,4,222038,74195,0,0,8432,0,0,139410,0,0
10831,r012,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,605126,202463,10194,26376,1102,70253,0,5012,287704,2021
10831,r013,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,915351,5132,746924,62254,2536,33207,0,15687,12558,37052
10831,r014,All agencies -> Departments -> Department of Commerce -> National Telecommunications and Information Administration,All agencies,Departments,Department of Commerce,National Telecommunications and Information Administration,,4,12600,0,0,0,0,0,0,0,12600,0
10831,r015,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,8391914,1594027,493762,809519,50794,265815,75251,29054,4454801,618890
10831,r016,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,1677011,913382,97501,186257,0,72890,3050,17824,360196,25910
10831,r017,All agencies -> Departments -> Department of Defense -> Defense Health Agency,All agencies,Departments,Department of Defense,Defense Health Agency,,4,164749,0,0,161954,0,0,0,0,2628,168
10831,r018,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,2032976,27331,0,8980,122,16568,1,2,1971022,8950
10831,r019,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,1775695,156592,10956,274958,40393,5936,66984,0,809673,410201
10831,r020,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,1475266,168929,378755,30901,0,58061,3823,6358,777639,50800
10831,r021,All agencies -> Departments -> Department of Defense -> Space Force,All agencies,Departments,Department of Defense,Space Force,,4,101354,0,0,0,0,0,0,0,101354,0
10831,r022,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,1164863,327793,6549,146470,10278,112360,1392,4871,432290,122861
10831,r023,All agencies -> Departments -> Department of Education,All agencies,Departments,Department of Education,,,3,235979,0,0,0,0,0,0,0,0,235979
10831,r024,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,5785748,749262,108340,12476,13194,1547442,0,0,3355034,0
10831,r025,All agencies -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,,4,235000,7141,959,12476,0,27478,0,0,186945,0
10831,r026,All agencies -> Departments -> Department of Energy -> Electricity Delivery and Energy Reliability,All agencies,Departments,Department of Energy,Electricity Delivery and Energy Reliability,,4,62350,0,0,0,0,0,0,0,62350,0
10831,r027,All agencies -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,724182,0,0,0,0,0,0,0,724182,0
10831,r028,All agencies -> Departments -> Department of Energy -> Environmental Management,All agencies,Departments,Department of Energy,Environmental Management,,4,14190,0,14190,0,0,0,0,0,0,0
10831,r029,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,938163,0,89125,0,0,149168,0,0,699870,0
10831,r030,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,2864740,708951,4065,0,13194,1370796,0,0,767734,0
10831,r031,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,2554182,694538,0,0,0,1237149,0,0,622495,0
10831,r032,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Naval Nuclear Propulsion Program,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Naval Nuclear Propulsion Program,5,141400,0,0,0,0,0,0,0,141400,0
10831,r033,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,169158,14413,4065,0,13194,133647,0,0,3840,0
10831,r034,All agencies -> Departments -> Department of Energy -> Nuclear Energy,All agencies,Departments,Department of Energy,Nuclear Energy,,4,913953,0,0,0,0,0,0,0,913953,0
10831,r035,"All agencies -> Departments -> Department of Energy -> Office of Cybersecurity, Energy Security, and Emergency Response",All agencies,Departments,Department of Energy,"Office of Cybersecurity, Energy Security, and Emergency Response",,4,33170,33170,0,0,0,0,0,0,0,0
10831,r036,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,25426706,49307,328442,17707417,221410,562747,2340689,718221,1794401,1704074
10831,r037,All agencies -> Departments -> Department of Health and Human Services -> Administration for Children and Families,All agencies,Departments,Department of Health and Human Services,Administration for Children and Families,,4,9405,0,0,0,0,0,0,9405,0,0
10831,r038,All agencies -> Departments -> Department of Health and Human Services -> Administration for Community Living,All agencies,Departments,Department of Health and Human Services,Administration for Community Living,,4,112862,0,0,0,0,0,0,112862,0,0
10831,r039,All agencies -> Departments -> Department of Health and Human Services -> Agency for Healthcare Research and Quality,All agencies,Departments,Department of Health and Human Services,Agency for Healthcare Research and Quality,,4,337445,49189,0,192974,0,0,7799,20813,803,65867
10831,r040,All agencies -> Departments -> Department of Health and Human Services -> Agency for Toxic Substances and Disease Registry,All agencies,Departments,Department of Health and Human Services,Agency for Toxic Substances and Disease Registry,,4,11777,0,11777,0,0,0,0,0,0,0
10831,r041,All agencies -> Departments -> Department of Health and Human Services -> Biomedical Advanced Research and Development Authority,All agencies,Departments,Department of Health and Human Services,Biomedical Advanced Research and Development Authority,,4,817834,0,0,817834,0,0,0,0,0,0
10831,r042,All agencies -> Departments -> Department of Health and Human Services -> Centers for Disease Control and Prevention,All agencies,Departments,Department of Health and Human Services,Centers for Disease Control and Prevention,,4,360652,118,0,303901,120,1617,574,39348,14173,801
10831,r043,All agencies -> Departments -> Department of Health and Human Services -> Food and Drug Administration,All agencies,Departments,Department of Health and Human Services,Food and Drug Administration,,4,629764,0,0,629764,0,0,0,0,0,0
10831,r044,All agencies -> Departments -> Department of Health and Human Services -> Health Resources and Services Administration,All agencies,Departments,Department of Health and Human Services,Health Resources and Services Administration,,4,43043,0,0,43043,0,0,0,0,0,0
10831,r045,All agencies -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies,Departments,Department of Health and Human Services,National Institutes of Health,,4,23065925,0,316665,15719902,221290,561130,2332315,497792,1779425,1637406
10831,r046,All agencies -> Departments -> Department of Health and Human Services -> Office of the Secretary of Health and Human Services,All agencies,Departments,Department of Health and Human Services,Office of the Secretary of Health and Human Services,,4,38000,0,0,0,0,0,0,38000,0,0
10831,r047,All agencies -> Departments -> Department of Health and Human Services -> Office of the Secretary of Health and Human Services -> Office of the Assistant Secretary for Planning and Evaluation,All agencies,Departments,Department of Health and Human Services,Office of the Secretary of Health and Human Services,Office of the Assistant Secretary for Planning and Evaluation,5,38000,0,0,0,0,0,0,38000,0,0
10831,r048,All agencies -> Departments -> Department of Homeland Security,All agencies,Departments,Department of Homeland Security,,,3,169286,42110,10003,11700,0,31003,0,0,45471,29000
10831,r049,All agencies -> Departments -> Department of Homeland Security -> Coast Guard,All agencies,Departments,Department of Homeland Security,Coast Guard,,4,2243,563,3,0,0,0,0,0,1678,0
10831,r050,All agencies -> Departments -> Department of Homeland Security -> Countering Weapons of Mass Destruction Office,All agencies,Departments,Department of Homeland Security,Countering Weapons of Mass Destruction Office,,4,29753,7050,0,7700,0,15003,0,0,0,0
10831,r051,All agencies -> Departments -> Department of Homeland Security -> Cybersecurity and Infrastructure Security Agency,All agencies,Departments,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,,4,4290,3497,0,0,0,0,0,0,793,0
10831,r052,All agencies -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Departments,Department of Homeland Security,Science and Technology Directorate,,4,133000,31000,10000,4000,0,16000,0,0,43000,29000
10831,r053,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,776253,5974,608333,81949,0,6449,0,31519,39569,2460
10831,r054,All agencies -> Departments -> Department of the Interior -> Bureau of Indian Affairs,All agencies,Departments,Department of the Interior,Bureau of Indian Affairs,,4,5000,0,0,5000,0,0,0,0,0,0
10831,r055,All agencies -> Departments -> Department of the Interior -> Bureau of Land Management,All agencies,Departments,Department of the Interior,Bureau of Land Management,,4,11472,0,0,11472,0,0,0,0,0,0
10831,r056,All agencies -> Departments -> Department of the Interior -> Bureau of Ocean Energy Management,All agencies,Departments,Department of the Interior,Bureau of Ocean Energy Management,,4,71666,5974,43958,0,0,4253,0,15021,0,2460
10831,r057,All agencies -> Departments -> Department of the Interior -> Bureau of Reclamation,All agencies,Departments,Department of the Interior,Bureau of Reclamation,,4,27922,0,0,0,0,0,0,0,27922,0
10831,r058,All agencies -> Departments -> Department of the Interior -> Bureau of Safety and Environmental Enforcement,All agencies,Departments,Department of the Interior,Bureau of Safety and Environmental Enforcement,,4,14003,0,160,0,0,2196,0,0,11647,0
10831,r059,All agencies -> Departments -> Department of the Interior -> Fish and Wildlife Service,All agencies,Departments,Department of the Interior,Fish and Wildlife Service,,4,44411,0,0,44411,0,0,0,0,0,0
10831,r060,All agencies -> Departments -> Department of the Interior -> Geological Survey,All agencies,Departments,Department of the Interior,Geological Survey,,4,574557,0,564215,10342,0,0,0,0,0,0
10831,r061,All agencies -> Departments -> Department of the Interior -> National Park Service,All agencies,Departments,Department of the Interior,National Park Service,,4,27222,0,0,10724,0,0,0,16498,0,0
10831,r062,All agencies -> Departments -> Department of Justice,All agencies,Departments,Department of Justice,,,3,108750,444,0,6830,293,13537,1582,64930,584,20549
10831,r063,All agencies -> Departments -> Department of Justice -> Bureau of Prisons,All agencies,Departments,Department of Justice,Bureau of Prisons,,4,1,0,0,0,0,0,0,1,0,0
10831,r064,All agencies -> Departments -> Department of Justice -> Federal Bureau of Investigation,All agencies,Departments,Department of Justice,Federal Bureau of Investigation,,4,20549,0,0,0,0,0,0,0,0,20549
10831,r065,All agencies -> Departments -> Department of Justice -> Office of Justice Programs,All agencies,Departments,Department of Justice,Office of Justice Programs,,4,88199,444,0,6830,293,13537,1582,64929,584,0
10831,r066,All agencies -> Departments -> Department of Labor,All agencies,Departments,Department of Labor,,,3,4066,0,0,0,0,0,0,4066,0,0
10831,r067,All agencies -> Departments -> Department of Labor -> Employee Benefits Security Administration,All agencies,Departments,Department of Labor,Employee Benefits Security Administration,,4,2244,0,0,0,0,0,0,2244,0,0
10831,r068,All agencies -> Departments -> Department of Labor -> Occupational Safety and Health Administration,All agencies,Departments,Department of Labor,Occupational Safety and Health Administration,,4,1822,0,0,0,0,0,0,1822,0,0
10831,r069,All agencies -> Departments -> Department of State,All agencies,Departments,Department of State,,,3,38000,0,0,38000,0,0,0,0,0,0
10831,r070,All agencies -> Departments -> Department of Transportation,All agencies,Departments,Department of Transportation,,,3,956551,21728,15056,27405,4865,14200,16965,33275,799743,23315
10831,r071,All agencies -> Departments -> Department of Transportation -> Federal Aviation Administration,All agencies,Departments,Department of Transportation,Federal Aviation Administration,,4,255833,12570,15056,7621,4865,0,16965,0,178805,19952
10831,r072,All agencies -> Departments -> Department of Transportation -> Federal Highway Administration,All agencies,Departments,Department of Transportation,Federal Highway Administration,,4,435999,0,0,0,0,0,0,0,435999,0
10831,r073,All agencies -> Departments -> Department of Transportation -> Federal Motor Carrier Safety Administration,All agencies,Departments,Department of Transportation,Federal Motor Carrier Safety Administration,,4,12000,0,0,0,0,12000,0,0,0,0
10831,r074,All agencies -> Departments -> Department of Transportation -> Federal Railroad Administration,All agencies,Departments,Department of Transportation,Federal Railroad Administration,,4,39550,0,0,0,0,0,0,0,39550,0
