table_id,row_id,academic_institution_full_path,academic_institution_level_1,academic_institution_level_2,academic_institution_level_3,academic_institution_hierarchy_depth,field_doctorate_recipients
1208,r001,"Science, all institutions","Science, all institutions",,,1,9271
1208,r002,"Science, all institutions -> Foreign or unknown institutions","Science, all institutions",Foreign or unknown institutions,,2,3288
1208,r003,"Science, all institutions -> Top 52 U.S. institutions","Science, all institutions",Top 52 U.S. institutions,,2,3007
1208,r004,"Science, all institutions -> Top 52 U.S. institutions -> U. Puerto Rico, Rio Piedras","Science, all institutions",Top 52 U.S. institutions,"U. Puerto Rico, Rio Piedras",3,263
1208,r005,"Science, all institutions -> Top 52 U.S. institutions -> U. Puerto Rico, Mayaguez","Science, all institutions",Top 52 U.S. institutions,"U. Puerto Rico, Mayaguez",3,194
1208,r006,"Science, all institutions -> Top 52 U.S. institutions -> U. Texas, El Paso","Science, all institutions",Top 52 U.S. institutions,"U. Texas, El Paso",3,123
1208,r007,"Science, all institutions -> Top 52 U.S. institutions -> U. California, Los Angeles","Science, all institutions",Top 52 U.S. institutions,"U. California, Los Angeles",3,118
1208,r008,"Science, all institutions -> Top 52 U.S. institutions -> Florida International U.","Science, all institutions",Top 52 U.S. institutions,Florida International U.,3,112
1208,r009,"Science, all institutions -> Top 52 U.S. institutions -> U. California, Berkeley","Science, all institutions",Top 52 U.S. institutions,"U. California, Berkeley",3,110
1208,r010,"Science, all institutions -> Top 52 U.S. institutions -> U. California, Davis","Science, all institutions",Top 52 U.S. institutions,"U. California, Davis",3,98
1208,r011,"Science, all institutions -> Top 52 U.S. institutions -> U. Florida","Science, all institutions",Top 52 U.S. institutions,U. Florida,3,96
1208,r012,"Science, all institutions -> Top 52 U.S. institutions -> U. California, Irvine","Science, all institutions",Top 52 U.S. institutions,"U. California, Irvine",3,86
1208,r013,"Science, all institutions -> Top 52 U.S. institutions -> U. Texas, Austin","Science, all institutions",Top 52 U.S. institutions,"U. Texas, Austin",3,83
1208,r014,"Science, all institutions -> Top 52 U.S. institutions -> Texas A&M U., College Station and Health Science Center","Science, all institutions",Top 52 U.S. institutions,"Texas A&M U., College Station and Health Science Center",3,80
1208,r015,"Science, all institutions -> Top 52 U.S. institutions -> U. Arizona","Science, all institutions",Top 52 U.S. institutions,U. Arizona,3,69
1208,r016,"Science, all institutions -> Top 52 U.S. institutions -> Stanford U.","Science, all institutions",Top 52 U.S. institutions,Stanford U.,3,67
1208,r017,"Science, all institutions -> Top 52 U.S. institutions -> U. California, San Diego","Science, all institutions",Top 52 U.S. institutions,"U. California, San Diego",3,63
1208,r018,"Science, all institutions -> Top 52 U.S. institutions -> U. Miami","Science, all institutions",Top 52 U.S. institutions,U. Miami,3,55
1208,r019,"Science, all institutions -> Top 52 U.S. institutions -> U. New Mexico, Albuquerque","Science, all institutions",Top 52 U.S. institutions,"U. New Mexico, Albuquerque",3,55
1208,r020,"Science, all institutions -> Top 52 U.S. institutions -> Massachusetts Institute of Technology","Science, all institutions",Top 52 U.S. institutions,Massachusetts Institute of Technology,3,53
1208,r021,"Science, all institutions -> Top 52 U.S. institutions -> U. California, Santa Cruz","Science, all institutions",Top 52 U.S. institutions,"U. California, Santa Cruz",3,53
1208,r022,"Science, all institutions -> Top 52 U.S. institutions -> U. Texas, San Antonio","Science, all institutions",Top 52 U.S. institutions,"U. Texas, San Antonio",3,53
1208,r023,"Science, all institutions -> Top 52 U.S. institutions -> U. California, Santa Barbara","Science, all institutions",Top 52 U.S. institutions,"U. California, Santa Barbara",3,52
1208,r024,"Science, all institutions -> Top 52 U.S. institutions -> Florida State U.","Science, all institutions",Top 52 U.S. institutions,Florida State U.,3,51
1208,r025,"Science, all institutions -> Top 52 U.S. institutions -> San Diego State U., San Diego","Science, all institutions",Top 52 U.S. institutions,"San Diego State U., San Diego",3,48
1208,r026,"Science, all institutions -> Top 52 U.S. institutions -> U. California, Riverside","Science, all institutions",Top 52 U.S. institutions,"U. California, Riverside",3,48
1208,r027,"Science, all institutions -> Top 52 U.S. institutions -> New York U.","Science, all institutions",Top 52 U.S. institutions,New York U.,3,46
1208,r028,"Science, all institutions -> Top 52 U.S. institutions -> Harvard U.","Science, all institutions",Top 52 U.S. institutions,Harvard U.,3,44
1208,r029,"Science, all institutions -> Top 52 U.S. institutions -> U. Puerto Rico, Humacao","Science, all institutions",Top 52 U.S. institutions,"U. Puerto Rico, Humacao",3,44
1208,r030,"Science, all institutions -> Top 52 U.S. institutions -> U. Puerto Rico, Cayey","Science, all institutions",Top 52 U.S. institutions,"U. Puerto Rico, Cayey",3,43
1208,r031,"Science, all institutions -> Top 52 U.S. institutions -> Cornell U.","Science, all institutions",Top 52 U.S. institutions,Cornell U.,3,42
1208,r032,"Science, all institutions -> Top 52 U.S. institutions -> U. Central Florida","Science, all institutions",Top 52 U.S. institutions,U. Central Florida,3,42
1208,r033,"Science, all institutions -> Top 52 U.S. institutions -> Arizona State U.","Science, all institutions",Top 52 U.S. institutions,Arizona State U.,3,41
1208,r034,"Science, all institutions -> Top 52 U.S. institutions -> U. Texas Pan American","Science, all institutions",Top 52 U.S. institutions,U. Texas Pan American,3,39
1208,r035,"Science, all institutions -> Top 52 U.S. institutions -> New Mexico State U., Las Cruces","Science, all institutions",Top 52 U.S. institutions,"New Mexico State U., Las Cruces",3,38
1208,r036,"Science, all institutions -> Top 52 U.S. institutions -> U. Illinois, Urbana-Champaign","Science, all institutions",Top 52 U.S. institutions,"U. Illinois, Urbana-Champaign",3,37
1208,r037,"Science, all institutions -> Top 52 U.S. institutions -> Yale U.","Science, all institutions",Top 52 U.S. institutions,Yale U.,3,36
1208,r038,"Science, all institutions -> Top 52 U.S. institutions -> Columbia U. in the City of New York","Science, all institutions",Top 52 U.S. institutions,Columbia U. in the City of New York,3,35
1208,r039,"Science, all institutions -> Top 52 U.S. institutions -> U. Michigan, Ann Arbor","Science, all institutions",Top 52 U.S. institutions,"U. Michigan, Ann Arbor",3,34
1208,r040,"Science, all institutions -> Top 52 U.S. institutions -> California State U., Northridge","Science, all institutions",Top 52 U.S. institutions,"California State U., Northridge",3,33
1208,r041,"Science, all institutions -> Top 52 U.S. institutions -> California State U., Long Beach","Science, all institutions",Top 52 U.S. institutions,"California State U., Long Beach",3,31
1208,r042,"Science, all institutions -> Top 52 U.S. institutions -> Duke U.","Science, all institutions",Top 52 U.S. institutions,Duke U.,3,30
1208,r043,"Science, all institutions -> Top 52 U.S. institutions -> Pennsylvania State U., University Park and Hershey Medical Center","Science, all institutions",Top 52 U.S. institutions,"Pennsylvania State U., University Park and Hershey Medical Center",3,30
