table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_agencies,field_dhs,field_doc,field_dod,field_doe,field_doi,field_dot,field_ed,field_epa,field_hhs,field_nasa,field_nsf,field_usda,field_othera
4338,r001,All minority-serving institutions,All minority-serving institutions,,1,-,1009981.4,401.8,12537.7,71350.9,22643.9,3179.3,11788.7,14836.5,300.0,402298.9,12177.8,304294.0,154149.0,23.0
4338,r002,All minority-serving institutions -> U. New Mexico,All minority-serving institutions,U. New Mexico,2,1,114483.6,0.0,10.0,7580.4,2942.3,449.5,0.0,0.0,300.0,75853.8,907.0,26419.5,21.0,0.0
4338,r003,All minority-serving institutions -> Florida International U.,All minority-serving institutions,Florida International U.,2,2,70446.1,0.0,711.1,8058.1,4255.5,1307.6,2800.2,1007.5,0.0,31329.1,467.9,19989.0,520.2,0.0
4338,r004,"All minority-serving institutions -> New Mexico State U., Las Cruces",All minority-serving institutions,"New Mexico State U., Las Cruces",2,3,50957.1,0.0,0.0,14790.1,1621.5,500.0,132.9,249.7,0.0,8983.0,1773.5,8339.7,14566.7,0.0
4338,r005,"All minority-serving institutions -> U. Puerto Rico, Medical Sciences Campus",All minority-serving institutions,"U. Puerto Rico, Medical Sciences Campus",2,4,28417.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28034.5,310.0,73.0,0.0,0.0
4338,r006,"All minority-serving institutions -> U. Texas, El Paso",All minority-serving institutions,"U. Texas, El Paso",2,5,27678.1,0.0,0.0,1939.6,0.0,399.0,155.0,756.4,0.0,17650.2,240.4,5349.3,1188.3,0.0
4338,r007,All minority-serving institutions -> Florida Atlantic U.,All minority-serving institutions,Florida Atlantic U.,2,6,26410.6,0.0,1274.6,2494.3,1044.2,353.7,2800.2,0.0,0.0,8341.8,124.4,5822.7,4154.6,0.0
4338,r008,"All minority-serving institutions -> U. Texas, San Antonio",All minority-serving institutions,"U. Texas, San Antonio",2,7,23578.7,0.0,0.0,1340.1,2000.0,0.0,0.0,216.0,0.0,11339.0,99.9,8583.8,0.0,0.0
4338,r009,All minority-serving institutions -> North Carolina Agricultural and Technical State U.,All minority-serving institutions,North Carolina Agricultural and Technical State U.,2,8,22703.8,0.0,0.0,2255.0,0.0,0.0,2800.2,0.0,0.0,1791.7,0.0,8790.0,7066.9,0.0
4338,r010,"All minority-serving institutions -> U. California, Merced",All minority-serving institutions,"U. California, Merced",2,9,21337.6,0.0,66.7,2939.8,1860.0,10.0,0.0,0.0,0.0,6012.7,73.8,9848.2,526.4,0.0
4338,r011,"All minority-serving institutions -> CUNY, City C.",All minority-serving institutions,"CUNY, City C.",2,10,18092.2,0.0,0.0,575.6,389.3,0.0,0.0,0.0,0.0,7592.9,0.0,9534.3,0.0,0.0
4338,r012,All minority-serving institutions -> Prairie View A&M U.,All minority-serving institutions,Prairie View A&M U.,2,11,16849.2,0.0,0.0,1199.8,2000.0,0.0,0.0,211.4,0.0,111.8,284.9,4218.5,8822.8,0.0
4338,r013,All minority-serving institutions -> Tennessee State U.,All minority-serving institutions,Tennessee State U.,2,12,16670.2,0.0,0.0,708.7,0.0,0.0,0.0,235.4,0.0,1399.4,0.0,4884.0,9442.8,0.0
4338,r014,"All minority-serving institutions -> U. Puerto Rico, system office",All minority-serving institutions,"U. Puerto Rico, system office",2,13,16260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5606.1,255.0,3896.7,6502.2,0.0
4338,r015,All minority-serving institutions -> Howard U.,All minority-serving institutions,Howard U.,2,14,16016.3,0.0,0.0,787.5,0.0,0.0,0.0,499.9,0.0,10138.9,0.0,4567.0,0.0,23.0
4338,r016,All minority-serving institutions -> Morgan State U.,All minority-serving institutions,Morgan State U.,2,15,15851.0,0.0,35.0,615.1,0.0,0.0,2800.2,0.0,0.0,8461.2,712.5,3227.1,0.0,0.0
