table_id,row_id,budget_function_full_path,budget_function_level_1,budget_function_level_2,budget_function_level_3,budget_function_hierarchy_depth,field_2019_actual,field_2020_preliminarya,field_2021_proposed
3362,r001,R&D and R&D plant,R&D and R&D plant,,,1,100.0,100.0,100.0
3362,r002,R&D and R&D plant -> National defense,R&D and R&D plant,National defense,,2,48.0,49.2,50.7
3362,r003,R&D and R&D plant -> Health<sup>b</sup>,R&D and R&D plant,Health<sup>b</sup>,,2,26.0,24.8,25.1
3362,r004,R&D and R&D plant -> General science and basic research,R&D and R&D plant,General science and basic research,,2,8.8,8.3,8.0
3362,r005,"R&D and R&D plant -> Space flight, research, and supporting activities",R&D and R&D plant,"Space flight, research, and supporting activities",,2,6.8,8.2,8.4
3362,r006,R&D and R&D plant -> Energy,R&D and R&D plant,Energy,,2,3.0,2.8,1.6
3362,r007,R&D and R&D plant -> Natural resources and environment,R&D and R&D plant,Natural resources and environment,,2,1.9,1.7,1.3
3362,r008,R&D and R&D plant -> Agriculture,R&D and R&D plant,Agriculture,,2,1.8,1.6,1.7
3362,r009,R&D and R&D plant -> Transportation,R&D and R&D plant,Transportation,,2,1.1,1.0,0.8
3362,r010,R&D and R&D plant -> Veterans benefits and services,R&D and R&D plant,Veterans benefits and services,,2,0.9,0.8,0.9
3362,r011,R&D and R&D plant -> Commerce and housing credit,R&D and R&D plant,Commerce and housing credit,,2,0.6,0.6,0.6
3362,r012,R&D and R&D plant -> Administration of justice,R&D and R&D plant,Administration of justice,,2,0.4,0.3,0.3
3362,r013,"R&D and R&D plant -> Education, training, employment, and social services",R&D and R&D plant,"Education, training, employment, and social services",,2,0.4,0.4,0.4
3362,r014,R&D and R&D plant -> International affairs,R&D and R&D plant,International affairs,,2,0.2,0.1,0.05
3362,r015,R&D and R&D plant -> Community and regional development,R&D and R&D plant,Community and regional development,,2,0.1,0.1,0.1
3362,r016,R&D and R&D plant -> Income security,R&D and R&D plant,Income security,,2,0.1,0.1,0.1
3362,r017,R&D and R&D plant -> Medicare,R&D and R&D plant,Medicare,,2,0.05,0.05,0.05
3362,r018,R&D and R&D plant -> R&D,R&D and R&D plant,R&D,,2,100.0,100.0,100.0
3362,r019,R&D and R&D plant -> R&D -> National defense,R&D and R&D plant,R&D,National defense,3,49.0,49.5,51.4
3362,r020,R&D and R&D plant -> R&D -> Health<sup>b</sup>,R&D and R&D plant,R&D,Health<sup>b</sup>,3,26.6,25.5,25.5
3362,r021,R&D and R&D plant -> R&D -> General science and basic research,R&D and R&D plant,R&D,General science and basic research,3,7.5,7.2,7.2
3362,r022,"R&D and R&D plant -> R&D -> Space flight, research, and supporting activities",R&D and R&D plant,R&D,"Space flight, research, and supporting activities",3,6.9,8.5,8.6
3362,r023,R&D and R&D plant -> R&D -> Energy,R&D and R&D plant,R&D,Energy,3,3.0,2.8,1.4
3362,r024,R&D and R&D plant -> R&D -> Natural resources and environment,R&D and R&D plant,R&D,Natural resources and environment,3,1.7,1.6,1.2
3362,r025,R&D and R&D plant -> R&D -> Agriculture,R&D and R&D plant,R&D,Agriculture,3,1.5,1.4,1.6
3362,r026,R&D and R&D plant -> R&D -> Transportation,R&D and R&D plant,R&D,Transportation,3,1.1,1.0,0.8
3362,r027,R&D and R&D plant -> R&D -> Veterans benefits and services,R&D and R&D plant,R&D,Veterans benefits and services,3,0.9,0.8,0.9
3362,r028,R&D and R&D plant -> R&D -> Commerce and housing credit,R&D and R&D plant,R&D,Commerce and housing credit,3,0.5,0.5,0.5
3362,r029,R&D and R&D plant -> R&D -> Administration of justice,R&D and R&D plant,R&D,Administration of justice,3,0.4,0.3,0.3
3362,r030,"R&D and R&D plant -> R&D -> Education, training, employment, and social services",R&D and R&D plant,R&D,"Education, training, employment, and social services",3,0.4,0.3,0.3
3362,r031,R&D and R&D plant -> R&D -> International affairs,R&D and R&D plant,R&D,International affairs,3,0.2,0.1,0.05
3362,r032,R&D and R&D plant -> R&D -> Community and regional development,R&D and R&D plant,R&D,Community and regional development,3,0.1,0.1,0.1
3362,r033,R&D and R&D plant -> R&D -> Income security,R&D and R&D plant,R&D,Income security,3,0.1,0.1,0.1
3362,r034,R&D and R&D plant -> R&D -> Medicare,R&D and R&D plant,R&D,Medicare,3,0.05,0.05,0.05
3362,r035,R&D and R&D plant -> R&D plant,R&D and R&D plant,R&D plant,,2,100.0,100.0,100.0
3362,r036,R&D and R&D plant -> R&D plant -> National defense,R&D and R&D plant,R&D plant,National defense,3,14.5,41.5,24.2
3362,r037,R&D and R&D plant -> R&D plant -> Health<sup>b</sup>,R&D and R&D plant,R&D plant,Health<sup>b</sup>,3,5.6,4.4,9.2
3362,r038,R&D and R&D plant -> R&D plant -> General science and basic research,R&D and R&D plant,R&D plant,General science and basic research,3,50.6,37.1,40.6
3362,r039,"R&D and R&D plant -> R&D plant -> Space flight, research, and supporting activities",R&D and R&D plant,R&D plant,"Space flight, research, and supporting activities",3,2.7,0.9,1.3
3362,r040,R&D and R&D plant -> R&D plant -> Energy,R&D and R&D plant,R&D plant,Energy,3,0.9,2.4,9.5
3362,r041,R&D and R&D plant -> R&D plant -> Natural resources and environment,R&D and R&D plant,R&D plant,Natural resources and environment,3,8.2,3.9,5.5
3362,r042,R&D and R&D plant -> R&D plant -> Agriculture,R&D and R&D plant,R&D plant,Agriculture,3,11.8,5.7,4.8
3362,r043,R&D and R&D plant -> R&D plant -> Transportation,R&D and R&D plant,R&D plant,Transportation,3,0.9,0.6,0.8
3362,r044,R&D and R&D plant -> R&D plant -> Veterans benefits and services,R&D and R&D plant,R&D plant,Veterans benefits and services,3,0.0,0.0,0.0
3362,r045,R&D and R&D plant -> R&D plant -> Commerce and housing credit,R&D and R&D plant,R&D plant,Commerce and housing credit,3,3.2,2.5,2.4
3362,r046,R&D and R&D plant -> R&D plant -> Administration of justice,R&D and R&D plant,R&D plant,Administration of justice,3,0.0,0.0,0.5
3362,r047,"R&D and R&D plant -> R&D plant -> Education, training, employment, and social services",R&D and R&D plant,R&D plant,"Education, training, employment, and social services",3,1.6,0.9,1.2
3362,r048,R&D and R&D plant -> R&D plant -> International affairs,R&D and R&D plant,R&D plant,International affairs,3,0.0,0.0,0.0
3362,r049,R&D and R&D plant -> R&D plant -> Community and regional development,R&D and R&D plant,R&D plant,Community and regional development,3,0.0,0.0,0.0
3362,r050,R&D and R&D plant -> R&D plant -> Income security,R&D and R&D plant,R&D plant,Income security,3,0.0,0.0,0.0
3362,r051,R&D and R&D plant -> R&D plant -> Medicare,R&D and R&D plant,R&D plant,Medicare,3,0.0,0.0,0.0
