table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013
10862,r001,All agencies,All agencies,,,,,1,100179,105175,117398,116868,121875,123059,126854,131388,131452,128560,127225
10862,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,,
10862,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,1966,2048,2132,2185,2218,2254,2229,2309,2301,2290,2232
10862,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Marketing Service,All agencies,Departments,Department of Agriculture,Agricultural Marketing Service,,4,5,8,9,6,6,4,4,4,4,4,5
10862,r005,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,1039,1099,1117,1135,1103,1149,1134,1200,1162,1095,1071
10862,r006,All agencies -> Departments -> Department of Agriculture -> Animal and Plant Health Inspection Service,All agencies,Departments,Department of Agriculture,Animal and Plant Health Inspection Service,,4,28,24,24,26,26,28,25,26,25,32,31
10862,r007,All agencies -> Departments -> Department of Agriculture -> Economic Research Service,All agencies,Departments,Department of Agriculture,Economic Research Service,,4,70,66,75,73,91,78,80,86,88,80,79
10862,r008,All agencies -> Departments -> Department of Agriculture -> Foreign Agricultural Service,All agencies,Departments,Department of Agriculture,Foreign Agricultural Service,,4,2,2,2,1,1,0.05,0.05,0.05,1,1,1
10862,r009,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,305,326,325,341,335,338,336,363,353,355,342
10862,r010,"All agencies -> Departments -> Department of Agriculture -> Grain Inspection, Packers, and Stockyards Administration",All agencies,Departments,Department of Agriculture,"Grain Inspection, Packers, and Stockyards Administration",,4,5,7,7,7,7,7,7,6,7,5,5
10862,r011,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,6,6,6,7,7,7,7,7,7,7,7
10862,r012,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,503,507,563,586,622,639,634,612,654,707,688
10862,r013,All agencies -> Departments -> Department of Agriculture -> Rural Business-Cooperative Service,All agencies,Departments,Department of Agriculture,Rural Business-Cooperative Service,,4,4,4,4,4,21,4,3,4,1,4,3
10862,r014,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,1155,1076,708,664,991,1052,1004,1122,1267,1112,1082
10862,r015,All agencies -> Departments -> Department of Commerce -> Census Bureau,All agencies,Departments,Department of Commerce,Census Bureau,,4,20,24,23,22,22,25,29,47,59,102,131
10862,r016,All agencies -> Departments -> Department of Commerce -> Economic Development Administration,All agencies,Departments,Department of Commerce,Economic Development Administration,,4,0.05,0.05,0.05,0.05,1,2,3,7,1,NA,NA
10862,r017,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,459,509,441,421,422,444,455,535,571,570,524
10862,r018,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,652,519,240,216,541,581,511,525,629,433,419
10862,r019,All agencies -> Departments -> Department of Commerce -> National Telecommunications and Information Administration,All agencies,Departments,Department of Commerce,National Telecommunications and Information Administration,,4,24,24,3,5,5,0.05,7,7,7,7,8
10862,r020,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,49615,52978,64311,63724,68557,68731,66775,67615,72527,65253,65020
10862,r021,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,na,na,na,na,na,na,na,na,2889,2833,2692
10862,r022,All agencies -> Departments -> Department of Defense -> Defense agencies and activities,All agencies,Departments,Department of Defense,Defense agencies and activities,,4,11741,11074,17057,13971,14687,15521,15599,15210,na,na,na
