table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_all_master_s_students_rank,field_all_master_s_students_total,field_all_master_s_students_science,field_all_master_s_students_engineering,field_all_master_s_students_health,field_full_time_master_s_students_rank,field_full_time_master_s_students_total,field_full_time_master_s_students_science,field_full_time_master_s_students_engineering,field_full_time_master_s_students_health,field_part_time_master_s_students_rank,field_part_time_master_s_students_total,field_part_time_master_s_students_science,field_part_time_master_s_students_engineering,field_part_time_master_s_students_health
10646,r307,All institutions<sup>a</sup> -> Yeshiva U.,All institutions<sup>a</sup>,Yeshiva U.,2,306,319,176,0,143,300,214,85,0,129,307,105,91,0,14
10646,r308,All institutions<sup>a</sup> -> Massachusetts C. of Pharmacy and Health Sciences,All institutions<sup>a</sup>,Massachusetts C. of Pharmacy and Health Sciences,2,307,318,10,0,308,368,142,10,0,132,227,176,0,0,176
10646,r309,All institutions<sup>a</sup> -> Sage Colleges,All institutions<sup>a</sup>,Sage Colleges,2,307,318,318,0,0,486,60,60,0,0,169,258,258,0,0
10646,r310,"All institutions<sup>a</sup> -> CUNY, Brooklyn C.",All institutions<sup>a</sup>,"CUNY, Brooklyn C.",2,309,317,228,0,89,406,109,44,0,65,198,208,184,0,24
10646,r311,"All institutions<sup>a</sup> -> U. Puerto Rico, Rio Piedras",All institutions<sup>a</sup>,"U. Puerto Rico, Rio Piedras",2,310,316,316,0,0,360,149,149,0,0,233,167,167,0,0
10646,r312,All institutions<sup>a</sup> -> Philadelphia C. of Osteopathic Medicine,All institutions<sup>a</sup>,Philadelphia C. of Osteopathic Medicine,2,311,315,315,0,0,271,267,267,0,0,417,48,48,0,0
10646,r313,"All institutions<sup>a</sup> -> U. California, Santa Barbara",All institutions<sup>a</sup>,"U. California, Santa Barbara",2,312,314,247,67,0,241,314,247,67,0,624,0,0,0,0
10646,r314,All institutions<sup>a</sup> -> Claremont Graduate U.,All institutions<sup>a</sup>,Claremont Graduate U.,2,313,313,239,0,74,383,126,104,0,22,213,187,135,0,52
10646,r315,All institutions<sup>a</sup> -> Princeton U.,All institutions<sup>a</sup>,Princeton U.,2,314,311,264,47,0,245,311,264,47,0,624,0,0,0,0
10646,r316,All institutions<sup>a</sup> -> Eastern Virginia Medical School,All institutions<sup>a</sup>,Eastern Virginia Medical School,2,314,311,0,0,311,289,226,0,0,226,332,85,0,0,85
10646,r317,All institutions<sup>a</sup> -> U. of Saint Joseph,All institutions<sup>a</sup>,U. of Saint Joseph,2,316,310,289,0,21,431,91,89,0,2,189,219,200,0,19
10646,r318,All institutions<sup>a</sup> -> Eastern Illinois U.,All institutions<sup>a</sup>,Eastern Illinois U.,2,317,306,208,0,98,310,201,114,0,87,307,105,94,0,11
10646,r319,"All institutions<sup>a</sup> -> Minnesota State U., Mankato",All institutions<sup>a</sup>,"Minnesota State U., Mankato",2,318,305,198,16,91,325,183,98,8,77,283,122,100,8,14
10646,r320,All institutions<sup>a</sup> -> Oregon Health and Science U.,All institutions<sup>a</sup>,Oregon Health and Science U.,2,319,304,96,0,208,331,175,54,0,121,270,129,42,0,87
10646,r321,All institutions<sup>a</sup> -> Roosevelt U.,All institutions<sup>a</sup>,Roosevelt U.,2,320,301,301,0,0,306,204,204,0,0,315,97,97,0,0
10646,r322,All institutions<sup>a</sup> -> U. North Florida,All institutions<sup>a</sup>,U. North Florida,2,321,300,189,28,83,322,185,109,15,61,290,115,80,13,22
10646,r323,"All institutions<sup>a</sup> -> U. Louisiana, Monroe",All institutions<sup>a</sup>,"U. Louisiana, Monroe",2,322,299,200,0,99,320,189,103,0,86,297,110,97,0,13
10646,r324,All institutions<sup>a</sup> -> Lawrence Technological U.,All institutions<sup>a</sup>,Lawrence Technological U.,2,322,299,88,211,0,491,58,10,48,0,176,241,78,163,0
10646,r325,All institutions<sup>a</sup> -> Tennessee State U.,All institutions<sup>a</sup>,Tennessee State U.,2,324,298,171,37,90,335,171,100,26,45,275,127,71,11,45
10646,r326,All institutions<sup>a</sup> -> Embry-Riddle Aeronautical U.,All institutions<sup>a</sup>,Embry-Riddle Aeronautical U.,2,325,297,104,193,0,269,274,95,179,0,483,23,9,14,0
10646,r327,All institutions<sup>a</sup> -> Seton Hall U.,All institutions<sup>a</sup>,Seton Hall U.,2,326,296,204,0,92,295,218,127,0,91,349,78,77,0,1
10646,r328,All institutions<sup>a</sup> -> North Carolina Agricultural and Technical State U.,All institutions<sup>a</sup>,North Carolina Agricultural and Technical State U.,2,327,293,143,150,0,287,229,113,116,0,383,64,30,34,0
10646,r329,All institutions<sup>a</sup> -> Hofstra U.,All institutions<sup>a</sup>,Hofstra U.,2,327,293,103,0,190,301,213,77,0,136,342,80,26,0,54
10646,r330,All institutions<sup>a</sup> -> Jacksonville U.,All institutions<sup>a</sup>,Jacksonville U.,2,329,292,94,0,198,297,216,20,0,196,354,76,74,0,2
10646,r331,All institutions<sup>a</sup> -> Polytechnic U. Puerto Rico,All institutions<sup>a</sup>,Polytechnic U. Puerto Rico,2,330,289,49,240,0,345,163,29,134,0,276,126,20,106,0
10646,r332,All institutions<sup>a</sup> -> U. Rochester,All institutions<sup>a</sup>,U. Rochester,2,331,287,171,78,38,302,210,132,73,5,351,77,39,5,33
10646,r333,All institutions<sup>a</sup> -> U. South Alabama,All institutions<sup>a</sup>,U. South Alabama,2,332,277,163,65,49,280,256,151,56,49,497,21,12,9,0
10646,r334,"All institutions<sup>a</sup> -> U. Alaska, Fairbanks",All institutions<sup>a</sup>,"U. Alaska, Fairbanks",2,332,277,235,42,0,408,106,84,22,0,230,171,151,20,0
10646,r335,All institutions<sup>a</sup> -> Central Washington U.,All institutions<sup>a</sup>,Central Washington U.,2,334,276,236,7,33,318,192,168,0,24,335,84,68,7,9
10646,r336,All institutions<sup>a</sup> -> Stephen F. Austin State U.,All institutions<sup>a</sup>,Stephen F. Austin State U.,2,334,276,180,0,96,319,191,97,0,94,332,85,83,0,2
10646,r337,All institutions<sup>a</sup> -> Northern Kentucky U.,All institutions<sup>a</sup>,Northern Kentucky U.,2,336,275,176,0,99,424,94,66,0,28,221,181,110,0,71
10646,r338,All institutions<sup>a</sup> -> Emporia State U.,All institutions<sup>a</sup>,Emporia State U.,2,337,274,274,0,0,397,116,116,0,0,244,158,158,0,0
10646,r339,All institutions<sup>a</sup> -> Benedictine U.,All institutions<sup>a</sup>,Benedictine U.,2,338,273,110,0,163,426,93,72,0,21,224,180,38,0,142
10646,r340,"All institutions<sup>a</sup> -> Touro U., Vallejo",All institutions<sup>a</sup>,"Touro U., Vallejo",2,339,271,0,0,271,282,246,0,0,246,470,25,0,0,25
10646,r341,All institutions<sup>a</sup> -> Thomas Jefferson U.,All institutions<sup>a</sup>,Thomas Jefferson U.,2,339,271,154,7,110,449,77,33,5,39,204,194,121,2,71
10646,r342,All institutions<sup>a</sup> -> U. Notre Dame,All institutions<sup>a</sup>,U. Notre Dame,2,341,270,180,90,0,306,204,115,89,0,381,66,65,1,0
10646,r343,All institutions<sup>a</sup> -> Midwestern State U.,All institutions<sup>a</sup>,Midwestern State U.,2,341,270,270,0,0,341,168,168,0,0,310,102,102,0,0
10646,r344,All institutions<sup>a</sup> -> U. Hartford,All institutions<sup>a</sup>,U. Hartford,2,343,269,207,62,0,412,102,84,18,0,233,167,123,44,0
10646,r345,All institutions<sup>a</sup> -> Central Connecticut State U.,All institutions<sup>a</sup>,Central Connecticut State U.,2,344,265,237,28,0,453,76,73,3,0,209,189,164,25,0
10646,r346,All institutions<sup>a</sup> -> Austin Peay State U.,All institutions<sup>a</sup>,Austin Peay State U.,2,345,262,262,0,0,419,97,97,0,0,238,165,165,0,0
10646,r347,All institutions<sup>a</sup> -> U. of the Pacific,All institutions<sup>a</sup>,U. of the Pacific,2,346,261,142,21,98,338,169,64,20,85,323,92,78,1,13
10646,r348,All institutions<sup>a</sup> -> Boston C.,All institutions<sup>a</sup>,Boston C.,2,347,260,260,0,0,327,181,181,0,0,346,79,79,0,0
10646,r349,All institutions<sup>a</sup> -> Northeastern Illinois U.,All institutions<sup>a</sup>,Northeastern Illinois U.,2,348,258,182,0,76,422,95,53,0,42,241,163,129,0,34
10646,r350,All institutions<sup>a</sup> -> New Jersey City U.,All institutions<sup>a</sup>,New Jersey City U.,2,348,258,133,0,125,449,77,65,0,12,221,181,68,0,113
10646,r351,"All institutions<sup>a</sup> -> U. Nebraska, Kearney",All institutions<sup>a</sup>,"U. Nebraska, Kearney",2,350,257,175,0,82,468,68,22,0,46,209,189,153,0,36
10646,r352,All institutions<sup>a</sup> -> Vanderbilt U.,All institutions<sup>a</sup>,Vanderbilt U.,2,351,253,225,28,0,283,242,216,26,0,546,11,9,2,0
10646,r353,"All institutions<sup>a</sup> -> U. Tennessee, Chattanooga",All institutions<sup>a</sup>,"U. Tennessee, Chattanooga",2,351,253,161,47,45,335,171,119,22,30,339,82,42,25,15
10646,r354,All institutions<sup>a</sup> -> Keck Graduate Institute,All institutions<sup>a</sup>,Keck Graduate Institute,2,353,250,151,29,70,281,249,150,29,70,611,1,1,0,0
10646,r355,All institutions<sup>a</sup> -> Indiana U. Pennsylvania,All institutions<sup>a</sup>,Indiana U. Pennsylvania,2,353,250,189,0,61,371,140,83,0,57,297,110,106,0,4
10646,r356,All institutions<sup>a</sup> -> A. T. Still U.,All institutions<sup>a</sup>,A. T. Still U.,2,353,250,19,0,231,374,137,12,0,125,293,113,7,0,106
10646,r357,"All institutions<sup>a</sup> -> Loyola U., Maryland",All institutions<sup>a</sup>,"Loyola U., Maryland",2,356,247,150,0,97,338,169,72,0,97,349,78,78,0,0
10646,r358,All institutions<sup>a</sup> -> Augusta U.,All institutions<sup>a</sup>,Augusta U.,2,357,246,153,0,93,350,160,99,0,61,330,86,54,0,32
10646,r359,All institutions<sup>a</sup> -> Endicott C.,All institutions<sup>a</sup>,Endicott C.,2,358,244,244,0,0,566,24,24,0,0,188,220,220,0,0
10646,r360,All institutions<sup>a</sup> -> Mercer U.,All institutions<sup>a</sup>,Mercer U.,2,359,241,44,59,138,322,185,42,34,109,407,56,2,25,29
10646,r361,"All institutions<sup>a</sup> -> Rensselaer Polytechnic Institute, Troy",All institutions<sup>a</sup>,"Rensselaer Polytechnic Institute, Troy",2,360,240,97,143,0,317,194,91,103,0,419,46,6,40,0
10646,r362,All institutions<sup>a</sup> -> U. Northern Iowa,All institutions<sup>a</sup>,U. Northern Iowa,2,360,240,126,0,114,342,167,57,0,110,363,73,69,0,4
10646,r363,All institutions<sup>a</sup> -> U. Arkansas for Medical Sciences,All institutions<sup>a</sup>,U. Arkansas for Medical Sciences,2,362,239,49,0,190,410,103,29,0,74,263,136,20,0,116
10646,r364,All institutions<sup>a</sup> -> U. Wisconsin-La Crosse,All institutions<sup>a</sup>,U. Wisconsin-La Crosse,2,362,239,209,18,12,459,73,49,12,12,236,166,160,6,0
10646,r365,All institutions<sup>a</sup> -> James Madison U.,All institutions<sup>a</sup>,James Madison U.,2,364,238,144,0,94,344,164,97,0,67,360,74,47,0,27
10646,r366,All institutions<sup>a</sup> -> New York Medical C.,All institutions<sup>a</sup>,New York Medical C.,2,365,236,131,0,105,328,177,92,0,85,399,59,39,0,20
10646,r367,All institutions<sup>a</sup> -> Humboldt State U.,All institutions<sup>a</sup>,Humboldt State U.,2,365,236,236,0,0,338,169,169,0,0,380,67,67,0,0
10646,r368,All institutions<sup>a</sup> -> Northeastern State U.,All institutions<sup>a</sup>,Northeastern State U.,2,365,236,173,0,63,364,145,102,0,43,325,91,71,0,20
10646,r369,"All institutions<sup>a</sup> -> SUNY, Polytechnic Institute",All institutions<sup>a</sup>,"SUNY, Polytechnic Institute",2,365,236,201,9,26,372,138,126,4,8,314,98,75,5,18
10646,r370,All institutions<sup>a</sup> -> William Paterson U.,All institutions<sup>a</sup>,William Paterson U.,2,369,235,111,0,124,358,153,70,0,83,339,82,41,0,41
10646,r371,All institutions<sup>a</sup> -> Chapman U.,All institutions<sup>a</sup>,Chapman U.,2,370,233,129,0,104,328,177,75,0,102,407,56,54,0,2
10646,r372,All institutions<sup>a</sup> -> Southeastern Louisiana U.,All institutions<sup>a</sup>,Southeastern Louisiana U.,2,371,230,109,0,121,337,170,67,0,103,394,60,42,0,18
10646,r373,All institutions<sup>a</sup> -> Arkansas State U.,All institutions<sup>a</sup>,Arkansas State U.,2,372,228,150,8,70,387,122,56,1,65,304,106,94,7,5
10646,r374,All institutions<sup>a</sup> -> Clarkson U.,All institutions<sup>a</sup>,Clarkson U.,2,372,228,77,151,0,394,120,52,68,0,299,108,25,83,0
10646,r375,All institutions<sup>a</sup> -> Fitchburg State U.,All institutions<sup>a</sup>,Fitchburg State U.,2,374,227,227,0,0,306,204,204,0,0,483,23,23,0,0
10646,r376,All institutions<sup>a</sup> -> Uniformed Services U. of the Health Sciences,All institutions<sup>a</sup>,Uniformed Services U. of the Health Sciences,2,375,226,0,0,226,289,226,0,0,226,624,0,0,0,0
10646,r377,All institutions<sup>a</sup> -> Wake Forest U.,All institutions<sup>a</sup>,Wake Forest U.,2,375,226,172,8,46,299,215,168,8,39,546,11,4,0,7
10646,r378,"All institutions<sup>a</sup> -> California State U., Dominguez Hills",All institutions<sup>a</sup>,"California State U., Dominguez Hills",2,375,226,226,0,0,343,166,166,0,0,394,60,60,0,0
10646,r379,"All institutions<sup>a</sup> -> Texas A&M U., San Antonio",All institutions<sup>a</sup>,"Texas A&M U., San Antonio",2,375,226,218,0,8,441,80,78,0,2,256,146,140,0,6
10646,r380,All institutions<sup>a</sup> -> Hood C.,All institutions<sup>a</sup>,Hood C.,2,379,224,224,0,0,424,94,94,0,0,269,130,130,0,0
10646,r381,All institutions<sup>a</sup> -> U. Tulsa,All institutions<sup>a</sup>,U. Tulsa,2,380,222,123,58,41,310,201,102,58,41,497,21,21,0,0
10646,r382,All institutions<sup>a</sup> -> Morehouse School of Medicine,All institutions<sup>a</sup>,Morehouse School of Medicine,2,381,219,91,0,128,306,204,85,0,119,524,15,6,0,9
10646,r383,All institutions<sup>a</sup> -> Loyola Marymount U.,All institutions<sup>a</sup>,Loyola Marymount U.,2,382,218,123,88,7,321,188,118,65,5,455,30,5,23,2
10646,r384,All institutions<sup>a</sup> -> Eastern New Mexico U.,All institutions<sup>a</sup>,Eastern New Mexico U.,2,383,216,81,0,135,361,146,47,0,99,368,70,34,0,36
10646,r385,All institutions<sup>a</sup> -> U. Wisconsin-Eau Claire,All institutions<sup>a</sup>,U. Wisconsin-Eau Claire,2,383,216,109,0,107,475,66,21,0,45,248,150,88,0,62
10646,r386,All institutions<sup>a</sup> -> U. West Georgia,All institutions<sup>a</sup>,U. West Georgia,2,385,214,148,0,66,436,85,52,0,33,270,129,96,0,33
10646,r387,All institutions<sup>a</sup> -> Midwestern U.,All institutions<sup>a</sup>,Midwestern U.,2,386,213,213,0,0,312,200,200,0,0,535,13,13,0,0
10646,r388,"All institutions<sup>a</sup> -> U. Missouri, Saint Louis",All institutions<sup>a</sup>,"U. Missouri, Saint Louis",2,387,210,210,0,0,437,82,82,0,0,273,128,128,0,0
10646,r389,All institutions<sup>a</sup> -> U. North Alabama,All institutions<sup>a</sup>,U. North Alabama,2,387,210,164,30,16,465,70,55,1,14,259,140,109,29,2
10646,r390,All institutions<sup>a</sup> -> Dakota State U.,All institutions<sup>a</sup>,Dakota State U.,2,389,209,189,0,20,378,134,119,0,15,357,75,70,0,5
10646,r391,All institutions<sup>a</sup> -> Indiana State U.,All institutions<sup>a</sup>,Indiana State U.,2,389,209,158,0,51,386,124,73,0,51,332,85,85,0,0
10646,r392,All institutions<sup>a</sup> -> U. New Orleans,All institutions<sup>a</sup>,U. New Orleans,2,389,209,154,55,0,426,93,72,21,0,289,116,82,34,0
10646,r393,All institutions<sup>a</sup> -> Fordham U.,All institutions<sup>a</sup>,Fordham U.,2,392,208,208,0,0,361,146,146,0,0,389,62,62,0,0
10646,r394,All institutions<sup>a</sup> -> U. La Verne,All institutions<sup>a</sup>,U. La Verne,2,392,208,208,0,0,412,102,102,0,0,304,106,106,0,0
10646,r395,All institutions<sup>a</sup> -> Citadel Military C. South Carolina,All institutions<sup>a</sup>,Citadel Military C. South Carolina,2,392,208,163,30,15,488,59,51,4,4,250,149,112,26,11
10646,r396,All institutions<sup>a</sup> -> William and Mary,All institutions<sup>a</sup>,William and Mary,2,395,207,207,0,0,314,198,198,0,0,567,9,9,0,0
10646,r397,All institutions<sup>a</sup> -> Mississippi C.,All institutions<sup>a</sup>,Mississippi C.,2,396,206,204,2,0,361,146,146,0,0,394,60,58,2,0
10646,r398,"All institutions<sup>a</sup> -> SUNY, New Paltz",All institutions<sup>a</sup>,"SUNY, New Paltz",2,397,204,145,5,54,326,182,128,3,51,492,22,17,2,3
10646,r399,All institutions<sup>a</sup> -> Kansas City U. of Medicine and Biosciences,All institutions<sup>a</sup>,Kansas City U. of Medicine and Biosciences,2,397,204,138,0,66,376,136,136,0,0,376,68,2,0,66
10646,r400,All institutions<sup>a</sup> -> Pontifical Catholic U. Puerto Rico,All institutions<sup>a</sup>,Pontifical Catholic U. Puerto Rico,2,399,203,203,0,0,402,112,112,0,0,325,91,91,0,0
10646,r401,All institutions<sup>a</sup> -> Loma Linda U.,All institutions<sup>a</sup>,Loma Linda U.,2,400,202,67,0,135,331,175,57,0,118,463,27,10,0,17
10646,r402,All institutions<sup>a</sup> -> South Dakota School of Mines and Technology,All institutions<sup>a</sup>,South Dakota School of Mines and Technology,2,400,202,41,161,0,372,138,31,107,0,383,64,10,54,0
10646,r403,All institutions<sup>a</sup> -> C. of Saint Rose,All institutions<sup>a</sup>,C. of Saint Rose,2,402,200,120,0,80,356,154,75,0,79,419,46,45,0,1
10646,r404,"All institutions<sup>a</sup> -> Keiser U., Fort Lauderdale",All institutions<sup>a</sup>,"Keiser U., Fort Lauderdale",2,403,195,195,0,0,322,185,185,0,0,554,10,10,0,0
10646,r405,All institutions<sup>a</sup> -> U. Houston-Victoria,All institutions<sup>a</sup>,U. Houston-Victoria,2,403,195,195,0,0,399,115,115,0,0,342,80,80,0,0
10646,r406,All institutions<sup>a</sup> -> Monmouth U.,All institutions<sup>a</sup>,Monmouth U.,2,405,189,100,12,77,396,117,35,5,77,366,72,65,7,0
10646,r407,All institutions<sup>a</sup> -> Avila U.,All institutions<sup>a</sup>,Avila U.,2,406,188,173,0,15,345,163,150,0,13,470,25,23,0,2
10646,r408,All institutions<sup>a</sup> -> U. Central Arkansas,All institutions<sup>a</sup>,U. Central Arkansas,2,406,188,88,0,100,382,128,40,0,88,394,60,48,0,12
10646,r409,All institutions<sup>a</sup> -> New Mexico Institute of Mining and Technology,All institutions<sup>a</sup>,New Mexico Institute of Mining and Technology,2,408,187,66,121,0,380,133,51,82,0,412,54,15,39,0
10646,r410,"All institutions<sup>a</sup> -> SUNY, C. of Environmental Science and Forestry",All institutions<sup>a</sup>,"SUNY, C. of Environmental Science and Forestry",2,409,185,165,20,0,351,159,142,17,0,466,26,23,3,0
10646,r411,All institutions<sup>a</sup> -> Chatham U.,All institutions<sup>a</sup>,Chatham U.,2,410,183,183,0,0,369,141,141,0,0,428,42,42,0,0
10646,r412,All institutions<sup>a</sup> -> C. Charleston,All institutions<sup>a</sup>,C. Charleston,2,411,182,182,0,0,434,87,87,0,0,320,95,95,0,0
10646,r413,All institutions<sup>a</sup> -> Quinnipiac U.,All institutions<sup>a</sup>,Quinnipiac U.,2,412,178,178,0,0,407,108,108,0,0,368,70,70,0,0
10646,r414,All institutions<sup>a</sup> -> Tennessee Technological U.,All institutions<sup>a</sup>,Tennessee Technological U.,2,413,176,102,74,0,488,59,39,20,0,287,117,63,54,0
10646,r415,All institutions<sup>a</sup> -> Oklahoma Christian U.,All institutions<sup>a</sup>,Oklahoma Christian U.,2,414,172,0,172,0,374,137,0,137,0,440,35,0,35,0
10646,r416,All institutions<sup>a</sup> -> Valdosta State U.,All institutions<sup>a</sup>,Valdosta State U.,2,415,171,72,0,99,364,145,46,0,99,466,26,26,0,0
10646,r417,All institutions<sup>a</sup> -> Weber State U.,All institutions<sup>a</sup>,Weber State U.,2,415,171,50,22,99,390,121,21,6,94,415,50,29,16,5
10646,r418,All institutions<sup>a</sup> -> Commonwealth Medical C.,All institutions<sup>a</sup>,Commonwealth Medical C.,2,417,169,169,0,0,405,110,110,0,0,399,59,59,0,0
10646,r419,All institutions<sup>a</sup> -> Youngstown State U.,All institutions<sup>a</sup>,Youngstown State U.,2,418,168,97,71,0,358,153,89,64,0,524,15,8,7,0
10646,r420,All institutions<sup>a</sup> -> Abilene Christian U.,All institutions<sup>a</sup>,Abilene Christian U.,2,419,167,55,0,112,353,156,44,0,112,546,11,11,0,0
10646,r421,"All institutions<sup>a</sup> -> California State U., Monterey Bay",All institutions<sup>a</sup>,"California State U., Monterey Bay",2,419,167,118,0,49,378,134,85,0,49,447,33,33,0,0
10646,r422,All institutions<sup>a</sup> -> West Texas A&M U.,All institutions<sup>a</sup>,West Texas A&M U.,2,421,164,72,31,61,449,77,26,10,41,327,87,46,21,20
10646,r423,All institutions<sup>a</sup> -> California Lutheran U.,All institutions<sup>a</sup>,California Lutheran U.,2,422,163,163,0,0,364,145,145,0,0,513,18,18,0,0
10646,r424,All institutions<sup>a</sup> -> Meharry Medical C.,All institutions<sup>a</sup>,Meharry Medical C.,2,423,162,119,0,43,349,161,118,0,43,611,1,1,0,0
10646,r425,All institutions<sup>a</sup> -> Texas Christian U.,All institutions<sup>a</sup>,Texas Christian U.,2,424,161,107,0,54,353,156,102,0,54,581,5,5,0,0
10646,r426,"All institutions<sup>a</sup> -> U. Texas Health Science Center, San Antonio",All institutions<sup>a</sup>,"U. Texas Health Science Center, San Antonio",2,424,161,51,11,99,367,144,49,1,94,517,17,2,10,5
10646,r427,All institutions<sup>a</sup> -> Montana Tech of U. Montana,All institutions<sup>a</sup>,Montana Tech of U. Montana,2,424,161,26,44,91,497,54,14,27,13,300,107,12,17,78
10646,r428,All institutions<sup>a</sup> -> Calvin C.,All institutions<sup>a</sup>,Calvin C.,2,427,160,10,0,150,419,97,4,0,93,385,63,6,0,57
10646,r429,All institutions<sup>a</sup> -> Florida A&M U.,All institutions<sup>a</sup>,Florida A&M U.,2,428,158,140,18,0,385,125,110,15,0,447,33,30,3,0
10646,r430,All institutions<sup>a</sup> -> Morgan State U.,All institutions<sup>a</sup>,Morgan State U.,2,429,157,71,38,48,369,141,64,35,42,520,16,7,3,6
10646,r431,All institutions<sup>a</sup> -> La Salle U.,All institutions<sup>a</sup>,La Salle U.,2,429,157,98,0,59,381,132,74,0,58,470,25,24,0,1
10646,r432,"All institutions<sup>a</sup> -> SUNY, Buffalo State",All institutions<sup>a</sup>,"SUNY, Buffalo State",2,429,157,101,5,51,412,102,49,2,51,409,55,52,3,0
10646,r433,All institutions<sup>a</sup> -> Stockton U.,All institutions<sup>a</sup>,Stockton U.,2,429,157,95,0,62,422,95,37,0,58,389,62,58,0,4
10646,r434,All institutions<sup>a</sup> -> McNeese State U.,All institutions<sup>a</sup>,McNeese State U.,2,433,156,115,10,31,387,122,88,9,25,442,34,27,1,6
10646,r435,All institutions<sup>a</sup> -> U. of the District of Columbia,All institutions<sup>a</sup>,U. of the District of Columbia,2,433,156,95,21,40,401,113,59,18,36,427,43,36,3,4
10646,r436,All institutions<sup>a</sup> -> Salem State U.,All institutions<sup>a</sup>,Salem State U.,2,435,154,154,0,0,456,74,74,0,0,342,80,80,0,0
10646,r437,All institutions<sup>a</sup> -> Oklahoma City U.,All institutions<sup>a</sup>,Oklahoma City U.,2,436,153,128,0,25,402,112,108,0,4,432,41,20,0,21
10646,r438,All institutions<sup>a</sup> -> Texas Southern U.,All institutions<sup>a</sup>,Texas Southern U.,2,437,151,151,0,0,394,120,120,0,0,452,31,31,0,0
10646,r439,All institutions<sup>a</sup> -> Western Connecticut State U.,All institutions<sup>a</sup>,Western Connecticut State U.,2,437,151,151,0,0,598,12,12,0,0,260,139,139,0,0
10646,r440,"All institutions<sup>a</sup> -> CUNY, Lehman C.",All institutions<sup>a</sup>,"CUNY, Lehman C.",2,439,150,47,0,103,433,89,7,0,82,391,61,40,0,21
10646,r441,All institutions<sup>a</sup> -> Louisiana Tech U.,All institutions<sup>a</sup>,Louisiana Tech U.,2,440,147,84,24,39,390,121,68,14,39,466,26,16,10,0
10646,r442,All institutions<sup>a</sup> -> Western Carolina U.,All institutions<sup>a</sup>,Western Carolina U.,2,441,146,85,0,61,376,136,75,0,61,554,10,10,0,0
10646,r443,All institutions<sup>a</sup> -> Fayetteville State U.,All institutions<sup>a</sup>,Fayetteville State U.,2,442,141,121,0,20,464,71,60,0,11,368,70,61,0,9
10646,r444,All institutions<sup>a</sup> -> U. Dallas,All institutions<sup>a</sup>,U. Dallas,2,442,141,141,0,0,515,44,44,0,0,315,97,97,0,0
10646,r445,All institutions<sup>a</sup> -> Howard U.,All institutions<sup>a</sup>,Howard U.,2,444,140,82,9,49,399,115,63,7,45,470,25,19,2,4
10646,r446,"All institutions<sup>a</sup> -> U. Michigan, Flint",All institutions<sup>a</sup>,"U. Michigan, Flint",2,444,140,107,0,33,480,63,51,0,12,351,77,56,0,21
10646,r447,All institutions<sup>a</sup> -> U. Wisconsin-Stevens Point,All institutions<sup>a</sup>,U. Wisconsin-Stevens Point,2,446,137,78,0,59,446,78,19,0,59,399,59,59,0,0
10646,r448,"All institutions<sup>a</sup> -> U. Arkansas, Little Rock",All institutions<sup>a</sup>,"U. Arkansas, Little Rock",2,446,137,130,2,5,456,74,72,2,0,385,63,58,0,5
10646,r449,All institutions<sup>a</sup> -> Radford U.,All institutions<sup>a</sup>,Radford U.,2,448,136,72,0,64,390,121,57,0,64,524,15,15,0,0
10646,r450,All institutions<sup>a</sup> -> U. Indianapolis,All institutions<sup>a</sup>,U. Indianapolis,2,448,136,115,0,21,446,78,64,0,14,403,58,51,0,7
10646,r451,All institutions<sup>a</sup> -> Western New England U.,All institutions<sup>a</sup>,Western New England U.,2,450,135,86,49,0,523,40,0,40,0,320,95,86,9,0
10646,r452,All institutions<sup>a</sup> -> Nicholls State U.,All institutions<sup>a</sup>,Nicholls State U.,2,451,133,133,0,0,430,92,92,0,0,432,41,41,0,0
10646,r453,All institutions<sup>a</sup> -> Iona C.,All institutions<sup>a</sup>,Iona C.,2,452,131,67,0,64,390,121,57,0,64,554,10,10,0,0
10646,r454,"All institutions<sup>a</sup> -> St. Mary's U., San Antonio",All institutions<sup>a</sup>,"St. Mary's U., San Antonio",2,453,128,79,49,0,472,67,47,20,0,391,61,32,29,0
10646,r455,"All institutions<sup>a</sup> -> U. Alaska, Anchorage",All institutions<sup>a</sup>,"U. Alaska, Anchorage",2,453,128,74,22,32,514,45,29,5,11,338,83,45,17,21
10646,r456,All institutions<sup>a</sup> -> U. Wisconsin-Platteville,All institutions<sup>a</sup>,U. Wisconsin-Platteville,2,453,128,55,73,0,625,4,2,2,0,279,124,53,71,0
10646,r457,All institutions<sup>a</sup> -> MGH Institute of Health Professions,All institutions<sup>a</sup>,MGH Institute of Health Professions,2,456,126,0,0,126,383,126,0,0,126,624,0,0,0,0
10646,r458,All institutions<sup>a</sup> -> Catholic U. of America,All institutions<sup>a</sup>,Catholic U. of America,2,457,124,92,32,0,482,61,47,14,0,385,63,45,18,0
10646,r459,All institutions<sup>a</sup> -> East Stroudsburg U. Pennsylvania,All institutions<sup>a</sup>,East Stroudsburg U. Pennsylvania,2,458,123,28,0,95,410,103,16,0,87,506,20,12,0,8
10646,r460,All institutions<sup>a</sup> -> Lipscomb U.,All institutions<sup>a</sup>,Lipscomb U.,2,458,123,116,0,7,416,99,92,0,7,480,24,24,0,0
