table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_agencies,field_dhs,field_dod,field_doe,field_doi,field_dot,field_ed,field_epa,field_hhs,field_nasa,field_nrc,field_nsf,field_ssa,field_usda
10408,r001,All HBCUs,All HBCUs,,1,-,552157,525,38289,12813,178,1581,9397,1583,130459,3884,200,140405,73,212771
10408,r002,All HBCUs -> North Carolina Agricultural and Technical State U.,All HBCUs,North Carolina Agricultural and Technical State U.,2,1,42438,0,1031,592,0,1401,250,1583,7817,0,0,13295,0,16469
10408,r003,All HBCUs -> Howard U.<sup>a</sup>,All HBCUs,Howard U.<sup>a</sup>,2,2,34287,0,11672,605,29,0,808,0,13411,122,0,7589,51,0
10408,r004,All HBCUs -> Delaware State U.,All HBCUs,Delaware State U.,2,3,29335,0,3675,9673,0,0,0,0,4404,0,0,4038,10,7535
10408,r005,All HBCUs -> Morgan State U.,All HBCUs,Morgan State U.,2,4,25163,0,8431,0,24,0,0,0,7124,0,0,9540,0,44
10408,r006,All HBCUs -> Prairie View A&M U.,All HBCUs,Prairie View A&M U.,2,5,24240,0,909,87,0,0,0,0,0,245,0,5787,0,17212
10408,r007,All HBCUs -> Florida A&M U.,All HBCUs,Florida A&M U.,2,6,23652,0,207,0,0,0,750,0,5033,0,0,6193,12,11457
10408,r008,All HBCUs -> Tuskegee U.,All HBCUs,Tuskegee U.,2,7,21979,0,2357,0,0,180,0,0,6565,0,0,6163,0,6715
10408,r009,All HBCUs -> Alabama A&M U.,All HBCUs,Alabama A&M U.,2,8,21957,0,807,0,0,0,0,0,0,0,0,2561,0,18590
10408,r010,All HBCUs -> Tennessee State U.,All HBCUs,Tennessee State U.,2,9,21868,525,186,0,0,0,0,0,2777,0,0,2493,0,15887
10408,r011,All HBCUs -> Morehouse School of Medicine,All HBCUs,Morehouse School of Medicine,2,10,20179,0,0,0,0,0,0,0,19087,0,0,1092,0,0
10408,r012,All HBCUs -> Meharry Medical C.,All HBCUs,Meharry Medical C.,2,11,19916,0,0,0,0,0,0,0,19244,0,0,671,0,0
10408,r013,All HBCUs -> Central State U.,All HBCUs,Central State U.,2,12,18216,0,600,0,0,0,249,0,0,0,0,364,0,17003
10408,r014,All HBCUs -> Lincoln U.,All HBCUs,Lincoln U.,2,13,15309,0,0,0,0,0,0,0,0,0,0,499,0,14810
10408,r015,All HBCUs -> Xavier U. Louisiana,All HBCUs,Xavier U. Louisiana,2,14,15185,0,203,0,0,0,0,0,12036,0,0,2947,0,0
10408,r016,All HBCUs -> North Carolina Central U.,All HBCUs,North Carolina Central U.,2,15,14686,0,600,268,0,0,250,0,11023,0,0,2180,0,365
10408,r017,All HBCUs -> Virginia State U.<sup>a</sup>,All HBCUs,Virginia State U.<sup>a</sup>,2,16,14446,0,1788,200,0,0,0,0,663,0,0,1167,0,10628
10408,r018,All HBCUs -> U. Virgin Islands,All HBCUs,U. Virgin Islands,2,17,14092,0,151,0,125,0,0,0,566,0,0,8842,0,4407
10408,r019,All HBCUs -> Kentucky State U.,All HBCUs,Kentucky State U.,2,18,13879,0,0,0,0,0,0,0,0,0,0,291,0,13588
10408,r020,"All HBCUs -> U. Maryland, Eastern Shore",All HBCUs,"U. Maryland, Eastern Shore",2,19,13290,0,141,0,0,0,160,0,708,0,0,1421,0,10860
10408,r021,All HBCUs -> Hampton U.,All HBCUs,Hampton U.,2,20,12353,0,739,468,0,0,0,0,1233,3438,0,6474,0,0
10408,r022,All HBCUs -> Jackson State U.,All HBCUs,Jackson State U.,2,21,11902,0,250,0,0,0,250,0,4678,0,0,6724,0,0
10408,r023,All HBCUs -> Langston U.,All HBCUs,Langston U.,2,22,11589,0,600,0,0,0,0,0,951,0,0,0,0,10039
10408,r024,"All HBCUs -> Southern U. and A&M C., Baton Rouge",All HBCUs,"Southern U. and A&M C., Baton Rouge",2,23,11051,0,0,0,0,0,0,0,102,0,0,1330,0,9618
10408,r025,All HBCUs -> Fort Valley State U.,All HBCUs,Fort Valley State U.,2,24,10848,0,0,0,0,0,249,0,0,0,0,0,0,10599
10408,r026,All HBCUs -> South Carolina State U.,All HBCUs,South Carolina State U.,2,25,10252,0,0,0,0,0,248,0,912,0,0,430,0,8661
10408,r027,All HBCUs -> Clark Atlanta U.,All HBCUs,Clark Atlanta U.,2,26,7756,0,700,920,0,0,0,0,2576,0,0,3560,0,0
10408,r028,All HBCUs -> West Virginia State U.,All HBCUs,West Virginia State U.,2,27,7147,0,0,0,0,0,0,0,0,0,0,0,0,7147
10408,r029,All HBCUs -> Texas Southern U.,All HBCUs,Texas Southern U.,2,28,5635,0,0,0,0,0,0,0,2338,29,0,3268,0,0
10408,r030,All HBCUs -> Morehouse C.,All HBCUs,Morehouse C.,2,29,5019,0,0,0,0,0,0,0,259,0,0,4760,0,0
10408,r031,All HBCUs -> U. District of Columbia,All HBCUs,U. District of Columbia,2,30,4673,0,814,0,0,0,0,0,376,50,0,2357,0,1076
10408,r032,All HBCUs -> Norfolk State U.,All HBCUs,Norfolk State U.,2,31,4101,0,452,0,0,0,0,0,0,0,0,3649,0,0
10408,r033,All HBCUs -> Voorhees C.,All HBCUs,Voorhees C.,2,32,3940,0,0,0,0,0,3940,0,0,0,0,0,0,0
10408,r034,All HBCUs -> Bowie State U.,All HBCUs,Bowie State U.,2,33,3405,0,0,0,0,0,250,0,258,0,0,2896,0,0
10408,r035,All HBCUs -> Alabama State U.,All HBCUs,Alabama State U.,2,34,3256,0,420,0,0,0,0,0,1269,0,0,1567,0,0
10408,r036,All HBCUs -> Spelman C.,All HBCUs,Spelman C.,2,35,3214,0,0,0,0,0,0,0,425,0,0,2779,0,10
10408,r037,"All HBCUs -> U. Arkansas, Pine Bluff",All HBCUs,"U. Arkansas, Pine Bluff",2,36,2493,0,0,0,0,0,0,0,0,0,0,2493,0,0
10408,r038,All HBCUs -> Fisk U.,All HBCUs,Fisk U.,2,37,2477,0,0,0,0,0,0,0,521,0,0,1955,0,0
10408,r039,All HBCUs -> Tougaloo C.,All HBCUs,Tougaloo C.,2,38,2149,0,0,0,0,0,0,0,1224,0,0,925,0,0
10408,r040,All HBCUs -> Fayetteville State U.,All HBCUs,Fayetteville State U.,2,39,2083,0,0,0,0,0,0,0,597,0,0,1486,0,0
10408,r041,All HBCUs -> Albany State U.<sup>a</sup>,All HBCUs,Albany State U.<sup>a</sup>,2,40,2052,0,0,0,0,0,165,0,0,0,0,1887,0,0
10408,r042,All HBCUs -> Winston-Salem State U.,All HBCUs,Winston-Salem State U.,2,41,2030,0,0,0,0,0,0,0,0,0,0,2030,0,0
10408,r043,All HBCUs -> Savannah State U.,All HBCUs,Savannah State U.,2,42,1702,0,12,0,0,0,0,0,835,0,0,855,0,0
10408,r044,All HBCUs -> Livingstone C.,All HBCUs,Livingstone C.,2,43,1544,0,0,0,0,0,0,0,0,0,0,1544,0,0
10408,r045,All HBCUs -> Harris-Stowe State U.,All HBCUs,Harris-Stowe State U.,2,44,1449,0,0,0,0,0,0,0,0,0,0,1449,0,0
10408,r046,All HBCUs -> Grambling State U.,All HBCUs,Grambling State U.,2,45,1397,0,0,0,0,0,0,0,0,0,0,1397,0,0
10408,r047,All HBCUs -> Elizabeth City State U.,All HBCUs,Elizabeth City State U.,2,46,1353,0,178,0,0,0,0,0,209,0,0,966,0,0
10408,r048,All HBCUs -> Dillard U.,All HBCUs,Dillard U.,2,47,1209,0,190,0,0,0,250,0,165,0,0,604,0,0
10408,r049,All HBCUs -> Oakwood U.,All HBCUs,Oakwood U.,2,48,1007,0,0,0,0,0,390,0,0,0,0,617,0,0
10408,r050,All HBCUs -> Benedict C.,All HBCUs,Benedict C.,2,49,846,0,0,0,0,0,249,0,97,0,0,500,0,0
10408,r051,All HBCUs -> Claflin U.,All HBCUs,Claflin U.,2,50,807,0,629,0,0,0,0,0,178,0,0,0,0,0
10408,r052,All HBCUs -> Stillman C.,All HBCUs,Stillman C.,2,51,709,0,0,0,0,0,214,0,220,0,0,275,0,0
10408,r053,All HBCUs -> Edward Waters U.,All HBCUs,Edward Waters U.,2,52,650,0,0,0,0,0,0,0,575,0,0,75,0,0
10408,r054,All HBCUs -> Alamo Colleges District<sup>a</sup>,All HBCUs,Alamo Colleges District<sup>a</sup>,2,53,625,0,0,0,0,0,0,0,0,0,0,625,0,0
10408,r055,All HBCUs -> Johnson C. Smith U.,All HBCUs,Johnson C. Smith U.,2,54,558,0,0,0,0,0,259,0,0,0,0,299,0,0
10408,r056,"All HBCUs -> Southern U. and A&M C., System Office",All HBCUs,"Southern U. and A&M C., System Office",2,55,515,0,0,0,0,0,216,0,0,0,0,300,0,0
10408,r057,"All HBCUs -> Southern U. and A&M C., New Orleans",All HBCUs,"Southern U. and A&M C., New Orleans",2,56,479,0,0,0,0,0,0,0,0,0,0,479,0,0
10408,r058,All HBCUs -> Texas C.,All HBCUs,Texas C.,2,57,448,0,0,0,0,0,0,0,0,0,0,448,0,0
10408,r059,"All HBCUs -> Lawson State Community C., Birmingham",All HBCUs,"Lawson State Community C., Birmingham",2,58,394,0,0,0,0,0,0,0,0,0,0,394,0,0
10408,r060,All HBCUs -> Lane C.,All HBCUs,Lane C.,2,59,336,0,0,0,0,0,0,0,0,0,0,336,0,0
10408,r061,All HBCUs -> Virginia Union U.,All HBCUs,Virginia Union U.,2,60,325,0,125,0,0,0,0,0,0,0,0,200,0,0
10408,r062,All HBCUs -> Hinds Community C.<sup>a</sup>,All HBCUs,Hinds Community C.<sup>a</sup>,2,61,314,0,0,0,0,0,0,0,0,0,0,314,0,0
10408,r063,All HBCUs -> Huston-Tillotson U.,All HBCUs,Huston-Tillotson U.,2,62,299,0,0,0,0,0,0,0,0,0,0,299,0,0
10408,r064,All HBCUs -> Bethune-Cookman U.,All HBCUs,Bethune-Cookman U.,2,63,292,0,0,0,0,0,0,0,0,0,0,292,0,0
10408,r065,"All HBCUs -> Bennett C., Greensboro",All HBCUs,"Bennett C., Greensboro",2,64,275,0,275,0,0,0,0,0,0,0,0,0,0,0
10408,r066,All HBCUs -> Paine C.,All HBCUs,Paine C.,2,65,250,0,0,0,0,0,250,0,0,0,0,0,0,0
