table_id,row_id,_b_field_b_full_path,_b_field_b_level_1,_b_field_b_level_2,_b_field_b_level_3,_b_field_b_hierarchy_depth,field_2019,field_2020_preliminary_
3903,r001,All fields,All fields,,,1,41100526.5,43507176.5
3903,r002,All fields -> Computer sciences and mathematics,All fields,Computer sciences and mathematics,,2,2024030.2,2266099.4
3903,r003,All fields -> Computer sciences and mathematics -> Computer sciences,All fields,Computer sciences and mathematics,Computer sciences,3,1746089.6,NA
3903,r004,All fields -> Computer sciences and mathematics -> Mathematics,All fields,Computer sciences and mathematics,Mathematics,3,118086.1,NA
3903,r005,All fields -> Computer sciences and mathematics -> Other computer sciences and mathematics,All fields,Computer sciences and mathematics,Other computer sciences and mathematics,3,159854.5,NA
3903,r006,All fields -> Engineering,All fields,Engineering,,2,11661360.2,12605872.6
3903,r007,All fields -> Engineering -> Aeronautical engineering,All fields,Engineering,Aeronautical engineering,3,1128215.4,NA
3903,r008,All fields -> Engineering -> Astronautical engineering,All fields,Engineering,Astronautical engineering,3,820974.5,NA
3903,r009,All fields -> Engineering -> Chemical engineering,All fields,Engineering,Chemical engineering,3,379215.4,NA
3903,r010,All fields -> Engineering -> Civil engineering,All fields,Engineering,Civil engineering,3,554753.9,NA
3903,r011,All fields -> Engineering -> Electrical engineering,All fields,Engineering,Electrical engineering,3,751156.5,NA
3903,r012,All fields -> Engineering -> Mechanical engineering,All fields,Engineering,Mechanical engineering,3,526731.2,NA
3903,r013,All fields -> Engineering -> Metallurgy and materials engineering,All fields,Engineering,Metallurgy and materials engineering,3,619747.1,NA
3903,r014,All fields -> Engineering -> Other engineering,All fields,Engineering,Other engineering,3,6880565.9,NA
3903,r015,All fields -> Environmental sciences,All fields,Environmental sciences,,2,1822909.7,1855955.5
3903,r016,All fields -> Environmental sciences -> Atmospheric sciences,All fields,Environmental sciences,Atmospheric sciences,3,310499.8,NA
3903,r017,All fields -> Environmental sciences -> Geological sciences,All fields,Environmental sciences,Geological sciences,3,38808.7,NA
3903,r018,All fields -> Environmental sciences -> Oceanography,All fields,Environmental sciences,Oceanography,3,387135.1,NA
3903,r019,All fields -> Environmental sciences -> Other environmental sciences,All fields,Environmental sciences,Other environmental sciences,3,1086466.1,NA
3903,r020,All fields -> Life sciences,All fields,Life sciences,,2,19423110.3,20458931.1
3903,r021,All fields -> Life sciences -> Agricultural sciences,All fields,Life sciences,Agricultural sciences,3,810912.7,NA
3903,r022,All fields -> Life sciences -> Biological sciences (excluding environmental biology),All fields,Life sciences,Biological sciences (excluding environmental biology),3,9124634.1,NA
3903,r023,All fields -> Life sciences -> Environmental biology,All fields,Life sciences,Environmental biology,3,433990.3,NA
3903,r024,All fields -> Life sciences -> Medical sciences,All fields,Life sciences,Medical sciences,3,7385577.2,NA
3903,r025,All fields -> Life sciences -> Other life sciences,All fields,Life sciences,Other life sciences,3,1667996.0,NA
3903,r026,All fields -> Physical sciences,All fields,Physical sciences,,2,1909174.4,1891581.1
3903,r027,All fields -> Physical sciences -> Astronomy,All fields,Physical sciences,Astronomy,3,6220.8,NA
3903,r028,All fields -> Physical sciences -> Chemistry,All fields,Physical sciences,Chemistry,3,434164.6,NA
3903,r029,All fields -> Physical sciences -> Physics,All fields,Physical sciences,Physics,3,875339.8,NA
3903,r030,All fields -> Physical sciences -> Other physical sciences,All fields,Physical sciences,Other physical sciences,3,593449.1,NA
3903,r031,All fields -> Psychology,All fields,Psychology,,2,1387487.3,1461250.9
3903,r032,All fields -> Psychology -> Biological aspects,All fields,Psychology,Biological aspects,3,1445.9,NA
3903,r033,All fields -> Psychology -> Social aspects,All fields,Psychology,Social aspects,3,42140.4,NA
3903,r034,All fields -> Psychology -> Other psychological sciences,All fields,Psychology,Other psychological sciences,3,1343901.0,NA
3903,r035,All fields -> Social sciences,All fields,Social sciences,,2,704456.9,589385.6
3903,r036,All fields -> Social sciences -> Anthropology,All fields,Social sciences,Anthropology,3,2290.1,NA
3903,r037,All fields -> Social sciences -> Economics,All fields,Social sciences,Economics,3,209229.3,NA
3903,r038,All fields -> Social sciences -> Political science,All fields,Social sciences,Political science,3,3905.3,NA
3903,r039,All fields -> Social sciences -> Sociology,All fields,Social sciences,Sociology,3,187366.3,NA
3903,r040,All fields -> Social sciences -> Other social sciences,All fields,Social sciences,Other social sciences,3,301665.9,NA
3903,r041,All fields -> Other sciences nec,All fields,Other sciences nec,,2,2167997.4,2378100.3
