table_id,row_id,core_based_statistical_area_cbsa_full_path,core_based_statistical_area_cbsa_level_1,core_based_statistical_area_cbsa_level_2,core_based_statistical_area_cbsa_hierarchy_depth,field_cbsa_code,field_total,field_paid_for_by_the_company,field_paid_for_by_others
12274,r041,"All locations -> Milwaukee-Waukesha, WI",All locations,"Milwaukee-Waukesha, WI",2,"['33340', '&nbsp;']","['    2,346 ', '&nbsp;']","['    2,238 ', '&nbsp;']","['    109 ', '&nbsp;']"
12274,r042,"All locations -> Salt Lake City-Murray, UT",All locations,"Salt Lake City-Murray, UT",2,"['41620', '&nbsp;']","['    2,085 ', '&nbsp;']","['    2,041 ', '&nbsp;']","['    44 ', '&nbsp;']"
12274,r043,"All locations -> Hartford-West Hartford-East Hartford, CT",All locations,"Hartford-West Hartford-East Hartford, CT",2,"['25540', '&nbsp;']","['    2,071 ', 'i']","['    1,469 ', '&nbsp;']","['    601 ', 'i']"
12274,r044,"All locations -> Charlotte-Concord-Gastonia, NC-SC",All locations,"Charlotte-Concord-Gastonia, NC-SC",2,"['16740', '&nbsp;']","['    2,056 ', 'i']","['    1,938 ', 'i']","['    118 ', 'i']"
12274,r045,"All locations -> Boulder, CO",All locations,"Boulder, CO",2,"['14500', '&nbsp;']","['    1,943 ', 'i']","['    1,721 ', '&nbsp;']","['    221 ', 'i']"
12274,r046,"All locations -> Orlando-Kissimmee-Sanford, FL",All locations,"Orlando-Kissimmee-Sanford, FL",2,"['36740', '&nbsp;']","['    1,919 ', 'i']","['    1,341 ', '&nbsp;']","['    578 ', 'i']"
12274,r047,"All locations -> Nashville-Davidson--Murfreesboro--Franklin, TN",All locations,"Nashville-Davidson--Murfreesboro--Franklin, TN",2,"['34980', '&nbsp;']","['    1,860 ', 'i']","['    855 ', 'i']","['    1,005 ', 'i']"
12274,r048,"All locations -> Kalamazoo-Portage, MI",All locations,"Kalamazoo-Portage, MI",2,"['28020', '&nbsp;']","['    1,750 ', 'i']","['    1,708 ', 'i']","['    42 ', 'i']"
12274,r049,"All locations -> Albuquerque, NM",All locations,"Albuquerque, NM",2,"['10740', '&nbsp;']","['    1,711 ', '&nbsp;']","['    1,397 ', '&nbsp;']","['    314 ', 'i']"
12274,r050,"All locations -> Worcester, MA",All locations,"Worcester, MA",2,"['49340', '&nbsp;']","['    1,677 ', '&nbsp;']","['    1,438 ', '&nbsp;']","['    238 ', '&nbsp;']"
12274,r051,"All locations -> Omaha, NE-IA",All locations,"Omaha, NE-IA",2,"['36540', '&nbsp;']","['    1,650 ', '&nbsp;']","['    1,607 ', '&nbsp;']","['    42 ', 'i']"
12274,r052,"All locations -> Cleveland, OH",All locations,"Cleveland, OH",2,"['17410', '&nbsp;']","['    1,548 ', '&nbsp;']","['    1,400 ', '&nbsp;']","['    148 ', 'i']"
12274,r053,"All locations -> Providence-Warwick, RI-MA",All locations,"Providence-Warwick, RI-MA",2,"['39300', '&nbsp;']","['    1,486 ', '&nbsp;']","['    1,437 ', '&nbsp;']","['    49 ', 'i']"
12274,r054,"All locations -> Palm Bay-Melbourne-Titusville, FL",All locations,"Palm Bay-Melbourne-Titusville, FL",2,"['37340', '&nbsp;']","['    1,455 ', 'i']","['    855 ', 'i']","['    600 ', 'i']"
12274,r055,"All locations -> Albany-Schenectady-Troy, NY",All locations,"Albany-Schenectady-Troy, NY",2,"['10580', '&nbsp;']","['    1,441 ', '&nbsp;']","['    963 ', '&nbsp;']","['    478 ', '&nbsp;']"
12274,r056,"All locations -> Tucson, AZ",All locations,"Tucson, AZ",2,"['46060', '&nbsp;']","['    1,370 ', '&nbsp;']","['    459 ', 'i']","['    911 ', '&nbsp;']"
12274,r057,"All locations -> Provo-Orem-Lehi, UT",All locations,"Provo-Orem-Lehi, UT",2,"['39340', '&nbsp;']","['    1,328 ', '&nbsp;']","['    1,221 ', '&nbsp;']","['    107 ', '&nbsp;']"
12274,r058,"All locations -> Charleston-North Charleston, SC",All locations,"Charleston-North Charleston, SC",2,"['16700', '&nbsp;']","['    1,278 ', '&nbsp;']","['    1,107 ', '&nbsp;']","['    171 ', 'i']"
12274,r059,"All locations -> Riverside-San Bernardino-Ontario, CA",All locations,"Riverside-San Bernardino-Ontario, CA",2,"['40140', '&nbsp;']","['    1,273 ', 'i']","['    1,188 ', 'i']","['    85 ', 'i']"
12274,r060,"All locations -> Greensboro-High Point, NC",All locations,"Greensboro-High Point, NC",2,"['24660', '&nbsp;']","['    1,270 ', 'i']","['    1,091 ', 'i']","['    179 ', '&nbsp;']"
12274,r061,"All locations -> Des Moines-West Des Moines, IA",All locations,"Des Moines-West Des Moines, IA",2,"['19780', '&nbsp;']","['    1,265 ', '&nbsp;']","['    1,237 ', '&nbsp;']","['    28 ', 'i']"
12274,r062,"All locations -> Rochester, NY",All locations,"Rochester, NY",2,"['40380', '&nbsp;']","['    1,212 ', 'i']","['    1,152 ', 'i']","['    60 ', 'i']"
12274,r063,"All locations -> Fort Collins-Loveland, CO",All locations,"Fort Collins-Loveland, CO",2,"['22660', '&nbsp;']","['    1,155 ', 'i']","['    1,049 ', 'i']","['    107 ', 'i']"
12274,r064,"All locations -> Richmond, VA",All locations,"Richmond, VA",2,"['40060', '&nbsp;']","['    1,119 ', 'i']","['    881 ', 'i']","['    237 ', 'i']"
12274,r065,"All locations -> Colorado Springs, CO",All locations,"Colorado Springs, CO",2,"['17820', '&nbsp;']","['    1,103 ', 'i']","['    824 ', 'i']","['    279 ', 'i']"
12274,r066,"All locations -> San Antonio-New Braunfels, TX",All locations,"San Antonio-New Braunfels, TX",2,"['41700', '&nbsp;']","['    1,062 ', 'i']","['    697 ', 'i']","['    365 ', 'i']"
12274,r067,"All locations -> Allentown-Bethlehem-Easton, PA-NJ",All locations,"Allentown-Bethlehem-Easton, PA-NJ",2,"['10900', '&nbsp;']","['    1,048 ', '&nbsp;']","['    1,001 ', '&nbsp;']","['    47 ', 'i']"
12274,r068,"All locations -> Cedar Rapids, IA",All locations,"Cedar Rapids, IA",2,"['16300', '&nbsp;']","['    1,002 ', 'i']","['    456 ', 'i']","['    546 ', 'i']"
12274,r069,"All locations -> Jacksonville, FL",All locations,"Jacksonville, FL",2,"['27260', '&nbsp;']","['    962 ', 'i']","['    924 ', 'i']","['    39 ', '&nbsp;']"
12274,r070,"All locations -> Peoria, IL",All locations,"Peoria, IL",2,"['37900', '&nbsp;']","['    955 ', 'i']","['    928 ', 'i']","['    27 ', '&nbsp;']"
12274,r071,"All locations -> Columbus, IN",All locations,"Columbus, IN",2,"['18020', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
12274,r072,"All locations -> New Haven, CT",All locations,"New Haven, CT",2,"['35300', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
12274,r073,"All locations -> Las Vegas-Henderson-North Las Vegas, NV",All locations,"Las Vegas-Henderson-North Las Vegas, NV",2,"['29820', '&nbsp;']","['    934 ', '&nbsp;']","['    895 ', '&nbsp;']","['    38 ', 'i']"
12274,r074,"All locations -> Santa Maria-Santa Barbara, CA",All locations,"Santa Maria-Santa Barbara, CA",2,"['42200', '&nbsp;']","['    915 ', '&nbsp;']","['    745 ', '&nbsp;']","['    170 ', 'i']"
12274,r075,"All locations -> Corning, NY",All locations,"Corning, NY",2,"['18500', '&nbsp;']","['    911 ', '&nbsp;']","['    910 ', '&nbsp;']","['    1 ', 'i']"
12274,r076,"All locations -> Grand Rapids-Wyoming-Kentwood, MI",All locations,"Grand Rapids-Wyoming-Kentwood, MI",2,"['24340', '&nbsp;']","['    884 ', '&nbsp;']","['    819 ', '&nbsp;']","['    65 ', '&nbsp;']"
12274,r077,"All locations -> Akron, OH",All locations,"Akron, OH",2,"['10420', '&nbsp;']","['    826 ', '&nbsp;']","['    791 ', '&nbsp;']","['    35 ', '&nbsp;']"
12274,r078,"All locations -> Ann Arbor, MI",All locations,"Ann Arbor, MI",2,"['11460', '&nbsp;']","['    707 ', '&nbsp;']","['    503 ', '&nbsp;']","['    204 ', '&nbsp;']"
12274,r079,"All locations -> Buffalo-Cheektowaga, NY",All locations,"Buffalo-Cheektowaga, NY",2,"['15380', '&nbsp;']","['    645 ', 'i']","['    411 ', '&nbsp;']","['    234 ', 'i']"
12274,r080,"All locations -> Wilmington, NC",All locations,"Wilmington, NC",2,"['48900', '&nbsp;']","['    634 ', 'i']","['    212 ', '&nbsp;']","['    421 ', 'i']"
12274,r081,"All locations -> Santa Rosa-Petaluma, CA",All locations,"Santa Rosa-Petaluma, CA",2,"['42220', '&nbsp;']","['    627 ', '&nbsp;']","['    597 ', '&nbsp;']","['    30 ', 'i']"
12274,r082,"All locations -> Memphis, TN-MS-AR",All locations,"Memphis, TN-MS-AR",2,"['32820', '&nbsp;']","['    617 ', '&nbsp;']","['    469 ', '&nbsp;']","['    147 ', '&nbsp;']"
12274,r083,"All locations -> Dayton-Kettering-Beavercreek, OH",All locations,"Dayton-Kettering-Beavercreek, OH",2,"['19430', '&nbsp;']","['    609 ', '&nbsp;']","['    383 ', '&nbsp;']","['    226 ', '&nbsp;']"
12274,r084,"All locations -> Santa Cruz-Watsonville, CA",All locations,"Santa Cruz-Watsonville, CA",2,"['42100', '&nbsp;']","['    600 ', 'i']","['    559 ', 'i']","['    41 ', 'i']"
12274,r085,"All locations -> Reno, NV",All locations,"Reno, NV",2,"['39900', '&nbsp;']","['    592 ', '&nbsp;']","['    291 ', '&nbsp;']","['    300 ', '&nbsp;']"
12274,r086,"All locations -> Portland-South Portland, ME",All locations,"Portland-South Portland, ME",2,"['38860', '&nbsp;']","['    581 ', '&nbsp;']","['    524 ', '&nbsp;']","['    56 ', '&nbsp;']"
12274,r087,"All locations -> Bloomington, IL",All locations,"Bloomington, IL",2,"['14010', '&nbsp;']","['    575 ', '&nbsp;']","['    568 ', '&nbsp;']","['    7 ', 'i']"
12274,r088,"All locations -> Burlington-South Burlington, VT",All locations,"Burlington-South Burlington, VT",2,"['15540', '&nbsp;']","['    568 ', '&nbsp;']","['    516 ', '&nbsp;']","['    52 ', '&nbsp;']"
12274,r089,"All locations -> Wichita, KS",All locations,"Wichita, KS",2,"['48620', '&nbsp;']","['    516 ', '&nbsp;']","['    508 ', '&nbsp;']","['    8 ', 'e']"
12274,r090,"All locations -> Davenport-Moline-Rock Island, IA-IL",All locations,"Davenport-Moline-Rock Island, IA-IL",2,"['19340', '&nbsp;']","['    510 ', '&nbsp;']","['    498 ', '&nbsp;']","['    13 ', '&nbsp;']"
12274,r091,"All locations -> Virginia Beach-Chesapeake-Norfolk, VA-NC",All locations,"Virginia Beach-Chesapeake-Norfolk, VA-NC",2,"['47260', '&nbsp;']","['    507 ', 'i']","['    377 ', 'i']","['    129 ', '&nbsp;']"
12274,r092,"All locations -> Greenville-Anderson-Greer, SC",All locations,"Greenville-Anderson-Greer, SC",2,"['24860', '&nbsp;']","['    458 ', 'i']","['    417 ', '&nbsp;']","['    41 ', 'i']"
12274,r093,"All locations -> Winston-Salem, NC",All locations,"Winston-Salem, NC",2,"['49180', '&nbsp;']","['    452 ', '&nbsp;']","['    399 ', '&nbsp;']","['    53 ', 'i']"
12274,r094,"All locations -> Birmingham, AL",All locations,"Birmingham, AL",2,"['13820', '&nbsp;']","['    440 ', '&nbsp;']","['    390 ', '&nbsp;']","['    49 ', '&nbsp;']"
12274,r095,"All locations -> Brownsville-Harlingen, TX",All locations,"Brownsville-Harlingen, TX",2,"['15180', '&nbsp;']","['    426 ', '&nbsp;']","['    425 ', '&nbsp;']","['    1 ', 'i']"
12274,r096,"All locations -> Bakersfield-Delano, CA",All locations,"Bakersfield-Delano, CA",2,"['12540', '&nbsp;']","['    423 ', '&nbsp;']","['    332 ', '&nbsp;']","['    92 ', 'i']"
12274,r097,"All locations -> Corpus Christi, TX",All locations,"Corpus Christi, TX",2,"['18580', '&nbsp;']","['    416 ', '&nbsp;']","['    413 ', '&nbsp;']","['    2 ', 'i']"
12274,r098,"All locations -> Syracuse, NY",All locations,"Syracuse, NY",2,"['45060', '&nbsp;']","['    386 ', 'i']","['    340 ', 'i']","['    46 ', 'i']"
12274,r099,"All locations -> Tulsa, OK",All locations,"Tulsa, OK",2,"['46140', '&nbsp;']","['    368 ', '&nbsp;']","['    339 ', '&nbsp;']","['    28 ', 'i']"
12274,r100,"All locations -> Kiryas Joel-Poughkeepsie-Newburgh, NY",All locations,"Kiryas Joel-Poughkeepsie-Newburgh, NY",2,"['28880', '&nbsp;']","['    367 ', 'i']","['    363 ', 'i']","['    4 ', 'i']"
12274,r101,"All locations -> Daphne-Fairhope-Foley, AL",All locations,"Daphne-Fairhope-Foley, AL",2,"['19300', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
12274,r102,All locations -> All other CBSAs,All locations,All other CBSAs,2,"['&nbsp;', '&nbsp;']","['    32,893 ', 'i']","['    28,859 ', '&nbsp;']","['    4,033 ', 'i']"
12274,r103,All locations -> Locations outside a CBSA,All locations,Locations outside a CBSA,2,"['&nbsp;', '&nbsp;']","['    6,140 ', '&nbsp;']","['    5,298 ', '&nbsp;']","['    842 ', '&nbsp;']"
12274,r104,All locations -> Undistributed<sup>a</sup>,All locations,Undistributed<sup>a</sup>,2,"['&nbsp;', '&nbsp;']","['    765 ', '&nbsp;']","['    703 ', '&nbsp;']","['    62 ', '&nbsp;']"
