table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022,field_2023_preliminary_
10875,r001,All agencies,All agencies,,,,,1,31588,31527,32293,33271,36195,40017,41547,42266,45393,48467
10875,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,
10875,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,908,925,935,965,986,1057,1164,1299,1417,1603
10875,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,561,566,572,585,600,646,712,755,825,929
10875,r005,All agencies -> Departments -> Department of Agriculture -> Animal and Plant Health Inspection Service,All agencies,Departments,Department of Agriculture,Animal and Plant Health Inspection Service,,4,19,20,20,19,18,19,19,21,24,26
10875,r006,All agencies -> Departments -> Department of Agriculture -> Economic Research Service,All agencies,Departments,Department of Agriculture,Economic Research Service,,4,7,0,0,0,0,0,0,0,0,0
10875,r007,All agencies -> Departments -> Department of Agriculture -> Foreign Agricultural Service,All agencies,Departments,Department of Agriculture,Foreign Agricultural Service,,4,0.05,0.05,0.05,0.05,0,0,0,0,0,0
10875,r008,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,90,85,91,89,84,85,85,79,85,88
10875,r009,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,231,254,252,273,283,307,348,432,468,544
10875,r010,All agencies -> Departments -> Department of Agriculture -> Natural Resources Conservation Service,All agencies,Departments,Department of Agriculture,Natural Resources Conservation Service,,4,NA,NA,NA,NA,NA,NA,NA,11,15,16
10875,r011,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,215,232,247,246,227,253,251,278,273,311
10875,r012,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,215,232,247,246,227,253,251,278,273,311
10875,r013,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,2074,2133,2239,2110,2390,2510,2499,2835,3150,3541
10875,r014,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,347,360,378,391,458,478,482,510,440,517
10875,r015,All agencies -> Departments -> Department of Defense -> Defense Health Agency,All agencies,Departments,Department of Defense,Defense Health Agency,,4,NA,NA,NA,NA,NA,NA,11,18,11,14
10875,r016,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,501,501,522,469,564,559,520,703,970,994
10875,r017,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,436,449,462,450,472,495,524,542,514,620
10875,r018,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,611,620,637,569,596,656,641,631,662,879
10875,r019,All agencies -> Departments -> Department of Defense -> Space Force,All agencies,Departments,Department of Defense,Space Force,,4,na,na,na,na,na,na,0,98,71,55
10875,r020,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,178,203,240,230,299,322,321,333,482,461
10875,r021,All agencies -> Departments -> Department of Education,All agencies,Departments,Department of Education,,,3,25,22,23,33,55,57,54,30,32,28
10875,r022,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,4075,4460,4586,4500,5001,5075,5502,5500,6108,6523
10875,r023,All agencies -> Departments -> Department of Energy -> Bonneville Power Administration,All agencies,Departments,Department of Energy,Bonneville Power Administration,,4,5,4,4,5,NA,NA,NA,NA,NA,NA
10875,r024,All agencies -> Departments -> Department of Energy -> Electricity Delivery and Energy Reliability,All agencies,Departments,Department of Energy,Electricity Delivery and Energy Reliability,,4,4,6,3,6,13,15,13,13,8,13
10875,r025,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,4,5,6,6,33,33,34,2,0,0
10875,r026,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,56,68,83,81,88,102,114,123,121,124
10875,r027,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,56,68,83,81,88,102,114,123,121,124
10875,r028,All agencies -> Departments -> Department of Energy -> Nuclear Energy,All agencies,Departments,Department of Energy,Nuclear Energy,,4,0,43,35,0,0,0,0,0,0,0
