table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_salaries_wages_and_fringe_benefits,field_stock_based_compensation,field_temporary_staffing,field_expensed_equipment,field_materials_and_supplies,field_lease_and_rental_payments,field_depreciation,field_royalties_and_licensing_fees,field_other_purchased_services_except_r_d_,field_other
8817,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['2,523', '&nbsp;']","['1,298', '&nbsp;']","['13', '&nbsp;']","['26 - 43', '&nbsp;']","['13', '&nbsp;']","['487', '&nbsp;']","['40', '&nbsp;']","['146', '&nbsp;']","['55', '&nbsp;']","['149', '&nbsp;']","['275 - 292', '&nbsp;']"
8817,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['1,161', '&nbsp;']","['791', '&nbsp;']","['1', '&nbsp;']","['44', '&nbsp;']","['6', '&nbsp;']","['60', '&nbsp;']","['19', '&nbsp;']","['84', '&nbsp;']","['5', '&nbsp;']","['54', '&nbsp;']","['96', '&nbsp;']"
8817,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['775', '&nbsp;']","['385 - 424', 'i']","['1', 'i']","['101 - 122', 'i']","['2', 'i']","['50 - 71', 'i']","['6', 'i']","['39', 'i']","['19', '&nbsp;']","['8', 'i']","['106 - 163', 'i']"
8817,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['80,858', '&nbsp;']","['32,548', '&nbsp;']","['5,084', '&nbsp;']","['5,850', '&nbsp;']","['803', '&nbsp;']","['7,494', '&nbsp;']","['1,395', '&nbsp;']","['3,492', '&nbsp;']","['1,798', '&nbsp;']","['4,350', '&nbsp;']","['18,044', '&nbsp;']"
8817,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation",,4,3256,"['2,476', '&nbsp;']","['1,454', '&nbsp;']","['16', '&nbsp;']","['85', '&nbsp;']","['3', '&nbsp;']","['152', '&nbsp;']","['21', '&nbsp;']","['87', '&nbsp;']","['*', '&nbsp;']","['21', '&nbsp;']","['636', '&nbsp;']"
8817,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['1,610', '&nbsp;']","['1,199 - 1,234', '&nbsp;']","['3', '&nbsp;']","['8', '&nbsp;']","['7', '&nbsp;']","['70 - 91', '&nbsp;']","['17', '&nbsp;']","['80', '&nbsp;']","['*', '&nbsp;']","['39', '&nbsp;']","['129 - 169', '&nbsp;']"
8817,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['2,607', '&nbsp;']","['1,573', '&nbsp;']","['4', '&nbsp;']","['25', '&nbsp;']","['37', '&nbsp;']","['565', '&nbsp;']","['22', '&nbsp;']","['82', '&nbsp;']","['5', '&nbsp;']","['44', '&nbsp;']","['251', '&nbsp;']"
8817,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['1,619', 'i']","['823', 'i']","['21', 'i']","['44', 'i']","['37', 'i']","['134', 'i']","['39', 'i']","['70', 'i']","['1', '&nbsp;']","['27', '&nbsp;']","['422', 'i']"
8817,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['795', '&nbsp;']","['305', '&nbsp;']","['1', '&nbsp;']","['4', '&nbsp;']","['7', '&nbsp;']","['377', '&nbsp;']","['2', '&nbsp;']","['21', '&nbsp;']","['*', '&nbsp;']","['37', '&nbsp;']","['42', '&nbsp;']"
8817,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['3,336', '&nbsp;']","['1,994', '&nbsp;']","['55', '&nbsp;']","['89', '&nbsp;']","['45', '&nbsp;']","['735', '&nbsp;']","['30', '&nbsp;']","['84', '&nbsp;']","['12', '&nbsp;']","['51', '&nbsp;']","['242', '&nbsp;']"
8817,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['15,071', '&nbsp;']","['8,586', '&nbsp;']","['302', '&nbsp;']","['569', '&nbsp;']","['164', '&nbsp;']","['2,099', '&nbsp;']","['217', '&nbsp;']","['615', '&nbsp;']","['35', '&nbsp;']","['416', '&nbsp;']","['2,068', '&nbsp;']"
8817,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['1,760', '&nbsp;']","['973 - 1,020', '&nbsp;']","['1', '&nbsp;']","['112', '&nbsp;']","['7', '&nbsp;']","['213', '&nbsp;']","['3 - 8', '&nbsp;']","['41', '&nbsp;']","['1', '&nbsp;']","['48', '&nbsp;']","['306 - 359', '&nbsp;']"
8817,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['4,121', '&nbsp;']","['1,964', '&nbsp;']","['232', '&nbsp;']","['32', '&nbsp;']","['8', '&nbsp;']","['460', '&nbsp;']","['134', '&nbsp;']","['317', '&nbsp;']","['*', '&nbsp;']","['148', '&nbsp;']","['825', '&nbsp;']"
8817,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['1,523', '&nbsp;']","['944', '&nbsp;']","['8', '&nbsp;']","['29', '&nbsp;']","['12', '&nbsp;']","['74', '&nbsp;']","['26', '&nbsp;']","['57', '&nbsp;']","['15', '&nbsp;']","['21', '&nbsp;']","['338', '&nbsp;']"
8817,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['7,667', '&nbsp;']","['4,658 - 4,706', '&nbsp;']","['61', '&nbsp;']","['396', '&nbsp;']","['137', '&nbsp;']","['1,352', '&nbsp;']","['48 - 53', '&nbsp;']","['200', '&nbsp;']","['18', '&nbsp;']","['199', '&nbsp;']","['544 - 600', 'i']"
8817,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['88,505', '&nbsp;']","['49,911', '&nbsp;']","['9,507', '&nbsp;']","['1,451', '&nbsp;']","['1,583', '&nbsp;']","['5,781', '&nbsp;']","['1,507', '&nbsp;']","['5,828', '&nbsp;']","['669', '&nbsp;']","['1,201', '&nbsp;']","['11,065', '&nbsp;']"
8817,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['11,107', '&nbsp;']","['6,264', '&nbsp;']","['748', '&nbsp;']","['362', '&nbsp;']","['143', '&nbsp;']","['261', '&nbsp;']","['797', '&nbsp;']","['505', '&nbsp;']","['22', '&nbsp;']","['94 - 142', '&nbsp;']","['1,866 - 1,914', '&nbsp;']"
8817,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['40,801', '&nbsp;']","['21,239', '&nbsp;']","['4,523', '&nbsp;']","['614', '&nbsp;']","['256', '&nbsp;']","['3,580', '&nbsp;']","['207', '&nbsp;']","['2,949', '&nbsp;']","['358', '&nbsp;']","['393', 'i']","['6,682', '&nbsp;']"
8817,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['11,012', '&nbsp;']","['7,362', '&nbsp;']","['325', '&nbsp;']","['353', '&nbsp;']","['124', '&nbsp;']","['745', '&nbsp;']","['84', '&nbsp;']","['395', '&nbsp;']","['16', '&nbsp;']","['350', '&nbsp;']","['1,259', '&nbsp;']"
8817,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['2,606', '&nbsp;']","['1,509', '&nbsp;']","['171', '&nbsp;']","['96', '&nbsp;']","['25', '&nbsp;']","['206', '&nbsp;']","['17', '&nbsp;']","['76', '&nbsp;']","['13', '&nbsp;']","['154', '&nbsp;']","['340', '&nbsp;']"
8817,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",5,334511,"['3,561', '&nbsp;']","['2,699', '&nbsp;']","['47 - 64', '&nbsp;']","['180', '&nbsp;']","['20', '&nbsp;']","['170', '&nbsp;']","['18', '&nbsp;']","['86', '&nbsp;']","['*', '&nbsp;']","['71', '&nbsp;']","['250 - 273', '&nbsp;']"
8817,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device,5,other 3345,"['4,844', '&nbsp;']","['3,154', '&nbsp;']","['90 - 107', '&nbsp;']","['77', '&nbsp;']","['79', '&nbsp;']","['368', '&nbsp;']","['48', '&nbsp;']","['233', '&nbsp;']","['2', '&nbsp;']","['125', '&nbsp;']","['647 - 670', '&nbsp;']"
8817,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['25,585', '&nbsp;']","['15,046', '&nbsp;']","['3,912', '&nbsp;']","['121', '&nbsp;']","['1,061', '&nbsp;']","['1,196', '&nbsp;']","['419', '&nbsp;']","['1,980', '&nbsp;']","['273', '&nbsp;']","['317 - 364', '&nbsp;']","['1,211 - 1,258', '&nbsp;']"
8817,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['4,492', '&nbsp;']","['2,955', '&nbsp;']","['53', '&nbsp;']","['220', '&nbsp;']","['35', '&nbsp;']","['298', '&nbsp;']","['72', '&nbsp;']","['130', '&nbsp;']","['33', '&nbsp;']","['210', '&nbsp;']","['485', '&nbsp;']"
8817,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['30,232', '&nbsp;']","['17,756', '&nbsp;']","['82', '&nbsp;']","['1,021', '&nbsp;']","['529', '&nbsp;']","['3,305', '&nbsp;']","['217', '&nbsp;']","['1,045', '&nbsp;']","['276', '&nbsp;']","['489', '&nbsp;']","['5,511', '&nbsp;']"
8817,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['19,522', '&nbsp;']","['12,577', '&nbsp;']","['42', '&nbsp;']","['805', '&nbsp;']","['454', '&nbsp;']","['2,071', '&nbsp;']","['176', '&nbsp;']","['867', '&nbsp;']","['271', '&nbsp;']","['100 - 193', '&nbsp;']","['2,063 - 2,162', '&nbsp;']"
8817,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['9,111', '&nbsp;']","['4,207', '&nbsp;']","['25', '&nbsp;']","['183', '&nbsp;']","['36', '&nbsp;']","['922', '&nbsp;']","['26', '&nbsp;']","['144', '&nbsp;']","['1', '&nbsp;']","['297', '&nbsp;']","['3,270', '&nbsp;']"
8817,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['8,281', '&nbsp;']","['3,788', '&nbsp;']","['21', '&nbsp;']","['142', '&nbsp;']","['28', '&nbsp;']","['755', '&nbsp;']","['16', '&nbsp;']","['112', '&nbsp;']","['1', '&nbsp;']","['292', '&nbsp;']","['3,126', '&nbsp;']"
8817,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['831', '&nbsp;']","['419', '&nbsp;']","['4', 'i']","['41', '&nbsp;']","['8', '&nbsp;']","['167', '&nbsp;']","['11', '&nbsp;']","['33', '&nbsp;']","['0', '&nbsp;']","['5', '&nbsp;']","['144', '&nbsp;']"
8817,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component",,4,336992,"['4', '&nbsp;']","['2', '&nbsp;']","['*', 'i']","['*', 'i']","['*', 'i']","['1', '&nbsp;']","['*', 'i']","['0', '&nbsp;']","['*', 'i']","['0 - 2', 'i']","['0 - 3', 'i']"
8817,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['1,594', '&nbsp;']","['970', '&nbsp;']","['15', '&nbsp;']","['33', '&nbsp;']","['39', '&nbsp;']","['311', '&nbsp;']","['15', '&nbsp;']","['34', '&nbsp;']","['5', '&nbsp;']","['0 - 90', '&nbsp;']","['80 - 176', 'i']"
8817,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['492', '&nbsp;']","['280', '&nbsp;']","['2', '&nbsp;']","['16', '&nbsp;']","['6', '&nbsp;']","['92', '&nbsp;']","['4', '&nbsp;']","['9', '&nbsp;']","['23', 'i']","['18', '&nbsp;']","['42', '&nbsp;']"
8817,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['18,576', '&nbsp;']","['11,250 - 11,312', '&nbsp;']","['454', '&nbsp;']","['892', '&nbsp;']","['235', '&nbsp;']","['1,530 - 1,555', '&nbsp;']","['141', '&nbsp;']","['750', '&nbsp;']","['73', '&nbsp;']","['754', '&nbsp;']","['2,412 - 2,475', '&nbsp;']"
8817,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['15,944', '&nbsp;']","['9,423', '&nbsp;']","['435', '&nbsp;']","['814', '&nbsp;']","['188', '&nbsp;']","['1,303', '&nbsp;']","['121', '&nbsp;']","['694', '&nbsp;']","['29', '&nbsp;']","['708', '&nbsp;']","['2,229', '&nbsp;']"
8817,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['2,632', '&nbsp;']","['1,828 - 1,889', '&nbsp;']","['19', '&nbsp;']","['77', '&nbsp;']","['47', '&nbsp;']","['227 - 252', '&nbsp;']","['20', '&nbsp;']","['56', '&nbsp;']","['44', '&nbsp;']","['46', '&nbsp;']","['182 - 246', 'i']"
8817,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['201,566', '&nbsp;']","['119,243', '&nbsp;']","['31,883', '&nbsp;']","['9,943', '&nbsp;']","['3,989', '&nbsp;']","['2,876', '&nbsp;']","['3,955', '&nbsp;']","['5,612', '&nbsp;']","['452', '&nbsp;']","['4,109', '&nbsp;']","['19,503', '&nbsp;']"
8817,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['1,121', '&nbsp;']","['782', '&nbsp;']","['8', '&nbsp;']","['38', '&nbsp;']","['5', 'i']","['80', 'i']","['14', '&nbsp;']","['15', '&nbsp;']","['*', '&nbsp;']","['48', '&nbsp;']","['130', 'i']"
8817,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['224', '&nbsp;']","['119', '&nbsp;']","['1', '&nbsp;']","['25', '&nbsp;']","['2', '&nbsp;']","['7', '&nbsp;']","['1', '&nbsp;']","['10', '&nbsp;']","['3', '&nbsp;']","['21', '&nbsp;']","['35', '&nbsp;']"
8817,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['1,001', '&nbsp;']","['765', '&nbsp;']","['*', 'i']","['10', '&nbsp;']","['5', '&nbsp;']","['55', 'i']","['2', '&nbsp;']","['15', '&nbsp;']","['4', '&nbsp;']","['9', '&nbsp;']","['136', 'i']"
8817,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['3,837 - 19,343', 'i']","['0 - 11,438', 'i']","['2,016 - 4,233', 'i']","['155', 'i']","['0 - 313', 'i']","['0 - 256', 'i']","['0 - 238', 'i']","['0 - 772', 'i']","['0 - 55', 'i']","['3', '&nbsp;']","['0 - 5,493', 'i']"
8817,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['4,954', 'i']","['2,393', 'i']","['1,373', 'i']","['342', 'i']","['30', 'i']","['96', 'i']","['8', '&nbsp;']","['0 - 209', '&nbsp;']","['0 - 55', '&nbsp;']","['205', 'i']","['301 - 454', 'i']"
8817,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['128,350', '&nbsp;']","['76,351', '&nbsp;']","['23,252', '&nbsp;']","['6,394', '&nbsp;']","['3,041', '&nbsp;']","['975', '&nbsp;']","['2,933', '&nbsp;']","['3,643', '&nbsp;']","['284', '&nbsp;']","['2,483', '&nbsp;']","['8,994', '&nbsp;']"
8817,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['34,516', '&nbsp;']","['22,150', '&nbsp;']","['4,304', '&nbsp;']","['1,664', '&nbsp;']","['349', '&nbsp;']","['516', '&nbsp;']","['340', '&nbsp;']","['418', '&nbsp;']","['112', '&nbsp;']","['1,418', '&nbsp;']","['3,245', '&nbsp;']"
8817,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['60', '&nbsp;']","['56', '&nbsp;']","['0', '&nbsp;']","['3', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']"
8817,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['34,456', '&nbsp;']","['22,094', '&nbsp;']","['4,304', '&nbsp;']","['1,660', '&nbsp;']","['349', '&nbsp;']","['516', '&nbsp;']","['340', '&nbsp;']","['418', '&nbsp;']","['112', '&nbsp;']","['1,418', '&nbsp;']","['3,245', '&nbsp;']"
8817,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['3,371', '&nbsp;']","['2,559', '&nbsp;']","['23', '&nbsp;']","['175', '&nbsp;']","['18', '&nbsp;']","['57', '&nbsp;']","['13 - 23', '&nbsp;']","['14', '&nbsp;']","['4', '&nbsp;']","['484', '&nbsp;']","['11 - 29', '&nbsp;']"
8817,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['41,105', '&nbsp;']","['26,875', '&nbsp;']","['6,578 - 6,612', '&nbsp;']","['1,156', '&nbsp;']","['576', '&nbsp;']","['293', '&nbsp;']","['711', '&nbsp;']","['841', '&nbsp;']","['149', '&nbsp;']","['416 - 449', '&nbsp;']","['3,466 - 3,496', '&nbsp;']"
8817,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['49,358', '&nbsp;']","['24,767', '&nbsp;']","['12,312 - 12,346', '&nbsp;']","['3,400', '&nbsp;']","['2,098', '&nbsp;']","['108', '&nbsp;']","['1,859 - 1,869', '&nbsp;']","['2,371', '&nbsp;']","['20', '&nbsp;']","['132 - 165', '&nbsp;']","['2,224 - 2,265', 'i']"
8817,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['12,204', '&nbsp;']","['7,790', '&nbsp;']","['1,123', '&nbsp;']","['1,770', '&nbsp;']","['203', '&nbsp;']","['88', '&nbsp;']","['100', '&nbsp;']","['300', '&nbsp;']","['16', '&nbsp;']","['190', '&nbsp;']","['625', '&nbsp;']"
8817,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['3,249', '&nbsp;']","['957', '&nbsp;']","['2 - 2,211', '&nbsp;']","['37', '&nbsp;']","['0 - 313', '&nbsp;']","['0 - 256', '&nbsp;']","['0 - 238', '&nbsp;']","['43', '&nbsp;']","['0 - 55', '&nbsp;']","['3', '&nbsp;']","['0 - 2,209', '&nbsp;']"
8817,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['7', '&nbsp;']","['2', '&nbsp;']","['3', 'i']","['0 - 3', 'i']","['0 - 3', 'i']","['*', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['0 - 3', 'i']","['*', 'i']","['*', 'i']"
8817,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['3,242', '&nbsp;']","['955', '&nbsp;']","['0 - 2,209', '&nbsp;']","['33 - 38', '&nbsp;']","['0 - 313', '&nbsp;']","['0 - 256', '&nbsp;']","['0 - 238', '&nbsp;']","['43', '&nbsp;']","['0 - 55', '&nbsp;']","['3', '&nbsp;']","['0 - 2,209', '&nbsp;']"
