table_id,row_id,budget_function_and_agency_full_path,budget_function_and_agency_level_1,budget_function_and_agency_level_2,budget_function_and_agency_level_3,budget_function_and_agency_level_4,budget_function_and_agency_hierarchy_depth,field_2023_actual,field_2024_preliminarya,field_2025_proposed,field_2023_24_change_,field_2024_25_change_
12579,r001,R&D and R&D plant,R&D and R&D plant,,,,1,581,767,771,32.0,0.5
12579,r002,"R&D and R&D plant -> Elementary, secondary, and vocational education (501); Higher education (502); Research and general education aids (503)",R&D and R&D plant,"Elementary, secondary, and vocational education (501); Higher education (502); Research and general education aids (503)",,,2,581,767,771,32.0,0.5
12579,r003,"R&D and R&D plant -> Elementary, secondary, and vocational education (501); Higher education (502); Research and general education aids (503) -> Department of Education programs",R&D and R&D plant,"Elementary, secondary, and vocational education (501); Higher education (502); Research and general education aids (503)",Department of Education programs,,3,237,445,425,87.8,-4.5
12579,r004,"R&D and R&D plant -> Elementary, secondary, and vocational education (501); Higher education (502); Research and general education aids (503) -> Smithsonian Institution programs",R&D and R&D plant,"Elementary, secondary, and vocational education (501); Higher education (502); Research and general education aids (503)",Smithsonian Institution programs,,3,344,322,346,-6.4,7.5
12579,r005,R&D and R&D plant -> R&D,R&D and R&D plant,R&D,,,2,527,733,735,39.1,0.3
12579,r006,"R&D and R&D plant -> R&D -> Elementary, secondary, and vocational education (501); Higher education (502); Research and general education aids (503)",R&D and R&D plant,R&D,"Elementary, secondary, and vocational education (501); Higher education (502); Research and general education aids (503)",,3,527,733,735,39.1,0.3
12579,r007,"R&D and R&D plant -> R&D -> Elementary, secondary, and vocational education (501); Higher education (502); Research and general education aids (503) -> Department of Education programs",R&D and R&D plant,R&D,"Elementary, secondary, and vocational education (501); Higher education (502); Research and general education aids (503)",Department of Education programs,4,237,445,425,87.8,-4.5
12579,r008,"R&D and R&D plant -> R&D -> Elementary, secondary, and vocational education (501); Higher education (502); Research and general education aids (503) -> Smithsonian Institution programs",R&D and R&D plant,R&D,"Elementary, secondary, and vocational education (501); Higher education (502); Research and general education aids (503)",Smithsonian Institution programs,4,290,288,310,-0.7,7.6
