table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_engineering,field_other_fields
10826,r001,All agencies,All agencies,,,,,1,48467014,2430647,3991137,20388014,615566,9750710,2433629,822119,3923050,4112141
10826,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,
10826,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,1602692,8128,8932,1357684,3882,82632,364,38146,63070,39854
10826,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,929000,1208,0,857560,0,59642,0,2230,8361,0
10826,r005,All agencies -> Departments -> Department of Agriculture -> Animal and Plant Health Inspection Service,All agencies,Departments,Department of Agriculture,Animal and Plant Health Inspection Service,,4,26244,0,0,26244,0,0,0,0,0,0
10826,r006,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,88125,0,2778,67345,0,3732,0,10027,4243,0.05
10826,r007,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,543648,6921,6154,391035,3882,19158,364,25889,50467,39779
10826,r008,All agencies -> Departments -> Department of Agriculture -> Natural Resources Conservation Service,All agencies,Departments,Department of Agriculture,Natural Resources Conservation Service,,4,15675,0,0,15500,0,100,0,0,0,75
10826,r009,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,311154,14750,2034,16871,4797,222673,0,0,50029,0
10826,r010,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,311154,14750,2034,16871,4797,222673,0,0,50029,0
10826,r011,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,3541126,569795,223156,335984,87693,221825,42157,36063,1062267,962187
10826,r012,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,517425,299771,18781,124305,6099,13252,5746,0,40763,8707
10826,r013,All agencies -> Departments -> Department of Defense -> Defense Health Agency,All agencies,Departments,Department of Defense,Defense Health Agency,,4,13518,0,0,13121,0,0,0,0,397,0
10826,r014,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,994200,30329,0,9699,6388,45968,417,2290,461729,437380
10826,r015,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,620430,80628,5860,123558,13099,47340,22205,2973,49388,275380
10826,r016,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,879264,64496,183956,31310,15411,82530,11629,8559,280006,201365
10826,r017,All agencies -> Departments -> Department of Defense -> Space Force,All agencies,Departments,Department of Defense,Space Force,,4,55037,0,0,0,0,0,0,0,55037,0
