table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_basic_research,field_applied_research,field_development
1393,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['317,731', '  ']","['19,143', '  ']","['48,806', '  ']","['249,782', ' ']"
1393,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['211,660', '  ']","['14,841', '  ']","['35,845', '  ']","['160,974', ' ']"
1393,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['4,611', '  ']","['494', 'i ']","['1,399', 'i ']","['2,718', ' ']"
1393,r004,All industries -> Manufacturing industries -> Beverages and tobacco products,All industries,Manufacturing industries,Beverages and tobacco products,,,3,312,"['987', '  ']","['143', '  ']","['231', '  ']","['613', ' ']"
1393,r005,"All industries -> Manufacturing industries -> Textiles, apparel, and leather products",All industries,Manufacturing industries,"Textiles, apparel, and leather products",,,3,313–16,"['1,156', 'i ']","['84', '  ']","['117', '  ']","['955', 'i']"
1393,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['181', '  ']","['13', '  ']","['43', '  ']","['125', ' ']"
1393,r007,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['219', 'i ']","['31', '  ']","['33', 'i ']","['155', ' ']"
1393,r008,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['64,165', '  ']","['8,027', '  ']","['14,290', '  ']","['41,847', ' ']"
1393,r009,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['55,983', '  ']","['7,276', '  ']","['12,636', '  ']","['36,071', ' ']"
1393,r010,All industries -> Manufacturing industries -> Chemicals -> Other chemicals,All industries,Manufacturing industries,Chemicals,Other chemicals,,4,other 325,"['8,181', '  ']","['751', '  ']","['1,654', '  ']","['5,776', ' ']"
1393,r011,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['3,584', '  ']","['342', '  ']","['868', '  ']","['2,373', ' ']"
1393,r012,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['1,274', '  ']","['149', '  ']","['287', '  ']","['838', ' ']"
1393,r013,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['583', '  ']","['65', 'i ']","['114', 'i ']","['403', ' ']"
1393,r014,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['2,127', '  ']","['118', 'i ']","['399', 'i ']","['1,610', ' ']"
1393,r015,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['11,699', '  ']","['638', '  ']","['1,400', '  ']","['9,661', ' ']"
1393,r016,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['68,515', '  ']","['2,103', '  ']","['8,966', '  ']","['57,447', 'i']"
1393,r017,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductors and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductors and other electronic components,,4,3344,"['29,176', '  ']","['796', 'i ']","['4,225', '  ']","['24,155', 'i']"
1393,r018,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['10,131', '  ']","['668', 'i ']","['1,525', 'i ']","['7,938', 'i']"
1393,r019,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['29,208', '  ']","['639', '  ']","['3,215', '  ']","['25,354', ' ']"
1393,r020,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['4,302', '  ']","['308', 'i ']","['697', '  ']","['3,296', ' ']"
1393,r021,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['32,905', '  ']","['1,579', '  ']","['4,413', '  ']","['26,913', ' ']"
1393,r022,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['12,272', '  ']","['552', '  ']","['1,834', '  ']","['9,885', ' ']"
1393,r023,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation equipment,All industries,Manufacturing industries,Transportation equipment,Other transportation equipment,,4,other 336,"['20,633', '  ']","['1,027', '  ']","['2,578', '  ']","['17,028', ' ']"
1393,r024,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['366', '  ']","['16', 'i ']","['85', '  ']","['265', ' ']"
1393,r025,All industries -> Manufacturing industries -> Miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous manufacturing,,,3,"322, 324, 339","['14,986', '  ']","['729', '  ']","['2,502', '  ']","['11,755', ' ']"
1393,r026,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['106,071', '  ']","['4,302', '  ']","['12,961', '  ']","['88,808', ' ']"
1393,r027,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['70,075', '  ']","['1,942', '  ']","['6,695', '  ']","['61,438', ' ']"
1393,r028,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['33,174', '  ']","['1,072', '  ']","['2,820', '  ']","['29,282', ' ']"
1393,r029,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['3,530', 'i ']","['377', '  ']","['1,359', '  ']","['1,795', 'i']"
1393,r030,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['11,776', '  ']","['427', '  ']","['1,390', '  ']","['9,958', ' ']"
1393,r031,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['21,594', '  ']","['66', '  ']","['1,125', '  ']","['20,403', ' ']"
1393,r032,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['20,845', '  ']","['1,332', 'i ']","['4,481', 'i ']","['15,032', ' ']"
1393,r033,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['1,816', '  ']","['231', 'i ']","['600', 'i ']","['985', 'i']"
1393,r034,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['13,255', '  ']","['665', 'i ']","['2,429', 'i ']","['10,161', ' ']"
1393,r035,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['2,811', '  ']","['315', 'i ']","['831', 'i ']","['1,665', ' ']"
1393,r036,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Biotechnology research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Biotechnology research and development,5,541711,"['750', 'i ']","['114', 'i ']","['216', 'i ']","['421', ' ']"
