table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_level_5,industry_hierarchy_depth,field_naics_code,field_company_size_domestic_employees_all_companies,field_company_size_domestic_employees_10_19a,field_company_size_domestic_employees_20_49,field_company_size_domestic_employees_50_99,field_company_size_domestic_employees_100_249,field_company_size_domestic_employees_250_499,field_company_size_domestic_employees_500_599,field_company_size_domestic_employees_1_000_4_999,field_company_size_domestic_employees_5_000_9_999,field_company_size_domestic_employees_10_000_24_999,field_company_size_domestic_employees_25_000_or_more
8826,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['71,457', '  ']","['1,029', '  ']","['2,025', '  ']","['1,816', '  ']","['3,280', '  ']","['2,811', '  ']","['2,807', '  ']","['12,322', '  ']","['5,945', '  ']","['15,739', 'i ']","['23,684', '  ']"
8826,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['43,848', '  ']","['140', '  ']","['454', '  ']","['661', '  ']","['1,136', '  ']","['1,155', '  ']","['1,654', '  ']","['9,605', '  ']","['2,262', '  ']","['7,368', '  ']","['19,414', 'i ']"
8826,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['254', '  ']","['0', '  ']","['15', '  ']","['5', '  ']","['62', '  ']","['7', '  ']","['10', '  ']","['79', '  ']","['75', '  ']","['2', '  ']","['0', '  ']"
8826,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['121', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['102', '  ']","['0', '  ']","['0', '  ']","['19', '  ']","['0', '  ']","['* ', 'i ']"
8826,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['9', '  ']","['* ', '  ']","['0', '  ']","['6', '  ']","['3', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
8826,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['3', '  ']","['0', '  ']","['0', '  ']","['* ', '  ']","['0', '  ']","['0', '  ']","['3', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
8826,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['1', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['1', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
8826,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['1', '  ']","['0', '  ']","['1', '  ']","['* ', '  ']","['* ', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
8826,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['89 - 103', '  ']","['* ', '  ']","['0', '  ']","['* ', '  ']","['0', '  ']","['0', '  ']","['83 - 100', '  ']","['0', '  ']","['1', '  ']","['3', '  ']","['* ', '  ']"
8826,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['11,675', '  ']","['65', '  ']","['133', '  ']","['231', '  ']","['496', '  ']","['267', '  ']","['379', '  ']","['4,605', '  ']","['693', '  ']","['4,439', '  ']","['366', '  ']"
