table_id,row_id,_b_state_b_full_path,_b_state_b_level_1,_b_state_b_level_2,_b_state_b_hierarchy_depth,field_state_r_d_expendituresa,field_state_r_d_plant_expendituresb
9951,r001,United States<sup>c</sup>,United States<sup>c</sup>,,1,2643991142,31839778
9951,r002,United States<sup>c</sup> -> Alabama,United States<sup>c</sup>,Alabama,2,88219991,0
9951,r003,United States<sup>c</sup> -> Alaska,United States<sup>c</sup>,Alaska,2,17157228,0
9951,r004,United States<sup>c</sup> -> Arizona,United States<sup>c</sup>,Arizona,2,7946421,0
9951,r005,United States<sup>c</sup> -> Arkansas,United States<sup>c</sup>,Arkansas,2,9759708,0
9951,r006,United States<sup>c</sup> -> California,United States<sup>c</sup>,California,2,490081806,5700000
9951,r007,United States<sup>c</sup> -> Colorado,United States<sup>c</sup>,Colorado,2,38058349,0
9951,r008,United States<sup>c</sup> -> Connecticut,United States<sup>c</sup>,Connecticut,2,60578799,0
9951,r009,United States<sup>c</sup> -> Delaware,United States<sup>c</sup>,Delaware,2,3446375,0
9951,r010,United States<sup>c</sup> -> District of Columbia,United States<sup>c</sup>,District of Columbia,2,10560754,0
9951,r011,United States<sup>c</sup> -> Florida,United States<sup>c</sup>,Florida,2,180145644,2163105
9951,r012,United States<sup>c</sup> -> Georgia,United States<sup>c</sup>,Georgia,2,24988379,0
9951,r013,United States<sup>c</sup> -> Hawaii,United States<sup>c</sup>,Hawaii,2,6337851,5750000
9951,r014,United States<sup>c</sup> -> Idaho,United States<sup>c</sup>,Idaho,2,20444262,0
9951,r015,United States<sup>c</sup> -> Illinois,United States<sup>c</sup>,Illinois,2,16463839,0
9951,r016,United States<sup>c</sup> -> Indiana,United States<sup>c</sup>,Indiana,2,12104856,0
9951,r017,United States<sup>c</sup> -> Iowa,United States<sup>c</sup>,Iowa,2,10636720,0
9951,r018,United States<sup>c</sup> -> Kansas,United States<sup>c</sup>,Kansas,2,17633236,0
9951,r019,United States<sup>c</sup> -> Kentucky,United States<sup>c</sup>,Kentucky,2,34881537,0
9951,r020,United States<sup>c</sup> -> Louisiana,United States<sup>c</sup>,Louisiana,2,31843839,0
9951,r021,United States<sup>c</sup> -> Maine,United States<sup>c</sup>,Maine,2,24812470,1579462
9951,r022,United States<sup>c</sup> -> Maryland,United States<sup>c</sup>,Maryland,2,31280581,0
9951,r023,United States<sup>c</sup> -> Massachusetts,United States<sup>c</sup>,Massachusetts,2,26616423,4484231
9951,r024,United States<sup>c</sup> -> Michigan,United States<sup>c</sup>,Michigan,2,30525914,0
9951,r025,United States<sup>c</sup> -> Minnesota,United States<sup>c</sup>,Minnesota,2,25093959,0
9951,r026,United States<sup>c</sup> -> Mississippi,United States<sup>c</sup>,Mississippi,2,9788541,0
9951,r027,United States<sup>c</sup> -> Missouri,United States<sup>c</sup>,Missouri,2,12430684,0
9951,r028,United States<sup>c</sup> -> Montana,United States<sup>c</sup>,Montana,2,9752216,0
9951,r029,United States<sup>c</sup> -> Nebraska,United States<sup>c</sup>,Nebraska,2,32687157,10000
9951,r030,United States<sup>c</sup> -> Nevada,United States<sup>c</sup>,Nevada,2,3643395,0
9951,r031,United States<sup>c</sup> -> New Hampshire,United States<sup>c</sup>,New Hampshire,2,9222505,0
9951,r032,United States<sup>c</sup> -> New Jersey,United States<sup>c</sup>,New Jersey,2,65020915,0
9951,r033,United States<sup>c</sup> -> New Mexico,United States<sup>c</sup>,New Mexico,2,3456227,0
9951,r034,United States<sup>c</sup> -> New York,United States<sup>c</sup>,New York,2,506283025,70000
9951,r035,United States<sup>c</sup> -> North Carolina,United States<sup>c</sup>,North Carolina,2,38818576,1000000
9951,r036,United States<sup>c</sup> -> North Dakota,United States<sup>c</sup>,North Dakota,2,17874336,0
9951,r037,United States<sup>c</sup> -> Ohio,United States<sup>c</sup>,Ohio,2,70471571,0
9951,r038,United States<sup>c</sup> -> Oklahoma,United States<sup>c</sup>,Oklahoma,2,27646238,0
9951,r039,United States<sup>c</sup> -> Oregon,United States<sup>c</sup>,Oregon,2,33801166,0
9951,r040,United States<sup>c</sup> -> Pennsylvania,United States<sup>c</sup>,Pennsylvania,2,88557830,0
9951,r041,United States<sup>c</sup> -> Rhode Island,United States<sup>c</sup>,Rhode Island,2,8361413,0
9951,r042,United States<sup>c</sup> -> South Carolina,United States<sup>c</sup>,South Carolina,2,50056315,2000000
9951,r043,United States<sup>c</sup> -> South Dakota,United States<sup>c</sup>,South Dakota,2,4595753,500000
9951,r044,United States<sup>c</sup> -> Tennessee,United States<sup>c</sup>,Tennessee,2,38959330,0
9951,r045,United States<sup>c</sup> -> Texas,United States<sup>c</sup>,Texas,2,247609284,0
9951,r046,United States<sup>c</sup> -> Utah,United States<sup>c</sup>,Utah,2,8837531,0
9951,r047,United States<sup>c</sup> -> Vermont,United States<sup>c</sup>,Vermont,2,1460157,0
9951,r048,United States<sup>c</sup> -> Virginia,United States<sup>c</sup>,Virginia,2,40253504,50400
9951,r049,United States<sup>c</sup> -> Washington,United States<sup>c</sup>,Washington,2,60886219,8532580
9951,r050,United States<sup>c</sup> -> West Virginia,United States<sup>c</sup>,West Virginia,2,9180282,0
9951,r051,United States<sup>c</sup> -> Wisconsin,United States<sup>c</sup>,Wisconsin,2,19060693,0
9951,r052,United States<sup>c</sup> -> Wyoming,United States<sup>c</sup>,Wyoming,2,5657338,0
9951,r053,Puerto Rico<sup>d</sup>,Puerto Rico<sup>d</sup>,,1,17058786,0
