table_id,row_id,region_country_or_economy_full_path,region_country_or_economy_level_1,region_country_or_economy_level_2,region_country_or_economy_level_3,region_country_or_economy_level_4,region_country_or_economy_hierarchy_depth,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019
6242,r001,World,World,,,,1,2576987,2883573,3197869,3374917,3651713,4095900,4384975,3989644,4623515,5134356,5199948,5339575,5548016,5450753,5603086,6018099,6479750,6407464
6242,r002,World -> North America,World,North America,,,2,860992,891025,923070,959644,1039434,1080127,1057101,996021,1104433,1149907,1187451,1232625,1264602,1302114,1316560,1365358,1428716,1464965
6242,r003,World -> North America -> Canada,World,North America,Canada,,3,49044,53665,56206,59256,61963,65161,60421,51445,61895,69312,71482,69693,67273,61016,59339,61291,62610,61329
6242,r004,World -> North America -> Mexico,World,North America,Mexico,,3,59688,52914,54373,58410,67661,70236,71546,53189,66793,72847,82426,86358,90365,91757,87003,93222,97810,101924
6242,r005,World -> North America -> United States,World,North America,United States,,3,752260,784446,812491,841978,909809,944729,925134,891386,975745,1007748,1033543,1076574,1106964,1149341,1170217,1210846,1268296,1301712
6242,r006,World -> Central and South America,World,Central and South America,,,2,53195,57756,72306,87610,104713,133470,167411,148421,188045,214069,197728,196293,173337,132244,117826,141439,130640,122855
6242,r007,World -> Central and South America -> Argentina,World,Central and South America,Argentina,,3,3489,4710,6086,7707,9511,12137,15900,15127,17831,19555,19028,18353,12183,10850,11057,12570,11615,10445
6242,r008,World -> Central and South America -> Brazil,World,Central and South America,Brazil,,3,37406,40544,51384,62162,75407,97703,123231,103346,142654,163612,143317,143019,129582,88135,83624,103143,90420,88025
6242,r009,World -> Central and South America -> Chile,World,Central and South America,Chile,,3,1874,2408,2895,3764,3875,4072,4081,3967,4459,5474,6164,6096,5049,4630,4547,4402,5010,4364
6242,r010,World -> Central and South America -> Colombia,World,Central and South America,Colombia,,3,3226,3204,3931,4507,5088,6344,7055,6802,7992,8460,9187,9189,8791,7590,7297,7390,7756,7241
6242,r011,World -> Central and South America -> Peru,World,Central and South America,Peru,,3,1400,1474,1584,1812,2058,2522,3121,3193,3589,3973,4657,4872,4730,4278,4339,4551,4695,4445
6242,r012,World -> Central and South America -> Other Central and South America,World,Central and South America,Other Central and South America,,3,5801,5415,6426,7658,8774,10691,14022,15986,11521,12995,15375,14764,13002,16761,6963,9383,11144,8335
6242,r013,World -> Europe,World,Europe,,,2,754601,896723,1023781,1058247,1143913,1325372,1421186,1142668,1242687,1400885,1311908,1372896,1421611,1289669,1317500,1374737,1476363,1364890
6242,r014,World -> Europe -> EU,World,Europe,EU,,3,594150,715158,811992,830383,893604,1039901,1104365,905102,976403,1087174,1001347,1048341,1097573,1012566,1050504,1100169,1183914,1075269
6242,r015,World -> Europe -> EU -> France,World,Europe,EU,France,4,84058,98076,108076,108162,110635,123839,130780,113157,110363,116801,109902,116260,117929,103901,103660,104941,108053,98758
