table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_applications_total,field_applications_nonprovisional_utility_patents_total,field_applications_nonprovisional_utility_patents_to_foreign_jurisdictionsa,field_applications_nonprovisional_utility_patents_from_within_organized_r_d_activityb,field_patents_issuedc
12323,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['160,810', '  ']","['110,955', '  ']","['57,853', '  ']","['90,432', '  ']","['103,232', '  ']"
12323,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['116,218', '  ']","['76,771', '  ']","['45,612', '  ']","['64,169', '  ']","['70,731', '  ']"
12323,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['2,035', '  ']","['1,131', '  ']","['516', '  ']","['633', '  ']","['925', '  ']"
12323,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['799', '  ']","['685', '  ']","['617', '  ']","['649', '  ']","['457', '  ']"
12323,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['441', '  ']","['226', '  ']","['122', '  ']","['171', '  ']","['158', '  ']"
12323,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['61', '  ']","['12', '  ']","['5', '  ']","['8', '  ']","['54', '  ']"
12323,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['260', '  ']","['219', '  ']","['89', '  ']","['213', '  ']","['335', '  ']"
12323,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['153', '  ']","['74', '  ']","['55', '  ']","['71', '  ']","['93', '  ']"
12323,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['599', '  ']","['316', '  ']","['103', '  ']","['115', '  ']","['460', '  ']"
12323,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['18,135', '  ']","['9,383', '  ']","['7,585', '  ']","['8,613', '  ']","['7,913', '  ']"
12323,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['1,023', '  ']","['644', '  ']","['559', '  ']","['592', '  ']","['480', '  ']"
12323,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['820', '  ']","['354', '  ']","['231', '  ']","['331', '  ']","['480', '  ']"
12323,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['377', '  ']","['190', '  ']","['128', '  ']","['174', '  ']","['131', '  ']"
12323,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['13,486', '  ']","['6,547', '  ']","['5,574', '  ']","['6,166', '  ']","['5,230', '  ']"
12323,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparations",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparations",,4,3256,"['1,500', '  ']","['1,111', '  ']","['707', '  ']","['819', '  ']","['948', '  ']"
12323,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['929', '  ']","['536', '  ']","['387', '  ']","['530', '  ']","['644', '  ']"
12323,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['1,277', '  ']","['712', '  ']","['399', '  ']","['615', '  ']","['569', '  ']"
12323,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['1,462', 'i ']","['1,338', 'i ']","['930', 'i ']","['1,209', 'i ']","['673', 'i ']"
12323,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['129', '  ']","['68', '  ']","['54', '  ']","['68', '  ']","['53', '  ']"
12323,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['1,953', '  ']","['979', '  ']","['579', '  ']","['809', '  ']","['643', '  ']"
12323,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['12,256', '  ']","['7,219', '  ']","['4,160', '  ']","['6,146', '  ']","['7,781', '  ']"
12323,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['1,525', '  ']","['999', '  ']","['606', '  ']","['947', '  ']","['1,019', '  ']"
12323,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['2,949', '  ']","['783', '  ']","['584', '  ']","['634', '  ']","['1,324', '  ']"
12323,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['1,133', '  ']","['855', '  ']","['561', '  ']","['757', '  ']","['738', '  ']"
12323,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['6,649', '  ']","['4,581', '  ']","['2,408', '  ']","['3,808', '  ']","['4,700', '  ']"
12323,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['44,269', '  ']","['33,803', '  ']","['15,490', '  ']","['27,670', '  ']","['30,450', '  ']"
12323,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['8,062', '  ']","['7,209', '  ']","['5,712', '  ']","['6,025', '  ']","['7,081', '  ']"
12323,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['21,781', 'i ']","['16,104', 'i ']","['6,582', '  ']","['12,108', '  ']","['12,057', 'i ']"
12323,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['2,655', '  ']","['1,963', '  ']","['1,148', '  ']","['1,391', '  ']","['1,655', '  ']"
12323,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['661', '  ']","['459', '  ']","['174', '  ']","['437', '  ']","['367', '  ']"
