table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_applications_total,field_applications_nonprovisional_utility_patents_total,field_applications_nonprovisional_utility_patents_to_foreign_jurisdictionsa,field_applications_nonprovisional_utility_patents_from_within_organized_r_d_activityb,field_patents_issuedc
12323,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",5,334511,"['161', '  ']","['147', '  ']","['122', '  ']","['126', '  ']","['137', '  ']"
12323,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling devices",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling devices,5,other 3345,"['1,833', '  ']","['1,357', '  ']","['852', '  ']","['829', '  ']","['1,151', '  ']"
12323,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['11,771', '  ']","['8,527', '  ']","['2,047', '  ']","['8,146', '  ']","['9,657', '  ']"
12323,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['4,254', '  ']","['2,860', '  ']","['1,826', '  ']","['2,152', '  ']","['2,695', '  ']"
12323,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['11,562', '  ']","['9,322', '  ']","['6,770', '  ']","['7,078', '  ']","['9,516', '  ']"
12323,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['5,974', '  ']","['4,695', '  ']","['3,827', '  ']","['3,415', '  ']","['3,962', '  ']"
12323,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['4,845', '  ']","['4,110', '  ']","['2,816', '  ']","['3,473', '  ']","['5,345', '  ']"
12323,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['1,872', '  ']","['1,505', '  ']","['556', '  ']","['874', '  ']","['1,868', '  ']"
12323,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['2,973', '  ']","['2,605', '  ']","['2,260', '  ']","['2,599', '  ']","['3,477', '  ']"
12323,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank components",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank components",,4,336992,"['13', '  ']","['4', '  ']","['0', '  ']","['4', '  ']","['9', '  ']"
12323,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['730', '  ']","['513', 'i ']","['128', '  ']","['186', '  ']","['200', '  ']"
12323,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['184', '  ']","['94', '  ']","['27', '  ']","['57', '  ']","['76', '  ']"
12323,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['16,391', '  ']","['8,327', '  ']","['6,285', '  ']","['7,893', '  ']","['7,881', '  ']"
12323,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['13,703', '  ']","['7,160', '  ']","['5,593', '  ']","['6,812', '  ']","['6,936', '  ']"
12323,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['2,688', '  ']","['1,167', '  ']","['692', '  ']","['1,081', '  ']","['944', '  ']"
12323,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['44,592', '  ']","['34,185', '  ']","['12,241', '  ']","['26,262', '  ']","['32,501', '  ']"
12323,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['871', 'i ']","['562', 'i ']","['476', 'i ']","['528', 'i ']","['432', '  ']"
12323,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['79', '  ']","['70', '  ']","['19', '  ']","['67', '  ']","['51', '  ']"
12323,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['1,971', '  ']","['894', 'i ']","['239', 'i ']","['846', 'i ']","['924', '  ']"
12323,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['2,123', 'i ']","['1,957', 'i ']","['137', 'i ']","['1,956', 'i ']","['2,094', 'i ']"
12323,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['281', '  ']","['235', '  ']","['30', '  ']","['224', '  ']","['321', 'i ']"
12323,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['21,322', '  ']","['16,669', '  ']","['6,196', '  ']","['14,363', '  ']","['14,556', '  ']"
12323,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['4,425', '  ']","['3,521', '  ']","['1,946', '  ']","['3,240', '  ']","['4,027', '  ']"
12323,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['147', '  ']","['147', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']"
12323,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['4,278', '  ']","['3,374', '  ']","['1,946', '  ']","['3,240', '  ']","['4,027', '  ']"
12323,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['2,994', '  ']","['2,787', '  ']","['239', '  ']","['1,582', '  ']","['2,449', '  ']"
12323,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['6,126', '  ']","['4,671', '  ']","['671', '  ']","['4,192', '  ']","['4,223', '  ']"
12323,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['7,777', '  ']","['5,689', '  ']","['3,339', '  ']","['5,349', '  ']","['3,856', '  ']"
12323,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['3,147', '  ']","['2,646', '  ']","['347', '  ']","['1,289', '  ']","['2,218', '  ']"
12323,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['72', 'i ']","['36', 'i ']","['3', '  ']","['30', 'i ']","['64', 'i ']"
12323,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12323,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['72', 'i ']","['36', 'i ']","['3', '  ']","['30', 'i ']","['64', 'i ']"
12323,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['14,082', '  ']","['10,771', '  ']","['4,695', '  ']","['6,671', '  ']","['11,701', '  ']"
12323,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['483', '  ']","['317', '  ']","['174', '  ']","['178', '  ']","['171', '  ']"
12323,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['6,586', '  ']","['5,467', '  ']","['1,570', '  ']","['3,479', '  ']","['7,095', '  ']"
12323,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['6,351', '  ']","['4,681', 'i ']","['2,765', 'i ']","['2,727', '  ']","['3,896', 'i ']"
12323,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in nanotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in nanotechnology,5,541713,"['326', '  ']","['250', '  ']","['53', '  ']","['243', '  ']","['143', '  ']"
12323,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),5,541714,"['617', '  ']","['341', '  ']","['235', '  ']","['289', '  ']","['160', '  ']"
12323,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",5,541715,"['5,394', '  ']","['4,078', 'i ']","['2,478', 'i ']","['2,196', '  ']","['3,587', 'i ']"
12323,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['13', '  ']","['12', '  ']","['0', '  ']","['0', '  ']","['6', '  ']"
12323,r071,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['662', '  ']","['306', '  ']","['187', '  ']","['287', '  ']","['539', '  ']"
12323,r072,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['233', '  ']","['92', '  ']","['51', '  ']","['74', '  ']","['62', '  ']"
12323,r073,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['411', '  ']","['253', '  ']","['48', '  ']","['215', '  ']","['77', '  ']"
12323,r074,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['160,810', '  ']","['110,955', '  ']","['57,853', '  ']","['90,432', '  ']","['103,232', '  ']"
12323,r075,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12323,r076,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>d</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>d</sup>,,,3,–,"['1,948', '  ']","['1,147', '  ']","['469', '  ']","['865', '  ']","['885', '  ']"
12323,r077,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['5,106', '  ']","['3,055', '  ']","['1,483', '  ']","['2,446', '  ']","['1,927', '  ']"
12323,r078,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12323,r079,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['4,761', '  ']","['2,585', '  ']","['1,300', '  ']","['2,393', '  ']","['1,992', '  ']"
12323,r080,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['11,499', '  ']","['8,513', '  ']","['6,441', '  ']","['8,010', '  ']","['7,140', '  ']"
12323,r081,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12323,r082,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['7,770', '  ']","['4,431', '  ']","['2,253', '  ']","['3,529', '  ']","['3,016', '  ']"
12323,r083,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['5,811', '  ']","['3,454', '  ']","['2,246', '  ']","['3,122', '  ']","['2,947', '  ']"
12323,r084,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['21,439', '  ']","['15,228', '  ']","['8,479', '  ']","['11,825', '  ']","['13,518', '  ']"
12323,r085,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['14,930', '  ']","['10,363', '  ']","['5,344', '  ']","['9,723', '  ']","['9,226', '  ']"
12323,r086,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['31,705', '  ']","['20,571', '  ']","['12,350', '  ']","['17,727', '  ']","['20,184', '  ']"
12323,r087,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['55,840', '  ']","['41,608', '  ']","['17,487', '  ']","['30,792', '  ']","['42,397', '  ']"
