table_id,row_id,_b_consortium_b_full_path,_b_consortium_b_level_1,_b_consortium_b_level_2,_b_consortium_b_hierarchy_depth,field_all_agencies,field_arc,field_doc,field_dod,field_doe,field_doi,field_dot,field_epa,field_hhs,field_nasa,field_nsf,field_usda
4346,r001,All consortia,All consortia,,1,388726.3,93.6,27416.6,10524.3,22342.8,1198.3,200.0,934.7,18554.6,155379.7,151591.7,490.0
4346,r002,All consortia -> Alaska Native Tribal Health Consortium,All consortia,Alaska Native Tribal Health Consortium,2,84.7,0.0,0.0,0.0,0.0,84.7,0.0,0.0,0.0,0.0,0.0,0.0
4346,r003,All consortia -> American Indian Higher Education Consortium,All consortia,American Indian Higher Education Consortium,2,465.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.6,0.0,0.0,0.0
4346,r004,All consortia -> Arctic Research Consortium of the United States,All consortia,Arctic Research Consortium of the United States,2,2507.7,0.0,25.0,0.0,50.0,0.0,0.0,0.0,0.0,25.0,2407.7,0.0
4346,r005,All consortia -> Association of Universities for Research in Astronomy,All consortia,Association of Universities for Research in Astronomy,2,250589.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141453.7,109136.0,0.0
4346,r006,All consortia -> Clinical Data Interchange Standards Consortium Inc.,All consortia,Clinical Data Interchange Standards Consortium Inc.,2,299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,0.0,0.0,0.0
4346,r007,All consortia -> Conservation X Labs Inc.,All consortia,Conservation X Labs Inc.,2,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0
4346,r008,All consortia -> Consortium for Ocean Leadership,All consortia,Consortium for Ocean Leadership,2,1368.2,0.0,0.0,249.9,0.0,0.0,0.0,0.0,0.0,499.9,618.5,0.0
4346,r009,All consortia -> Consortium of Universities for the Advancement of Hydrologic Science Inc.,All consortia,Consortium of Universities for the Advancement of Hydrologic Science Inc.,2,2743.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2733.9,10.0
4346,r010,All consortia -> Consortium of Universities of the Washington Metropolitan Area,All consortia,Consortium of Universities of the Washington Metropolitan Area,2,1105.8,0.0,0.0,1105.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4346,r011,All consortia -> Institute for Public Policy and Economic Development,All consortia,Institute for Public Policy and Economic Development,2,93.6,93.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4346,r012,All consortia -> Lake Michigan Air Directors Consortium,All consortia,Lake Michigan Air Directors Consortium,2,934.7,0.0,0.0,0.0,0.0,0.0,0.0,934.7,0.0,0.0,0.0,0.0
4346,r013,All consortia -> Louisiana Universities Marine Consortium,All consortia,Louisiana Universities Marine Consortium,2,1049.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1049.6,0.0
4346,r014,All consortia -> Marine Environmental Sciences Consortium,All consortia,Marine Environmental Sciences Consortium,2,1315.0,0.0,202.4,170.0,0.0,0.0,0.0,0.0,125.0,0.0,817.6,0.0
4346,r015,All consortia -> Minority Serving Institutions STEM Research and Development Consortium,All consortia,Minority Serving Institutions STEM Research and Development Consortium,2,472.6,0.0,0.0,472.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4346,r016,All consortia -> National Consortium for Graduate Degrees for Minorities in Engineering and Science,All consortia,National Consortium for Graduate Degrees for Minorities in Engineering and Science,2,4156.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4156.3,0.0
4346,r017,All consortia -> National Physical Science Consortium,All consortia,National Physical Science Consortium,2,430.1,0.0,430.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4346,r018,All consortia -> New Jersey Sea Grant Consortium Inc.,All consortia,New Jersey Sea Grant Consortium Inc.,2,2318.4,0.0,2318.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4346,r019,All consortia -> New Mexico Consortium,All consortia,New Mexico Consortium,2,828.5,0.0,0.0,0.0,148.0,0.0,0.0,0.0,336.4,0.0,344.0,0.0
4346,r020,All consortia -> New York Structural Biology Center,All consortia,New York Structural Biology Center,2,17328.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17328.5,0.0,0.0,0.0
4346,r021,All consortia -> Northeast Radio Observatory Corp.,All consortia,Northeast Radio Observatory Corp.,2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
4346,r022,All consortia -> Oak Ridge Associated Universities,All consortia,Oak Ridge Associated Universities,2,25408.4,0.0,0.0,5599.3,19809.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4346,r023,All consortia -> South Carolina Sea Grant Consortium,All consortia,South Carolina Sea Grant Consortium,2,1556.7,0.0,1556.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4346,r024,All consortia -> Southwestern Ohio Council for Higher Education,All consortia,Southwestern Ohio Council for Higher Education,2,1719.6,0.0,0.0,1719.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4346,r025,All consortia -> U. Corp. for Atmospheric Research,All consortia,U. Corp. for Atmospheric Research,2,62302.5,0.0,22655.6,1037.5,2335.6,320.0,200.0,0.0,0.0,13401.2,22352.6,0.0
4346,r026,All consortia -> UNAVCO Inc.,All consortia,UNAVCO Inc.,2,8579.1,0.0,0.0,0.0,0.0,793.6,0.0,0.0,0.0,0.0,7785.5,0.0
4346,r027,All consortia -> Universities Research Association,All consortia,Universities Research Association,2,90.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.1,0.0
4346,r028,All consortia -> West Virginia High Technology Consortium Foundation,All consortia,West Virginia High Technology Consortium Foundation,2,169.6,0.0,0.0,169.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4346,r029,All consortia -> Wild Fish Conservancy,All consortia,Wild Fish Conservancy,2,228.5,0.0,228.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
