table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_performed_by_the_company,field_performed_by_others
8796,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['612,326', '&nbsp;']","['564,350', '&nbsp;']","['47,977', '&nbsp;']"
8796,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['372,693', '&nbsp;']","['329,425', '&nbsp;']","['43,268', '&nbsp;']"
8796,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['6,516', '&nbsp;']","['6,139', '&nbsp;']","['377', '&nbsp;']"
8796,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['2,096', '&nbsp;']","['1,814', '&nbsp;']","['281', '&nbsp;']"
8796,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['976', '&nbsp;']","['964', '&nbsp;']","['12', '&nbsp;']"
8796,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['202', '&nbsp;']","['192', '&nbsp;']","['10', '&nbsp;']"
8796,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['1,032', '&nbsp;']","['1,020', '&nbsp;']","['12', '&nbsp;']"
8796,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['296', '&nbsp;']","['292', '&nbsp;']","['4', '&nbsp;']"
8796,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['1,634', '&nbsp;']","['1,387', '&nbsp;']","['247', '&nbsp;']"
8796,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['140,240', '&nbsp;']","['108,521', '&nbsp;']","['31,719', '&nbsp;']"
8796,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['3,468', '&nbsp;']","['3,364', '&nbsp;']","['104', '&nbsp;']"
8796,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['1,703', '&nbsp;']","['1,665', '&nbsp;']","['38', '&nbsp;']"
