table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_r_d_expenditures,field_source_of_funds_federal_government,field_source_of_funds_state_and_local_government,field_source_of_funds_institution_funds,field_source_of_funds_business,field_source_of_funds_nonprofit_organizations,field_source_of_funds_all_other_sources
3145,r047,All institutions -> Washington State U.,All institutions,Washington State U.,2,46,"['369,333', '']","['158,982', '']","['51,397', '']","['132,121', '']","['13,984', '']","['8,309', '']","['4,540', '']"
3145,r048,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,47,"['358,474', '']","['147,866', '']","['43,041', '']","['129,709', '']","['23,851', '']","['10,679', '']","['3,328', '']"
3145,r049,"All institutions -> SUNY, Polytechnic Institute",All institutions,"SUNY, Polytechnic Institute",2,48,"['352,889', '']","['38,245', '']","['189,201', '']","['12,963', '']","['110,306', '']","['1,301', '']","['873', '']"
3145,r050,All institutions -> U. Kansas,All institutions,U. Kansas,2,49,"['352,643', '']","['169,694', '']","['29,122', '']","['107,078', '']","['22,073', '']","['24,168', '']","['508', '']"
3145,r051,All institutions -> Florida State U.,All institutions,Florida State U.,2,50,"['329,205', '']","['149,784', '']","['4,635', '']","['156,893', '']","['2,331', '']","['7,687', '']","['7,875', '']"
3145,r052,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,51,"['316,820', '']","['109,954', '']","['55,969', '']","['118,095', '']","['18,157', '']","['4,893', '']","['9,752', '']"
3145,r053,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,52,"['302,679', '']","['164,855', '']","['35,137', '']","['74,505', '']","['14,954', '']","['9,041', '']","['4,187', '']"
3145,r054,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,53,"['296,497', '']","['88,721', '']","['67,140', '']","['107,220', '']","['12,178', '']","['12,570', '']","['8,668', '']"
3145,r055,All institutions -> Medical U. South Carolina,All institutions,Medical U. South Carolina,2,54,"['295,600', '']","['153,226', '']","['4,779', '']","['94,830', '']","['19,855', '']","['12,380', '']","['10,530', '']"
3145,r056,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,55,"['285,764', '']","['159,220', '']","['7,609', '']","['85,183', '']","['11,802', '']","['15,753', '']","['6,197', '']"
3145,r057,All institutions -> Temple U.,All institutions,Temple U.,2,56,"['284,301', '']","['161,673', '']","['6,508', '']","['72,826', '']","['17,849', '']","['18,392', '']","['7,053', '']"
3145,r058,All institutions -> Utah State U.,All institutions,Utah State U.,2,57,"['283,917', '']","['220,504', '']","['23,310', '']","['24,814', '']","['7,063', '']","['630', '']","['7,596', '']"
3145,r059,"All institutions -> U. Massachusetts, Medical School",All institutions,"U. Massachusetts, Medical School",2,58,"['281,507', '']","['197,388', '']","['477', '']","['43,238', '']","['16,386', '']","['16,933', '']","['7,085', '']"
3145,r060,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,59,"['280,416', '']","['167,816', '']","['20,016', '']","['76,455', '']","['1,846', '']","['12,675', '']","['1,608', '']"
3145,r061,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,60,"['278,793', '']","['123,252', '']","['6,296', '']","['126,833', '']","['6,551', '']","['7,785', '']","['8,076', '']"
3145,r062,"All institutions -> U. Texas Health Science Center, Houston",All institutions,"U. Texas Health Science Center, Houston",2,61,"['271,525', '']","['132,647', '']","['38,516', '']","['43,586', '']","['20,549', '']","['22,721', '']","['13,506', '']"
3145,r063,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,62,"['264,526', '']","['104,738', '']","['77,562', '']","['68,709', '']","['3,882', '']","['8,220', '']","['1,415', '']"
3145,r064,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,63,"['263,830', '']","['168,571', '']","['47,392', '']","['26,530', '']","['5,833', '']","['2,564', '']","['12,940', '']"
3145,r065,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,64,"['260,813', '']","['144,618', '']","['12,674', '']","['85,067', '']","['5,739', '']","['9,305', '']","['3,410', '']"
3145,r066,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,65,"['255,648', '']","['142,293', '']","['27,123', '']","['60,805', '']","['9,959', '']","['15,468', '']","['0', '']"
3145,r067,"All institutions -> U. Tennessee, Knoxville",All institutions,"U. Tennessee, Knoxville",2,66,"['247,693', '']","['123,434', '']","['14,104', '']","['98,238', '']","['6,142', '']","['2,731', '']","['3,044', '']"
3145,r068,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,67,"['244,217', '']","['118,043', '']","['10,568', '']","['81,510', '']","['6,995', '']","['22,182', '']","['4,919', '']"
3145,r069,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,68,"['243,778', '']","['118,517', '']","['4,592', '']","['49,052', '']","['19,264', '']","['32,192', '']","['20,161', '']"
3145,r070,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,69,"['239,696', '']","['159,940', '']","['5,610', '']","['58,200', '']","['2,115', '']","['12,230', '']","['1,601', '']"
3145,r071,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,70,"['231,619', '']","['64,333', '']","['31,171', '']","['117,941', '']","['6,232', '']","['1,413', '']","['10,529', '']"
3145,r072,All institutions -> Florida International U.,All institutions,Florida International U.,2,71,"['225,864', '']","['96,912', '']","['14,884', '']","['102,581', '']","['1,652', '']","['8,509', '']","['1,326', '']"
3145,r073,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,72,"['225,085', '']","['99,310', '']","['11,312', '']","['86,353', '']","['11,438', '']","['6,768', '']","['9,904', '']"
3145,r074,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,73,"['223,177', '']","['117,359', '']","['12,409', '']","['70,889', '']","['10,026', '']","['8,986', '']","['3,508', '']"
3145,r075,All institutions -> Clemson U.,All institutions,Clemson U.,2,74,"['218,760', '']","['81,080', '']","['24,259', '']","['87,791', '']","['18,812', '']","['6,643', '']","['175', '']"
3145,r076,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,75,"['218,622', '']","['81,269', '']","['37,702', '']","['82,673', '']","['7,099', '']","['7,783', '']","['2,096', '']"
3145,r077,All institutions -> U. Delaware,All institutions,U. Delaware,2,76,"['206,270', '']","['133,020', '']","['12,379', '']","['45,490', '']","['5,944', '']","['4,556', '']","['4,881', '']"
3145,r078,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,77,"['205,940', '']","['102,992', '']","['3,097', '']","['79,622', '']","['5,411', '']","['9,752', '']","['5,066', '']"
3145,r079,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,78,"['195,572', '']","['70,185', '']","['12,443', '']","['99,468', '']","['603', '']","['12,367', '']","['506', '']"
3145,r080,All institutions -> U. Houston,All institutions,U. Houston,2,79,"['195,398', '']","['68,523', '']","['38,963', '']","['65,710', '']","['8,597', '']","['11,270', '']","['2,335', '']"
3145,r081,"All institutions -> U. Nebraska, Medical Center",All institutions,"U. Nebraska, Medical Center",2,80,"['194,455', '']","['102,604', '']","['12,284', '']","['37,891', '']","['9,896', '']","['15,706', '']","['16,074', '']"
3145,r082,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,81,"['193,923', '']","['35,136', '']","['23,788', '']","['104,700', '']","['16,210', '']","['13,963', '']","['126', '']"
3145,r083,"All institutions -> U. Texas Health Science Center, San Antonio",All institutions,"U. Texas Health Science Center, San Antonio",2,82,"['188,483', '']","['96,502', '']","['20,807', '']","['42,551', '']","['8,499', '']","['19,715', '']","['409', '']"
3145,r084,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,83,"['187,512', '']","['82,353', '']","['8,972', '']","['69,819', '']","['5,808', '']","['4,779', '']","['15,781', '']"
3145,r085,All institutions -> George Mason U.,All institutions,George Mason U.,2,84,"['186,267', '']","['96,307', '']","['3,370', '']","['41,291', '']","['8,900', '']","['35,852', '']","['547', '']"
3145,r086,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,85,"['184,276', '']","['39,880', '']","['23,288', '']","['107,127', '']","['13,185', '']","['698', '']","['98', '']"
3145,r087,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,86,"['181,531', '']","['92,709', '']","['8,784', '']","['65,357', '']","['708', '']","['1,990', '']","['11,983', '']"
3145,r088,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,87,"['180,225', '']","['50,875', '']","['53,643', '']","['61,913', '']","['7,274', '']","['6,123', '']","['397', '']"
3145,r089,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,88,"['177,655', '']","['81,151', '']","['9,195', '']","['52,805', '']","['8,305', '']","['8,609', '']","['17,590', '']"
3145,r090,All institutions -> U. Texas Medical Branch,All institutions,U. Texas Medical Branch,2,89,"['175,372', '']","['107,806', '']","['5,054', '']","['46,065', '']","['4,639', '']","['11,808', '']","['0', '']"
3145,r091,All institutions -> U. Louisville,All institutions,U. Louisville,2,90,"['173,462', '']","['87,563', '']","['8,114', '']","['48,834', '']","['7,475', '']","['7,880', '']","['13,596', '']"
3145,r092,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,91,"['161,232', '']","['89,846', '']","['3,268', '']","['55,507', '']","['2,511', '']","['5,099', '']","['5,001', '']"
3145,r093,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,92,"['158,809', '']","['73,865', '']","['3,579', '']","['73,478', '']","['2,602', '']","['3,712', '']","['1,573', '']"
3145,r094,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,93,"['154,811', '']","['88,955', '']","['17,738', '']","['39,627', '']","['1,974', '']","['4,251', '']","['2,266', '']"
3145,r095,All institutions -> U. Arkansas for Medical Sciences,All institutions,U. Arkansas for Medical Sciences,2,94,"['153,135', '']","['63,498', '']","['8,991', '']","['62,472', '']","['6,877', '']","['2,756', '']","['8,541', '']"
3145,r096,All institutions -> North Dakota State U.,All institutions,North Dakota State U.,2,95,"['152,381', '']","['35,322', '']","['48,566', '']","['58,902', '']","['2,166', '']","['1,444', '']","['5,981', '']"
3145,r097,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,96,"['152,128', '']","['62,903', '']","['9,753', '']","['70,376', '']","['2,556', '']","['2,177', '']","['4,363', '']"
3145,r098,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,97,"['148,980', '']","['90,241', '']","['4,648', '']","['38,163', '']","['8,680', '']","['6,422', '']","['826', '']"
3145,r099,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,98,"['144,457', '']","['92,964', '']","['2,874', '']","['39,572', '']","['3,333', '']","['1,753', '']","['3,961', '']"
3145,r100,"All institutions -> U. Louisiana, Lafayette",All institutions,"U. Louisiana, Lafayette",2,99,"['144,187', '']","['34,400', '']","['17,869', '']","['31,636', '']","['48,344', '']","['11,938', '']","['0', '']"
3145,r101,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,100,"['142,958', '']","['74,669', '']","['6,280', '']","['31,144', '']","['5,452', '']","['14,838', '']","['10,575', '']"
3145,r102,All institutions -> U. Vermont,All institutions,U. Vermont,2,101,"['135,859', '']","['90,405', '']","['659', '']","['31,729', '']","['3,210', '']","['8,841', '']","['1,015', '']"
3145,r103,All institutions -> U. Maine,All institutions,U. Maine,2,102,"['129,913', '']","['51,049', '']","['19,299', '']","['48,644', '']","['4,334', '']","['4,452', '']","['2,135', '']"
3145,r104,All institutions -> Wichita State U.,All institutions,Wichita State U.,2,103,"['128,795', '']","['29,634', '']","['7,926', '']","['8,712', '']","['82,008', '']","['507', '']","['8', '']"
3145,r105,"All institutions -> U. Texas, Dallas",All institutions,"U. Texas, Dallas",2,104,"['126,661', '']","['48,466', '']","['12,133', '']","['38,469', '']","['4,762', '']","['22,831', '']","['0', '']"
3145,r106,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,105,"['123,207', '']","['41,764', '']","['16,970', '']","['51,329', '']","['5,018', '']","['6,057', '']","['2,069', '']"
3145,r107,All institutions -> U. Rhode Island,All institutions,U. Rhode Island,2,106,"['115,160', '']","['73,080', '']","['10,878', '']","['25,849', '']","['4,268', '']","['427', '']","['658', '']"
3145,r108,All institutions -> U. Idaho,All institutions,U. Idaho,2,107,"['113,107', '']","['51,529', '']","['37,467', '']","['18,274', '']","['1,822', '']","['1,291', '']","['2,724', '']"
3145,r109,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,108,"['110,836', '']","['49,700', '']","['11,135', '']","['38,998', '']","['10,391', '']","['609', '']","['3', '']"
3145,r110,All institutions -> U. Oregon,All institutions,U. Oregon,2,109,"['110,664', '']","['80,083', '']","['786', '']","['22,044', '']","['295', '']","['6,505', '']","['951', '']"
3145,r111,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,110,"['109,744', '']","['85,211', '']","['1,378', '']","['21,663', '']","['1,069', '']","['301', '']","['122', '']"
3145,r112,"All institutions -> U. Texas, El Paso",All institutions,"U. Texas, El Paso",2,111,"['106,809', '']","['41,261', '']","['17,507', '']","['33,594', '']","['872', '']","['4,587', '']","['8,988', '']"
3145,r113,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,112,"['104,665', '']","['55,566', '']","['1,283', '']","['41,293', '']","['350', '']","['2,250', '']","['3,923', '']"
3145,r114,"All institutions -> SUNY, Binghamton U.",All institutions,"SUNY, Binghamton U.",2,113,"['104,297', '']","['24,213', '']","['6,085', '']","['68,519', '']","['3,508', '']","['1,243', '']","['729', '']"
3145,r115,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,114,"['101,457', '']","['58,022', '']","['20,496', '']","['12,922', '']","['1,022', '']","['3,569', '']","['5,426', '']"
3145,r116,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,115,"['99,445', '']","['28,381', '']","['2,494', '']","['63,995', '']","['1,465', '']","['805', '']","['2,305', '']"
3145,r117,"All institutions -> U. Tennessee, Health Science Center",All institutions,"U. Tennessee, Health Science Center",2,116,"['96,979', '']","['42,396', '']","['4,185', '']","['23,971', '']","['3,245', '']","['12,094', '']","['11,088', '']"
3145,r118,All institutions -> Augusta U.,All institutions,Augusta U.,2,117,"['96,502', '']","['47,031', '']","['1,809', '']","['38,530', '']","['3,081', '']","['5,525', '']","['526', '']"
3145,r119,All institutions -> San Diego State U.,All institutions,San Diego State U.,2,118,"['92,964', '']","['39,515', '']","['1,911', '']","['47,338', '']","['808', '']","['1,631', '']","['1,761', '']"
3145,r120,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,119,"['84,326', '']","['34,588', '']","['12,247', '']","['27,509', '']","['5,393', '']","['2,408', '']","['2,181', '']"
3145,r121,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,120,"['83,996', '']","['35,309', '']","['6,390', '']","['36,658', '']","['3,460', '']","['1,095', '']","['1,084', '']"
3145,r122,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,121,"['83,317', '']","['37,916', '']","['9,791', '']","['30,801', '']","['2,799', '']","['977', '']","['1,033', '']"
3145,r123,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,122,"['80,632', '']","['56,993', '']","['6,927', '']","['13,297', '']","['1,084', '']","['1,770', '']","['561', '']"
3145,r124,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,123,"['80,443', '']","['34,709', '']","['728', '']","['36,574', '']","['7,155', '']","['247', '']","['1,030', '']"
3145,r125,All institutions -> U. Wyoming,All institutions,U. Wyoming,2,124,"['80,353', '']","['52,082', '']","['4,594', '']","['17,939', '']","['3,619', '']","['1,599', '']","['520', '']"
3145,r126,All institutions -> Cleveland State U.,All institutions,Cleveland State U.,2,125,"['80,077', '']","['51,475', '']","['2,810', '']","['18,823', '']","['2,451', '']","['4,260', '']","['258', '']"
3145,r127,"All institutions -> U. North Texas, Denton",All institutions,"U. North Texas, Denton",2,126,"['78,691', '']","['17,345', '']","['2,735', '']","['53,843', '']","['1,807', '']","['1,087', '']","['1,874', '']"
3145,r128,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,127,"['76,464', '']","['46,924', '']","['11,882', '']","['10,344', '']","['6,073', '']","['1,144', '']","['97', '']"
3145,r129,"All institutions -> U. Tennessee, Knoxville, Institute of Agriculture",All institutions,"U. Tennessee, Knoxville, Institute of Agriculture",2,128,"['71,396', '']","['28,804', '']","['893', '']","['35,641', '']","['2,816', '']","['1,193', '']","['2,049', '']"
3145,r130,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,129,"['70,397', '']","['49,603', '']","['2,540', '']","['4,343', '']","['10,556', '']","['1,273', '']","['2,082', '']"
3145,r131,"All institutions -> U. California, Office of the President",All institutions,"U. California, Office of the President",2,130,"['67,702', '']","['319', '']","['38,703', '']","['28,574', '']","['0', '']","['80', '']","['26', '']"
3145,r132,"All institutions -> Indiana U.-Purdue U., Indianapolis",All institutions,"Indiana U.-Purdue U., Indianapolis",2,131,"['67,635', '']","['27,349', '']","['976', '']","['30,077', '']","['3,479', '']","['5,652', '']","['102', '']"
3145,r133,All institutions -> Old Dominion U.,All institutions,Old Dominion U.,2,132,"['67,425', '']","['31,355', '']","['10,109', '']","['21,337', '']","['1,430', '']","['2,675', '']","['519', '']"
