table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_r_d_expenditures,field_source_of_funds_federal_government,field_source_of_funds_state_and_local_government,field_source_of_funds_institution_funds,field_source_of_funds_business,field_source_of_funds_nonprofit_organizations,field_source_of_funds_all_other_sources
3145,r001,All institutions,All institutions,,1,-,"['54,645,841', '']","['27,348,977', '']","['4,078,722', '']","['15,029,337', '']","['2,993,391', '']","['3,242,305', '']","['1,953,109', '']"
3145,r002,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,1,"['1,675,805', '']","['886,851', '']","['2,706', '']","['608,028', '']","['98,997', '']","['68,758', '']","['10,465', '']"
3145,r003,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,2,"['1,595,098', '']","['671,047', '']","['30,392', '']","['394,740', '']","['103,463', '']","['232,094', '']","['163,362', '']"
3145,r004,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,3,"['1,425,601', '']","['992,643', '']","['27,125', '']","['117,341', '']","['58,211', '']","['194,296', '']","['35,985', '']"
3145,r005,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,4,"['1,353,763', '']","['698,925', '']","['44,786', '']","['301,297', '']","['86,865', '']","['99,338', '']","['122,552', '']"
3145,r006,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,5,"['1,306,376', '']","['600,714', '']","['70,016', '']","['285,010', '']","['76,217', '']","['197,337', '']","['77,082', '']"
3145,r007,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,6,"['1,297,331', '']","['608,925', '']","['94,861', '']","['415,634', '']","['26,518', '']","['115,774', '']","['35,619', '']"
3145,r008,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,7,"['1,153,773', '']","['720,613', '']","['9,455', '']","['293,561', '']","['44,962', '']","['67,773', '']","['17,409', '']"
3145,r009,All institutions -> U. Maryland<sup>a</sup>,All institutions,U. Maryland<sup>a</sup>,2,8,"['1,096,600', '']","['696,880', '']","['34,241', '']","['279,371', '']","['30,775', '']","['50,561', '']","['4,772', '']"
3145,r010,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,9,"['1,080,951', '']","['677,559', '']","['9,702', '']","['187,204', '']","['25,312', '']","['67,014', '']","['114,160', '']"
3145,r011,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,10,"['1,013,112', '']","['494,549', '']","['79,587', '']","['321,652', '']","['50,423', '']","['40,928', '']","['25,973', '']"
3145,r012,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,11,"['969,496', '']","['176,156', '']","['258,019', '']","['214,509', '']","['156,237', '']","['28,010', '']","['136,565', '']"
3145,r013,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,12,"['960,167', '']","['716,207', '']","['92,591', '']","['70,898', '']","['66,782', '']","['13,392', '']","['297', '']"
3145,r014,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,13,"['952,156', '']","['359,609', '']","['190,465', '']","['274,537', '']","['41,351', '']","['59,798', '']","['26,396', '']"
3145,r015,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,14,"['949,679', '']","['600,489', '']","['51,658', '']","['207,208', '']","['32,949', '']","['56,184', '']","['1,191', '']"
3145,r016,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,15,"['929,250', '']","['497,651', '']","['62,752', '']","['136,923', '']","['157,885', '']","['49,679', '']","['24,360', '']"
3145,r017,All institutions -> U. Florida,All institutions,U. Florida,2,16,"['928,639', '']","['387,906', '']","['162,626', '']","['257,870', '']","['36,623', '']","['47,629', '']","['35,985', '']"
3145,r018,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,17,"['804,282', '']","['374,707', '']","['66,894', '']","['206,406', '']","['51,284', '']","['47,250', '']","['57,741', '']"
3145,r019,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,18,"['802,931', '']","['347,601', '']","['35,002', '']","['166,865', '']","['75,009', '']","['128,481', '']","['49,973', '']"
3145,r020,All institutions -> U. Arizona,All institutions,U. Arizona,2,19,"['734,270', '']","['327,025', '']","['26,071', '']","['220,594', '']","['22,854', '']","['33,423', '']","['104,303', '']"
3145,r021,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,20,"['725,708', '']","['331,148', '']","['48,535', '']","['296,991', '']","['14,207', '']","['19,282', '']","['15,545', '']"
3145,r022,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,21,"['696,111', '']","['407,981', '']","['21,573', '']","['144,157', '']","['75,638', '']","['40,388', '']","['6,374', '']"
3145,r023,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,22,"['677,523', '']","['382,206', '']","['25,352', '']","['185,282', '']","['40,128', '']","['24,596', '']","['19,959', '']"
3145,r024,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,23,"['668,157', '']","['308,586', '']","['4,772', '']","['263,300', '']","['26,165', '']","['64,916', '']","['418', '']"
3145,r025,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,24,"['663,927', '']","['249,831', '']","['38,744', '']","['242,643', '']","['60,411', '']","['36,497', '']","['35,801', '']"
3145,r026,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,25,"['657,249', '']","['297,609', '']","['77,809', '']","['131,158', '']","['42,618', '']","['50,510', '']","['57,545', '']"
3145,r027,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,26,"['639,637', '']","['267,087', '']","['36,266', '']","['233,959', '']","['17,112', '']","['61,749', '']","['23,464', '']"
3145,r028,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,27,"['613,938', '']","['276,335', '']","['7,277', '']","['211,202', '']","['25,830', '']","['36,059', '']","['57,235', '']"
3145,r029,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,28,"['607,863', '']","['398,403', '']","['11,434', '']","['106,085', '']","['60,048', '']","['31,893', '']","['0', '']"
3145,r030,All institutions -> U. Utah,All institutions,U. Utah,2,29,"['601,133', '']","['302,585', '']","['6,199', '']","['217,878', '']","['39,084', '']","['31,700', '']","['3,687', '']"
3145,r031,All institutions -> U. Colorado Denver and Anschutz Medical Campus,All institutions,U. Colorado Denver and Anschutz Medical Campus,2,30,"['542,732', '']","['353,021', '']","['24,979', '']","['53,541', '']","['50,510', '']","['51,586', '']","['9,095', '']"
3145,r032,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,31,"['541,969', '']","['209,607', '']","['54,131', '']","['221,817', '']","['43,433', '']","['7,097', '']","['5,884', '']"
3145,r033,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,32,"['541,100', '']","['228,945', '']","['123,196', '']","['127,691', '']","['55,085', '']","['5,749', '']","['434', '']"
3145,r034,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,33,"['529,796', '']","['252,892', '']","['6,716', '']","['137,969', '']","['40,435', '']","['65,864', '']","['25,920', '']"
3145,r035,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,34,"['513,822', '']","['412,691', '']","['5,171', '']","['30,502', '']","['9,389', '']","['16,767', '']","['39,302', '']"
3145,r036,All institutions -> U. Iowa,All institutions,U. Iowa,2,35,"['508,353', '']","['252,563', '']","['6,290', '']","['207,385', '']","['22,153', '']","['19,962', '']","['0', '']"
3145,r037,All institutions -> U. Texas Southwestern Medical Center,All institutions,U. Texas Southwestern Medical Center,2,36,"['496,697', '']","['203,544', '']","['79,363', '']","['68,457', '']","['31,317', '']","['59,096', '']","['54,920', '']"
3145,r038,All institutions -> U. Georgia,All institutions,U. Georgia,2,37,"['477,536', '']","['159,948', '']","['53,931', '']","['225,620', '']","['11,610', '']","['14,581', '']","['11,846', '']"
3145,r039,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,38,"['448,967', '']","['217,094', '']","['16,787', '']","['119,130', '']","['26,292', '']","['28,066', '']","['41,598', '']"
3145,r040,All institutions -> Uniformed Services U. of the Health Sciences,All institutions,Uniformed Services U. of the Health Sciences,2,39,"['417,300', '']","['297,808', '']","['0', '']","['95,062', '']","['0', '']","['24,430', '']","['0', '']"
3145,r041,All institutions -> Oregon Health and Science U.,All institutions,Oregon Health and Science U.,2,40,"['415,629', '']","['298,227', '']","['80', '']","['38,139', '']","['36,000', '']","['42,653', '']","['530', '']"
3145,r042,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,41,"['413,817', '']","['182,983', '']","['22,439', '']","['134,258', '']","['31,802', '']","['23,478', '']","['18,857', '']"
3145,r043,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,42,"['410,581', '']","['192,945', '']","['37,544', '']","['125,639', '']","['11,297', '']","['14,018', '']","['29,138', '']"
3145,r044,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,43,"['398,477', '']","['284,482', '']","['18,401', '']","['57,160', '']","['13,089', '']","['17,821', '']","['7,524', '']"
3145,r045,"All institutions -> U. South Florida, Tampa",All institutions,"U. South Florida, Tampa",2,44,"['391,325', '']","['181,882', '']","['12,787', '']","['161,641', '']","['15,408', '']","['15,108', '']","['4,499', '']"
3145,r046,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,45,"['382,949', '']","['208,603', '']","['7,828', '']","['122,535', '']","['13,892', '']","['22,626', '']","['7,465', '']"
