table_id,row_id,_b_state_and_department_or_agency_b_full_path,_b_state_and_department_or_agency_b_level_1,_b_state_and_department_or_agency_b_level_2,_b_state_and_department_or_agency_b_level_3,_b_state_and_department_or_agency_b_hierarchy_depth,field_r_d_expenditures_for_intramural_performers,field_source_of_funds_federal_government,field_source_of_funds_own_state_government,field_source_of_funds_other_nonfederal_governments,field_source_of_funds_nonprofit_organizations,field_source_of_funds_businesses_and_individuals,field_source_of_funds_higher_education_institutions
12537,r165,"United States<sup>a</sup> -> Oregon -> Fish and Wildlife, Department of",United States<sup>a</sup>,Oregon,"Fish and Wildlife, Department of",3,14440498,10940464,3500034,0,0,0,0
12537,r166,"United States<sup>a</sup> -> Oregon -> Forestry, Department of",United States<sup>a</sup>,Oregon,"Forestry, Department of",3,350000,0,350000,0,0,0,0
12537,r167,"United States<sup>a</sup> -> Oregon -> Geology and Mineral Industries, Department of",United States<sup>a</sup>,Oregon,"Geology and Mineral Industries, Department of",3,1118540,1077415,41125,0,0,0,0
12537,r168,"United States<sup>a</sup> -> Oregon -> Human Services, Department of",United States<sup>a</sup>,Oregon,"Human Services, Department of",3,2613332,915237,1271321,426774,0,0,0
12537,r169,"United States<sup>a</sup> -> Oregon -> Transportation, Department of",United States<sup>a</sup>,Oregon,"Transportation, Department of",3,1049358,777938,271420,0,0,0,0
12537,r170,United States<sup>a</sup> -> Oregon -> Water Resources Department,United States<sup>a</sup>,Oregon,Water Resources Department,3,188083,0,164042,24041,0,0,0
12537,r171,United States<sup>a</sup> -> Oregon -> Watershed Enhancement Board,United States<sup>a</sup>,Oregon,Watershed Enhancement Board,3,10648,2815,7833,0,0,0,0
12537,r172,United States<sup>a</sup> -> Pennsylvania,United States<sup>a</sup>,Pennsylvania,,2,16987160,9082034,7785126,120000,0,0,0
12537,r173,"United States<sup>a</sup> -> Pennsylvania -> Conservation and Natural Resources, Department of",United States<sup>a</sup>,Pennsylvania,"Conservation and Natural Resources, Department of",3,149625,0,149625,0,0,0,0
12537,r174,"United States<sup>a</sup> -> Pennsylvania -> Environmental Protection, Department of",United States<sup>a</sup>,Pennsylvania,"Environmental Protection, Department of",3,4359,0,4359,0,0,0,0
12537,r175,United States<sup>a</sup> -> Pennsylvania -> Fish and Boat Commission,United States<sup>a</sup>,Pennsylvania,Fish and Boat Commission,3,143542,68379,75163,0,0,0,0
12537,r176,United States<sup>a</sup> -> Pennsylvania -> Game Commission,United States<sup>a</sup>,Pennsylvania,Game Commission,3,16509634,8953655,7555979,0,0,0,0
12537,r177,United States<sup>a</sup> -> Pennsylvania -> Susquehanna River Basin Commission,United States<sup>a</sup>,Pennsylvania,Susquehanna River Basin Commission,3,180000,60000,0,120000,0,0,0
12537,r178,United States<sup>a</sup> -> Rhode Island,United States<sup>a</sup>,Rhode Island,,2,236546,236546,0,0,0,0,0
12537,r179,"United States<sup>a</sup> -> Rhode Island -> Narragansett Bay National Estuarine Research Reserve; Environmental Management, Department of",United States<sup>a</sup>,Rhode Island,"Narragansett Bay National Estuarine Research Reserve; Environmental Management, Department of",3,236546,236546,0,0,0,0,0
12537,r180,United States<sup>a</sup> -> South Carolina,United States<sup>a</sup>,South Carolina,,2,32709409,22615194,9188685,160036,0,0,745494
12537,r181,"United States<sup>a</sup> -> South Carolina -> Health and Environmental Control, Department of",United States<sup>a</sup>,South Carolina,"Health and Environmental Control, Department of",3,1824716,1118786,0,0,0,0,705930
12537,r182,"United States<sup>a</sup> -> South Carolina -> Natural Resources, Department of",United States<sup>a</sup>,South Carolina,"Natural Resources, Department of",3,28539233,20126797,8412436,0,0,0,0
12537,r183,United States<sup>a</sup> -> South Carolina -> Sea Grant Consortium,United States<sup>a</sup>,South Carolina,Sea Grant Consortium,3,2333614,1369611,764403,160036,0,0,39564
12537,r184,"United States<sup>a</sup> -> South Carolina -> Transportation, Department of",United States<sup>a</sup>,South Carolina,"Transportation, Department of",3,11846,0,11846,0,0,0,0
12537,r185,United States<sup>a</sup> -> South Dakota,United States<sup>a</sup>,South Dakota,,2,273454,191504,81950,0,0,0,0
12537,r186,United States<sup>a</sup> -> South Dakota -> Soybean Research and Promotion Council,United States<sup>a</sup>,South Dakota,Soybean Research and Promotion Council,3,29267,0,29267,0,0,0,0
12537,r187,"United States<sup>a</sup> -> South Dakota -> Transportation, Department of",United States<sup>a</sup>,South Dakota,"Transportation, Department of",3,244187,191504,52683,0,0,0,0
12537,r188,United States<sup>a</sup> -> Tennessee,United States<sup>a</sup>,Tennessee,,2,175000,140000,35000,0,0,0,0
12537,r189,"United States<sup>a</sup> -> Tennessee -> Transportation, Department of",United States<sup>a</sup>,Tennessee,"Transportation, Department of",3,175000,140000,35000,0,0,0,0
12537,r190,United States<sup>a</sup> -> Texas,United States<sup>a</sup>,Texas,,2,1993899,1202045,791854,0,0,0,0
12537,r191,"United States<sup>a</sup> -> Texas -> Environmental Quality, Commission on",United States<sup>a</sup>,Texas,"Environmental Quality, Commission on",3,63981,0,63981,0,0,0,0
12537,r192,United States<sup>a</sup> -> Texas -> Parks and Wildlife Department,United States<sup>a</sup>,Texas,Parks and Wildlife Department,3,1578191,1089131,489060,0,0,0,0
12537,r193,"United States<sup>a</sup> -> Texas -> State Health Services, Department of ",United States<sup>a</sup>,Texas,"State Health Services, Department of ",3,351727,112914,238813,0,0,0,0
12537,r194,United States<sup>a</sup> -> Utah,United States<sup>a</sup>,Utah,,2,7748094,358994,7389100,0,0,0,0
12537,r195,"United States<sup>a</sup> -> Utah -> Environmental Quality, Department of",United States<sup>a</sup>,Utah,"Environmental Quality, Department of",3,273553,167007,106546,0,0,0,0
12537,r196,"United States<sup>a</sup> -> Utah -> Natural Resources, Department of",United States<sup>a</sup>,Utah,"Natural Resources, Department of",3,6352113,0,6352113,0,0,0,0
12537,r197,"United States<sup>a</sup> -> Utah -> Transportation, Department of ",United States<sup>a</sup>,Utah,"Transportation, Department of ",3,1122428,191987,930441,0,0,0,0
12537,r198,United States<sup>a</sup> -> Vermont,United States<sup>a</sup>,Vermont,,2,2163824,2112389,51435,0,0,0,0
12537,r199,"United States<sup>a</sup> -> Vermont -> Human Services, Agency of",United States<sup>a</sup>,Vermont,"Human Services, Agency of",3,1698182,1698182,0,0,0,0,0
12537,r200,"United States<sup>a</sup> -> Vermont -> Transportation, Agency of",United States<sup>a</sup>,Vermont,"Transportation, Agency of",3,465642,414207,51435,0,0,0,0
12537,r201,United States<sup>a</sup> -> Virginia,United States<sup>a</sup>,Virginia,,2,20744159,7285245,13066261,277653,0,0,115000
12537,r202,"United States<sup>a</sup> -> Virginia -> Behavioral Health and Developmental Services, Department of",United States<sup>a</sup>,Virginia,"Behavioral Health and Developmental Services, Department of",3,5100,0,5100,0,0,0,0
12537,r203,"United States<sup>a</sup> -> Virginia -> Education, Department of",United States<sup>a</sup>,Virginia,"Education, Department of",3,865000,500000,250000,0,0,0,115000
12537,r204,"United States<sup>a</sup> -> Virginia -> Energy, Department of",United States<sup>a</sup>,Virginia,"Energy, Department of",3,1283426,736258,547168,0,0,0,0
12537,r205,"United States<sup>a</sup> -> Virginia -> Environmental Quality, Department of",United States<sup>a</sup>,Virginia,"Environmental Quality, Department of",3,146816,139434,7382,0,0,0,0
12537,r206,"United States<sup>a</sup> -> Virginia -> Forensic Science, Department of",United States<sup>a</sup>,Virginia,"Forensic Science, Department of",3,1067190,180165,887025,0,0,0,0
12537,r207,"United States<sup>a</sup> -> Virginia -> Forestry, Department of",United States<sup>a</sup>,Virginia,"Forestry, Department of",3,481630,370635,110995,0,0,0,0
12537,r208,United States<sup>a</sup> -> Virginia -> Innovation Partnership Corporation,United States<sup>a</sup>,Virginia,Innovation Partnership Corporation,3,2366008,381720,1984288,0,0,0,0
12537,r209,United States<sup>a</sup> -> Virginia -> Institute for Advanced Learning and Research,United States<sup>a</sup>,Virginia,Institute for Advanced Learning and Research,3,68000,0,68000,0,0,0,0
12537,r210,United States<sup>a</sup> -> Virginia -> Marine Resources Commission,United States<sup>a</sup>,Virginia,Marine Resources Commission,3,558126,558126,0,0,0,0,0
12537,r211,"United States<sup>a</sup> -> Virginia -> Natural History, Museum of",United States<sup>a</sup>,Virginia,"Natural History, Museum of",3,1001282,0,973629,27653,0,0,0
12537,r212,United States<sup>a</sup> -> Virginia -> Rail and Public Transportation,United States<sup>a</sup>,Virginia,Rail and Public Transportation,3,879284,52958,826326,0,0,0,0
12537,r213,"United States<sup>a</sup> -> Virginia -> Social Services, Department of",United States<sup>a</sup>,Virginia,"Social Services, Department of",3,1050000,525000,525000,0,0,0,0
12537,r214,"United States<sup>a</sup> -> Virginia -> Transportation, Department of",United States<sup>a</sup>,Virginia,"Transportation, Department of",3,9341820,2805591,6536229,0,0,0,0
12537,r215,"United States<sup>a</sup> -> Virginia -> Wildlife Resources, Department of",United States<sup>a</sup>,Virginia,"Wildlife Resources, Department of",3,1630477,1035358,345119,250000,0,0,0
12537,r216,United States<sup>a</sup> -> Washington,United States<sup>a</sup>,Washington,,2,26263518,7809141,17063967,1280367,110043,0,0
12537,r217,"United States<sup>a</sup> -> Washington -> Ecology, Department of",United States<sup>a</sup>,Washington,"Ecology, Department of",3,2156422,465218,1684604,0,6600,0,0
12537,r218,"United States<sup>a</sup> -> Washington -> Fish and Wildlife, Department of",United States<sup>a</sup>,Washington,"Fish and Wildlife, Department of",3,10756073,4098904,5496274,1064071,96824,0,0
12537,r219,"United States<sup>a</sup> -> Washington -> Health, Department of",United States<sup>a</sup>,Washington,"Health, Department of",3,1202000,853000,349000,0,0,0,0
12537,r220,"United States<sup>a</sup> -> Washington -> Labor and Industries, Department of",United States<sup>a</sup>,Washington,"Labor and Industries, Department of",3,3337518,489824,2847694,0,0,0,0
12537,r221,"United States<sup>a</sup> -> Washington -> Natural Resources, Department of",United States<sup>a</sup>,Washington,"Natural Resources, Department of",3,6748718,495313,6030490,216296,6619,0,0
12537,r222,United States<sup>a</sup> -> Washington -> Puget Sound Partnership,United States<sup>a</sup>,Washington,Puget Sound Partnership,3,115000,45000,70000,0,0,0,0
12537,r223,"United States<sup>a</sup> -> Washington -> Transportation, Department of",United States<sup>a</sup>,Washington,"Transportation, Department of",3,1627400,1346000,281400,0,0,0,0
12537,r224,United States<sup>a</sup> -> Washington -> Tree Fruit Research Commission,United States<sup>a</sup>,Washington,Tree Fruit Research Commission,3,320387,15882,304505,0,0,0,0
12537,r225,United States<sup>a</sup> -> West Virginia,United States<sup>a</sup>,West Virginia,,2,4773515,2257270,2516245,0,0,0,0
12537,r226,"United States<sup>a</sup> -> West Virginia -> Agriculture, Department of",United States<sup>a</sup>,West Virginia,"Agriculture, Department of",3,43500,43500,0,0,0,0,0
12537,r227,United States<sup>a</sup> -> West Virginia -> Geological and Economic Survey,United States<sup>a</sup>,West Virginia,Geological and Economic Survey,3,2094323,198989,1895334,0,0,0,0
12537,r228,United States<sup>a</sup> -> West Virginia -> Higher Education Policy Commission,United States<sup>a</sup>,West Virginia,Higher Education Policy Commission,3,196339,196339,0,0,0,0,0
12537,r229,"United States<sup>a</sup> -> West Virginia -> Justice and Community Services, Division of Administrative Services",United States<sup>a</sup>,West Virginia,"Justice and Community Services, Division of Administrative Services",3,105395,55000,50395,0,0,0,0
12537,r230,"United States<sup>a</sup> -> West Virginia -> Natural Resources, Division of",United States<sup>a</sup>,West Virginia,"Natural Resources, Division of",3,2074488,1555866,518622,0,0,0,0
12537,r231,"United States<sup>a</sup> -> West Virginia -> Transportation, Department of",United States<sup>a</sup>,West Virginia,"Transportation, Department of",3,259470,207576,51894,0,0,0,0
12537,r232,United States<sup>a</sup> -> Wisconsin,United States<sup>a</sup>,Wisconsin,,2,5377653,4410314,967339,0,0,0,0
12537,r233,"United States<sup>a</sup> -> Wisconsin -> Natural Resources, Department of",United States<sup>a</sup>,Wisconsin,"Natural Resources, Department of",3,5100602,4188673,911929,0,0,0,0
12537,r234,"United States<sup>a</sup> -> Wisconsin -> Transportation, Department of",United States<sup>a</sup>,Wisconsin,"Transportation, Department of",3,277051,221641,55410,0,0,0,0
12537,r235,United States<sup>a</sup> -> Wyoming,United States<sup>a</sup>,Wyoming,,2,4237727,1480607,2734808,22312,0,0,0
12537,r236,United States<sup>a</sup> -> Wyoming -> Enhanced Oil Recovery Institute,United States<sup>a</sup>,Wyoming,Enhanced Oil Recovery Institute,3,476536,235472,241064,0,0,0,0
12537,r237,United States<sup>a</sup> -> Wyoming -> Game and Fish Department,United States<sup>a</sup>,Wyoming,Game and Fish Department,3,1563972,1116335,425325,22312,0,0,0
12537,r238,United States<sup>a</sup> -> Wyoming -> State Geological Survey,United States<sup>a</sup>,Wyoming,State Geological Survey,3,2095403,47347,2048056,0,0,0,0
12537,r239,"United States<sup>a</sup> -> Wyoming -> Transportation, Department of",United States<sup>a</sup>,Wyoming,"Transportation, Department of",3,101816,81453,20363,0,0,0,0
12537,r240,Puerto Rico<sup>b</sup>,Puerto Rico<sup>b</sup>,,,1,30716521,17691128,13025393,0,0,0,0
12537,r241,Puerto Rico<sup>b</sup> -> Comprehensive Cancer Center,Puerto Rico<sup>b</sup>,Comprehensive Cancer Center,,2,9702293,0,9702293,0,0,0,0
12537,r242,"Puerto Rico<sup>b</sup> -> Health, Department of ",Puerto Rico<sup>b</sup>,"Health, Department of ",,2,17000000,17000000,0,0,0,0,0
12537,r243,Puerto Rico<sup>b</sup> -> Innovation and Technology Services,Puerto Rico<sup>b</sup>,Innovation and Technology Services,,2,1905123,0,1905123,0,0,0,0
12537,r244,Puerto Rico<sup>b</sup> -> Institute of Statistics,Puerto Rico<sup>b</sup>,Institute of Statistics,,2,1615810,197833,1417977,0,0,0,0
12537,r245,"Puerto Rico<sup>b</sup> -> Science, Technology and Research Trust",Puerto Rico<sup>b</sup>,"Science, Technology and Research Trust",,2,493295,493295,0,0,0,0,0
