table_id,row_id,_b_detailed_field_b_full_path,_b_detailed_field_b_level_1,_b_detailed_field_b_level_2,_b_detailed_field_b_level_3,_b_detailed_field_b_level_4,_b_detailed_field_b_hierarchy_depth,field_all_graduate_students_total_number,field_all_graduate_students_total_percent,field_all_graduate_students_full_time_all_full_time_number,field_all_graduate_students_full_time_all_full_time_percent,field_all_graduate_students_full_time_first_time_full_time_number,field_all_graduate_students_full_time_first_time_full_time_percent,field_all_graduate_students_part_time_number,field_all_graduate_students_part_time_percent,field_master_s_students_total_number,field_master_s_students_total_percent,field_master_s_students_full_time_all_full_time_number,field_master_s_students_full_time_all_full_time_percent,field_master_s_students_full_time_first_time_full_time_number,field_master_s_students_full_time_first_time_full_time_percent,field_master_s_students_part_time_number,field_master_s_students_part_time_percent,field_doctoral_students_total_number,field_doctoral_students_total_percent,field_doctoral_students_full_time_all_full_time_number,field_doctoral_students_full_time_all_full_time_percent,field_doctoral_students_full_time_first_time_full_time_number,field_doctoral_students_full_time_first_time_full_time_percent,field_doctoral_students_part_time_number,field_doctoral_students_part_time_percent
8322,r087,"All detailed fields -> Engineering -> Civil, environmental, transportation and related engineering fields",All detailed fields,Engineering,"Civil, environmental, transportation and related engineering fields",,3,19608,2.6,14218,2.6,5170,2.7,5390,2.5,11730,2.5,7426,2.6,4003,2.7,4304,2.4,7878,2.7,6792,2.6,1167,2.5,1086,3.0
8322,r088,"All detailed fields -> Engineering -> Civil, environmental, transportation and related engineering fields -> Civil engineering",All detailed fields,Engineering,"Civil, environmental, transportation and related engineering fields",Civil engineering,4,16112,2.1,11856,2.2,4246,2.2,4256,2.0,9352,2.0,6004,2.1,3271,2.2,3348,1.9,6760,2.3,5852,2.3,975,2.1,908,2.5
8322,r089,"All detailed fields -> Engineering -> Civil, environmental, transportation and related engineering fields -> Architectural, environmental, construction and surveying engineering",All detailed fields,Engineering,"Civil, environmental, transportation and related engineering fields","Architectural, environmental, construction and surveying engineering",4,3496,0.5,2362,0.4,924,0.5,1134,0.5,2378,0.5,1422,0.5,732,0.5,956,0.5,1118,0.4,940,0.4,192,0.4,178,0.5
8322,r090,"All detailed fields -> Engineering -> Electrical, electronics, communications and computer engineering",All detailed fields,Engineering,"Electrical, electronics, communications and computer engineering",,3,45265,6.0,33744,6.2,12355,6.4,11521,5.3,27695,5.9,18540,6.5,10039,6.8,9155,5.1,17570,6.0,15204,5.9,2316,5.0,2366,6.5
8322,r091,"All detailed fields -> Engineering -> Electrical, electronics, communications and computer engineering -> Electrical, electronics, and communications engineering",All detailed fields,Engineering,"Electrical, electronics, communications and computer engineering","Electrical, electronics, and communications engineering",4,32633,4.3,24187,4.4,8162,4.2,8446,3.9,17866,3.8,11379,4.0,6205,4.2,6487,3.6,14767,5.0,12808,5.0,1957,4.2,1959,5.3
8322,r092,"All detailed fields -> Engineering -> Electrical, electronics, communications and computer engineering -> Computer engineering",All detailed fields,Engineering,"Electrical, electronics, communications and computer engineering",Computer engineering,4,12632,1.7,9557,1.8,4193,2.2,3075,1.4,9829,2.1,7161,2.5,3834,2.6,2668,1.5,2803,1.0,2396,0.9,359,0.8,407,1.1
8322,r093,"All detailed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research",All detailed fields,Engineering,"Industrial, manufacturing, systems engineering and operations research",,3,15870,2.1,9338,1.7,4056,2.1,6532,3.0,11949,2.6,6307,2.2,3513,2.4,5642,3.1,3921,1.3,3031,1.2,543,1.2,890,2.4
8322,r094,"All detailed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research -> Industrial and manufacturing engineering",All detailed fields,Engineering,"Industrial, manufacturing, systems engineering and operations research",Industrial and manufacturing engineering,4,7606,1.0,5290,1.0,2150,1.1,2316,1.1,5284,1.1,3424,1.2,1840,1.2,1860,1.0,2322,0.8,1866,0.7,310,0.7,456,1.2
8322,r095,"All detailed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research -> Systems engineering and operations research",All detailed fields,Engineering,"Industrial, manufacturing, systems engineering and operations research",Systems engineering and operations research,4,8264,1.1,4048,0.7,1906,1.0,4216,1.9,6665,1.4,2883,1.0,1673,1.1,3782,2.1,1599,0.5,1165,0.5,233,0.5,434,1.2
8322,r096,All detailed fields -> Engineering -> Mechanical engineering,All detailed fields,Engineering,Mechanical engineering,,3,27258,3.6,20236,3.7,6957,3.6,7022,3.2,15718,3.4,9930,3.5,5359,3.6,5788,3.2,11540,3.9,10306,4.0,1598,3.4,1234,3.4
8322,r097,"All detailed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",All detailed fields,Engineering,"Metallurgical, mining, materials and related engineering fields",,3,7422,1.0,6171,1.1,1646,0.8,1251,0.6,2518,0.5,1662,0.6,853,0.6,856,0.5,4904,1.7,4509,1.8,793,1.7,395,1.1
8322,r098,All detailed fields -> Engineering -> Other engineering,All detailed fields,Engineering,Other engineering,,3,20034,2.6,12503,2.3,4510,2.3,7531,3.5,12276,2.6,6217,2.2,3396,2.3,6059,3.4,7758,2.6,6286,2.4,1114,2.4,1472,4.0
8322,r099,All detailed fields -> Engineering -> Other engineering -> Agricultural engineering,All detailed fields,Engineering,Other engineering,Agricultural engineering,4,1187,0.2,907,0.2,210,0.1,280,0.1,519,0.1,317,0.1,125,0.1,202,0.1,668,0.2,590,0.2,85,0.2,78,0.2
8322,r100,"All detailed fields -> Engineering -> Other engineering -> Engineering mechanics, physics, and science",All detailed fields,Engineering,Other engineering,"Engineering mechanics, physics, and science",4,2239,0.3,1867,0.3,574,0.3,372,0.2,782,0.2,535,0.2,303,0.2,247,0.1,1457,0.5,1332,0.5,271,0.6,125,0.3
8322,r101,All detailed fields -> Engineering -> Other engineering -> Nuclear engineering,All detailed fields,Engineering,Other engineering,Nuclear engineering,4,1516,0.2,1192,0.2,274,0.1,324,0.1,484,0.1,327,0.1,135,0.1,157,0.1,1032,0.4,865,0.3,139,0.3,167,0.5
8322,r102,"All detailed fields -> Engineering -> Other engineering -> Engineering, other",All detailed fields,Engineering,Other engineering,"Engineering, other",4,15092,2.0,8537,1.6,3452,1.8,6555,3.0,10491,2.2,5038,1.8,2833,1.9,5453,3.0,4601,1.6,3499,1.4,619,1.3,1102,3.0
8322,r103,All detailed fields -> Health,All detailed fields,Health,,,2,82322,10.8,54763,10.1,22383,11.5,27559,12.7,65691,14.1,43445,15.1,19932,13.5,22246,12.4,16631,5.7,11318,4.4,2451,5.3,5313,14.5
8322,r104,All detailed fields -> Health -> Clinical medicine<sup>a</sup>,All detailed fields,Health,Clinical medicine<sup>a</sup>,,3,39633,5.2,23888,4.4,10668,5.5,15745,7.3,34021,7.3,20189,7.0,9784,6.6,13832,7.7,5612,1.9,3699,1.4,884,1.9,1913,5.2
8322,r105,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Medical clinical sciences and clinical and medical laboratory sciences ,All detailed fields,Health,Clinical medicine<sup>a</sup>,Medical clinical sciences and clinical and medical laboratory sciences ,4,1964,0.3,1102,0.2,504,0.3,862,0.4,1287,0.3,748,0.3,402,0.3,539,0.3,677,0.2,354,0.1,102,0.2,323,0.9
8322,r106,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Public health,All detailed fields,Health,Clinical medicine<sup>a</sup>,Public health,4,37669,5.0,22786,4.2,10164,5.2,14883,6.9,32734,7.0,19441,6.8,9382,6.4,13293,7.4,4935,1.7,3345,1.3,782,1.7,1590,4.3
8322,r107,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Anesthesiology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Anesthesiology,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8322,r108,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Cardiology and cardiovascular disease,All detailed fields,Health,Clinical medicine<sup>a</sup>,Cardiology and cardiovascular disease,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8322,r109,"All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Endocrinology, diabetes, and metabolism",All detailed fields,Health,Clinical medicine<sup>a</sup>,"Endocrinology, diabetes, and metabolism",4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8322,r110,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Gastroenterology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Gastroenterology,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8322,r111,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Hematology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Hematology,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8322,r112,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Neurology and neurosurgery,All detailed fields,Health,Clinical medicine<sup>a</sup>,Neurology and neurosurgery,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8322,r113,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Obstetrics and gynecology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Obstetrics and gynecology,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8322,r114,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Oncology and cancer research,All detailed fields,Health,Clinical medicine<sup>a</sup>,Oncology and cancer research,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8322,r115,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Ophthalmology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Ophthalmology,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8322,r116,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Otorhinolaryngology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Otorhinolaryngology,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8322,r117,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Pediatrics,All detailed fields,Health,Clinical medicine<sup>a</sup>,Pediatrics,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8322,r118,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Psychiatry,All detailed fields,Health,Clinical medicine<sup>a</sup>,Psychiatry,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8322,r119,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Pulmonary disease,All detailed fields,Health,Clinical medicine<sup>a</sup>,Pulmonary disease,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8322,r120,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Radiological sciences,All detailed fields,Health,Clinical medicine<sup>a</sup>,Radiological sciences,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8322,r121,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Surgery,All detailed fields,Health,Clinical medicine<sup>a</sup>,Surgery,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8322,r122,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Clinical medicine nec,All detailed fields,Health,Clinical medicine<sup>a</sup>,Clinical medicine nec,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8322,r123,All detailed fields -> Health -> Other health,All detailed fields,Health,Other health,,3,42689,5.6,30875,5.7,11715,6.0,11814,5.5,31670,6.8,23256,8.1,10148,6.9,8414,4.7,11019,3.8,7619,3.0,1567,3.4,3400,9.3
8322,r124,All detailed fields -> Health -> Other health -> Communication disorders sciences,All detailed fields,Health,Other health,Communication disorders sciences,4,18198,2.4,15985,2.9,6723,3.5,2213,1.0,17406,3.7,15288,5.3,6600,4.5,2118,1.2,792,0.3,697,0.3,123,0.3,95,0.3
8322,r125,All detailed fields -> Health -> Other health -> Dental sciences ,All detailed fields,Health,Other health,Dental sciences ,4,1719,0.2,1580,0.3,498,0.3,139,0.1,1500,0.3,1375,0.5,459,0.3,125,0.1,219,0.1,205,0.1,39,0.1,14,0.05
8322,r126,All detailed fields -> Health -> Other health -> Kinesiology and exercise science,All detailed fields,Health,Other health,Kinesiology and exercise science,4,5993,0.8,4074,0.7,1766,0.9,1919,0.9,4962,1.1,3310,1.2,1607,1.1,1652,0.9,1031,0.4,764,0.3,159,0.3,267,0.7
8322,r127,All detailed fields -> Health -> Other health -> Nursing science,All detailed fields,Health,Other health,Nursing science,4,5174,0.7,2476,0.5,601,0.3,2698,1.2,1662,0.4,518,0.2,170,0.1,1144,0.6,3512,1.2,1958,0.8,431,0.9,1554,4.2
8322,r128,All detailed fields -> Health -> Other health -> Pharmaceutical sciences,All detailed fields,Health,Other health,Pharmaceutical sciences,4,4875,0.6,3463,0.6,945,0.5,1412,0.7,1939,0.4,927,0.3,475,0.3,1012,0.6,2936,1.0,2536,1.0,470,1.0,400,1.1
8322,r129,All detailed fields -> Health -> Other health -> Other health nec,All detailed fields,Health,Other health,Other health nec,4,6730,0.9,3297,0.6,1182,0.6,3433,1.6,4201,0.9,1838,0.6,837,0.6,2363,1.3,2529,0.9,1459,0.6,345,0.7,1070,2.9
