table_id,row_id,sector_and_occupation_full_path,sector_and_occupation_level_1,sector_and_occupation_level_2,sector_and_occupation_level_3,sector_and_occupation_level_4,sector_and_occupation_level_5,sector_and_occupation_hierarchy_depth,field_total,field_job_satisfaction_very_satisfied,field_job_satisfaction_somewhat_satisfied,field_job_satisfaction_somewhat_dissatisfied,field_job_satisfaction_very_dissatisfied
7773,r155,All sectors -> Government -> S&E occupations -> Computer and mathematical scientists -> Postsecondary teachers - computer and math sciences,All sectors,Government,S&E occupations,Computer and mathematical scientists,Postsecondary teachers - computer and math sciences,5,,,,,
7773,r156,All sectors -> Government -> S&E occupations -> Physical and related scientists,All sectors,Government,S&E occupations,Physical and related scientists,,4,99000,43000,46000,8000,S
7773,r157,"All sectors -> Government -> S&E occupations -> Physical and related scientists -> Chemists, except biochemists",All sectors,Government,S&E occupations,Physical and related scientists,"Chemists, except biochemists",5,20000,9000,6000,S,S
7773,r158,"All sectors -> Government -> S&E occupations -> Physical and related scientists -> Earth, atmospheric, and ocean scientists",All sectors,Government,S&E occupations,Physical and related scientists,"Earth, atmospheric, and ocean scientists",5,25000,14000,11000,1000,
7773,r159,All sectors -> Government -> S&E occupations -> Physical and related scientists -> Physicists,All sectors,Government,S&E occupations,Physical and related scientists,Physicists,5,12000,9000,3000,,
7773,r160,"All sectors -> Government -> S&E occupations -> Physical and related scientists -> Other physical and related scientists, including astronomers",All sectors,Government,S&E occupations,Physical and related scientists,"Other physical and related scientists, including astronomers",5,41000,11000,26000,3000,
7773,r161,All sectors -> Government -> S&E occupations -> Physical and related scientists -> Postsecondary teachers - physical and related sciences,All sectors,Government,S&E occupations,Physical and related scientists,Postsecondary teachers - physical and related sciences,5,,,,,
7773,r162,All sectors -> Government -> S&E occupations -> Social and related scientists,All sectors,Government,S&E occupations,Social and related scientists,,4,114000,49000,62000,3000,1000
7773,r163,All sectors -> Government -> S&E occupations -> Social and related scientists -> Economists,All sectors,Government,S&E occupations,Social and related scientists,Economists,5,13000,8000,4000,0.05,
7773,r164,All sectors -> Government -> S&E occupations -> Social and related scientists -> Political scientists,All sectors,Government,S&E occupations,Social and related scientists,Political scientists,5,20000,11000,S,,
7773,r165,All sectors -> Government -> S&E occupations -> Social and related scientists -> Psychologists,All sectors,Government,S&E occupations,Social and related scientists,Psychologists,5,20000,6000,13000,,
7773,r166,All sectors -> Government -> S&E occupations -> Social and related scientists -> Anthropologists,All sectors,Government,S&E occupations,Social and related scientists,Anthropologists,5,3000,2000,2000,,
7773,r167,All sectors -> Government -> S&E occupations -> Social and related scientists -> Other social and related scientists,All sectors,Government,S&E occupations,Social and related scientists,Other social and related scientists,5,59000,22000,34000,S,
7773,r168,All sectors -> Government -> S&E occupations -> Social and related scientists -> Postsecondary teachers - social and related sciences,All sectors,Government,S&E occupations,Social and related scientists,Postsecondary teachers - social and related sciences,5,,,,,
7773,r169,All sectors -> Government -> S&E occupations -> Engineers,All sectors,Government,S&E occupations,Engineers,,4,229000,125000,86000,14000,5000
7773,r170,"All sectors -> Government -> S&E occupations -> Engineers -> Aerospace, aeronautical, and astronautical engineers",All sectors,Government,S&E occupations,Engineers,"Aerospace, aeronautical, and astronautical engineers",5,19000,10000,8000,,
7773,r171,All sectors -> Government -> S&E occupations -> Engineers -> Chemical engineers,All sectors,Government,S&E occupations,Engineers,Chemical engineers,5,3000,S,S,,
7773,r172,"All sectors -> Government -> S&E occupations -> Engineers -> Civil, architectural, and sanitary engineers",All sectors,Government,S&E occupations,Engineers,"Civil, architectural, and sanitary engineers",5,87000,52000,29000,6000,1000
7773,r173,All sectors -> Government -> S&E occupations -> Engineers -> Electrical and computer hardware engineers,All sectors,Government,S&E occupations,Engineers,Electrical and computer hardware engineers,5,37000,17000,18000,S,
7773,r174,All sectors -> Government -> S&E occupations -> Engineers -> Industrial engineers,All sectors,Government,S&E occupations,Engineers,Industrial engineers,5,5000,3000,2000,,
7773,r175,All sectors -> Government -> S&E occupations -> Engineers -> Mechanical engineers,All sectors,Government,S&E occupations,Engineers,Mechanical engineers,5,26000,12000,12000,1000,S
7773,r176,All sectors -> Government -> S&E occupations -> Engineers -> Other engineers,All sectors,Government,S&E occupations,Engineers,Other engineers,5,52000,27000,17000,5000,S
7773,r177,All sectors -> Government -> S&E occupations -> Engineers -> Postsecondary teachers - engineering,All sectors,Government,S&E occupations,Engineers,Postsecondary teachers - engineering,5,,,,,
7773,r178,All sectors -> Government -> S&E-related occupations,All sectors,Government,S&E-related occupations,,,3,736000,335000,325000,66000,11000
7773,r179,All sectors -> Government -> S&E-related occupations -> Health-related occupations,All sectors,Government,S&E-related occupations,Health-related occupations,,4,446000,203000,193000,42000,8000
7773,r180,All sectors -> Government -> S&E-related occupations -> S&E managers,All sectors,Government,S&E-related occupations,S&E managers,,4,161000,74000,67000,S,
7773,r181,All sectors -> Government -> S&E-related occupations -> S&E precollege teachers,All sectors,Government,S&E-related occupations,S&E precollege teachers,,4,,,,,
7773,r182,All sectors -> Government -> S&E-related occupations -> S&E technicians and technologists,All sectors,Government,S&E-related occupations,S&E technicians and technologists,,4,122000,56000,61000,3000,S
7773,r183,All sectors -> Government -> S&E-related occupations -> Other S&E-related occupations,All sectors,Government,S&E-related occupations,Other S&E-related occupations,,4,7000,S,S,,
7773,r184,All sectors -> Government -> Non-S&E occupations,All sectors,Government,Non-S&E occupations,,,3,3867000,1865000,1595000,311000,95000
7773,r185,All sectors -> Government -> Non-S&E occupations -> Non-S&E managers,All sectors,Government,Non-S&E occupations,Non-S&E managers,,4,511000,277000,177000,46000,10000
7773,r186,All sectors -> Government -> Non-S&E occupations -> Management-related occupations,All sectors,Government,Non-S&E occupations,Management-related occupations,,4,977000,503000,361000,91000,22000
7773,r187,All sectors -> Government -> Non-S&E occupations -> Non-S&E precollege teachers,All sectors,Government,Non-S&E occupations,Non-S&E precollege teachers,,4,,,,,
7773,r188,All sectors -> Government -> Non-S&E occupations -> Non-S&E postsecondary teachers,All sectors,Government,Non-S&E occupations,Non-S&E postsecondary teachers,,4,,,,,
7773,r189,All sectors -> Government -> Non-S&E occupations -> Social services and related occupations,All sectors,Government,Non-S&E occupations,Social services and related occupations,,4,438000,143000,236000,45000,14000
7773,r190,All sectors -> Government -> Non-S&E occupations -> Sales and marketing occupations,All sectors,Government,Non-S&E occupations,Sales and marketing occupations,,4,59000,35000,18000,S,
7773,r191,"All sectors -> Government -> Non-S&E occupations -> Art, humanities, and related occupations",All sectors,Government,Non-S&E occupations,"Art, humanities, and related occupations",,4,27000,11000,14000,,
7773,r192,All sectors -> Government -> Non-S&E occupations -> Other non-S&E occupations,All sectors,Government,Non-S&E occupations,Other non-S&E occupations,,4,1855000,896000,788000,123000,47000
