table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012
10298,r001,All agencies,All agencies,,,,,1,98013,107794,116069,122620,123855,129431,129050,144758,146968,139703,140670
10298,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,,
10298,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,2091,2136,2282,2319,2386,2372,2246,2345,2615,2377,2188
10298,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Marketing Service,All agencies,Departments,Department of Agriculture,Agricultural Marketing Service,,4,5,5,9,8,6,6,5,4,4,4,4
10298,r005,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,1164,1143,1259,1227,1294,1241,1146,1187,1360,1152,1095
10298,r006,All agencies -> Departments -> Department of Agriculture -> Animal and Plant Health Inspection Service,All agencies,Departments,Department of Agriculture,Animal and Plant Health Inspection Service,,4,24,28,24,24,26,26,28,29,30,29,37
10298,r007,All agencies -> Departments -> Department of Agriculture -> Economic Research Service,All agencies,Departments,Department of Agriculture,Economic Research Service,,4,67,68,71,74,75,92,78,79,86,81,77
10298,r008,All agencies -> Departments -> Department of Agriculture -> Foreign Agricultural Service,All agencies,Departments,Department of Agriculture,Foreign Agricultural Service,,4,1,2,2,2,1,1,0.05,0.05,0.05,1,1
10298,r009,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,268,307,315,316,322,345,316,376,426,370,341
10298,r010,"All agencies -> Departments -> Department of Agriculture -> Grain Inspection, Packers, and Stockyards Administration",All agencies,Departments,Department of Agriculture,"Grain Inspection, Packers, and Stockyards Administration",,4,6,5,7,7,7,7,7,7,6,7,7
10298,r011,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,5,6,6,6,7,7,7,7,7,7,7
10298,r012,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,547,568,586,652,645,627,655,652,690,724,614
10298,r013,All agencies -> Departments -> Department of Agriculture -> Rural Business-Cooperative Service,All agencies,Departments,Department of Agriculture,Rural Business-Cooperative Service,,4,4,4,4,4,4,21,4,4,5,2,4
10298,r014,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,1181,1267,1149,1094,1016,1145,1196,1533,1683,1309,1231
10298,r015,All agencies -> Departments -> Department of Commerce -> Census Bureau,All agencies,Departments,Department of Commerce,Census Bureau,,4,29,23,24,23,22,23,25,29,47,59,102
10298,r016,All agencies -> Departments -> Department of Commerce -> Economic Development Administration,All agencies,Departments,Department of Commerce,Economic Development Administration,,4,0.05,1,0.05,0.05,0.05,1,21,28,19,16,NA
10298,r017,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,481,525,482,463,429,508,517,606,925,597,548
10298,r018,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,651,695,619,600,558,607,627,863,685,629,573
10298,r019,All agencies -> Departments -> Department of Commerce -> National Telecommunications and Information Administration,All agencies,Departments,Department of Commerce,National Telecommunications and Information Administration,,4,20,24,24,7,7,7,7,7,8,8,8
10298,r020,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,45778,52149,58068,63661,65934,72291,71997,75974,73624,75328,73974
10298,r021,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,na,na,na,na,na,na,na,na,na,2846,2750
10298,r022,All agencies -> Departments -> Department of Defense -> Defense agencies and activities,All agencies,Departments,Department of Defense,Defense agencies and activities,,4,12360,12641,13189,15407,14338,15940,15947,16242,16265,na,na
10298,r023,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,14763,18266,20338,20078,21699,25292,25339,28051,26649,26641,27688
10298,r024,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,7077,7610,9223,10208,11318,11629,11878,11908,10853,9832,9220
