table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_basic_research,field_applied_research,field_development
12272,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['691,547', '  ']","['42,957', '  ']","['100,654', '  ']","['547,935', '  ']"
12272,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['372,459', '  ']","['30,875', '  ']","['60,512', '  ']","['281,072', '  ']"
12272,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['7,143', '  ']","['568', '  ']","['1,144', '  ']","['5,430', '  ']"
12272,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['767', '  ']","['99', '  ']","['201', '  ']","['466', '  ']"
12272,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['635', '  ']","['65', '  ']","['86', '  ']","['484', '  ']"
12272,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['259', '  ']","['17', '  ']","['20', '  ']","['221', '  ']"
12272,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['1,005', '  ']","['131', '  ']","['225', '  ']","['649', '  ']"
12272,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['165', '  ']","['8', '  ']","['38', '  ']","['118', 'i ']"
12272,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['860', '  ']","['166', '  ']","['361', '  ']","['334', '  ']"
12272,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['125,728', '  ']","['18,722', '  ']","['24,783', '  ']","['82,224', '  ']"
