table_id,row_id,academic_institution_full_path,academic_institution_level_1,academic_institution_level_2,academic_institution_level_3,academic_institution_hierarchy_depth,field_doctorate_recipients
1210,r001,"Female, all institutions","Female, all institutions",,,1,565
1210,r002,"Female, all institutions -> Foreign or unknown institutions","Female, all institutions",Foreign or unknown institutions,,2,236
1210,r003,"Female, all institutions -> Top 10 U.S. institutions","Female, all institutions",Top 10 U.S. institutions,,2,142
1210,r004,"Female, all institutions -> Top 10 U.S. institutions -> U. Puerto Rico, Mayaguez","Female, all institutions",Top 10 U.S. institutions,"U. Puerto Rico, Mayaguez",3,47
1210,r005,"Female, all institutions -> Top 10 U.S. institutions -> U. Texas, El Paso","Female, all institutions",Top 10 U.S. institutions,"U. Texas, El Paso",3,20
1210,r006,"Female, all institutions -> Top 10 U.S. institutions -> Massachusetts Institute of Technology","Female, all institutions",Top 10 U.S. institutions,Massachusetts Institute of Technology,3,19
1210,r007,"Female, all institutions -> Top 10 U.S. institutions -> U. Florida","Female, all institutions",Top 10 U.S. institutions,U. Florida,3,18
1210,r008,"Female, all institutions -> Top 10 U.S. institutions -> U. Miami","Female, all institutions",Top 10 U.S. institutions,U. Miami,3,8
1210,r009,"Female, all institutions -> Top 10 U.S. institutions -> U. California, Berkeley","Female, all institutions",Top 10 U.S. institutions,"U. California, Berkeley",3,7
1210,r010,"Female, all institutions -> Top 10 U.S. institutions -> U. Texas, Austin","Female, all institutions",Top 10 U.S. institutions,"U. Texas, Austin",3,7
1210,r011,"Female, all institutions -> Top 10 U.S. institutions -> Arizona State U.","Female, all institutions",Top 10 U.S. institutions,Arizona State U.,3,6
1210,r012,"Female, all institutions -> Top 10 U.S. institutions -> U. California, Los Angeles","Female, all institutions",Top 10 U.S. institutions,"U. California, Los Angeles",3,5
1210,r013,"Female, all institutions -> Top 10 U.S. institutions -> U. Houston","Female, all institutions",Top 10 U.S. institutions,U. Houston,3,5
1210,r014,"Female, all institutions -> Other U.S. institutions","Female, all institutions",Other U.S. institutions,,2,187
1210,r015,"Male, all institutions","Male, all institutions",,,1,1619
1210,r016,"Male, all institutions -> Foreign or unknown institutions","Male, all institutions",Foreign or unknown institutions,,2,751
1210,r017,"Male, all institutions -> Top 49 U.S. institutions","Male, all institutions",Top 49 U.S. institutions,,2,566
1210,r018,"Male, all institutions -> Top 49 U.S. institutions -> U. Puerto Rico, Mayaguez","Male, all institutions",Top 49 U.S. institutions,"U. Puerto Rico, Mayaguez",3,66
1210,r019,"Male, all institutions -> Top 49 U.S. institutions -> U. Florida","Male, all institutions",Top 49 U.S. institutions,U. Florida,3,43
1210,r020,"Male, all institutions -> Top 49 U.S. institutions -> U. Texas, El Paso","Male, all institutions",Top 49 U.S. institutions,"U. Texas, El Paso",3,43
1210,r021,"Male, all institutions -> Top 49 U.S. institutions -> Massachusetts Institute of Technology","Male, all institutions",Top 49 U.S. institutions,Massachusetts Institute of Technology,3,33
1210,r022,"Male, all institutions -> Top 49 U.S. institutions -> U. Texas, Austin","Male, all institutions",Top 49 U.S. institutions,"U. Texas, Austin",3,29
1210,r023,"Male, all institutions -> Top 49 U.S. institutions -> Georgia Institute of Technology","Male, all institutions",Top 49 U.S. institutions,Georgia Institute of Technology,3,15
1210,r024,"Male, all institutions -> Top 49 U.S. institutions -> Texas A&M U., College Station and Health Science Center","Male, all institutions",Top 49 U.S. institutions,"Texas A&M U., College Station and Health Science Center",3,15
1210,r025,"Male, all institutions -> Top 49 U.S. institutions -> U. New Mexico, Albuquerque","Male, all institutions",Top 49 U.S. institutions,"U. New Mexico, Albuquerque",3,14
1210,r026,"Male, all institutions -> Top 49 U.S. institutions -> Florida International U.","Male, all institutions",Top 49 U.S. institutions,Florida International U.,3,13
1210,r027,"Male, all institutions -> Top 49 U.S. institutions -> U. California, Davis","Male, all institutions",Top 49 U.S. institutions,"U. California, Davis",3,13
1210,r028,"Male, all institutions -> Top 49 U.S. institutions -> U. Central Florida","Male, all institutions",Top 49 U.S. institutions,U. Central Florida,3,13
1210,r029,"Male, all institutions -> Top 49 U.S. institutions -> U. Miami","Male, all institutions",Top 49 U.S. institutions,U. Miami,3,13
1210,r030,"Male, all institutions -> Top 49 U.S. institutions -> U. California, San Diego","Male, all institutions",Top 49 U.S. institutions,"U. California, San Diego",3,12
1210,r031,"Male, all institutions -> Top 49 U.S. institutions -> Arizona State U.","Male, all institutions",Top 49 U.S. institutions,Arizona State U.,3,11
1210,r032,"Male, all institutions -> Top 49 U.S. institutions -> New Mexico State U., Las Cruces","Male, all institutions",Top 49 U.S. institutions,"New Mexico State U., Las Cruces",3,11
1210,r033,"Male, all institutions -> Top 49 U.S. institutions -> U. California, Irvine","Male, all institutions",Top 49 U.S. institutions,"U. California, Irvine",3,11
1210,r034,"Male, all institutions -> Top 49 U.S. institutions -> Florida State U.","Male, all institutions",Top 49 U.S. institutions,Florida State U.,3,10
1210,r035,"Male, all institutions -> Top 49 U.S. institutions -> Cornell U.","Male, all institutions",Top 49 U.S. institutions,Cornell U.,3,9
1210,r036,"Male, all institutions -> Top 49 U.S. institutions -> U. California, Berkeley","Male, all institutions",Top 49 U.S. institutions,"U. California, Berkeley",3,9
1210,r037,"Male, all institutions -> Top 49 U.S. institutions -> U. California, Los Angeles","Male, all institutions",Top 49 U.S. institutions,"U. California, Los Angeles",3,9
1210,r038,"Male, all institutions -> Top 49 U.S. institutions -> U. Maryland, College Park","Male, all institutions",Top 49 U.S. institutions,"U. Maryland, College Park",3,9
1210,r039,"Male, all institutions -> Top 49 U.S. institutions -> U. California, Riverside","Male, all institutions",Top 49 U.S. institutions,"U. California, Riverside",3,8
1210,r040,"Male, all institutions -> Top 49 U.S. institutions -> California State Polytechnic U., Pomona","Male, all institutions",Top 49 U.S. institutions,"California State Polytechnic U., Pomona",3,7
1210,r041,"Male, all institutions -> Top 49 U.S. institutions -> Ohio State U., Columbus","Male, all institutions",Top 49 U.S. institutions,"Ohio State U., Columbus",3,7
1210,r042,"Male, all institutions -> Top 49 U.S. institutions -> Rice U.","Male, all institutions",Top 49 U.S. institutions,Rice U.,3,7
1210,r043,"Male, all institutions -> Top 49 U.S. institutions -> Texas Tech U.","Male, all institutions",Top 49 U.S. institutions,Texas Tech U.,3,7
1210,r044,"Male, all institutions -> Top 49 U.S. institutions -> U. Arizona","Male, all institutions",Top 49 U.S. institutions,U. Arizona,3,7
1210,r045,"Male, all institutions -> Top 49 U.S. institutions -> U. Illinois, Urbana-Champaign","Male, all institutions",Top 49 U.S. institutions,"U. Illinois, Urbana-Champaign",3,7
1210,r046,"Male, all institutions -> Top 49 U.S. institutions -> U. Notre Dame","Male, all institutions",Top 49 U.S. institutions,U. Notre Dame,3,7
1210,r047,"Male, all institutions -> Top 49 U.S. institutions -> U. South Florida, Tampa","Male, all institutions",Top 49 U.S. institutions,"U. South Florida, Tampa",3,7
1210,r048,"Male, all institutions -> Top 49 U.S. institutions -> U. Southern California","Male, all institutions",Top 49 U.S. institutions,U. Southern California,3,7
1210,r049,"Male, all institutions -> Top 49 U.S. institutions -> California Institute of Technology","Male, all institutions",Top 49 U.S. institutions,California Institute of Technology,3,6
1210,r050,"Male, all institutions -> Top 49 U.S. institutions -> U. New Orleans","Male, all institutions",Top 49 U.S. institutions,U. New Orleans,3,6
1210,r051,"Male, all institutions -> Top 49 U.S. institutions -> U. Texas Pan American","Male, all institutions",Top 49 U.S. institutions,U. Texas Pan American,3,6
1210,r052,"Male, all institutions -> Top 49 U.S. institutions -> U. Virginia, Charlottesville","Male, all institutions",Top 49 U.S. institutions,"U. Virginia, Charlottesville",3,6
1210,r053,"Male, all institutions -> Top 49 U.S. institutions -> Duke U.","Male, all institutions",Top 49 U.S. institutions,Duke U.,3,5
