table_id,row_id,state_full_path,state_level_1,state_level_2,state_hierarchy_depth,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022
9940,r001,United States<sup>a</sup>,United States<sup>a</sup>,,1,242284805,247322194,265500923,252070334,265514142,254719885,246570344,264596307,265470160,258418727,260024511,279442920,300352569,290871093
9940,r002,United States<sup>a</sup> -> Alabama,United States<sup>a</sup>,Alabama,2,3485318,4730116,4407856,3348079,2654296,7237806,9255656,7658433,6921982,2014658,3601526,3601526,2211001,3692380
9940,r003,United States<sup>a</sup> -> Alaska,United States<sup>a</sup>,Alaska,2,1277167,1394600,2567000,227182,475913,2776684,2000660,504000,1280000,1080000,2687327,5340365,8565493,4808710
9940,r004,United States<sup>a</sup> -> Arizona,United States<sup>a</sup>,Arizona,2,2624700,2175550,1756700,1817300,1737800,1261685,1258900,851449,919757,2500355,1356182,1473269,3179987,1414933
9940,r005,United States<sup>a</sup> -> Arkansas,United States<sup>a</sup>,Arkansas,2,881000,1064332,927990,2057208,1915324,1269000,1486000,639945,1266550,1013231,855437,690108,376215,1079240
9940,r006,United States<sup>a</sup> -> California,United States<sup>a</sup>,California,2,40057000,38136000,37445000,36897000,35038000,35560150,35201005,38340899,35515719,36225667,34906443,41248806,47716505,39260000
9940,r007,United States<sup>a</sup> -> Colorado,United States<sup>a</sup>,Colorado,2,1424481,1930506,2270155,1623980,2338837,2099101,1881210,1476466,1128528,1750822,3288163,3268633,3791995,3395841
9940,r008,United States<sup>a</sup> -> Connecticut,United States<sup>a</sup>,Connecticut,2,3777288,4028757,4011628,4018000,4100000,3936126,5409867,2370317,3516438,3150000,3283420,2734495,2408289,2971742
9940,r009,United States<sup>a</sup> -> Delaware,United States<sup>a</sup>,Delaware,2,250000,250000,250000,2404027,1974596,255213,141621,845618,1293881,1156679,1100760,1336168,1167639,1205970
9940,r010,United States<sup>a</sup> -> District of Columbia,United States<sup>a</sup>,District of Columbia,2,0,192931,264380,1361999,987742,754327,828377,1532145,919305,723440,422412,239295,289382,245919
9940,r011,United States<sup>a</sup> -> Florida,United States<sup>a</sup>,Florida,2,9830053,9804294,15645022,11836984,10300582,15054989,11121055,12932838,14112753,16470858,15367289,13322175,11527555,14134393
9940,r012,United States<sup>a</sup> -> Georgia,United States<sup>a</sup>,Georgia,2,4162887,7723795,10290663,9012569,8698341,6095576,3842272,5089460,5586082,8738202,8034229,8599878,6599041,4505966
9940,r013,United States<sup>a</sup> -> Hawaii,United States<sup>a</sup>,Hawaii,2,2339180,2672356,561367,881851,1230056,1148448,1338452,1023488,786590,595364,802000,487500,5013530,2793386
9940,r014,United States<sup>a</sup> -> Idaho,United States<sup>a</sup>,Idaho,2,1318377,1406718,1580312,1368700,1929300,2161329,1436567,2015633,1956415,1861276,3339242,3317794,2144749,2852305
9940,r015,United States<sup>a</sup> -> Illinois,United States<sup>a</sup>,Illinois,2,5369057,7066133,9287308,7354832,8719083,9517493,9602367,10148743,9969256,7834288,9458562,9710698,9430989,9782913
9940,r016,United States<sup>a</sup> -> Indiana,United States<sup>a</sup>,Indiana,2,4000000,5616545,4074838,6927051,8444691,10584435,7483614,5021323,6477522,10641648,8495933,8734644,8261486,9312575
9940,r017,United States<sup>a</sup> -> Iowa,United States<sup>a</sup>,Iowa,2,6463700,5770000,6050000,7638920,9485810,4581695,5829951,6645953,4785941,5543815,5190691,7228882,6942156,6142926
9940,r018,United States<sup>a</sup> -> Kansas,United States<sup>a</sup>,Kansas,2,7416636,5039914,5002773,5147330,4724025,3923777,3749587,3872000,3049000,3960800,3714875,3637912,3237535,3765115
9940,r019,United States<sup>a</sup> -> Kentucky,United States<sup>a</sup>,Kentucky,2,4228240,4042181,4425113,3324600,1964500,5769400,6294300,8442000,7461167,7152574,7020302,7158996,8931685,8781665
9940,r020,United States<sup>a</sup> -> Louisiana,United States<sup>a</sup>,Louisiana,2,6717882,6642447,6396052,6975472,6965116,11000000,11000000,9000000,9000000,9500000,10000000,9200000,9185327,10065406
9940,r021,United States<sup>a</sup> -> Maine,United States<sup>a</sup>,Maine,2,563379,709306,505860,354463,521444,868000,1003000,1253000,903000,780000,1136000,824000,1500000,1558635
9940,r022,United States<sup>a</sup> -> Maryland,United States<sup>a</sup>,Maryland,2,2209280,3167924,4080017,1928111,1778080,1590096,882171,711454,2011643,2313219,1735096,3660436,2211739,2643003
9940,r023,United States<sup>a</sup> -> Massachusetts,United States<sup>a</sup>,Massachusetts,2,0,1637025,1504260,0,0,0,0,0,3480037,1700000,4425000,3840000,3767017,4050000
9940,r024,United States<sup>a</sup> -> Michigan,United States<sup>a</sup>,Michigan,2,6103101,4640000,5125000,8900000,7700000,5500000,5500000,6200000,6820000,5780534,5132200,6610319,6812098,6225844
9940,r025,United States<sup>a</sup> -> Minnesota,United States<sup>a</sup>,Minnesota,2,13908648,7853451,9222369,7427179,11089502,11147618,11558082,13401308,9925085,10782862,11092823,11619600,14081495,15618920
9940,r026,United States<sup>a</sup> -> Mississippi,United States<sup>a</sup>,Mississippi,2,1518130,1883735,2463770,4801812,3300936,288622,212557,1263531,2106750,1961803,5991596,4417666,5542522,3300333
9940,r027,United States<sup>a</sup> -> Missouri,United States<sup>a</sup>,Missouri,2,5495716,3657806,5043082,3190008,3372137,3985039,4066030,1190224,1289739,1356738,1830194,1557401,2120015,2646956
9940,r028,United States<sup>a</sup> -> Montana,United States<sup>a</sup>,Montana,2,876558,917662,1168956,1418422,2061516,1418000,1663000,2886974,1215380,722979,820527,1810989,1732922,1971362
9940,r029,United States<sup>a</sup> -> Nebraska,United States<sup>a</sup>,Nebraska,2,1014814,986918,1123236,1647512,1721453,1708434,1810483,2966171,1373075,1355258,1409861,1985947,1735953,1270607
9940,r030,United States<sup>a</sup> -> Nevada,United States<sup>a</sup>,Nevada,2,1510607,1048465,1393048,1119857,1595463,3257663,2914364,1554297,1860066,921936,973452,1298811,1588437,1632800
9940,r031,United States<sup>a</sup> -> New Hampshire,United States<sup>a</sup>,New Hampshire,2,1167264,1009986,1196452,1380083,1226961,786600,844700,260640,673806,669797,807378,661587,605207,734656
9940,r032,United States<sup>a</sup> -> New Jersey,United States<sup>a</sup>,New Jersey,2,4153340,6570052,5542644,3243333,3985296,3687478,3798842,4414453,6672869,6064082,2717094,3125627,5440354,7239506
