table_id,row_id,region_country_or_economy_full_path,region_country_or_economy_level_1,region_country_or_economy_level_2,region_country_or_economy_level_3,region_country_or_economy_level_4,region_country_or_economy_hierarchy_depth,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019
6238,r036,World -> Asia,World,Asia,,,2,9252,10024,10906,12129,14370,17836,19291,20208,21989,22460,21207,21255,22139,23288,26468,27105,31992,37092
6238,r037,World -> Asia -> China,World,Asia,China,,3,2903,3310,3382,4165,5058,7425,8523,8811,9349,8702,9036,9529,10405,11052,12186,14321,18098,20811
6238,r038,World -> Asia -> India,World,Asia,India,,3,34,49,71,62,73,85,87,27,43,44,153,166,254,203,248,273,329,337
6238,r039,World -> Asia -> Indonesia,World,Asia,Indonesia,,3,59,76,93,118,97,101,149,156,208,278,249,100,100,74,83,92,93,96
6238,r040,World -> Asia -> Japan,World,Asia,Japan,,3,4532,4861,5363,5464,6290,6945,6993,7785,8257,8971,7201,6337,6177,7087,8487,7369,7677,9299
6238,r041,World -> Asia -> Malaysia,World,Asia,Malaysia,,3,28,31,33,82,212,206,312,237,337,463,579,691,755,368,406,456,556,627
6238,r042,World -> Asia -> Philippines,World,Asia,Philippines,,3,47,49,55,65,69,55,85,76,60,61,73,9,88,176,150,157,165,148
6238,r043,World -> Asia -> Singapore,World,Asia,Singapore,,3,884,886,1089,1294,1505,1774,1907,1857,1998,2139,2184,2263,2105,1974,1851,1865,2001,2485
6238,r044,World -> Asia -> South Korea,World,Asia,South Korea,,3,283,281,345,396,570,679,572,577,920,834,946,1272,1318,1348,1942,1377,1842,1953
6238,r045,World -> Asia -> Taiwan,World,Asia,Taiwan,,3,211,178,141,110,67,102,134,118,138,167,188,203,230,256,265,270,292,316
6238,r046,World -> Asia -> Thailand,World,Asia,Thailand,,3,9,11,12,14,17,20,20,17,25,27,10,8,6,5,12,14,15,17
6238,r047,World -> Asia -> Vietnam,World,Asia,Vietnam,,3,3,4,4,6,1,1,1,2,1,1,2,7,1,2,2,14,16,21
6238,r048,World -> Asia -> Other Asia,World,Asia,Other Asia,,3,259,290,319,354,411,443,509,544,653,773,586,670,698,743,835,898,909,982
6238,r049,World -> Oceania,World,Oceania,,,2,790,991,1182,1317,1435,1561,1250,1288,1789,2220,2287,1893,1962,1866,1819,1727,2754,2464
6238,r050,World -> Oceania -> Australia,World,Oceania,Australia,,3,582,723,866,980,1128,1191,928,962,1413,1818,1927,1534,1587,1526,1482,1330,2342,2079
6238,r051,World -> Oceania -> New Zealand,World,Oceania,New Zealand,,3,207,269,316,337,307,370,322,326,376,402,361,359,375,340,337,397,412,385
