table_id,row_id,academic_institution_full_path,academic_institution_level_1,academic_institution_level_2,academic_institution_level_3,academic_institution_hierarchy_depth,field_doctorate_recipients
3396,r001,"Without disability, all institutions","Without disability, all institutions",,,1,34836
3396,r002,"Without disability, all institutions -> Foreign or unknown institutions","Without disability, all institutions",Foreign or unknown institutions,,2,13888
3396,r003,"Without disability, all institutions -> Top 50 U.S. institutions","Without disability, all institutions",Top 50 U.S. institutions,,2,7442
3396,r004,"Without disability, all institutions -> Top 50 U.S. institutions -> U. California, Berkeley","Without disability, all institutions",Top 50 U.S. institutions,"U. California, Berkeley",3,393
3396,r005,"Without disability, all institutions -> Top 50 U.S. institutions -> U. Michigan, Ann Arbor","Without disability, all institutions",Top 50 U.S. institutions,"U. Michigan, Ann Arbor",3,278
3396,r006,"Without disability, all institutions -> Top 50 U.S. institutions -> Cornell U.","Without disability, all institutions",Top 50 U.S. institutions,Cornell U.,3,262
3396,r007,"Without disability, all institutions -> Top 50 U.S. institutions -> U. Wisconsin-Madison","Without disability, all institutions",Top 50 U.S. institutions,U. Wisconsin-Madison,3,231
3396,r008,"Without disability, all institutions -> Top 50 U.S. institutions -> U. Illinois, Urbana-Champaign","Without disability, all institutions",Top 50 U.S. institutions,"U. Illinois, Urbana-Champaign",3,221
3396,r009,"Without disability, all institutions -> Top 50 U.S. institutions -> U. Florida","Without disability, all institutions",Top 50 U.S. institutions,U. Florida,3,202
3396,r010,"Without disability, all institutions -> Top 50 U.S. institutions -> U. California, San Diego","Without disability, all institutions",Top 50 U.S. institutions,"U. California, San Diego",3,199
3396,r011,"Without disability, all institutions -> Top 50 U.S. institutions -> U. California, Los Angeles","Without disability, all institutions",Top 50 U.S. institutions,"U. California, Los Angeles",3,198
3396,r012,"Without disability, all institutions -> Top 50 U.S. institutions -> Massachusetts Institute of Technology","Without disability, all institutions",Top 50 U.S. institutions,Massachusetts Institute of Technology,3,190
3396,r013,"Without disability, all institutions -> Top 50 U.S. institutions -> Brigham Young U., Provo","Without disability, all institutions",Top 50 U.S. institutions,"Brigham Young U., Provo",3,189
3396,r014,"Without disability, all institutions -> Top 50 U.S. institutions -> Pennsylvania State U., University Park and Hershey Medical Center","Without disability, all institutions",Top 50 U.S. institutions,"Pennsylvania State U., University Park and Hershey Medical Center",3,189
3396,r015,"Without disability, all institutions -> Top 50 U.S. institutions -> U. Texas, Austin","Without disability, all institutions",Top 50 U.S. institutions,"U. Texas, Austin",3,187
3396,r016,"Without disability, all institutions -> Top 50 U.S. institutions -> U. California, Davis","Without disability, all institutions",Top 50 U.S. institutions,"U. California, Davis",3,184
3396,r017,"Without disability, all institutions -> Top 50 U.S. institutions -> Ohio State U., Columbus","Without disability, all institutions",Top 50 U.S. institutions,"Ohio State U., Columbus",3,173
3396,r018,"Without disability, all institutions -> Top 50 U.S. institutions -> U. Washington, Seattle","Without disability, all institutions",Top 50 U.S. institutions,"U. Washington, Seattle",3,170
3396,r019,"Without disability, all institutions -> Top 50 U.S. institutions -> U. Maryland, College Park","Without disability, all institutions",Top 50 U.S. institutions,"U. Maryland, College Park",3,163
3396,r020,"Without disability, all institutions -> Top 50 U.S. institutions -> U. Minnesota, Twin Cities","Without disability, all institutions",Top 50 U.S. institutions,"U. Minnesota, Twin Cities",3,162
3396,r021,"Without disability, all institutions -> Top 50 U.S. institutions -> Purdue U., West Lafayette","Without disability, all institutions",Top 50 U.S. institutions,"Purdue U., West Lafayette",3,161
3396,r022,"Without disability, all institutions -> Top 50 U.S. institutions -> U. North Carolina, Chapel Hill","Without disability, all institutions",Top 50 U.S. institutions,"U. North Carolina, Chapel Hill",3,157
3396,r023,"Without disability, all institutions -> Top 50 U.S. institutions -> Michigan State U.","Without disability, all institutions",Top 50 U.S. institutions,Michigan State U.,3,150
3396,r024,"Without disability, all institutions -> Top 50 U.S. institutions -> Texas A&M U., College Station and Health Science Center","Without disability, all institutions",Top 50 U.S. institutions,"Texas A&M U., College Station and Health Science Center",3,149
3396,r025,"Without disability, all institutions -> Top 50 U.S. institutions -> U. Chicago","Without disability, all institutions",Top 50 U.S. institutions,U. Chicago,3,146
3396,r026,"Without disability, all institutions -> Top 50 U.S. institutions -> U. Arizona","Without disability, all institutions",Top 50 U.S. institutions,U. Arizona,3,138
3396,r027,"Without disability, all institutions -> Top 50 U.S. institutions -> U. Virginia, Charlottesville","Without disability, all institutions",Top 50 U.S. institutions,"U. Virginia, Charlottesville",3,135
3396,r028,"Without disability, all institutions -> Top 50 U.S. institutions -> Stanford U.","Without disability, all institutions",Top 50 U.S. institutions,Stanford U.,3,129
3396,r029,"Without disability, all institutions -> Top 50 U.S. institutions -> U. Pennsylvania","Without disability, all institutions",Top 50 U.S. institutions,U. Pennsylvania,3,129
3396,r030,"Without disability, all institutions -> Top 50 U.S. institutions -> Princeton U.","Without disability, all institutions",Top 50 U.S. institutions,Princeton U.,3,128
3396,r031,"Without disability, all institutions -> Top 50 U.S. institutions -> Rutgers, State U. New Jersey, New Brunswick","Without disability, all institutions",Top 50 U.S. institutions,"Rutgers, State U. New Jersey, New Brunswick",3,128
3396,r032,"Without disability, all institutions -> Top 50 U.S. institutions -> Harvard U.","Without disability, all institutions",Top 50 U.S. institutions,Harvard U.,3,123
3396,r033,"Without disability, all institutions -> Top 50 U.S. institutions -> Georgia Institute of Technology","Without disability, all institutions",Top 50 U.S. institutions,Georgia Institute of Technology,3,117
3396,r034,"Without disability, all institutions -> Top 50 U.S. institutions -> Iowa State U.","Without disability, all institutions",Top 50 U.S. institutions,Iowa State U.,3,116
3396,r035,"Without disability, all institutions -> Top 50 U.S. institutions -> Boston U.","Without disability, all institutions",Top 50 U.S. institutions,Boston U.,3,114
