table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_computer_sciences_and_mathematics,field_engineering,field_environmental_sciences,field_life_sciences,field_physical_sciences,field_psychology,field_social_sciences,field_other_sciences_nec
6354,r001,All agencies,All agencies,,,,,1,85155455.8,6063316.7,14238054.0,4631699.6,42013903.5,8775432.2,3264983.5,1266266.4,4901799.8
6354,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,
6354,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,2508959.0,7718.4,117836.1,16416.4,2101781.2,109673.0,0.0,155533.9,0.0
6354,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Marketing Service,All agencies,Departments,Department of Agriculture,Agricultural Marketing Service,,4,3500.3,0.0,0.0,0.0,3500.3,0.0,0.0,0.0,0.0
6354,r005,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,1428300.0,1856.8,12854.7,6284.5,1312179.2,91696.9,0.0,3427.9,0.0
6354,r006,All agencies -> Departments -> Department of Agriculture -> Animal and Plant Health Inspection Service,All agencies,Departments,Department of Agriculture,Animal and Plant Health Inspection Service,,4,21046.0,0.0,0.0,0.0,21046.0,0.0,0.0,0.0,0.0
6354,r007,All agencies -> Departments -> Department of Agriculture -> Economic Research Service,All agencies,Departments,Department of Agriculture,Economic Research Service,,4,87000.0,0.0,0.0,0.0,0.0,0.0,0.0,87000.0,0.0
6354,r008,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,223240.8,689.6,7426.5,5034.1,173025.1,4782.2,0.0,32283.4,0.0
6354,r009,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,5172.0,5172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6354,r010,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,737900.0,0.0,97555.0,5097.8,589230.6,13194.0,0.0,32822.6,0.0
6354,r011,All agencies -> Departments -> Department of Agriculture -> Rural Business-Cooperative Service,All agencies,Departments,Department of Agriculture,Rural Business-Cooperative Service,,4,2800.0,0.0,0.0,0.0,2800.0,0.0,0.0,0.0,0.0
6354,r012,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,1523776.8,191546.1,305305.6,527093.3,94426.2,284385.4,234.2,76198.0,44588.0
6354,r013,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,802072.6,177094.0,284872.6,10101.6,38364.9,261639.4,148.4,511.2,29340.5
6354,r014,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,640393.0,5249.0,9253.0,516991.8,56061.3,22746.0,0.0,14844.5,15247.5
