table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_engineering,field_other_fields
10257,r001,All agencies,All agencies,,,,,1,42494145,2264158,1772255,19008170,503181,6432049,1934423,537330,3151032,6891548
10257,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,
10257,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,1299030,13885,15218,1069626,2596,63325,1289,34224,58646,40221
10257,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,755202,982,3323,693804,0,48484,0,1812,6797,0
10257,r005,All agencies -> Departments -> Department of Agriculture -> Animal and Plant Health Inspection Service,All agencies,Departments,Department of Agriculture,Animal and Plant Health Inspection Service,,4,21101,0,0,21101,0,0,0,0,0,0
10257,r006,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,79155,0,2862,60346,0,2959,0,9384,3604,0
10257,r007,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,432329,12904,9033,283132,2596,11882,1289,23027,48245,40221
10257,r008,All agencies -> Departments -> Department of Agriculture -> Natural Resources Conservation Service,All agencies,Departments,Department of Agriculture,Natural Resources Conservation Service,,4,11244,0,0,11244,0,0,0,0,0,0
10257,r009,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,277665,11701,0,13421,2523,208428,0,0,41592,0
10257,r010,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,277665,11701,0,13421,2523,208428,0,0,41592,0
