table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_domestic_r_d_paid_for_by_others_and_performed_by_the_company,field_depreciation,field_capital_expenditures_related_to_r_da,field_adjusted_domestic_r_d_paid_for_by_the_company_and_others,field_change_amount,field_change_percent
12322,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['2,159', '  ']","['60', '  ']","['0', '&nbsp;']","['2,100', '  ']","['-60', '  ']","['-2.8', '  ']"
12322,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['21,570', '  ']","['192', '  ']","['0', '&nbsp;']","['21,378', '  ']","['-192', '  ']","['-0.9', '  ']"
12322,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['15,268', 'i ']","['48', '  ']","['0', '&nbsp;']","['15,221', 'i ']","['-48', '  ']","['-0.3', '  ']"
12322,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['6,302', '  ']","['145', '  ']","['0', '&nbsp;']","['6,157', '  ']","['-145', '  ']","['-2.3', '  ']"
12322,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank components",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank components",,4,336992,"['4', '  ']","['0', '  ']","['0', '&nbsp;']","['4', '  ']","['0', '  ']","['0.0', '  ']"
12322,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['1,057', '  ']","['24', 'i ']","['0', '&nbsp;']","['1,033', 'i ']","['-24', 'i ']","['-2.3', '  ']"
12322,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['5', '  ']","['*', '  ']","['0', '&nbsp;']","['5', '  ']","['*', '  ']","['-1.5', '  ']"
12322,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['350', '  ']","['3', '  ']","['0', '&nbsp;']","['347', '  ']","['-3', '  ']","['-0.7', '  ']"
12322,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['282', '  ']","['2', '  ']","['0', '&nbsp;']","['280', '  ']","['-2', '  ']","['-0.7', '  ']"
12322,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['68', '  ']","['1', '  ']","['0', '&nbsp;']","['67', '  ']","['-1', '  ']","['-0.8', '  ']"
12322,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['38,028', 'i ']","['1,245', 'i ']","['0', '&nbsp;']","['36,783', 'i ']","['-1,245', 'i ']","['-3.3', '  ']"
12322,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['D', '&nbsp;']","['D', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '  ']"
12322,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['D', '  ']","['0', '  ']","['0', '&nbsp;']","['D', '  ']","['0', '  ']","['0.0', '  ']"
12322,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['41', '  ']","['1', '  ']","['0', '&nbsp;']","['40', 'i ']","['-1', '  ']","['-1.4', '  ']"
12322,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['0', '  ']","['0', '  ']","['0', '&nbsp;']","['0', '  ']","['0', '  ']","['NA', '  ']"
12322,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['D', '  ']","['*', '  ']","['0', '&nbsp;']","['D', '  ']","['*', '  ']","['D', '  ']"
12322,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['947', '  ']","['43', '  ']","['0', '&nbsp;']","['905', '  ']","['-43', '  ']","['-4.5', '  ']"
12322,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['693', '  ']","['36', '  ']","['0', '&nbsp;']","['657', '  ']","['-36', '  ']","['-5.2', '  ']"
12322,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['1', '  ']","['0', '  ']","['0', '&nbsp;']","['1', '  ']","['0', '  ']","['0.0', '  ']"
12322,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['693', '  ']","['36', '  ']","['0', '&nbsp;']","['657', '  ']","['-36', '  ']","['-5.2', '  ']"
12322,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['76', '  ']","['1', '  ']","['0', '&nbsp;']","['75', '  ']","['-1', '  ']","['-1.1', '  ']"
12322,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['137', '  ']","['5', 'r ']","['0', '&nbsp;']","['132', '  ']","['-5', '  ']","['-3.6', '  ']"
12322,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['42', '  ']","['1', 'i ']","['0', '&nbsp;']","['40', '  ']","['-1', 'i ']","['-2.8', '  ']"
12322,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['49', '  ']","['0', '  ']","['0', '&nbsp;']","['49', '  ']","['0', '  ']","['0.0', '  ']"
12322,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['0', '  ']","['0', '  ']","['0', '&nbsp;']","['0', '  ']","['0', '  ']","['NA', '  ']"
12322,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['0', '  ']","['0', '  ']","['0', '&nbsp;']","['0', '  ']","['0', '  ']","['NA', '  ']"
12322,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['0', '  ']","['0', '  ']","['0', '&nbsp;']","['0', '  ']","['0', '  ']","['NA', '  ']"
12322,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['36,139', 'i ']","['1,198', 'i ']","['0', '&nbsp;']","['34,942', 'i ']","['-1,198', 'i ']","['-3.3', '  ']"
12322,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['971', '  ']","['7', '  ']","['0', '&nbsp;']","['965', '  ']","['-7', '  ']","['-0.7', '  ']"
12322,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['3,656', '  ']","['51', '  ']","['0', '&nbsp;']","['3,605', '  ']","['-51', '  ']","['-1.4', '  ']"
12322,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['30,328', 'i ']","['1,135', 'i ']","['0', '&nbsp;']","['29,193', 'i ']","['-1,135', 'i ']","['-3.7', '  ']"
12322,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in nanotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in nanotechnology,5,541713,"['102', '  ']","['1', '  ']","['0', '&nbsp;']","['101', '  ']","['-1', '  ']","['-1.3', '  ']"
12322,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),5,541714,"['7,310', '  ']","['134', '  ']","['0', '&nbsp;']","['7,176', '  ']","['-134', '  ']","['-1.8', '  ']"
12322,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",5,541715,"['22,244', 'i ']","['999', 'i ']","['0', '&nbsp;']","['21,245', 'i ']","['-999', 'i ']","['-4.5', '  ']"
12322,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['672', '  ']","['*', '  ']","['0', '&nbsp;']","['671', '  ']","['*', '  ']","['*', '  ']"
12322,r071,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['1,184', '  ']","['5', '  ']","['0', '&nbsp;']","['1,179', '  ']","['-5', '  ']","['-0.4', '  ']"
12322,r072,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['D', '  ']","['D', '  ']","['0', '&nbsp;']","['68', '  ']","['D', '  ']","['D', '  ']"
12322,r073,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['94', '  ']","['D', '  ']","['0', '&nbsp;']","['D', '  ']","['D', '  ']","['D', '  ']"
12322,r074,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['83,489', '  ']","['2,325', '  ']","['0', '&nbsp;']","['81,164', '  ']","['-2,325', '  ']","['-2.8', '  ']"
12322,r075,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12322,r076,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>b</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>b</sup>,,,3,–,"['1,269', '  ']","['14', '  ']","['0', '&nbsp;']","['1,255', '  ']","['-14', '  ']","['-1.1', '  ']"
12322,r077,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['1,907', '  ']","['39', '  ']","['0', '&nbsp;']","['1,868', '  ']","['-39', '  ']","['-2.0', '  ']"
12322,r078,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12322,r079,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['1,990', '  ']","['36', '  ']","['0', '&nbsp;']","['1,954', '  ']","['-36', '  ']","['-1.8', '  ']"
12322,r080,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['3,003', '  ']","['97', '  ']","['0', '&nbsp;']","['2,906', '  ']","['-97', '  ']","['-3.2', '  ']"
12322,r081,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12322,r082,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['3,080', '  ']","['75', '  ']","['0', '&nbsp;']","['3,005', '  ']","['-75', '  ']","['-2.4', '  ']"
12322,r083,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['2,795', '  ']","['70', '  ']","['0', '&nbsp;']","['2,725', '  ']","['-70', '  ']","['-2.5', '  ']"
12322,r084,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['9,890', '  ']","['461', '  ']","['0', '&nbsp;']","['9,430', '  ']","['-461', '  ']","['-4.7', '  ']"
12322,r085,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['4,692', '  ']","['38', '  ']","['0', '&nbsp;']","['4,654', '  ']","['-38', '  ']","['-0.8', '  ']"
12322,r086,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['25,072', 'i ']","['985', 'i ']","['0', '&nbsp;']","['24,087', 'i ']","['-985', 'i ']","['-3.9', '  ']"
12322,r087,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['29,792', '  ']","['511', '  ']","['0', '&nbsp;']","['29,281', 'i ']","['-511', '  ']","['-1.7', '  ']"
