table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_level_5,industry_hierarchy_depth,field_naics_code,field_all_companies,field_1_9_employees,field_10_49_employees,field_50_249_employees,field_250_or_more_employees
7394,r013,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation",,4,3256,"['47,107,742', '&nbsp;']","['1,062,474', '&nbsp;']","['2,457,436', '&nbsp;']","['5,323,315', '&nbsp;']","['38,264,518', '&nbsp;']"
7394,r014,All industries -> Manufacturing industries -> Chemicals -> Other chemicals,All industries,Manufacturing industries,Chemicals,Other chemicals,,4,other 325,"['339,198,208', '&nbsp;']","['1,999,424', '&nbsp;']","['15,214,668', '&nbsp;']","['19,066,942', '&nbsp;']","['302,917,173', '&nbsp;']"
7394,r015,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['310,596,713', '&nbsp;']","['3,184,534', '&nbsp;']","['13,957,032', '&nbsp;']","['28,127,377', '&nbsp;']","['265,327,770', '&nbsp;']"
7394,r016,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['134,322,199', '&nbsp;']","['2,983,052', '&nbsp;']","['14,026,349', '&nbsp;']","['13,627,366', '&nbsp;']","['103,685,433', '&nbsp;']"
7394,r017,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['241,716,863', '&nbsp;']","['739,123', '&nbsp;']","['6,435,171', '&nbsp;']","['21,488,410', '&nbsp;']","['213,054,160', '&nbsp;']"
7394,r018,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['355,927,101', '&nbsp;']","['18,465,146', '&nbsp;']","['70,308,645', '&nbsp;']","['92,396,347', '&nbsp;']","['174,756,963', '&nbsp;']"
7394,r019,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['527,608,417', '&nbsp;']","['7,373,728', '&nbsp;']","['29,975,261', '&nbsp;']","['55,730,540', '&nbsp;']","['434,528,890', '&nbsp;']"
7394,r020,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['478,558,813', '&nbsp;']","['4,774,269', '&nbsp;']","['12,535,500', '&nbsp;']","['24,150,822', '&nbsp;']","['437,098,223', '&nbsp;']"
7394,r021,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['16,928,288', '&nbsp;']","['496,831', '&nbsp;']","['1,612,609', '&nbsp;']","['4,606,169', '&nbsp;']","['10,212,679', '&nbsp;']"
7394,r022,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['205,170,695', '&nbsp;']","['1,584,304', '&nbsp;']","['4,138,538', '&nbsp;']","['9,181,853', '&nbsp;']","['190,266,001', '&nbsp;']"
7394,r023,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['226,690,899', '&nbsp;']","['2,034,469', '&nbsp;']","['5,249,277', '&nbsp;']","['8,037,874', '&nbsp;']","['211,369,279', '&nbsp;']"
7394,r024,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['29,768,931', '&nbsp;']","['658,664', '&nbsp;']","['1,535,076', '&nbsp;']","['2,324,926', '&nbsp;']","['25,250,264', '&nbsp;']"
7394,r025,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['148,918,299', '&nbsp;']","['1,660,769', '&nbsp;']","['6,558,433', '&nbsp;']","['11,210,384', '&nbsp;']","['129,488,714', '&nbsp;']"
7394,r026,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['1,587,811,373', '&nbsp;']","['2,775,360', '&nbsp;']","['12,741,244', '&nbsp;']","['30,498,938', '&nbsp;']","['1,541,795,830', '&nbsp;']"
7394,r027,"All industries -> Manufacturing industries -> Transportation equipment -> Automobiles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Automobiles, bodies, trailers, and parts",,4,3361–63,"['1,371,304,842', '&nbsp;']","['1,577,577', '&nbsp;']","['8,260,903', '&nbsp;']","['20,739,254', '&nbsp;']","['1,340,727,108', '&nbsp;']"
7394,r028,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['169,083,462', '&nbsp;']","['583,983', '&nbsp;']","['1,639,831', '&nbsp;']","['3,033,116', '&nbsp;']","['163,826,531', '&nbsp;']"
7394,r029,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['47,423,070', '&nbsp;']","['613,800', '&nbsp;']","['2,840,511', '&nbsp;']","['6,726,568', '&nbsp;']","['37,242,191', '&nbsp;']"
7394,r030,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['72,147,707', '&nbsp;']","['4,399,291', '&nbsp;']","['14,843,819', '&nbsp;']","['11,310,938', '&nbsp;']","['41,593,659', '&nbsp;']"
7394,r031,All industries -> Manufacturing industries -> Miscellaneous ,All industries,Manufacturing industries,Miscellaneous ,,,3,339,"['119,642,467', '&nbsp;']","['7,495,199', '&nbsp;']","['11,500,312', '&nbsp;']","['16,923,506', '&nbsp;']","['83,723,450', '&nbsp;']"
7394,r032,All industries -> Manufacturing industries -> Miscellaneous  -> Medical equipment and supplies ,All industries,Manufacturing industries,Miscellaneous ,Medical equipment and supplies ,,4,3391,"['59,206,542', '&nbsp;']","['2,342,026', '&nbsp;']","['3,301,339', '&nbsp;']","['6,924,307', '&nbsp;']","['46,638,870', '&nbsp;']"
7394,r033,All industries -> Manufacturing industries -> Miscellaneous  -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous ,Other miscellaneous manufacturing,,4,3399,"['60,435,924', '&nbsp;']","['5,153,174', '&nbsp;']","['8,198,973', '&nbsp;']","['9,999,198', '&nbsp;']","['37,084,579', '&nbsp;']"
7394,r034,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"11, 21–23, 42–81","['28,688,928,751', '&nbsp;']","['2,295,074,049', '&nbsp;']","['3,524,020,878', '&nbsp;']","['3,743,930,216', '&nbsp;']","['19,125,903,607', '&nbsp;']"
7394,r035,"All industries -> Nonmanufacturing industries -> Agriculture, forestry, fishing, and hunting",All industries,Nonmanufacturing industries,"Agriculture, forestry, fishing, and hunting",,,3,11,"['443,576,791', 'r']","['9,876,747', '&nbsp;']","['23,800,546', '&nbsp;']","['35,274,200', 'r']","['374,625,299', 'r']"
7394,r036,"All industries -> Nonmanufacturing industries -> Mining, extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, extraction, and support activities",,,3,21,"['530,567,712', '&nbsp;']","['7,076,985', '&nbsp;']","['19,626,914', '&nbsp;']","['67,323,382', '&nbsp;']","['436,540,430', '&nbsp;']"
7394,r037,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['391,284,956', '&nbsp;']","['1,560,642', '&nbsp;']","['8,121,239', 'r']","['4,169,805', '&nbsp;']","['377,433,270', '&nbsp;']"
7394,r038,All industries -> Nonmanufacturing industries -> Construction,All industries,Nonmanufacturing industries,Construction,,,3,23,"['2,020,598,267', '&nbsp;']","['340,173,106', '&nbsp;']","['595,477,916', '&nbsp;']","['514,996,856', '&nbsp;']","['569,950,389', '&nbsp;']"
7394,r039,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['4,356,489,585', '&nbsp;']","['333,091,420', '&nbsp;']","['580,663,757', '&nbsp;']","['650,333,361', '&nbsp;']","['2,792,401,047', '&nbsp;']"
7394,r040,All industries -> Nonmanufacturing industries -> Retail trade,All industries,Nonmanufacturing industries,Retail trade,,,3,44–45,"['5,989,546,915', '&nbsp;']","['391,128,512', '&nbsp;']","['519,848,694', '&nbsp;']","['600,028,589', '&nbsp;']","['4,478,541,120', '&nbsp;']"
7394,r041,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['1,146,413,357', '&nbsp;']","['79,067,083', '&nbsp;']","['121,056,871', '&nbsp;']","['118,813,389', '&nbsp;']","['827,476,014', '&nbsp;']"
7394,r042,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['1,817,615,799', '&nbsp;']","['29,382,512', '&nbsp;']","['44,918,336', '&nbsp;']","['81,772,123', '&nbsp;']","['1,661,542,829', '&nbsp;']"
7394,r043,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['558,779,440', '&nbsp;']","['7,445,557', '&nbsp;']","['15,702,505', '&nbsp;']","['21,920,442', '&nbsp;']","['513,710,936', '&nbsp;']"
7394,r044,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['49,101,569', '&nbsp;']","['3,834,993', '&nbsp;']","['5,723,215', '&nbsp;']","['8,419,744', '&nbsp;']","['31,123,618', '&nbsp;']"
7394,r045,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['509,677,870', '&nbsp;']","['3,610,565', '&nbsp;']","['9,979,290', '&nbsp;']","['13,500,698', '&nbsp;']","['482,587,318', '&nbsp;']"
7394,r046,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['809,987,904', '&nbsp;']","['3,707,641', '&nbsp;']","['9,710,569', '&nbsp;']","['15,074,881', '&nbsp;']","['781,494,813', '&nbsp;']"
7394,r047,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['114,312,733', '&nbsp;']","['3,569,951', '&nbsp;']","['6,359,380', '&nbsp;']","['33,087,600', '&nbsp;']","['71,295,802', '&nbsp;']"
7394,r048,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['334,535,722', '&nbsp;']","['14,659,363', '&nbsp;']","['13,145,882', '&nbsp;']","['11,689,199', '&nbsp;']","['295,041,278', '&nbsp;']"
7394,r049,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['4,297,060,176', '&nbsp;']","['115,742,770', '&nbsp;']","['161,253,253', '&nbsp;']","['158,543,860', '&nbsp;']","['3,861,520,292', '&nbsp;']"
7394,r050,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['598,636,974', '&nbsp;']","['148,524,156', '&nbsp;']","['102,647,189', '&nbsp;']","['90,622,679', '&nbsp;']","['256,842,949', '&nbsp;']"
7394,r051,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets <br>  (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets <br>  (except copyrighted works),,4,533,"['19,694,369', '&nbsp;']","['1,430,976', '&nbsp;']","['2,182,664', '&nbsp;']","['3,360,304', 'r']","['12,720,426', '&nbsp;']"
7394,r052,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['578,942,604', '&nbsp;']","['147,093,181', '&nbsp;']","['100,464,525', '&nbsp;']","['87,262,375', '&nbsp;']","['244,122,523', '&nbsp;']"
7394,r053,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['2,103,496,142', '&nbsp;']","['281,373,761', '&nbsp;']","['344,313,647', '&nbsp;']","['301,350,518', '&nbsp;']","['1,176,458,216', '&nbsp;']"
7394,r054,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Legal services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Legal services,,4,5411,"['362,678,492', '&nbsp;']","['63,386,017', '&nbsp;']","['80,427,873', '&nbsp;']","['56,032,000', '&nbsp;']","['162,832,603', '&nbsp;']"
7394,r055,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Accounting, tax preparation, bookkeeping, and payroll services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Accounting, tax preparation, bookkeeping, and payroll services",,4,5412,"['216,068,857', '&nbsp;']","['33,180,363', '&nbsp;']","['22,018,924', '&nbsp;']","['13,700,645', '&nbsp;']","['147,168,925', '&nbsp;']"
7394,r056,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['338,966,570', '&nbsp;']","['36,716,599', '&nbsp;']","['57,516,014', '&nbsp;']","['56,990,047', '&nbsp;']","['187,743,909', '&nbsp;']"
7394,r057,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Specialized design services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Specialized design services,,4,5414,"['23,526,019', '&nbsp;']","['12,696,598', '&nbsp;']","['9,562,649', '&nbsp;']","['1,143,979', '&nbsp;']","['122,793', '&nbsp;']"
7394,r058,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['464,207,581', '&nbsp;']","['38,434,219', '&nbsp;']","['53,277,796', '&nbsp;']","['77,076,556', '&nbsp;']","['295,419,011', '&nbsp;']"
7394,r059,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Management, scientific, and technical consulting services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Management, scientific, and technical consulting services",,4,5416,"['222,344,138', '&nbsp;']","['55,952,937', '&nbsp;']","['55,424,177', '&nbsp;']","['38,003,394', '&nbsp;']","['72,963,629', '&nbsp;']"
7394,r060,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['205,513,673', '&nbsp;']","['4,797,668', '&nbsp;']","['8,132,088', '&nbsp;']","['29,288,519', '&nbsp;']","['163,295,399', '&nbsp;']"
7394,r061,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Advertising, public relations, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Advertising, public relations, and related services",,4,5418,"['104,997,139', '&nbsp;']","['15,177,420', '&nbsp;']","['19,963,991', '&nbsp;']","['13,747,402', '&nbsp;']","['56,108,326', '&nbsp;']"
7394,r062,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,5419,"['165,193,672', '&nbsp;']","['21,031,940', '&nbsp;']","['37,990,135', '&nbsp;']","['15,367,975', 'r']","['90,803,621', '&nbsp;']"
7394,r063,All industries -> Nonmanufacturing industries -> Management of companies and enterprises,All industries,Nonmanufacturing industries,Management of companies and enterprises,,,3,55,"['17,728,165', '&nbsp;']","['2,402,784', 'r']","['8,870,506', 'r']","['292,575', 'r']","['6,162,299', 'r']"
7394,r064,All industries -> Nonmanufacturing industries -> Administrative and support and waste management and remediation services,All industries,Nonmanufacturing industries,Administrative and support and waste management and remediation services,,,3,56,"['1,787,767,707', '&nbsp;']","['98,627,502', '&nbsp;']","['173,441,424', '&nbsp;']","['343,543,351', '&nbsp;']","['1,172,155,430', '&nbsp;']"
7394,r065,All industries -> Nonmanufacturing industries -> Educational services,All industries,Nonmanufacturing industries,Educational services,,,3,61,"['94,248,892', '&nbsp;']","['19,737,297', '&nbsp;']","['32,192,517', '&nbsp;']","['7,238,567', '&nbsp;']","['35,080,511', '&nbsp;']"
7394,r066,All industries -> Nonmanufacturing industries -> Health care and social assistance,All industries,Nonmanufacturing industries,Health care and social assistance,,,3,62,"['1,326,081,146', '&nbsp;']","['175,788,295', '&nbsp;']","['269,014,819', '&nbsp;']","['419,913,613', '&nbsp;']","['461,364,419', '&nbsp;']"
7394,r067,All industries -> Nonmanufacturing industries -> Health care and social assistance -> Health care services,All industries,Nonmanufacturing industries,Health care and social assistance,Health care services,,4,621–23,"['1,141,476,792', '&nbsp;']","['163,626,806', '&nbsp;']","['234,680,637', '&nbsp;']","['395,295,216', '&nbsp;']","['347,874,133', '&nbsp;']"
7394,r068,All industries -> Nonmanufacturing industries -> Health care and social assistance -> Social assistance,All industries,Nonmanufacturing industries,Health care and social assistance,Social assistance,,4,624,"['184,604,353', '&nbsp;']","['12,161,489', '&nbsp;']","['34,334,181', '&nbsp;']","['24,618,397', 'r']","['113,490,286', '&nbsp;']"
7394,r069,"All industries -> Nonmanufacturing industries -> Arts, entertainment, and recreation",All industries,Nonmanufacturing industries,"Arts, entertainment, and recreation",,,3,71,"['287,892,125', '&nbsp;']","['36,261,851', '&nbsp;']","['58,176,618', '&nbsp;']","['87,341,614', 'r']","['106,112,042', '&nbsp;']"
7394,r070,All industries -> Nonmanufacturing industries -> Accommodation and food services,All industries,Nonmanufacturing industries,Accommodation and food services,,,3,72,"['1,043,181,282', '&nbsp;']","['98,259,327', '&nbsp;']","['349,524,966', '&nbsp;']","['228,750,310', '&nbsp;']","['366,646,679', '&nbsp;']"
7394,r071,All industries -> Nonmanufacturing industries -> Other services,All industries,Nonmanufacturing industries,Other services,,,3,81,"['436,742,761', '&nbsp;']","['126,999,299', '&nbsp;']","['111,071,668', '&nbsp;']","['33,621,422', '&nbsp;']","['165,050,372', 'r']"
