table_id,row_id,_b_state_or_location_b_full_path,_b_state_or_location_b_level_1,_b_state_or_location_b_level_2,_b_state_or_location_b_level_3,_b_state_or_location_b_hierarchy_depth,field_2001,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011
6464,r001,All locations,All locations,,,1,4026.0,4289.7,4239.8,3979.3,3749.1,2093.1,2111.0,1893.3,3591.3,6563.3,4100.5
6464,r002,All locations -> Alabama,All locations,Alabama,,2,202.6,176.1,92.5,37.3,27.1,6.4,1.4,2.6,4.2,98.1,93.2
6464,r003,All locations -> Alaska,All locations,Alaska,,2,0.4,281.4,133.9,126.8,15.8,4.8,7.6,3.6,173.5,57.8,6.3
6464,r004,All locations -> Arizona,All locations,Arizona,,2,2.7,6.7,38.3,27.7,6.7,3.6,62.6,5.7,20.5,194.9,30.3
6464,r005,All locations -> Arkansas,All locations,Arkansas,,2,4.7,13.0,6.0,7.7,0.7,1.7,8.6,6.1,8.9,28.5,6.4
6464,r006,All locations -> California,All locations,California,,2,570.3,523.9,519.3,987.7,972.4,427.7,404.8,291.0,475.5,1087.8,997.4
6464,r007,All locations -> Colorado,All locations,Colorado,,2,54.5,118.3,97.1,82.9,89.3,97.7,183.8,115.9,279.5,300.0,140.6
6464,r008,All locations -> Connecticut,All locations,Connecticut,,2,55.6,51.6,48.7,46.8,87.8,4.3,1.9,5.6,3.1,123.2,93.7
6464,r009,All locations -> Delaware,All locations,Delaware,,2,0.1,1.0,0.9,0.6,0.4,0.05,0.05,0.4,0.5,13.5,0.4
6464,r010,All locations -> District of Columbia,All locations,District of Columbia,,2,26.5,52.8,18.7,118.1,33.3,105.8,73.4,76.7,180.4,364.9,236.9
6464,r011,All locations -> Florida,All locations,Florida,,2,180.0,196.1,173.0,120.9,107.0,1.6,11.4,12.9,56.7,140.7,90.4
6464,r012,All locations -> Georgia,All locations,Georgia,,2,20.1,18.0,7.5,16.4,98.7,128.7,131.7,36.0,53.8,58.5,45.4
6464,r013,All locations -> Hawaii,All locations,Hawaii,,2,2.8,6.4,1.9,7.0,43.8,5.6,8.0,3.1,25.3,38.1,23.3
6464,r014,All locations -> Idaho,All locations,Idaho,,2,18.4,12.7,7.0,22.6,23.1,7.0,8.7,5.9,16.6,25.2,30.9
6464,r015,All locations -> Illinois,All locations,Illinois,,2,167.2,100.7,122.1,122.9,104.7,84.6,89.2,61.7,233.8,281.3,115.4
6464,r016,All locations -> Indiana,All locations,Indiana,,2,18.0,11.9,12.3,7.7,4.2,2.7,4.1,3.7,7.5,34.9,6.6
6464,r017,All locations -> Iowa,All locations,Iowa,,2,16.6,16.3,30.0,107.0,32.0,62.3,64.4,11.3,11.1,28.3,7.1
6464,r018,All locations -> Kansas,All locations,Kansas,,2,3.0,5.6,1.9,1.3,10.2,0.3,1.6,0.4,2.9,12.7,4.4
6464,r019,All locations -> Kentucky,All locations,Kentucky,,2,0.8,0.9,3.1,7.4,25.2,7.2,0.8,5.6,2.5,21.8,4.6
6464,r020,All locations -> Louisiana,All locations,Louisiana,,2,16.5,35.9,56.8,17.2,15.4,36.7,6.2,2.8,26.7,28.4,14.9
6464,r021,All locations -> Maine,All locations,Maine,,2,7.5,8.1,0.9,4.8,3.8,3.8,1.8,0.8,6.3,1.4,1.5
6464,r022,All locations -> Maryland,All locations,Maryland,,2,107.5,210.3,106.0,472.7,515.1,250.5,157.1,262.1,238.7,1137.3,404.9
6464,r023,All locations -> Massachusetts,All locations,Massachusetts,,2,58.9,24.2,233.4,21.6,90.5,49.1,32.7,13.9,48.8,102.7,30.8
6464,r024,All locations -> Michigan,All locations,Michigan,,2,17.6,5.1,17.0,8.0,3.3,3.5,2.6,1.3,11.3,45.0,3.5
6464,r025,All locations -> Minnesota,All locations,Minnesota,,2,7.5,8.2,4.2,5.7,4.3,0.8,4.7,0.9,8.5,24.1,24.0
6464,r026,All locations -> Mississippi,All locations,Mississippi,,2,31.0,43.4,24.4,11.0,11.1,20.5,19.4,3.1,25.3,77.6,22.0
6464,r027,All locations -> Missouri,All locations,Missouri,,2,11.4,5.2,21.2,4.7,11.3,6.3,1.3,1.9,5.8,30.5,4.2
6464,r028,All locations -> Montana,All locations,Montana,,2,7.5,8.0,6.5,3.4,6.3,6.5,1.4,0.9,2.0,23.3,0.4
6464,r029,All locations -> Nebraska,All locations,Nebraska,,2,12.2,4.8,0.8,1.5,0.05,0.7,0.7,1.0,0.9,22.2,0.8
6464,r030,All locations -> Nevada,All locations,Nevada,,2,14.6,16.5,12.4,7.6,7.2,40.9,32.5,4.3,1.2,1.8,4.1
6464,r031,All locations -> New Hampshire,All locations,New Hampshire,,2,2.6,1.3,2.8,6.6,3.4,4.0,1.1,0.8,2.1,11.1,1.6
6464,r032,All locations -> New Jersey,All locations,New Jersey,,2,39.2,29.2,72.5,50.5,51.0,56.9,90.2,53.3,82.8,74.5,40.0
6464,r033,All locations -> New Mexico,All locations,New Mexico,,2,159.7,127.8,187.9,269.4,183.3,110.8,29.2,184.6,108.7,190.5,96.8
6464,r034,All locations -> New York,All locations,New York,,2,138.2,129.2,89.2,71.3,97.1,100.8,80.4,81.7,326.0,309.7,210.5
6464,r035,All locations -> North Carolina,All locations,North Carolina,,2,14.3,8.6,26.2,21.0,8.5,4.1,3.0,4.9,12.2,36.7,8.8
6464,r036,All locations -> North Dakota,All locations,North Dakota,,2,1.5,1.7,0.2,0.0,4.4,0.3,0.0,0.7,2.0,5.9,0.4
6464,r037,All locations -> Ohio,All locations,Ohio,,2,84.4,56.3,26.4,19.5,26.1,17.0,21.5,16.7,24.3,100.5,55.2
6464,r038,All locations -> Oklahoma,All locations,Oklahoma,,2,2.7,4.3,14.4,17.6,4.2,0.9,2.5,12.8,5.7,19.0,13.1
6464,r039,All locations -> Oregon,All locations,Oregon,,2,16.2,7.3,8.3,7.1,4.0,2.8,4.1,2.9,4.9,35.9,18.1
6464,r040,All locations -> Pennsylvania,All locations,Pennsylvania,,2,39.9,34.8,79.6,26.8,24.7,17.4,12.9,35.0,37.8,127.1,15.2
6464,r041,All locations -> Rhode Island,All locations,Rhode Island,,2,1.3,18.5,0.2,12.0,2.4,1.0,0.1,0.8,4.7,6.1,2.6
6464,r042,All locations -> South Carolina,All locations,South Carolina,,2,6.3,6.7,10.0,8.6,20.7,3.5,7.3,11.4,14.7,24.5,19.0
6464,r043,All locations -> South Dakota,All locations,South Dakota,,2,0.4,3.1,1.1,10.8,2.3,0.5,0.5,0.3,2.2,2.6,0.8
6464,r044,All locations -> Tennessee,All locations,Tennessee,,2,288.3,333.3,309.6,199.7,198.9,111.8,143.6,188.8,330.1,371.6,315.3
6464,r045,All locations -> Texas,All locations,Texas,,2,1421.5,1399.2,1370.4,568.7,486.8,42.1,7.5,20.6,39.9,430.3,428.7
6464,r046,All locations -> Utah,All locations,Utah,,2,3.0,8.4,8.3,1.1,4.3,0.5,3.9,1.9,83.7,12.1,1.5
6464,r047,All locations -> Vermont,All locations,Vermont,,2,0.3,0.1,0.0,0.6,0.7,0.3,0.2,0.8,0.6,3.2,1.4
6464,r048,All locations -> Virginia,All locations,Virginia,,2,114.4,99.9,147.3,179.3,170.4,129.0,283.9,268.9,268.6,215.1,344.7
6464,r049,All locations -> Washington,All locations,Washington,,2,20.5,18.6,30.6,32.4,34.3,30.0,29.6,13.5,215.2,89.0,48.8
6464,r050,All locations -> West Virginia,All locations,West Virginia,,2,18.6,8.7,6.0,11.3,10.2,20.7,16.0,13.1,52.2,35.7,21.4
6464,r051,All locations -> Wisconsin,All locations,Wisconsin,,2,11.5,23.9,47.7,56.2,58.2,65.1,47.1,30.6,36.9,33.3,10.0
6464,r052,All locations -> Wyoming,All locations,Wyoming,,2,0.3,0.6,0.2,0.3,0.8,0.4,0.6,0.0,0.5,1.2,0.5
