table_id,row_id,_b_aggregated_field_name_and_constituent_fields_b_full_path,_b_aggregated_field_name_and_constituent_fields_b_level_1,_b_aggregated_field_name_and_constituent_fields_b_level_2,_b_aggregated_field_name_and_constituent_fields_b_level_3,_b_aggregated_field_name_and_constituent_fields_b_level_4,_b_aggregated_field_name_and_constituent_fields_b_hierarchy_depth
7667,r030,Science and engineering -> Biological and biomedical sciences -> Anatomy,Science and engineering,Biological and biomedical sciences,Anatomy,,3
7667,r031,Science and engineering -> Biological and biomedical sciences -> Bacteriology,Science and engineering,Biological and biomedical sciences,Bacteriology,,3
7667,r032,Science and engineering -> Biological and biomedical sciences -> Biochemistry (biological sciences),Science and engineering,Biological and biomedical sciences,Biochemistry (biological sciences),,3
7667,r033,Science and engineering -> Biological and biomedical sciences -> Bioinformatics,Science and engineering,Biological and biomedical sciences,Bioinformatics,,3
7667,r034,Science and engineering -> Biological and biomedical sciences -> Biomedical sciences,Science and engineering,Biological and biomedical sciences,Biomedical sciences,,3
7667,r035,Science and engineering -> Biological and biomedical sciences -> Biometrics and biostatistics,Science and engineering,Biological and biomedical sciences,Biometrics and biostatistics,,3
7667,r036,Science and engineering -> Biological and biomedical sciences -> Biophysics (biological sciences),Science and engineering,Biological and biomedical sciences,Biophysics (biological sciences),,3
7667,r037,Science and engineering -> Biological and biomedical sciences -> Biotechnology,Science and engineering,Biological and biomedical sciences,Biotechnology,,3
7667,r038,Science and engineering -> Biological and biomedical sciences -> Botany/ plant biology,Science and engineering,Biological and biomedical sciences,Botany/ plant biology,,3
7667,r039,Science and engineering -> Biological and biomedical sciences -> Cancer biology,Science and engineering,Biological and biomedical sciences,Cancer biology,,3
7667,r040,Science and engineering -> Biological and biomedical sciences -> Cell/ cellular biology and histology,Science and engineering,Biological and biomedical sciences,Cell/ cellular biology and histology,,3
7667,r041,Science and engineering -> Biological and biomedical sciences -> Computational biology,Science and engineering,Biological and biomedical sciences,Computational biology,,3
7667,r042,Science and engineering -> Biological and biomedical sciences -> Developmental biology/ embryology,Science and engineering,Biological and biomedical sciences,Developmental biology/ embryology,,3
7667,r043,Science and engineering -> Biological and biomedical sciences -> Ecology,Science and engineering,Biological and biomedical sciences,Ecology,,3
7667,r044,Science and engineering -> Biological and biomedical sciences -> Endocrinology,Science and engineering,Biological and biomedical sciences,Endocrinology,,3
7667,r045,Science and engineering -> Biological and biomedical sciences -> Entomology,Science and engineering,Biological and biomedical sciences,Entomology,,3
7667,r046,Science and engineering -> Biological and biomedical sciences -> Environmental toxicology,Science and engineering,Biological and biomedical sciences,Environmental toxicology,,3
7667,r047,Science and engineering -> Biological and biomedical sciences -> Epidemiology,Science and engineering,Biological and biomedical sciences,Epidemiology,,3
7667,r048,Science and engineering -> Biological and biomedical sciences -> Evolutionary biology,Science and engineering,Biological and biomedical sciences,Evolutionary biology,,3
7667,r049,"Science and engineering -> Biological and biomedical sciences -> Genetics/ genomics, human and animal",Science and engineering,Biological and biomedical sciences,"Genetics/ genomics, human and animal",,3
7667,r050,Science and engineering -> Biological and biomedical sciences -> Immunology,Science and engineering,Biological and biomedical sciences,Immunology,,3
7667,r051,Science and engineering -> Biological and biomedical sciences -> Microbiology,Science and engineering,Biological and biomedical sciences,Microbiology,,3
7667,r052,Science and engineering -> Biological and biomedical sciences -> Molecular biology,Science and engineering,Biological and biomedical sciences,Molecular biology,,3
7667,r053,Science and engineering -> Biological and biomedical sciences -> Molecular medicine,Science and engineering,Biological and biomedical sciences,Molecular medicine,,3
7667,r054,Science and engineering -> Biological and biomedical sciences -> Neurosciences and neurobiology,Science and engineering,Biological and biomedical sciences,Neurosciences and neurobiology,,3
7667,r055,Science and engineering -> Biological and biomedical sciences -> Nutrition sciences,Science and engineering,Biological and biomedical sciences,Nutrition sciences,,3
7667,r056,Science and engineering -> Biological and biomedical sciences -> Parasitology,Science and engineering,Biological and biomedical sciences,Parasitology,,3
7667,r057,"Science and engineering -> Biological and biomedical sciences -> Pathology, human and animal",Science and engineering,Biological and biomedical sciences,"Pathology, human and animal",,3
7667,r058,"Science and engineering -> Biological and biomedical sciences -> Pharmacology, human and animal",Science and engineering,Biological and biomedical sciences,"Pharmacology, human and animal",,3
7667,r059,"Science and engineering -> Biological and biomedical sciences -> Physiology, human and animal",Science and engineering,Biological and biomedical sciences,"Physiology, human and animal",,3
7667,r060,Science and engineering -> Biological and biomedical sciences -> Plant genetics,Science and engineering,Biological and biomedical sciences,Plant genetics,,3
7667,r061,Science and engineering -> Biological and biomedical sciences -> Plant pathology and phytopathology (biological sciences),Science and engineering,Biological and biomedical sciences,Plant pathology and phytopathology (biological sciences),,3
7667,r062,Science and engineering -> Biological and biomedical sciences -> Plant physiology,Science and engineering,Biological and biomedical sciences,Plant physiology,,3
7667,r063,Science and engineering -> Biological and biomedical sciences -> Structural biology,Science and engineering,Biological and biomedical sciences,Structural biology,,3
7667,r064,Science and engineering -> Biological and biomedical sciences -> Toxicology,Science and engineering,Biological and biomedical sciences,Toxicology,,3
7667,r065,Science and engineering -> Biological and biomedical sciences -> Virology,Science and engineering,Biological and biomedical sciences,Virology,,3
7667,r066,Science and engineering -> Biological and biomedical sciences -> Wildlife biology,Science and engineering,Biological and biomedical sciences,Wildlife biology,,3
7667,r067,Science and engineering -> Biological and biomedical sciences -> Zoology,Science and engineering,Biological and biomedical sciences,Zoology,,3
7667,r068,"Science and engineering -> Biological and biomedical sciences -> Biological/ biomedical sciences, general",Science and engineering,Biological and biomedical sciences,"Biological/ biomedical sciences, general",,3
7667,r069,"Science and engineering -> Biological and biomedical sciences -> Biological/ biomedical sciences, other",Science and engineering,Biological and biomedical sciences,"Biological/ biomedical sciences, other",,3
7667,r070,Science and engineering -> Computer and information sciences,Science and engineering,Computer and information sciences,,,2
7667,r071,Science and engineering -> Computer and information sciences -> Computer science,Science and engineering,Computer and information sciences,Computer science,,3
7667,r072,Science and engineering -> Computer and information sciences -> Information science and systems,Science and engineering,Computer and information sciences,Information science and systems,,3
7667,r073,"Science and engineering -> Computer and information sciences -> Computer and information sciences, general",Science and engineering,Computer and information sciences,"Computer and information sciences, general",,3
7667,r074,"Science and engineering -> Computer and information sciences -> Computer and information sciences, other",Science and engineering,Computer and information sciences,"Computer and information sciences, other",,3
7667,r075,Science and engineering -> Engineering,Science and engineering,Engineering,,,2
7667,r076,"Science and engineering -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",,3
7667,r077,Science and engineering -> Engineering -> Bioengineering and biomedical engineering,Science and engineering,Engineering,Bioengineering and biomedical engineering,,3
7667,r078,Science and engineering -> Engineering -> Chemical engineering,Science and engineering,Engineering,Chemical engineering,,3
7667,r079,Science and engineering -> Engineering -> Civil engineering,Science and engineering,Engineering,Civil engineering,,3
7667,r080,"Science and engineering -> Engineering -> Electrical, electronics, and communications engineering",Science and engineering,Engineering,"Electrical, electronics, and communications engineering",,3
7667,r081,Science and engineering -> Engineering -> Industrial and manufacturing engineering,Science and engineering,Engineering,Industrial and manufacturing engineering,,3
7667,r082,Science and engineering -> Engineering -> Materials science engineering,Science and engineering,Engineering,Materials science engineering,,3
7667,r083,Science and engineering -> Engineering -> Mechanical engineering,Science and engineering,Engineering,Mechanical engineering,,3
7667,r084,Science and engineering -> Engineering -> Other engineering,Science and engineering,Engineering,Other engineering,,3
7667,r085,Science and engineering -> Engineering -> Other engineering -> Agricultural engineering,Science and engineering,Engineering,Other engineering,Agricultural engineering,4
7667,r086,Science and engineering -> Engineering -> Other engineering -> Communications engineering,Science and engineering,Engineering,Other engineering,Communications engineering,4
7667,r087,Science and engineering -> Engineering -> Other engineering -> Computer engineering,Science and engineering,Engineering,Other engineering,Computer engineering,4
7667,r088,Science and engineering -> Engineering -> Other engineering -> Engineering management and administration,Science and engineering,Engineering,Other engineering,Engineering management and administration,4
7667,r089,Science and engineering -> Engineering -> Other engineering -> Engineering mechanics,Science and engineering,Engineering,Other engineering,Engineering mechanics,4
7667,r090,Science and engineering -> Engineering -> Other engineering -> Engineering physics,Science and engineering,Engineering,Other engineering,Engineering physics,4
7667,r091,Science and engineering -> Engineering -> Other engineering -> Engineering science,Science and engineering,Engineering,Other engineering,Engineering science,4
7667,r092,Science and engineering -> Engineering -> Other engineering -> Environmental/ environmental health engineering,Science and engineering,Engineering,Other engineering,Environmental/ environmental health engineering,4
7667,r093,Science and engineering -> Engineering -> Other engineering -> Geotechnical and geoenvironmental engineering,Science and engineering,Engineering,Other engineering,Geotechnical and geoenvironmental engineering,4
7667,r094,Science and engineering -> Engineering -> Other engineering -> Metallurgical engineering,Science and engineering,Engineering,Other engineering,Metallurgical engineering,4
7667,r095,Science and engineering -> Engineering -> Other engineering -> Nuclear engineering,Science and engineering,Engineering,Other engineering,Nuclear engineering,4
7667,r096,Science and engineering -> Engineering -> Other engineering -> Ocean engineering,Science and engineering,Engineering,Other engineering,Ocean engineering,4
7667,r097,Science and engineering -> Engineering -> Other engineering -> Operations research (engineering),Science and engineering,Engineering,Other engineering,Operations research (engineering),4
7667,r098,Science and engineering -> Engineering -> Other engineering -> Petroleum engineering,Science and engineering,Engineering,Other engineering,Petroleum engineering,4
7667,r099,Science and engineering -> Engineering -> Other engineering -> Polymer and plastics engineering,Science and engineering,Engineering,Other engineering,Polymer and plastics engineering,4
7667,r100,Science and engineering -> Engineering -> Other engineering -> Robotics,Science and engineering,Engineering,Other engineering,Robotics,4
7667,r101,Science and engineering -> Engineering -> Other engineering -> Structural engineering,Science and engineering,Engineering,Other engineering,Structural engineering,4
7667,r102,Science and engineering -> Engineering -> Other engineering -> Systems engineering,Science and engineering,Engineering,Other engineering,Systems engineering,4
7667,r103,Science and engineering -> Engineering -> Other engineering -> Transportation and highway engineering,Science and engineering,Engineering,Other engineering,Transportation and highway engineering,4
7667,r104,"Science and engineering -> Engineering -> Other engineering -> Engineering, general",Science and engineering,Engineering,Other engineering,"Engineering, general",4
7667,r105,"Science and engineering -> Engineering -> Other engineering -> Engineering, other",Science and engineering,Engineering,Other engineering,"Engineering, other",4
7667,r106,"Science and engineering -> Geosciences, atmospheric sciences, and ocean sciences",Science and engineering,"Geosciences, atmospheric sciences, and ocean sciences",,,2
7667,r107,"Science and engineering -> Geosciences, atmospheric sciences, and ocean sciences -> Atmospheric science and meteorology",Science and engineering,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric science and meteorology,,3
7667,r108,"Science and engineering -> Geosciences, atmospheric sciences, and ocean sciences -> Atmospheric science and meteorology -> Atmospheric chemistry and climatology",Science and engineering,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric science and meteorology,Atmospheric chemistry and climatology,4
7667,r109,"Science and engineering -> Geosciences, atmospheric sciences, and ocean sciences -> Atmospheric science and meteorology -> Atmospheric physics and dynamics",Science and engineering,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric science and meteorology,Atmospheric physics and dynamics,4
7667,r110,"Science and engineering -> Geosciences, atmospheric sciences, and ocean sciences -> Atmospheric science and meteorology -> Meteorology",Science and engineering,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric science and meteorology,Meteorology,4
7667,r111,"Science and engineering -> Geosciences, atmospheric sciences, and ocean sciences -> Atmospheric science and meteorology -> Atmospheric science/ meteorology, general",Science and engineering,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric science and meteorology,"Atmospheric science/ meteorology, general",4
7667,r112,"Science and engineering -> Geosciences, atmospheric sciences, and ocean sciences -> Atmospheric science and meteorology -> Atmospheric science/ meteorology, other",Science and engineering,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric science and meteorology,"Atmospheric science/ meteorology, other",4
7667,r113,"Science and engineering -> Geosciences, atmospheric sciences, and ocean sciences -> Geological sciences",Science and engineering,"Geosciences, atmospheric sciences, and ocean sciences",Geological sciences,,3
7667,r114,"Science and engineering -> Geosciences, atmospheric sciences, and ocean sciences -> Geological sciences -> Geochemistry",Science and engineering,"Geosciences, atmospheric sciences, and ocean sciences",Geological sciences,Geochemistry,4
7667,r115,"Science and engineering -> Geosciences, atmospheric sciences, and ocean sciences -> Geological sciences -> Geology",Science and engineering,"Geosciences, atmospheric sciences, and ocean sciences",Geological sciences,Geology,4
7667,r116,"Science and engineering -> Geosciences, atmospheric sciences, and ocean sciences -> Geological sciences -> Geomorphology and glacial geology",Science and engineering,"Geosciences, atmospheric sciences, and ocean sciences",Geological sciences,Geomorphology and glacial geology,4
7667,r117,"Science and engineering -> Geosciences, atmospheric sciences, and ocean sciences -> Geological sciences -> Geophysics and seismology",Science and engineering,"Geosciences, atmospheric sciences, and ocean sciences",Geological sciences,Geophysics and seismology,4
7667,r118,"Science and engineering -> Geosciences, atmospheric sciences, and ocean sciences -> Geological sciences -> Mineralogy and petrology",Science and engineering,"Geosciences, atmospheric sciences, and ocean sciences",Geological sciences,Mineralogy and petrology,4
7667,r119,"Science and engineering -> Geosciences, atmospheric sciences, and ocean sciences -> Geological sciences -> Paleontology",Science and engineering,"Geosciences, atmospheric sciences, and ocean sciences",Geological sciences,Paleontology,4
7667,r120,"Science and engineering -> Geosciences, atmospheric sciences, and ocean sciences -> Geological sciences -> Stratigraphy and sedimentation",Science and engineering,"Geosciences, atmospheric sciences, and ocean sciences",Geological sciences,Stratigraphy and sedimentation,4
7667,r121,"Science and engineering -> Geosciences, atmospheric sciences, and ocean sciences -> Geological sciences -> Geological and earth sciences, general",Science and engineering,"Geosciences, atmospheric sciences, and ocean sciences",Geological sciences,"Geological and earth sciences, general",4
7667,r122,"Science and engineering -> Geosciences, atmospheric sciences, and ocean sciences -> Geological sciences -> Geological and earth sciences, other",Science and engineering,"Geosciences, atmospheric sciences, and ocean sciences",Geological sciences,"Geological and earth sciences, other",4
7667,r123,"Science and engineering -> Geosciences, atmospheric sciences, and ocean sciences -> Ocean and marine sciences",Science and engineering,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences,,3
7667,r124,"Science and engineering -> Geosciences, atmospheric sciences, and ocean sciences -> Ocean and marine sciences -> Hydrology and water resources",Science and engineering,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences,Hydrology and water resources,4
7667,r125,"Science and engineering -> Geosciences, atmospheric sciences, and ocean sciences -> Ocean and marine sciences -> Marine biology and biological oceanography",Science and engineering,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences,Marine biology and biological oceanography,4
7667,r126,"Science and engineering -> Geosciences, atmospheric sciences, and ocean sciences -> Ocean and marine sciences -> Marine sciences",Science and engineering,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences,Marine sciences,4
7667,r127,"Science and engineering -> Geosciences, atmospheric sciences, and ocean sciences -> Ocean and marine sciences -> Oceanography, chemical and physical",Science and engineering,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences,"Oceanography, chemical and physical",4
7667,r128,"Science and engineering -> Geosciences, atmospheric sciences, and ocean sciences -> Ocean and marine sciences -> Ocean/ marine sciences, other",Science and engineering,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences,"Ocean/ marine sciences, other",4
7667,r129,Science and engineering -> Health sciences,Science and engineering,Health sciences,,,2
7667,r130,Science and engineering -> Health sciences -> Environmental health,Science and engineering,Health sciences,Environmental health,,3
7667,r131,Science and engineering -> Health sciences -> Gerontology (health sciences),Science and engineering,Health sciences,Gerontology (health sciences),,3
7667,r132,Science and engineering -> Health sciences -> Health and behavior,Science and engineering,Health sciences,Health and behavior,,3
7667,r133,Science and engineering -> Health sciences -> Health services research,Science and engineering,Health sciences,Health services research,,3
7667,r134,Science and engineering -> Health sciences -> Health systems administration,Science and engineering,Health sciences,Health systems administration,,3
7667,r135,Science and engineering -> Health sciences -> Kinesiology/ exercise science,Science and engineering,Health sciences,Kinesiology/ exercise science,,3
7667,r136,Science and engineering -> Health sciences -> Medical physics/ radiological science,Science and engineering,Health sciences,Medical physics/ radiological science,,3
7667,r137,Science and engineering -> Health sciences -> Nursing science,Science and engineering,Health sciences,Nursing science,,3
7667,r138,Science and engineering -> Health sciences -> Oral biology/ oral pathology,Science and engineering,Health sciences,Oral biology/ oral pathology,,3
7667,r139,Science and engineering -> Health sciences -> Pharmaceutical sciences,Science and engineering,Health sciences,Pharmaceutical sciences,,3
7667,r140,Science and engineering -> Health sciences -> Public health,Science and engineering,Health sciences,Public health,,3
7667,r141,Science and engineering -> Health sciences -> Rehabilitation/ therapeutic services,Science and engineering,Health sciences,Rehabilitation/ therapeutic services,,3
7667,r142,Science and engineering -> Health sciences -> Speech-language pathology and audiology,Science and engineering,Health sciences,Speech-language pathology and audiology,,3
7667,r143,Science and engineering -> Health sciences -> Veterinary sciences,Science and engineering,Health sciences,Veterinary sciences,,3
7667,r144,"Science and engineering -> Health sciences -> Health sciences, general",Science and engineering,Health sciences,"Health sciences, general",,3
7667,r145,"Science and engineering -> Health sciences -> Health sciences, other",Science and engineering,Health sciences,"Health sciences, other",,3
7667,r146,Science and engineering -> Mathematics and statistics,Science and engineering,Mathematics and statistics,,,2
7667,r147,Science and engineering -> Mathematics and statistics -> Algebra,Science and engineering,Mathematics and statistics,Algebra,,3
7667,r148,Science and engineering -> Mathematics and statistics -> Analysis and functional analysis,Science and engineering,Mathematics and statistics,Analysis and functional analysis,,3
7667,r149,Science and engineering -> Mathematics and statistics -> Applied mathematics,Science and engineering,Mathematics and statistics,Applied mathematics,,3
7667,r150,Science and engineering -> Mathematics and statistics -> Computational mathematics,Science and engineering,Mathematics and statistics,Computational mathematics,,3
7667,r151,Science and engineering -> Mathematics and statistics -> Computing theory and practice,Science and engineering,Mathematics and statistics,Computing theory and practice,,3
7667,r152,Science and engineering -> Mathematics and statistics -> Geometry/ geometric analysis,Science and engineering,Mathematics and statistics,Geometry/ geometric analysis,,3
7667,r153,Science and engineering -> Mathematics and statistics -> Logic,Science and engineering,Mathematics and statistics,Logic,,3
7667,r154,Science and engineering -> Mathematics and statistics -> Number theory,Science and engineering,Mathematics and statistics,Number theory,,3
7667,r155,Science and engineering -> Mathematics and statistics -> Operations research (mathematics),Science and engineering,Mathematics and statistics,Operations research (mathematics),,3
7667,r156,Science and engineering -> Mathematics and statistics -> Statistics (mathematics),Science and engineering,Mathematics and statistics,Statistics (mathematics),,3
7667,r157,Science and engineering -> Mathematics and statistics -> Topology/ foundations,Science and engineering,Mathematics and statistics,Topology/ foundations,,3
7667,r158,"Science and engineering -> Mathematics and statistics -> Mathematics/ statistics, general",Science and engineering,Mathematics and statistics,"Mathematics/ statistics, general",,3
7667,r159,"Science and engineering -> Mathematics and statistics -> Mathematics/ statistics, other",Science and engineering,Mathematics and statistics,"Mathematics/ statistics, other",,3
7667,r160,Science and engineering -> Physical sciences,Science and engineering,Physical sciences,,,2
7667,r161,Science and engineering -> Physical sciences -> Astronomy and astrophysics,Science and engineering,Physical sciences,Astronomy and astrophysics,,3
7667,r162,Science and engineering -> Physical sciences -> Astronomy and astrophysics -> Astronomy,Science and engineering,Physical sciences,Astronomy and astrophysics,Astronomy,4
7667,r163,Science and engineering -> Physical sciences -> Astronomy and astrophysics -> Astrophysics,Science and engineering,Physical sciences,Astronomy and astrophysics,Astrophysics,4
7667,r164,"Science and engineering -> Physical sciences -> Astronomy and astrophysics -> Astronomy and astrophysics, other",Science and engineering,Physical sciences,Astronomy and astrophysics,"Astronomy and astrophysics, other",4
7667,r165,Science and engineering -> Physical sciences -> Chemistry,Science and engineering,Physical sciences,Chemistry,,3
7667,r166,Science and engineering -> Physical sciences -> Chemistry -> Analytical chemistry,Science and engineering,Physical sciences,Chemistry,Analytical chemistry,4
7667,r167,Science and engineering -> Physical sciences -> Chemistry -> Chemical biology,Science and engineering,Physical sciences,Chemistry,Chemical biology,4
7667,r168,Science and engineering -> Physical sciences -> Chemistry -> Inorganic chemistry,Science and engineering,Physical sciences,Chemistry,Inorganic chemistry,4
7667,r169,Science and engineering -> Physical sciences -> Chemistry -> Medicinal chemistry,Science and engineering,Physical sciences,Chemistry,Medicinal chemistry,4
7667,r170,Science and engineering -> Physical sciences -> Chemistry -> Organic chemistry,Science and engineering,Physical sciences,Chemistry,Organic chemistry,4
7667,r171,Science and engineering -> Physical sciences -> Chemistry -> Physical chemistry,Science and engineering,Physical sciences,Chemistry,Physical chemistry,4
7667,r172,Science and engineering -> Physical sciences -> Chemistry -> Polymer chemistry,Science and engineering,Physical sciences,Chemistry,Polymer chemistry,4
7667,r173,Science and engineering -> Physical sciences -> Chemistry -> Theoretical chemistry,Science and engineering,Physical sciences,Chemistry,Theoretical chemistry,4
7667,r174,"Science and engineering -> Physical sciences -> Chemistry -> Chemistry, general",Science and engineering,Physical sciences,Chemistry,"Chemistry, general",4
7667,r175,"Science and engineering -> Physical sciences -> Chemistry -> Chemistry, other",Science and engineering,Physical sciences,Chemistry,"Chemistry, other",4
7667,r176,Science and engineering -> Physical sciences -> Physics,Science and engineering,Physical sciences,Physics,,3
7667,r177,Science and engineering -> Physical sciences -> Physics -> Acoustics,Science and engineering,Physical sciences,Physics,Acoustics,4
7667,r178,Science and engineering -> Physical sciences -> Physics -> Applied physics,Science and engineering,Physical sciences,Physics,Applied physics,4
7667,r179,Science and engineering -> Physical sciences -> Physics -> Atomic/ molecular/ chemical physics,Science and engineering,Physical sciences,Physics,Atomic/ molecular/ chemical physics,4
7667,r180,Science and engineering -> Physical sciences -> Physics -> Biophysics (physics),Science and engineering,Physical sciences,Physics,Biophysics (physics),4
7667,r181,Science and engineering -> Physical sciences -> Physics -> Condensed matter/ low-temperature physics,Science and engineering,Physical sciences,Physics,Condensed matter/ low-temperature physics,4
7667,r182,Science and engineering -> Physical sciences -> Physics -> Elementary particle physics,Science and engineering,Physical sciences,Physics,Elementary particle physics,4
7667,r183,Science and engineering -> Physical sciences -> Physics -> Nuclear physics,Science and engineering,Physical sciences,Physics,Nuclear physics,4
7667,r184,Science and engineering -> Physical sciences -> Physics -> Optics and photonics,Science and engineering,Physical sciences,Physics,Optics and photonics,4
7667,r185,Science and engineering -> Physical sciences -> Physics -> Plasma/ high-temperature physics,Science and engineering,Physical sciences,Physics,Plasma/ high-temperature physics,4
7667,r186,Science and engineering -> Physical sciences -> Physics -> Polymer physics,Science and engineering,Physical sciences,Physics,Polymer physics,4
7667,r187,"Science and engineering -> Physical sciences -> Physics -> Physics, general",Science and engineering,Physical sciences,Physics,"Physics, general",4
