table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_received_as_a_subrecipient_total,field_received_as_a_subrecipient_federally_financed,field_received_as_a_subrecipient_nonfederally_financed,field_passed_through_to_subrecipients_total,field_passed_through_to_subrecipients_federally_financed,field_passed_through_to_subrecipients_nonfederally_financed
8013,r286,United States -> Pennsylvania -> Private -> Saint Francis U.,United States,Pennsylvania,Private,Saint Francis U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8013,r287,United States -> Pennsylvania -> Private -> Salus U.,United States,Pennsylvania,Private,Salus U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8013,r288,United States -> Pennsylvania -> Private -> Susquehanna U.,United States,Pennsylvania,Private,Susquehanna U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8013,r289,United States -> Pennsylvania -> Private -> U. Scranton,United States,Pennsylvania,Private,U. Scranton,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8013,r290,United States -> Pennsylvania -> Private -> Ursinus C.,United States,Pennsylvania,Private,Ursinus C.,4,"['43', '']","['43', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8013,r291,"United States -> Pennsylvania -> Private -> Widener U., Chester",United States,Pennsylvania,Private,"Widener U., Chester",4,"['50', '']","['50', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8013,r292,United States -> Pennsylvania -> Private -> Wilkes U.,United States,Pennsylvania,Private,Wilkes U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8013,r293,United States -> Rhode Island,United States,Rhode Island,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8013,r294,United States -> Rhode Island -> Private,United States,Rhode Island,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8013,r295,United States -> Rhode Island -> Private -> Bryant U.,United States,Rhode Island,Private,Bryant U.,4,"['235', '']","['235', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8013,r296,United States -> Rhode Island -> Private -> Salve Regina U.,United States,Rhode Island,Private,Salve Regina U.,4,"['624', '']","['624', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8013,r297,United States -> South Carolina,United States,South Carolina,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8013,r298,United States -> South Carolina -> Public,United States,South Carolina,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8013,r299,United States -> South Carolina -> Public -> Francis Marion U.,United States,South Carolina,Public,Francis Marion U.,4,"['16', '']","['0', '']","['16', '']","['0', '']","['0', '']","['0', '']"
8013,r300,United States -> South Carolina -> Public -> U. South Carolina Upstate,United States,South Carolina,Public,U. South Carolina Upstate,4,"['24', '']","['24', '']","['0', '']","['9', '']","['9', '']","['0', '']"
8013,r301,"United States -> South Carolina -> Public -> U. South Carolina, Beaufort",United States,South Carolina,Public,"U. South Carolina, Beaufort",4,"['38', '']","['38', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8013,r302,United States -> South Carolina -> Private,United States,South Carolina,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8013,r303,United States -> South Carolina -> Private -> Benedict C.,United States,South Carolina,Private,Benedict C.,4,"['133', '']","['133', '']","['0', '']","['7', '']","['7', '']","['0', '']"
8013,r304,United States -> South Carolina -> Private -> Converse C.,United States,South Carolina,Private,Converse C.,4,"['172', '']","['172', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8013,r305,United States -> South Dakota,United States,South Dakota,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8013,r306,United States -> South Dakota -> Public,United States,South Dakota,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8013,r307,United States -> South Dakota -> Public -> Northern State U.,United States,South Dakota,Public,Northern State U.,4,"['173', '']","['173', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8013,r308,United States -> South Dakota -> Public -> Oglala Lakota C.,United States,South Dakota,Public,Oglala Lakota C.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8013,r309,United States -> Tennessee,United States,Tennessee,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8013,r310,United States -> Tennessee -> Public,United States,Tennessee,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8013,r311,"United States -> Tennessee -> Public -> U. Tennessee, Martin",United States,Tennessee,Public,"U. Tennessee, Martin",4,"['0', 'i']","['0', '']","['0', 'i']","['0', '']","['0', '']","['0', '']"
8013,r312,United States -> Tennessee -> Private,United States,Tennessee,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8013,r313,United States -> Tennessee -> Private -> Sewanee: U. of the South,United States,Tennessee,Private,Sewanee: U. of the South,4,"['2', '']","['2', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8013,r314,United States -> Texas,United States,Texas,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8013,r315,United States -> Texas -> Public,United States,Texas,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8013,r316,United States -> Texas -> Public -> Angelo State U.,United States,Texas,Public,Angelo State U.,4,"['0', '']","['0', '']","['0', '']","['83', '']","['0', '']","['83', '']"
8013,r317,United States -> Texas -> Public -> Midwestern State U.,United States,Texas,Public,Midwestern State U.,4,"['8', '']","['8', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8013,r318,United States -> Texas -> Public -> Texas A&M U.-Central Texas,United States,Texas,Public,Texas A&M U.-Central Texas,4,"['15', '']","['15', '']","['0', '']","['257', '']","['257', '']","['0', '']"
8013,r319,United States -> Texas -> Public -> Texas A&M U.-San Antonio,United States,Texas,Public,Texas A&M U.-San Antonio,4,"['90', '']","['84', '']","['6', '']","['0', '']","['0', '']","['0', '']"
8013,r320,United States -> Texas -> Public -> U. Houston system administration,United States,Texas,Public,U. Houston system administration,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8013,r321,United States -> Texas -> Private,United States,Texas,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8013,r322,United States -> Texas -> Private -> Austin C.,United States,Texas,Private,Austin C.,4,"['12', '']","['12', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8013,r323,United States -> Texas -> Private -> LeTourneau U.,United States,Texas,Private,LeTourneau U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8013,r324,United States -> Texas -> Private -> McMurry U.,United States,Texas,Private,McMurry U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8013,r325,United States -> Texas -> Private -> Parker U.,United States,Texas,Private,Parker U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8013,r326,United States -> Texas -> Private -> Southwestern U.,United States,Texas,Private,Southwestern U.,4,"['11', '']","['11', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8013,r327,United States -> Texas -> Private -> Texas Chiropractic C.,United States,Texas,Private,Texas Chiropractic C.,4,"['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
8013,r328,United States -> Texas -> Private -> U. Dallas,United States,Texas,Private,U. Dallas,4,"['50', '']","['5', '']","['45', '']","['0', '']","['0', '']","['0', '']"
8013,r329,United States -> Utah,United States,Utah,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8013,r330,United States -> Utah -> Public,United States,Utah,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8013,r331,United States -> Utah -> Public -> Southern Utah U.,United States,Utah,Public,Southern Utah U.,4,"['9', '']","['9', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8013,r332,United States -> Utah -> Public -> Utah Valley U.,United States,Utah,Public,Utah Valley U.,4,"['19', '']","['19', '']","['0', '']","['76', '']","['61', '']","['15', '']"
8013,r333,United States -> Utah -> Public -> Weber State U.,United States,Utah,Public,Weber State U.,4,"['83', 'i']","['77', 'i']","['6', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
8013,r334,United States -> Vermont,United States,Vermont,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8013,r335,United States -> Vermont -> Private,United States,Vermont,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8013,r336,United States -> Vermont -> Private -> Norwich U.,United States,Vermont,Private,Norwich U.,4,"['610', '']","['588', '']","['22', '']","['0', '']","['0', '']","['0', '']"
8013,r337,United States -> Vermont -> Private -> Saint Michael's C.,United States,Vermont,Private,Saint Michael's C.,4,"['606', '']","['606', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8013,r338,United States -> Virginia,United States,Virginia,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8013,r339,United States -> Virginia -> Public,United States,Virginia,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8013,r340,United States -> Virginia -> Public -> Longwood U.,United States,Virginia,Public,Longwood U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8013,r341,United States -> Virginia -> Public -> Radford U.,United States,Virginia,Public,Radford U.,4,"['85', '']","['78', '']","['7', '']","['37', '']","['26', '']","['11', '']"
8013,r342,United States -> Virginia -> Public -> Virginia Military Institute,United States,Virginia,Public,Virginia Military Institute,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8013,r343,United States -> Virginia -> Private,United States,Virginia,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8013,r344,United States -> Virginia -> Private -> Eastern Mennonite U.,United States,Virginia,Private,Eastern Mennonite U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8013,r345,United States -> Virginia -> Private -> Roanoke C.,United States,Virginia,Private,Roanoke C.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8013,r346,United States -> Virginia -> Private -> U. Lynchburg,United States,Virginia,Private,U. Lynchburg,4,"['8', 'i']","['7', 'i']","['1', 'i']","['7', 'i']","['6', 'i']","['1', 'i']"
8013,r347,United States -> Virginia -> Private -> Washington and Lee U.,United States,Virginia,Private,Washington and Lee U.,4,"['1', '']","['1', '']","['0', '']","['2', '']","['2', '']","['0', '']"
8013,r348,United States -> Washington,United States,Washington,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8013,r349,United States -> Washington -> Public,United States,Washington,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8013,r350,United States -> Washington -> Public -> Evergreen State C.,United States,Washington,Public,Evergreen State C.,4,"['27', '']","['27', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8013,r351,United States -> Washington -> Private,United States,Washington,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8013,r352,United States -> Washington -> Private -> Gonzaga U.,United States,Washington,Private,Gonzaga U.,4,"['46', '']","['46', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8013,r353,United States -> Washington -> Private -> Pacific Lutheran U.,United States,Washington,Private,Pacific Lutheran U.,4,"['35', '']","['35', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8013,r354,United States -> Washington -> Private -> Saint Martin's U.,United States,Washington,Private,Saint Martin's U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8013,r355,United States -> Washington -> Private -> Seattle Pacific U.,United States,Washington,Private,Seattle Pacific U.,4,"['280', '']","['280', '']","['0', '']","['5', '']","['5', '']","['0', '']"
8013,r356,United States -> Washington -> Private -> U. Puget Sound,United States,Washington,Private,U. Puget Sound,4,"['58', '']","['58', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8013,r357,United States -> Washington -> Private -> Whitman C.,United States,Washington,Private,Whitman C.,4,"['48', '']","['48', '']","['0', '']","['29', '']","['0', '']","['29', '']"
8013,r358,United States -> Washington -> Private -> Whitworth U.,United States,Washington,Private,Whitworth U.,4,"['16', '']","['16', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8013,r359,United States -> West Virginia,United States,West Virginia,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8013,r360,United States -> West Virginia -> Public,United States,West Virginia,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8013,r361,United States -> West Virginia -> Public -> Bluefield State C.,United States,West Virginia,Public,Bluefield State C.,4,"['265', '']","['265', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8013,r362,United States -> West Virginia -> Public -> West Liberty U.,United States,West Virginia,Public,West Liberty U.,4,"['333', '']","['333', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8013,r363,United States -> West Virginia -> Private,United States,West Virginia,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8013,r364,United States -> West Virginia -> Private -> Future Generations U.,United States,West Virginia,Private,Future Generations U.,4,"['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
8013,r365,United States -> West Virginia -> Private -> U. Charleston,United States,West Virginia,Private,U. Charleston,4,"['215', '']","['215', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8013,r366,United States -> Wisconsin,United States,Wisconsin,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8013,r367,United States -> Wisconsin -> Public,United States,Wisconsin,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8013,r368,United States -> Wisconsin -> Public -> U. Wisconsin-Stout,United States,Wisconsin,Public,U. Wisconsin-Stout,4,"['36', '']","['7', '']","['29', '']","['0', '']","['0', '']","['0', '']"
8013,r369,United States -> Wisconsin -> Public -> U. Wisconsin-Whitewater,United States,Wisconsin,Public,U. Wisconsin-Whitewater,4,"['130', '']","['130', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8013,r370,United States -> Wisconsin -> Private,United States,Wisconsin,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8013,r371,United States -> Wisconsin -> Private -> Alverno C.,United States,Wisconsin,Private,Alverno C.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8013,r372,"United States -> Wisconsin -> Private -> Concordia U., Wisconsin",United States,Wisconsin,Private,"Concordia U., Wisconsin",4,"['52', '']","['52', '']","['0', '']","['85', '']","['85', '']","['0', '']"
8013,r373,United States -> Wisconsin -> Private -> Lawrence U.,United States,Wisconsin,Private,Lawrence U.,4,"['38', '']","['38', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8013,r374,United States -> Wisconsin -> Private -> St. Norbert C.,United States,Wisconsin,Private,St. Norbert C.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8013,r375,United States -> Puerto Rico,United States,Puerto Rico,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8013,r376,United States -> Puerto Rico -> Public,United States,Puerto Rico,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8013,r377,"United States -> Puerto Rico -> Public -> U. Puerto Rico, Aguadilla",United States,Puerto Rico,Public,"U. Puerto Rico, Aguadilla",4,"['31', '']","['0', '']","['31', '']","['0', '']","['0', '']","['0', '']"
8013,r378,"United States -> Puerto Rico -> Public -> U. Puerto Rico, Ponce",United States,Puerto Rico,Public,"U. Puerto Rico, Ponce",4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8013,r379,United States -> Puerto Rico -> Private,United States,Puerto Rico,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8013,r380,United States -> Puerto Rico -> Private -> Polytechnic U. Puerto Rico,United States,Puerto Rico,Private,Polytechnic U. Puerto Rico,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8013,r381,"United States -> Puerto Rico -> Private -> Pontifical Catholic U. Puerto Rico, Ponce",United States,Puerto Rico,Private,"Pontifical Catholic U. Puerto Rico, Ponce",4,"['148', '']","['148', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8013,r382,United States -> Puerto Rico -> Private -> San Juan Bautista School of Medicine,United States,Puerto Rico,Private,San Juan Bautista School of Medicine,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8013,r383,"United States -> Puerto Rico -> Private -> U. Ana G. Mendez, Carolina",United States,Puerto Rico,Private,"U. Ana G. Mendez, Carolina",4,"['37', '']","['37', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8013,r384,"United States -> Puerto Rico -> Private -> U. Ana G. Mendez, Cupey",United States,Puerto Rico,Private,"U. Ana G. Mendez, Cupey",4,"['455', '']","['455', '']","['0', '']","['0', '']","['0', '']","['0', '']"
