table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_agencies,field_doc,field_dod,field_doe,field_ed,field_epa,field_hhs,field_nasa,field_nsf,field_usda,field_othera
11229,r001,All institutions,All institutions,,1,-,44628417,513921,4528476,1477289,195882,33058,26694087,2057512,6920665,1905757,301768
11229,r002,All institutions -> Johns Hopkins U.,All institutions,Johns Hopkins U.,2,1,1800816,4353,538276,8232,1411,0,843584,368592,35072,15,1281
11229,r003,All institutions -> U. Washington,All institutions,U. Washington,2,2,928382,23965,102472,30456,2221,0,603933,17039,134530,3675,10090
11229,r004,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,3,879536,19280,93797,20322,0,399,568326,12279,164348,507,278
11229,r005,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,4,876442,21,43985,0,0,0,823485,0,8950,0,0
11229,r006,All institutions -> U. Michigan,All institutions,U. Michigan,2,5,865049,6254,60878,32118,3039,0,625478,27966,106098,1630,1588
11229,r007,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,6,836411,2518,39424,14330,0,0,660471,22731,95755,958,223
11229,r008,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,7,798189,59472,52687,19821,294,992,365169,166896,130446,1250,1163
11229,r009,All institutions -> Stanford U.,All institutions,Stanford U.,2,8,796224,181,83832,24230,1143,1350,617876,17387,46382,875,2969
11229,r010,All institutions -> U. Pittsburgh,All institutions,U. Pittsburgh,2,9,772399,0,55929,7345,4235,0,672144,2339,27612,0,2796
11229,r011,All institutions -> Duke U.,All institutions,Duke U.,2,10,762635,50,34268,18655,897,248,662111,1156,45097,0,152
11229,r012,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,11,761096,0,46823,11311,1832,0,648061,1119,46645,3726,1578
11229,r013,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,12,756368,336,50439,25223,532,0,586606,17925,72364,2943,0
