table_id,row_id,region_country_or_economy_full_path,region_country_or_economy_level_1,region_country_or_economy_level_2,region_country_or_economy_level_3,region_country_or_economy_level_4,region_country_or_economy_hierarchy_depth,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019
6243,r001,World,World,,,,1,829842,924719,1041002,1120448,1211543,1380775,1538839,1526345,1657852,1873441,1932867,2043345,2171477,2126937,2233041,2425569,2662725,2812576
6243,r002,World -> North America,World,North America,,,2,315386,329928,360516,383586,411372,435736,483018,496303,543720,602425,630304,674930,718221,773040,829378,890557,987383,1083512
6243,r003,World -> North America -> Canada,World,North America,Canada,,3,12652,15365,17640,20043,23539,26912,28421,28031,31824,36319,37547,38945,39285,35441,36365,39966,42969,45369
6243,r004,World -> North America -> Mexico,World,North America,Mexico,,3,2401,2451,2558,2923,2987,3278,3499,3062,3548,3721,3698,3415,3685,3396,3218,3475,3507,3687
6243,r005,World -> North America -> United States,World,North America,United States,,3,300333,312111,340318,360619,384845,405546,451098,465210,508349,562385,589059,632570,675251,734204,789795,847116,940907,1034456
6243,r006,World -> Central and South America,World,Central and South America,,,2,14593,15010,18661,23793,28292,36188,44116,46371,55292,66394,67793,71099,69933,65201,58668,67299,64777,61447
6243,r007,World -> Central and South America -> Argentina,World,Central and South America,Argentina,,3,2779,3125,3918,4702,5510,6976,8693,8677,10270,12336,13405,14290,12897,15159,13344,15972,12813,10765
6243,r008,World -> Central and South America -> Brazil,World,Central and South America,Brazil,,3,4745,5238,7125,9919,12279,16500,19964,21313,26784,32509,29735,30653,30959,23823,23962,26918,25350,25712
6243,r009,World -> Central and South America -> Chile,World,Central and South America,Chile,,3,750,716,924,1131,1374,1613,2070,1951,2460,3154,3410,3596,3296,3213,3539,3959,3770,3538
6243,r010,World -> Central and South America -> Colombia,World,Central and South America,Colombia,,3,1831,1740,2146,3008,3401,4427,5249,5137,6491,7444,8447,8781,9134,6838,6408,7042,7528,7230
6243,r011,World -> Central and South America -> Peru,World,Central and South America,Peru,,3,985,1011,1102,1204,1370,1538,1857,1873,2216,2515,2832,3044,3014,2828,2829,3151,3316,3504
6243,r012,World -> Central and South America -> Other Central and South America,World,Central and South America,Other Central and South America,,3,3503,3180,3447,3828,4357,5134,6282,7421,7071,8435,9963,10736,10633,13339,8586,10257,12001,10699
6243,r013,World -> Europe,World,Europe,,,2,276775,333803,388693,413228,445087,536137,588106,539159,554232,619302,609344,657462,687097,610762,630006,691877,770201,810122
6243,r014,World -> Europe -> EU,World,Europe,EU,,3,200975,242839,279526,293445,315764,376753,423788,398780,396738,442072,424887,465554,487877,435938,461665,511670,573802,598554
6243,r015,World -> Europe -> EU -> France,World,Europe,EU,France,4,56765,68060,77334,78885,85214,98207,109234,102942,101686,110425,105390,111919,117220,101062,106103,116185,128694,131487
6243,r016,World -> Europe -> EU -> Germany,World,Europe,EU,Germany,4,50445,59479,68118,71575,75540,92306,102228,95967,94175,112193,110286,124405,131242,113688,118334,128058,140520,145206
6243,r017,World -> Europe -> EU -> Italy,World,Europe,EU,Italy,4,33066,40211,44437,45911,48350,55535,60984,58795,57301,60468,55354,57863,58832,50733,52970,56813,59600,60483
6243,r018,World -> Europe -> EU -> Spain,World,Europe,EU,Spain,4,12044,15305,17452,18704,20230,23522,27018,26388,24424,26578,24778,26380,27129,23372,23948,26441,29490,30112
6243,r019,World -> Europe -> EU -> Other EU,World,Europe,EU,Other EU,4,48655,59783,72185,78369,86430,107183,124324,114688,119152,132407,129080,144987,153453,147082,160310,184174,215498,231266
6243,r020,World -> Europe -> Non-EU,World,Europe,Non-EU,,3,75800,90964,109167,119784,129322,159384,164319,140379,157493,177231,184457,191908,199221,174825,168341,180207,196399,211568
6243,r021,World -> Europe -> Non-EU -> United Kingdom,World,Europe,Non-EU,United Kingdom,4,53992,65755,78457,84789,88817,109231,102247,83240,89550,95206,95960,93625,106328,102533,98655,103415,117065,127777
6243,r022,World -> Europe -> Non-EU -> Russia,World,Europe,Non-EU,Russia,4,5475,6895,8978,10938,14662,18924,25576,21233,28360,37365,41991,48530,44012,27083,24617,29621,30774,32672
6243,r023,World -> Europe -> Non-EU -> Switzerland,World,Europe,Non-EU,Switzerland,4,9860,10677,12121,12506,12802,13627,15646,16600,17904,21126,21037,22089,22988,22531,22380,22807,23687,23961
6243,r024,World -> Europe -> Non-EU -> Other non-EU,World,Europe,Non-EU,Other non-EU,4,6472,7638,9611,11550,13042,17603,20849,19306,21680,23534,25469,27664,25892,22678,22689,24364,24873,27158
6243,r025,World -> Middle East,World,Middle East,,,2,14232,15254,17264,19469,22931,28955,34469,35863,38515,43278,39436,43741,51229,52837,57084,60975,59426,61478
6243,r026,World -> Middle East -> Iran,World,Middle East,Iran,,3,3307,3968,4789,5719,7272,9984,12043,13127,14744,16288,8870,8292,10659,11239,12226,12941,7989,6264
6243,r027,World -> Middle East -> Israel,World,Middle East,Israel,,3,6167,6101,6404,6985,7648,8779,10606,10994,11294,13253,14709,17488,20779,20783,23412,25845,28445,31082
6243,r028,World -> Middle East -> Saudi Arabia,World,Middle East,Saudi Arabia,,3,1736,1794,1982,2139,2336,2591,3008,3560,4003,4402,5550,6586,7207,7482,7650,7978,8443,9173
6243,r029,World -> Middle East -> United Arab Emirates,World,Middle East,United Arab Emirates,,3,2260,2592,3152,3603,4240,5748,6657,5939,6139,6512,7165,7848,8694,9237,9583,10126,10329,10679
6243,r030,World -> Middle East -> Other Middle East,World,Middle East,Other Middle East,,3,762,800,937,1022,1435,1853,2156,2242,2335,2822,3143,3527,3889,4097,4212,4085,4220,4279
6243,r031,World -> Africa,World,Africa,,,2,5114,6524,8796,11565,13289,15818,20696,20877,23669,26003,28044,29442,30737,28479,25638,23994,26377,28935
6243,r032,World -> Africa -> Egypt,World,Africa,Egypt,,3,473,382,366,510,627,753,898,1071,1219,3023,4005,3995,4323,4530,4011,2867,3545,4424
6243,r033,World -> Africa -> Nigeria,World,Africa,Nigeria,,3,1221,1387,2690,4630,5683,7140,11701,10823,11952,11401,13177,14842,15735,14370,12017,10321,11177,12691
6243,r034,World -> Africa -> South Africa,World,Africa,South Africa,,3,1477,2359,3023,3450,3639,3981,3721,4408,5830,6442,5699,5223,5142,4613,4277,5125,5500,5366
6243,r035,World -> Africa -> Other Africa,World,Africa,Other Africa,,3,1943,2396,2717,2975,3341,3943,4375,4576,4667,5136,5163,5382,5537,4966,5333,5681,6155,6455
6243,r036,World -> Asia,World,Asia,,,2,187955,203851,222858,241928,260259,289660,327611,346608,390400,453183,491179,503751,553008,544434,576797,628316,693412,707341
6243,r037,World -> Asia -> China,World,Asia,China,,3,19857,20286,23378,29921,37831,50613,66448,79820,94812,122088,150561,174833,205027,215576,215915,243712,288090,285503
6243,r038,World -> Asia -> India,World,Asia,India,,3,10236,12106,14940,18134,21094,27623,32281,35900,45777,53451,54513,63045,71641,78879,88036,101430,104986,110842
6243,r039,World -> Asia -> Indonesia,World,Asia,Indonesia,,3,1618,2032,2309,2599,3295,3666,4215,4763,6472,7566,7730,7701,7391,7259,8105,9291,9756,11241
6243,r040,World -> Asia -> Japan,World,Asia,Japan,,3,119474,128428,135539,134942,129916,130184,148813,154447,158794,174031,177036,148465,141116,126891,142497,138838,143465,147906
6243,r041,World -> Asia -> Malaysia,World,Asia,Malaysia,,3,997,1086,1175,1513,1754,2022,2334,2441,3232,3730,3987,4249,4509,4209,4328,4643,5490,5472
6243,r042,World -> Asia -> Philippines,World,Asia,Philippines,,3,1241,1263,1375,1572,1909,2371,2821,2916,3414,3917,4564,4294,4374,4584,5550,5759,6216,6982
6243,r043,World -> Asia -> Singapore,World,Asia,Singapore,,3,1206,1254,1308,1810,2161,2607,3251,3451,4280,5593,6200,6813,7144,6597,6989,7491,8173,8464
6243,r044,World -> Asia -> South Korea,World,Asia,South Korea,,3,24816,28046,32284,39650,47842,54308,49681,45529,53933,60707,62670,68587,84084,71574,74743,82987,91541,93077
6243,r045,World -> Asia -> Taiwan,World,Asia,Taiwan,,3,4927,5293,5837,6509,7278,8070,8767,8527,9457,10371,10778,11574,12518,12891,13653,15214,16235,16922
6243,r046,World -> Asia -> Thailand,World,Asia,Thailand,,3,1576,1857,2298,2501,2889,3433,3786,3339,4078,4738,5451,5803,5574,5460,5333,5965,6122,7487
6243,r047,World -> Asia -> Vietnam,World,Asia,Vietnam,,3,276,302,339,365,405,473,592,649,746,810,906,1031,1104,1128,1200,1273,1375,1462
