table_id,row_id,academic_institution_full_path,academic_institution_level_1,academic_institution_level_2,academic_institution_level_3,academic_institution_hierarchy_depth,field_doctorate_recipients
1209,r001,"Female, all institutions","Female, all institutions",,,1,4614
1209,r002,"Female, all institutions -> Foreign or unknown institutions","Female, all institutions",Foreign or unknown institutions,,2,1351
1209,r003,"Female, all institutions -> Top 54 U.S. institutions","Female, all institutions",Top 54 U.S. institutions,,2,1663
1209,r004,"Female, all institutions -> Top 54 U.S. institutions -> U. Puerto Rico, Rio Piedras","Female, all institutions",Top 54 U.S. institutions,"U. Puerto Rico, Rio Piedras",3,179
1209,r005,"Female, all institutions -> Top 54 U.S. institutions -> U. Puerto Rico, Mayaguez","Female, all institutions",Top 54 U.S. institutions,"U. Puerto Rico, Mayaguez",3,109
1209,r006,"Female, all institutions -> Top 54 U.S. institutions -> Florida International U.","Female, all institutions",Top 54 U.S. institutions,Florida International U.,3,67
1209,r007,"Female, all institutions -> Top 54 U.S. institutions -> U. California, Los Angeles","Female, all institutions",Top 54 U.S. institutions,"U. California, Los Angeles",3,67
1209,r008,"Female, all institutions -> Top 54 U.S. institutions -> U. California, Davis","Female, all institutions",Top 54 U.S. institutions,"U. California, Davis",3,62
1209,r009,"Female, all institutions -> Top 54 U.S. institutions -> U. Texas, El Paso","Female, all institutions",Top 54 U.S. institutions,"U. Texas, El Paso",3,57
1209,r010,"Female, all institutions -> Top 54 U.S. institutions -> U. California, Berkeley","Female, all institutions",Top 54 U.S. institutions,"U. California, Berkeley",3,53
1209,r011,"Female, all institutions -> Top 54 U.S. institutions -> U. Florida","Female, all institutions",Top 54 U.S. institutions,U. Florida,3,50
1209,r012,"Female, all institutions -> Top 54 U.S. institutions -> U. Arizona","Female, all institutions",Top 54 U.S. institutions,U. Arizona,3,44
1209,r013,"Female, all institutions -> Top 54 U.S. institutions -> U. California, Irvine","Female, all institutions",Top 54 U.S. institutions,"U. California, Irvine",3,39
1209,r014,"Female, all institutions -> Top 54 U.S. institutions -> Stanford U.","Female, all institutions",Top 54 U.S. institutions,Stanford U.,3,38
1209,r015,"Female, all institutions -> Top 54 U.S. institutions -> Texas A&M U., College Station and Health Science Center","Female, all institutions",Top 54 U.S. institutions,"Texas A&M U., College Station and Health Science Center",3,38
1209,r016,"Female, all institutions -> Top 54 U.S. institutions -> U. Texas, Austin","Female, all institutions",Top 54 U.S. institutions,"U. Texas, Austin",3,38
1209,r017,"Female, all institutions -> Top 54 U.S. institutions -> U. Puerto Rico, Cayey","Female, all institutions",Top 54 U.S. institutions,"U. Puerto Rico, Cayey",3,34
1209,r018,"Female, all institutions -> Top 54 U.S. institutions -> U. California, San Diego","Female, all institutions",Top 54 U.S. institutions,"U. California, San Diego",3,33
1209,r019,"Female, all institutions -> Top 54 U.S. institutions -> U. Miami","Female, all institutions",Top 54 U.S. institutions,U. Miami,3,33
1209,r020,"Female, all institutions -> Top 54 U.S. institutions -> New York U.","Female, all institutions",Top 54 U.S. institutions,New York U.,3,32
